Timestamp,position,BLMTI.05L7.B1E10_TCSG.B5L7.B1
1494681017540,1.21,1.267e-05
1494681017550,1.21,1.448e-05
1494681017560,1.21,1.9186e-05
1494681017570,1.21,1.9186e-05
1494681017580,1.21,1.5566e-05
1494681017590,1.21,1.3032e-05
1494681017600,1.21,1.448e-05
1494681017610,1.21,1.1945999999999999e-05
1494681017620,1.21,1.3032e-05
1494681017630,1.21,1.0498e-05
1494681017640,1.21,1.4118e-05
1494681017650,1.21,1.6652e-05
1494681017660,1.21,1.991e-05
1494681017670,1.21,1.7738e-05
1494681017680,1.21,1.448e-05
1494681017690,1.21,1.3032e-05
1494681017700,1.21,1.2308e-05
1494681017710,1.21,1.086e-05
1494681017720,1.21,1.1584000000000001e-05
1494681017730,1.21,1.086e-05
1494681017740,1.21,1.3755999999999998e-05
1494681017750,1.21,1.5204e-05
1494681017760,1.21,1.7738e-05
1494681017770,1.21,1.6652e-05
1494681017780,1.21,1.7014e-05
1494681017790,1.21,1.4118e-05
1494681017800,1.21,1.5204e-05
1494681017810,1.21,1.3032e-05
1494681017820,1.21,1.7375999999999998e-05
1494681017830,1.21,1.5928e-05
1494681017840,1.21,1.7738e-05
1494681017850,1.21,1.4842000000000001e-05
1494681017860,1.21,1.3755999999999998e-05
1494681017870,1.21,1.1584000000000001e-05
1494681017880,1.21,1.0136000000000001e-05
1494681017890,1.21,1.086e-05
1494681017900,1.21,1.7375999999999998e-05
1494681017910,1.21,1.8824e-05
1494681017920,1.21,1.8100000000000003e-05
1494681017930,1.21,1.5204e-05
1494681017940,1.21,1.0136000000000001e-05
1494681017950,1.21,1.3394000000000001e-05
1494681017960,1.21,1.267e-05
1494681017970,1.21,1.0136000000000001e-05
1494681017980,1.21,1.4842000000000001e-05
1494681017990,1.21,1.7375999999999998e-05
1494681018000,1.21,2.172e-05
1494681018010,1.21,2.4254000000000002e-05
1494681018020,1.21,2.353e-05
1494681018030,1.21,1.8100000000000003e-05
1494681018040,1.21,1.5928e-05
1494681018050,1.21,1.3032e-05
1494681018060,1.21,1.629e-05
1494681018070,1.21,1.5204e-05
1494681018080,1.21,1.7014e-05
1494681018090,1.21,1.8824e-05
1494681018100,1.21,2.4254000000000002e-05
1494681018110,1.21,2.353e-05
1494681018120,1.21,1.7014e-05
1494681018130,1.21,1.3394000000000001e-05
1494681018140,1.21,1.267e-05
1494681018150,1.21,1.3755999999999998e-05
1494681018160,1.21,1.1584000000000001e-05
1494681018170,1.21,1.1584000000000001e-05
1494681018180,1.21,1.3755999999999998e-05
1494681018190,1.21,1.4842000000000001e-05
1494681018200,1.21,1.1945999999999999e-05
1494681018210,1.21,1.1584000000000001e-05
1494681018220,1.21,1.1945999999999999e-05
1494681018230,1.21,1.1584000000000001e-05
1494681018240,1.21,1.5928e-05
1494681018250,1.21,1.4118e-05
1494681018260,1.21,1.8824e-05
1494681018270,1.21,2.7874e-05
1494681018280,1.21,2.9321999999999998e-05
1494681018290,1.21,2.0272000000000002e-05
1494681018300,1.21,1.8100000000000003e-05
1494681018310,1.21,1.448e-05
1494681018320,1.21,1.6652e-05
1494681018330,1.21,1.448e-05
1494681018340,1.21,1.5566e-05
1494681018350,1.21,1.629e-05
1494681018360,1.21,1.9186e-05
1494681018370,1.21,1.8100000000000003e-05
1494681018380,1.21,1.8100000000000003e-05
1494681018390,1.21,1.5566e-05
1494681018400,1.21,1.448e-05
1494681018410,1.21,1.4842000000000001e-05
1494681018420,1.21,1.3755999999999998e-05
1494681018430,1.21,1.1945999999999999e-05
1494681018440,1.21,1.267e-05
1494681018450,1.21,1.267e-05
1494681018460,1.21,1.7375999999999998e-05
1494681018470,1.21,1.6652e-05
1494681018480,1.21,1.8100000000000003e-05
1494681018490,1.21,1.3394000000000001e-05
1494681018500,1.21,1.267e-05
1494681018510,1.21,1.1584000000000001e-05
1494681018520,1.21,1.3755999999999998e-05
1494681018530,1.21,1.267e-05
1494681018540,1.21,1.3394000000000001e-05
1494681018550,1.21,1.086e-05
1494681018560,1.21,1.1945999999999999e-05
1494681018570,1.21,1.0498e-05
1494681018580,1.21,1.267e-05
1494681018590,1.21,1.448e-05
1494681018600,1.21,1.6652e-05
1494681018610,1.21,1.4118e-05
1494681018620,1.21,1.5928e-05
1494681018630,1.21,1.1584000000000001e-05
1494681018640,1.21,1.267e-05
1494681018650,1.21,1.0498e-05
1494681018660,1.21,1.5566e-05
1494681018670,1.21,1.3032e-05
1494681018680,1.21,1.7014e-05
1494681018690,1.21,1.4842000000000001e-05
1494681018700,1.21,1.8462e-05
1494681018710,1.21,2.2805999999999998e-05
1494681018720,1.21,2.5702e-05
1494681018730,1.21,1.7738e-05
1494681018740,1.21,1.267e-05
1494681018750,1.21,1.4842000000000001e-05
1494681018760,1.21,1.3755999999999998e-05
1494681018770,1.21,1.1222e-05
1494681018780,1.21,1.3394000000000001e-05
1494681018790,1.21,1.3032e-05
1494681018800,1.21,1.5204e-05
1494681018810,1.21,1.3394000000000001e-05
1494681018820,1.21,1.448e-05
1494681018830,1.21,1.267e-05
1494681018840,1.21,1.267e-05
1494681018850,1.21,1.0136000000000001e-05
