Timestamp,position,BLMTI.05R3.B1I10_TCSG.A5R3.B1
1494678185520,-1.215,4.706e-06
1494678185530,-1.215,4.706e-06
1494678185540,-1.215,6.154e-06
1494678185550,-1.215,4.343999999999999e-06
1494678185560,-1.215,5.0680000000000004e-06
1494678185570,-1.215,3.982e-06
1494678185580,-1.215,3.982e-06
1494678185590,-1.215,5.792000000000001e-06
1494678185600,-1.215,5.0680000000000004e-06
1494678185610,-1.215,5.0680000000000004e-06
1494678185620,-1.215,5.0680000000000004e-06
1494678185630,-1.215,5.43e-06
1494678185640,-1.215,4.706e-06
1494678185650,-1.215,5.792000000000001e-06
1494678185660,-1.215,5.43e-06
1494678185670,-1.215,5.43e-06
1494678185680,-1.215,5.43e-06
1494678185690,-1.215,5.0680000000000004e-06
1494678185700,-1.215,5.792000000000001e-06
1494678185710,-1.215,5.43e-06
1494678185720,-1.215,3.982e-06
1494678185730,-1.215,3.982e-06
1494678185740,-1.215,5.0680000000000004e-06
1494678185750,-1.215,4.706e-06
1494678185760,-1.215,5.0680000000000004e-06
1494678185770,-1.215,6.877999999999999e-06
1494678185780,-1.215,5.43e-06
1494678185790,-1.215,5.792000000000001e-06
1494678185800,-1.215,5.0680000000000004e-06
1494678185810,-1.215,5.0680000000000004e-06
1494678185820,-1.215,5.43e-06
1494678185830,-1.215,3.982e-06
1494678185840,-1.215,3.62e-06
1494678185850,-1.215,3.62e-06
1494678185860,-1.215,5.0680000000000004e-06
1494678185870,-1.215,6.154e-06
1494678185880,-1.215,5.0680000000000004e-06
1494678185890,-1.215,6.154e-06
1494678185900,-1.215,4.706e-06
1494678185910,-1.215,5.0680000000000004e-06
1494678185920,-1.215,4.706e-06
1494678185930,-1.215,5.792000000000001e-06
1494678185940,-1.215,3.62e-06
1494678185950,-1.215,3.982e-06
1494678185960,-1.215,3.62e-06
1494678185970,-1.215,2.8960000000000003e-06
1494678185980,-1.215,4.343999999999999e-06
1494678185990,-1.215,3.982e-06
1494678186000,-1.215,5.792000000000001e-06
1494678186010,-1.215,6.154e-06
1494678186020,-1.215,6.516e-06
1494678186030,-1.215,6.154e-06
1494678186040,-1.215,3.62e-06
1494678186050,-1.215,4.706e-06
1494678186060,-1.215,3.982e-06
1494678186070,-1.215,4.706e-06
1494678186080,-1.215,3.62e-06
1494678186090,-1.215,3.982e-06
1494678186100,-1.215,3.982e-06
1494678186110,-1.215,5.0680000000000004e-06
1494678186120,-1.215,4.343999999999999e-06
1494678186130,-1.215,4.343999999999999e-06
1494678186140,-1.215,3.982e-06
1494678186150,-1.215,4.706e-06
1494678186160,-1.215,4.343999999999999e-06
1494678186170,-1.215,4.706e-06
1494678186180,-1.215,3.982e-06
1494678186190,-1.215,5.792000000000001e-06
1494678186200,-1.215,6.154e-06
1494678186210,-1.215,5.0680000000000004e-06
1494678186220,-1.215,3.62e-06
1494678186230,-1.215,2.8960000000000003e-06
1494678186240,-1.215,3.258e-06
1494678186250,-1.215,3.62e-06
1494678186260,-1.215,3.982e-06
1494678186270,-1.215,5.0680000000000004e-06
1494678186280,-1.215,5.792000000000001e-06
1494678186290,-1.215,5.0680000000000004e-06
1494678186300,-1.215,4.706e-06
1494678186310,-1.215,3.62e-06
1494678186320,-1.215,3.62e-06
1494678186330,-1.215,3.62e-06
1494678186340,-1.215,4.706e-06
1494678186350,-1.215,4.343999999999999e-06
1494678186360,-1.215,3.982e-06
1494678186370,-1.215,2.5340000000000002e-06
1494678186380,-1.215,4.343999999999999e-06
1494678186390,-1.215,4.706e-06
1494678186400,-1.215,3.62e-06
1494678186410,-1.215,3.62e-06
1494678186420,-1.215,3.62e-06
1494678186430,-1.215,2.8960000000000003e-06
1494678186440,-1.215,3.982e-06
1494678186450,-1.215,3.982e-06
1494678186460,-1.215,5.43e-06
1494678186470,-1.215,6.516e-06
1494678186480,-1.215,4.706e-06
1494678186490,-1.215,3.62e-06
1494678186500,-1.215,3.258e-06
1494678186510,-1.215,3.62e-06
1494678186520,-1.215,2.8960000000000003e-06
1494678186530,-1.215,3.258e-06
1494678186540,-1.215,4.706e-06
1494678186550,-1.215,5.0680000000000004e-06
1494678186560,-1.215,4.706e-06
1494678186570,-1.215,3.982e-06
1494678186580,-1.215,3.982e-06
1494678186590,-1.215,3.982e-06
1494678186600,-1.215,4.343999999999999e-06
1494678186610,-1.215,4.343999999999999e-06
1494678186620,-1.215,4.343999999999999e-06
1494678186630,-1.215,5.0680000000000004e-06
1494678186640,-1.215,6.877999999999999e-06
1494678186650,-1.215,4.343999999999999e-06
1494678186660,-1.215,3.62e-06
1494678186670,-1.215,3.62e-06
1494678186680,-1.215,2.8960000000000003e-06
1494678186690,-1.215,3.258e-06
1494678186700,-1.215,3.62e-06
1494678186710,-1.215,3.982e-06
1494678186720,-1.215,5.43e-06
1494678186730,-1.215,5.43e-06
1494678186740,-1.215,4.706e-06
1494678186750,-1.215,5.0680000000000004e-06
1494678186760,-1.215,2.5340000000000002e-06
1494678186770,-1.215,4.343999999999999e-06
1494678186780,-1.215,2.8960000000000003e-06
1494678186790,-1.215,3.982e-06
1494678186800,-1.215,4.706e-06
1494678186810,-1.215,5.792000000000001e-06
1494678186820,-1.215,3.62e-06
1494678186830,-1.215,4.343999999999999e-06
1494678186840,-1.215,4.343999999999999e-06
1494678186850,-1.215,2.5340000000000002e-06
1494678186860,-1.215,3.258e-06
1494678186870,-1.215,3.62e-06
1494678186880,-1.215,6.154e-06
1494678186890,-1.215,6.877999999999999e-06
1494678186900,-1.215,5.43e-06
1494678186910,-1.215,6.877999999999999e-06
1494678186920,-1.215,3.62e-06
1494678186930,-1.215,2.5340000000000002e-06
1494678186940,-1.215,3.258e-06
1494678186950,-1.215,3.258e-06
1494678186960,-1.215,3.258e-06
1494678186970,-1.215,5.792000000000001e-06
1494678186980,-1.215,5.43e-06
1494678186990,-1.215,4.706e-06
1494678187000,-1.215,4.343999999999999e-06
1494678187010,-1.215,5.0680000000000004e-06
1494678187020,-1.215,3.258e-06
1494678187030,-1.215,2.8960000000000003e-06
1494678187040,-1.215,3.62e-06
1494678187050,-1.215,3.982e-06
1494678187060,-1.215,5.792000000000001e-06
1494678187070,-1.215,5.43e-06
1494678187080,-1.215,5.43e-06
1494678187090,-1.215,6.154e-06
1494678187100,-1.215,4.706e-06
1494678187110,-1.215,4.343999999999999e-06
1494678187120,-1.215,2.8960000000000003e-06
1494678187130,-1.215,3.258e-06
1494678187140,-1.215,4.706e-06
1494678187150,-1.215,4.706e-06
1494678187160,-1.215,4.706e-06
1494678187170,-1.215,4.706e-06
1494678187180,-1.215,4.343999999999999e-06
1494678187190,-1.215,3.62e-06
1494678187200,-1.215,4.343999999999999e-06
1494678187210,-1.215,2.5340000000000002e-06
1494678187220,-1.215,2.8960000000000003e-06
1494678187230,-1.215,3.62e-06
1494678187240,-1.215,5.0680000000000004e-06
1494678187250,-1.215,3.982e-06
1494678187260,-1.215,5.0680000000000004e-06
1494678187270,-1.215,3.982e-06
1494678187280,-1.215,3.258e-06
1494678187290,-1.215,3.258e-06
1494678187300,-1.215,3.62e-06
1494678187310,-1.215,3.62e-06
1494678187320,-1.215,3.258e-06
1494678187330,-1.215,5.0680000000000004e-06
1494678187340,-1.215,4.343999999999999e-06
1494678187350,-1.215,5.0680000000000004e-06
1494678187360,-1.215,4.343999999999999e-06
1494678187370,-1.215,3.982e-06
1494678187380,-1.215,3.982e-06
1494678187390,-1.215,4.343999999999999e-06
1494678187400,-1.215,4.706e-06
1494678187410,-1.215,3.258e-06
1494678187420,-1.215,3.982e-06
1494678187430,-1.215,4.343999999999999e-06
1494678187470,-1.215,3.982e-06
1494678187480,-1.215,3.982e-06
1494678187490,-1.215,3.62e-06
1494678187500,-1.215,2.8960000000000003e-06
1494678187510,-1.215,2.5340000000000002e-06
1494678187520,-1.215,4.706e-06
1494678187530,-1.215,3.982e-06
1494678187540,-1.215,3.982e-06
1494678187550,-1.215,4.706e-06
1494678187560,-1.215,3.62e-06
1494678187570,-1.215,3.258e-06
1494678187580,-1.215,2.8960000000000003e-06
1494678187590,-1.215,3.62e-06
1494678187600,-1.215,3.982e-06
1494678187610,-1.215,2.8960000000000003e-06
1494678187620,-1.215,3.258e-06
1494678187630,-1.215,4.706e-06
1494678187640,-1.215,3.982e-06
1494678187650,-1.215,3.982e-06
1494678187660,-1.215,4.343999999999999e-06
1494678187670,-1.215,3.982e-06
1494678187680,-1.215,4.343999999999999e-06
1494678187690,-1.215,3.62e-06
1494678187700,-1.215,4.706e-06
1494678187710,-1.215,3.982e-06
1494678187720,-1.215,3.982e-06
1494678187730,-1.215,3.62e-06
1494678187740,-1.215,4.343999999999999e-06
1494678187750,-1.215,4.343999999999999e-06
1494678187760,-1.215,4.343999999999999e-06
1494678187770,-1.215,3.62e-06
1494678187780,-1.215,2.8960000000000003e-06
1494678187790,-1.215,3.62e-06
1494678187800,-1.215,2.5340000000000002e-06
1494678187810,-1.215,4.706e-06
1494678187820,-1.215,4.706e-06
1494678187830,-1.215,3.62e-06
1494678187840,-1.215,3.62e-06
1494678187850,-1.215,3.62e-06
1494678187860,-1.215,4.343999999999999e-06
1494678187870,-1.215,2.5340000000000002e-06
1494678187880,-1.215,3.62e-06
1494678187890,-1.215,2.8960000000000003e-06
1494678187900,-1.215,3.62e-06
1494678187910,-1.215,3.62e-06
1494678187920,-1.215,4.706e-06
1494678187930,-1.215,3.62e-06
1494678187940,-1.215,3.258e-06
1494678187950,-1.215,4.343999999999999e-06
1494678187960,-1.215,4.706e-06
1494678187970,-1.215,5.0680000000000004e-06
1494678187980,-1.215,3.258e-06
1494678187990,-1.215,2.8960000000000003e-06
1494678188000,-1.215,4.706e-06
1494678188010,-1.215,3.258e-06
1494678188020,-1.215,3.62e-06
1494678188030,-1.215,2.8960000000000003e-06
1494678188040,-1.215,3.258e-06
1494678188050,-1.215,2.1719999999999997e-06
1494678188060,-1.215,3.62e-06
1494678188070,-1.215,2.8960000000000003e-06
1494678188080,-1.215,4.343999999999999e-06
1494678188090,-1.215,3.62e-06
1494678188100,-1.215,5.0680000000000004e-06
1494678188110,-1.215,3.982e-06
1494678188120,-1.215,3.982e-06
1494678188130,-1.215,3.982e-06
1494678188140,-1.215,3.258e-06
1494678188150,-1.215,2.8960000000000003e-06
1494678188160,-1.215,2.5340000000000002e-06
1494678188170,-1.215,3.258e-06
1494678188180,-1.215,3.982e-06
1494678188190,-1.215,4.343999999999999e-06
1494678188200,-1.215,3.258e-06
1494678188210,-1.215,3.258e-06
1494678188220,-1.215,2.8960000000000003e-06
1494678188230,-1.215,3.258e-06
1494678188240,-1.215,4.343999999999999e-06
1494678188250,-1.215,3.982e-06
1494678188260,-1.215,3.982e-06
1494678188270,-1.215,3.62e-06
1494678188280,-1.215,3.258e-06
1494678188290,-1.215,3.982e-06
1494678188300,-1.215,3.62e-06
1494678188310,-1.215,3.62e-06
1494678188320,-1.215,4.343999999999999e-06
1494678188330,-1.215,4.706e-06
1494678188340,-1.215,2.8960000000000003e-06
1494678188350,-1.215,3.982e-06
1494678188360,-1.215,3.62e-06
1494678188370,-1.215,4.706e-06
1494678188380,-1.215,3.62e-06
1494678188390,-1.215,3.982e-06
1494678188400,-1.215,2.5340000000000002e-06
1494678188410,-1.215,3.982e-06
1494678188420,-1.215,4.343999999999999e-06
1494678188430,-1.215,3.258e-06
1494678188440,-1.215,3.982e-06
1494678188450,-1.215,2.8960000000000003e-06
1494678188460,-1.215,3.62e-06
1494678188470,-1.215,2.5340000000000002e-06
1494678188480,-1.215,2.5340000000000002e-06
1494678188490,-1.215,3.982e-06
1494678188500,-1.215,3.982e-06
1494678188510,-1.215,4.706e-06
1494678188520,-1.215,4.343999999999999e-06
1494678188530,-1.215,3.982e-06
1494678188540,-1.215,5.43e-06
1494678188550,-1.215,2.8960000000000003e-06
1494678188560,-1.215,3.62e-06
1494678188570,-1.215,2.5340000000000002e-06
1494678188580,-1.215,3.258e-06
1494678188590,-1.215,2.8960000000000003e-06
1494678188600,-1.215,4.343999999999999e-06
1494678188610,-1.215,3.258e-06
1494678188620,-1.215,3.62e-06
1494678188630,-1.215,3.982e-06
1494678188640,-1.215,2.1719999999999997e-06
1494678188650,-1.215,4.343999999999999e-06
1494678188660,-1.215,3.258e-06
1494678188670,-1.215,3.982e-06
1494678188680,-1.215,3.982e-06
1494678188690,-1.215,3.62e-06
1494678188700,-1.215,3.62e-06
1494678188710,-1.215,3.62e-06
1494678188720,-1.215,3.258e-06
1494678188730,-1.215,3.258e-06
1494678188740,-1.215,3.258e-06
1494678188750,-1.215,1.81e-06
1494678188760,-1.215,3.62e-06
1494678188770,-1.215,5.0680000000000004e-06
1494678188780,-1.215,2.5340000000000002e-06
1494678188790,-1.215,2.8960000000000003e-06
1494678188800,-1.215,2.8960000000000003e-06
1494678188810,-1.215,4.343999999999999e-06
1494678188820,-1.215,3.258e-06
1494678188830,-1.215,3.258e-06
1494678188840,-1.215,2.5340000000000002e-06
1494678188850,-1.215,4.343999999999999e-06
1494678188860,-1.215,3.258e-06
1494678188870,-1.215,3.982e-06
1494678188880,-1.215,2.8960000000000003e-06
1494678188890,-1.215,3.258e-06
1494678188900,-1.215,3.62e-06
1494678188910,-1.215,3.258e-06
1494678188920,-1.215,2.5340000000000002e-06
1494678188930,-1.215,2.8960000000000003e-06
1494678188940,-1.215,3.258e-06
1494678188950,-1.215,2.5340000000000002e-06
1494678188960,-1.215,3.62e-06
1494678188970,-1.215,2.8960000000000003e-06
1494678188980,-1.215,4.706e-06
1494678188990,-1.215,3.982e-06
1494678189000,-1.215,4.706e-06
1494678189010,-1.215,3.258e-06
1494678189020,-1.215,2.8960000000000003e-06
1494678189030,-1.215,2.1719999999999997e-06
1494678189040,-1.215,1.81e-06
1494678189050,-1.215,3.258e-06
1494678189060,-1.215,2.8960000000000003e-06
1494678189070,-1.215,3.258e-06
1494678189080,-1.215,3.982e-06
1494678189090,-1.215,4.706e-06
1494678189100,-1.215,2.8960000000000003e-06
1494678189110,-1.215,4.706e-06
1494678189120,-1.215,2.1719999999999997e-06
1494678189130,-1.215,3.62e-06
1494678189140,-1.215,1.4480000000000002e-06
1494678189150,-1.215,3.982e-06
1494678189160,-1.215,2.8960000000000003e-06
1494678189170,-1.215,4.343999999999999e-06
1494678189180,-1.215,3.982e-06
1494678189190,-1.215,2.8960000000000003e-06
1494678189200,-1.215,3.258e-06
1494678189210,-1.215,3.258e-06
1494678189220,-1.215,3.258e-06
1494678189230,-1.215,2.5340000000000002e-06
1494678189240,-1.215,3.258e-06
1494678189250,-1.215,2.8960000000000003e-06
1494678189260,-1.215,4.343999999999999e-06
1494678189270,-1.215,3.62e-06
1494678189280,-1.215,3.258e-06
1494678189290,-1.215,3.258e-06
1494678189300,-1.215,2.5340000000000002e-06
1494678189310,-1.215,3.62e-06
1494678189320,-1.215,2.8960000000000003e-06
1494678189330,-1.215,3.258e-06
1494678189340,-1.215,2.8960000000000003e-06
1494678189350,-1.215,3.258e-06
1494678189360,-1.215,2.5340000000000002e-06
1494678189370,-1.215,3.62e-06
1494678189380,-1.215,1.4480000000000002e-06
1494678189390,-1.215,3.258e-06
1494678189400,-1.215,3.258e-06
1494678189410,-1.215,3.982e-06
1494678189420,-1.215,4.706e-06
1494678189430,-1.215,4.706e-06
1494678189440,-1.215,4.343999999999999e-06
1494678189450,-1.215,4.343999999999999e-06
1494678189460,-1.215,2.8960000000000003e-06
1494678189470,-1.215,2.8960000000000003e-06
1494678189480,-1.215,2.8960000000000003e-06
1494678189490,-1.215,2.1719999999999997e-06
1494678189500,-1.215,2.8960000000000003e-06
1494678189510,-1.215,3.982e-06
1494678189520,-1.215,3.62e-06
1494678189530,-1.215,3.982e-06
1494678189540,-1.215,3.258e-06
1494678189550,-1.215,3.62e-06
1494678189560,-1.215,1.4480000000000002e-06
1494678189570,-1.215,3.258e-06
1494678189580,-1.215,2.8960000000000003e-06
1494678189590,-1.215,3.982e-06
1494678189600,-1.215,3.62e-06
1494678189610,-1.215,4.706e-06
1494678189620,-1.215,2.8960000000000003e-06
1494678189630,-1.215,3.62e-06
1494678189640,-1.215,2.5340000000000002e-06
1494678189650,-1.215,3.62e-06
1494678189660,-1.215,2.1719999999999997e-06
1494678189670,-1.215,2.8960000000000003e-06
1494678189680,-1.215,3.62e-06
1494678189690,-1.215,2.8960000000000003e-06
1494678189700,-1.215,1.81e-06
1494678189710,-1.215,4.706e-06
1494678189720,-1.215,3.258e-06
1494678189730,-1.215,3.258e-06
1494678189740,-1.215,2.1719999999999997e-06
1494678189750,-1.215,3.62e-06
1494678189760,-1.215,3.258e-06
1494678189770,-1.215,3.62e-06
1494678189780,-1.215,2.5340000000000002e-06
1494678189790,-1.215,2.1719999999999997e-06
1494678189800,-1.215,2.8960000000000003e-06
1494678189810,-1.215,2.8960000000000003e-06
1494678189820,-1.215,1.81e-06
1494678189830,-1.215,2.1719999999999997e-06
1494678189840,-1.215,2.8960000000000003e-06
1494678189850,-1.215,3.982e-06
1494678189860,-1.215,3.982e-06
1494678189870,-1.215,3.62e-06
1494678189880,-1.215,3.62e-06
1494678189890,-1.215,3.258e-06
1494678189900,-1.215,3.62e-06
1494678189910,-1.215,2.8960000000000003e-06
1494678189920,-1.215,2.5340000000000002e-06
1494678189930,-1.215,2.5340000000000002e-06
1494678189940,-1.215,2.5340000000000002e-06
1494678189950,-1.215,4.343999999999999e-06
1494678189960,-1.215,2.8960000000000003e-06
1494678189970,-1.215,3.258e-06
1494678189980,-1.215,2.8960000000000003e-06
1494678189990,-1.215,2.8960000000000003e-06
1494678190000,-1.215,1.81e-06
1494678190010,-1.215,2.5340000000000002e-06
1494678190020,-1.215,2.8960000000000003e-06
1494678190030,-1.215,3.258e-06
1494678190040,-1.215,3.258e-06
1494678190050,-1.215,4.343999999999999e-06
1494678190060,-1.215,3.62e-06
1494678190070,-1.215,3.258e-06
1494678190080,-1.215,3.982e-06
1494678190090,-1.215,2.5340000000000002e-06
1494678190100,-1.215,2.5340000000000002e-06
1494678190110,-1.215,3.62e-06
1494678190120,-1.215,3.258e-06
1494678190130,-1.215,3.258e-06
1494678190140,-1.215,3.258e-06
1494678190150,-1.215,2.5340000000000002e-06
1494678190160,-1.215,2.1719999999999997e-06
1494678190170,-1.215,3.258e-06
1494678190180,-1.215,2.8960000000000003e-06
1494678190190,-1.215,2.8960000000000003e-06
1494678190200,-1.215,3.62e-06
1494678190210,-1.215,4.343999999999999e-06
1494678190220,-1.215,3.258e-06
1494678190230,-1.215,3.62e-06
1494678190240,-1.215,2.8960000000000003e-06
1494678190250,-1.215,1.81e-06
1494678190260,-1.215,2.1719999999999997e-06
1494678190270,-1.215,2.5340000000000002e-06
1494678190280,-1.215,2.5340000000000002e-06
1494678190290,-1.215,2.8960000000000003e-06
1494678190300,-1.215,4.343999999999999e-06
1494678190310,-1.215,3.258e-06
1494678190320,-1.215,2.5340000000000002e-06
1494678190330,-1.215,3.62e-06
1494678190340,-1.215,2.1719999999999997e-06
1494678190350,-1.215,2.1719999999999997e-06
1494678190360,-1.215,3.62e-06
1494678190370,-1.215,1.81e-06
1494678190380,-1.215,3.982e-06
1494678190390,-1.215,2.8960000000000003e-06
1494678190400,-1.215,2.1719999999999997e-06
1494678190410,-1.215,3.258e-06
1494678190420,-1.215,2.5340000000000002e-06
1494678190430,-1.215,2.5340000000000002e-06
1494678190440,-1.215,2.5340000000000002e-06
1494678190450,-1.215,3.258e-06
1494678190460,-1.215,1.81e-06
1494678190470,-1.215,3.258e-06
