Timestamp,position,BLMTI.06R7.B1E10_TCLA.D6R7.B1
1494676444380,2.57,1.81e-06
1494676444390,2.57,1.4480000000000002e-06
1494676444400,2.57,7.240000000000001e-07
1494676444410,2.57,1.81e-06
1494676444420,2.57,7.240000000000001e-07
1494676444430,2.57,1.81e-06
1494676444440,2.57,1.4480000000000002e-06
1494676444450,2.57,3.258e-06
1494676444460,2.57,2.1719999999999997e-06
1494676444470,2.57,3.62e-06
1494676444480,2.57,7.240000000000001e-07
1494676444490,2.57,2.1719999999999997e-06
1494676444500,2.57,1.0859999999999999e-06
1494676444510,2.57,1.81e-06
1494676444520,2.57,7.240000000000001e-07
1494676444530,2.57,1.0859999999999999e-06
1494676444540,2.57,1.0859999999999999e-06
1494676444550,2.57,2.1719999999999997e-06
1494676444560,2.57,1.4480000000000002e-06
1494676444570,2.57,1.4480000000000002e-06
1494676444580,2.57,3.6200000000000004e-07
1494676444590,2.57,1.4480000000000002e-06
1494676444600,2.57,7.240000000000001e-07
1494676444610,2.57,2.1719999999999997e-06
1494676444620,2.57,1.81e-06
1494676444630,2.57,1.81e-06
1494676444640,2.57,1.0859999999999999e-06
1494676444650,2.57,2.1719999999999997e-06
1494676444660,2.57,1.0859999999999999e-06
1494676444670,2.57,1.4480000000000002e-06
1494676444680,2.57,3.6200000000000004e-07
1494676444690,2.57,1.81e-06
1494676444700,2.57,3.6200000000000004e-07
1494676444710,2.57,2.8960000000000003e-06
1494676444720,2.57,1.0859999999999999e-06
1494676444730,2.57,1.4480000000000002e-06
1494676444740,2.57,1.0859999999999999e-06
1494676444750,2.57,1.4480000000000002e-06
1494676444760,2.57,1.4480000000000002e-06
1494676444770,2.57,1.4480000000000002e-06
1494676444780,2.57,7.240000000000001e-07
1494676444790,2.57,2.1719999999999997e-06
1494676444800,2.57,3.6200000000000004e-07
1494676444810,2.57,3.258e-06
1494676444820,2.57,1.0859999999999999e-06
1494676444830,2.57,1.81e-06
1494676444840,2.57,0.0
1494676444850,2.57,1.81e-06
1494676444860,2.57,3.6200000000000004e-07
1494676444870,2.57,2.1719999999999997e-06
1494676444880,2.57,3.6200000000000004e-07
1494676444890,2.57,2.5340000000000002e-06
1494676444900,2.57,1.0859999999999999e-06
1494676444910,2.57,1.81e-06
1494676444920,2.57,3.6200000000000004e-07
1494676444930,2.57,2.5340000000000002e-06
1494676444940,2.57,0.0
1494676444950,2.57,3.6200000000000004e-07
1494676444960,2.57,7.240000000000001e-07
1494676444970,2.57,1.4480000000000002e-06
1494676444980,2.57,7.240000000000001e-07
1494676444990,2.57,7.240000000000001e-07
1494676445000,2.57,1.4480000000000002e-06
1494676445010,2.57,1.4480000000000002e-06
1494676445020,2.57,1.0859999999999999e-06
1494676445030,2.57,1.81e-06
1494676445040,2.57,7.240000000000001e-07
1494676445050,2.57,1.0859999999999999e-06
1494676445060,2.57,1.4480000000000002e-06
1494676445070,2.57,7.240000000000001e-07
1494676445080,2.57,7.240000000000001e-07
1494676445090,2.57,2.1719999999999997e-06
1494676445100,2.57,3.6200000000000004e-07
1494676445110,2.57,1.0859999999999999e-06
1494676445120,2.57,3.6200000000000004e-07
1494676445130,2.57,1.0859999999999999e-06
1494676445140,2.57,3.6200000000000004e-07
1494676445150,2.57,1.81e-06
1494676445160,2.57,0.0
1494676445170,2.57,2.5340000000000002e-06
1494676445180,2.57,3.6200000000000004e-07
1494676445190,2.57,2.1719999999999997e-06
1494676445200,2.57,1.4480000000000002e-06
1494676445210,2.57,7.240000000000001e-07
1494676445220,2.57,7.240000000000001e-07
1494676445230,2.57,3.6200000000000004e-07
1494676445240,2.57,7.240000000000001e-07
1494676445250,2.57,1.81e-06
1494676445260,2.57,7.240000000000001e-07
1494676445270,2.57,2.1719999999999997e-06
1494676445280,2.57,1.4480000000000002e-06
1494676445290,2.57,1.81e-06
1494676445300,2.57,1.4480000000000002e-06
1494676445310,2.57,1.0859999999999999e-06
