,name,diff_height,diff_decay_a,diff_decay_c,diff_position
30,1522699397TCP.C6R7.B2,2.2595820987654323,0.005447159391657061,-0.805370095586486,3.366805633617616
31,1522708381TCP.D6L7.B1,2.742558441558441,-0.15312710386771872,-0.6408675280951343,1.6399114349628303
32,1522708381TCP.D6L7.B1,2.742558441558441,-0.15312710386771872,-0.6408675280951343,1.4170195872659748
33,1522708381TCP.D6L7.B1,2.742558441558441,-0.15312710386771872,-0.6408675280951343,1.3224202267809022
34,1522708381TCP.D6L7.B1,2.742558441558441,-0.15312710386771872,-0.6408675280951343,1.0995283790840467
35,1522890722TCP.C6R7.B2,0.8521520903954829,-2.1431578286176376,-0.010940457242240686,0.6166313168802953
36,1522890722TCP.C6R7.B2,0.8521520903954829,-2.1431578286176376,-0.010940457242240686,0.001234156042118073
37,1522890722TCP.C6R7.B2,0.8521520903954829,-2.1431578286176376,-0.010940457242240686,0.0010703637278890454
38,1522890722TCP.C6R7.B2,0.8521520903954829,-2.1431578286176376,-0.010940457242240686,-0.6143267971102881
39,1522717291TCTPV.4L5.B1,4.440892098500626e-16,0.0,0.0,1.1681226986227982
40,1522857524TCSG.D4R7.B2,37.90518614232209,-64.86297040701115,-0.6013977871337703,1.8140412079778507
41,1522709684TCP.B6L7.B1,0.37106543456543495,-1.7187730054695807,-1.3322421307561756,0.5537727787837823
42,1522709684TCP.B6L7.B1,0.37106543456543495,-1.7187730054695807,-1.3322421307561756,0.5537727787837823
43,1522709684TCP.B6L7.B1,0.37106543456543495,-1.7187730054695807,-1.3322421307561756,0.5537727787837823
44,1522709684TCP.B6L7.B1,0.37106543456543495,-1.7187730054695807,-1.3322421307561756,0.5537727787837823
45,1522711362TCSG.D5L7.B2,-1.8332467884670287,3.0609894554068298,0.007655977676784442,1.0251800452458442
46,1522711362TCSG.D5L7.B2,-1.8332467884670287,3.0609894554068298,0.007655977676784442,1.0251800452458442
47,1522711362TCSG.D5L7.B2,-1.8332467884670287,3.0609894554068298,0.007655977676784442,1.0251800452458442
48,1522711362TCSG.D5L7.B2,-1.8332467884670287,3.0609894554068298,0.007655977676784442,1.0251800452458442
49,1522880198TCP.C6R7.B2,34.83234826086957,-228.17666475871232,-0.42912433040223164,0.0013712844912445732
50,1522700064TCTPV.4R1.B2,37.69694172494174,-33.064764679057156,-6.297398336394044,16.402024754168703
51,1522707776TCP.C6L7.B1,-9.598773532796317,-0.6756647712812339,-0.3685914117280058,0.010683549744020304
52,1522889920TCP.C6L7.B1,430.41212484394504,-52.71248183629153,-7.843579239937423,0.006677217516073863
53,1522818658TCP.B6L7.B1,-7.532561818181815,-0.26339387021409505,-0.23423915647508142,0.6281601669786188
54,1522818658TCP.B6L7.B1,-7.532561818181815,-0.26339387021409505,-0.23423915647508142,0.6281601669786188
55,1522818658TCP.B6L7.B1,-7.532561818181815,-0.26339387021409505,-0.23423915647508142,0.6281601669786188
56,1522818658TCP.B6L7.B1,-7.532561818181815,-0.26339387021409505,-0.23423915647508142,0.6281601669786188
57,1522890350TCSG.E5R7.B1,8.525223762376237,-44.07215148064621,0.442127314240897,0.5492002170854824
58,1522890350TCSG.E5R7.B1,8.525223762376237,-44.07215148064621,0.442127314240897,0.5492002170854824
59,1522890350TCSG.E5R7.B1,8.525223762376237,-44.07215148064621,0.442127314240897,0.5492002170854824
60,1522890350TCSG.E5R7.B1,8.525223762376237,-44.07215148064621,0.442127314240897,0.5492002170854824
61,1522710076TCP.C6R7.B2,-12.947533333333332,1.7619984583379529,-0.021809944715220464,0.0006932604927967212
62,1522831718TCP.C6L7.B1,3461.1650227039945,-247.92873895054908,-60.575690533170956,0.00670876342559934
63,1522708417TCP.D6L7.B1,-6.416348433048434,-0.4220857950103941,-0.11993696984971836,1.3066536666836535
64,1522817962TCP.C6L7.B1,7.9580533498759305,0.18773791928187067,-1.7647057879624155,0.01215569245507453
65,1522821016TCP.C6L7.B1,0.0,0.0,0.0,0.006898039992201621
66,1522709199TCTPV.4L1.B1,0.35657357298044623,1.0381770570530158,-0.005010273160924117,3.966426958579122
67,1522709199TCTPV.4L1.B1,0.35657357298044623,1.0381770570530158,-0.005010273160924117,3.966426958579122
68,1522709199TCTPV.4L1.B1,0.35657357298044623,1.0381770570530158,-0.005010273160924117,3.966426958579122
69,1522709199TCTPV.4L1.B1,0.35657357298044623,1.0381770570530158,-0.005010273160924117,3.966426958579122
70,1522857192TCLA.A7L7.B2,131.33899791271344,0.8169456869296915,-2.624683199100256,0.13239021725764122
71,1522709472TCLA.C6R7.B1,-7.444653409090909,-0.2508629891401227,-3052.498278943236,-0.5606608511612636
72,1522715289TCTPH.4L5.B1,2.0874957769733924,-20.24126697842722,-0.33185291036807896,-6.070760879367079
73,1522715289TCTPH.4L5.B1,2.0874957769733924,-20.24126697842722,-0.33185291036807896,-0.0009800115110667057
74,1522715289TCTPH.4L5.B1,2.0874957769733924,-20.24126697842722,-0.33185291036807896,-0.06669236230575049
75,1522715289TCTPH.4L5.B1,2.0874957769733924,-20.24126697842722,-0.33185291036807896,6.003088505550261
76,1522716561TCSG.6R7.B1,0.6120288248337049,0.0953403633451811,-0.008826905369200944,-0.2106508334335908
77,1522716561TCSG.6R7.B1,0.6120288248337049,0.0953403633451811,-0.008826905369200944,0.22554039083233368
78,1522716561TCSG.6R7.B1,0.6120288248337049,0.0953403633451811,-0.008826905369200944,0.26012956841796564
79,1522716561TCSG.6R7.B1,0.6120288248337049,0.0953403633451811,-0.008826905369200944,0.6963207926838901
80,1522708943TCLA.A5R3.B1,0.4412287903667218,0.11309886290562732,-0.011283605515830075,-0.10712262611989631
81,1522708943TCLA.A5R3.B1,0.4412287903667218,0.11309886290562732,-0.011283605515830075,-0.10712262611989631
82,1522708943TCLA.A5R3.B1,0.4412287903667218,0.11309886290562732,-0.011283605515830075,-0.10712262611989631
83,1522708943TCLA.A5R3.B1,0.4412287903667218,0.11309886290562732,-0.011283605515830075,-0.10712262611989631
84,1522849833TCP.C6L7.B1,27.141975869809215,0.18334521764664546,9371.710521711546,0.01063097317734929
85,1522718613TCP.D6L7.B1,19.175225243506496,0.033490442076703736,-2.320059295235729,0.7098732667604077
86,1522718613TCP.D6L7.B1,19.175225243506496,0.033490442076703736,-2.320059295235729,0.603070923070705
87,1522718613TCP.D6L7.B1,19.175225243506496,0.033490442076703736,-2.320059295235729,0.5577420628399006
88,1522718613TCP.D6L7.B1,19.175225243506496,0.033490442076703736,-2.320059295235729,0.4509397191501978
89,1522716906TCP.D6L7.B1,2.9021006493506496,0.048695315588091426,-0.5422475311454757,1.5157497743111317
90,1522716906TCP.D6L7.B1,2.9021006493506496,0.048695315588091426,-0.5422475311454757,1.2928579266130882
91,1522716906TCP.D6L7.B1,2.9021006493506496,0.048695315588091426,-0.5422475311454757,1.1982585661292036
92,1522716906TCP.D6L7.B1,2.9021006493506496,0.048695315588091426,-0.5422475311454757,0.9753667184311601
93,1522849849TCP.C6R7.B2,8.825985326086956,-16.499294272137785,-0.0653879470973443,0.0007440488450414229
94,1522857398TCP.D6R7.B2,7.534357844421162,-26.641986814457827,-0.08750250151239031,1.4346701579146508
95,1522710255TCTPH.4R8.B2,-47.72364291465378,0.5871005004198868,-1.4108451700119173,0.11275213102858794
96,1522709179TCTPV.4L1.B1,0.7777956859361519,32.04333801535272,0.0029683775770691923,4.660616192058487
97,1522709179TCTPV.4L1.B1,0.7777956859361519,32.04333801535272,0.0029683775770691923,4.660616192058487
98,1522709179TCTPV.4L1.B1,0.7777956859361519,32.04333801535272,0.0029683775770691923,4.660616192058487
99,1522709179TCTPV.4L1.B1,0.7777956859361519,32.04333801535272,0.0029683775770691923,4.660616192058487
100,1522717643TCTPV.4L2.B1,-98.97479545454543,-0.017121412069613706,-0.7757290721912495,-3.346462191473255
101,1522717643TCTPV.4L2.B1,-98.97479545454543,-0.017121412069613706,-0.7757290721912495,0.033265672181785444
102,1522717643TCTPV.4L2.B1,-98.97479545454543,-0.017121412069613706,-0.7757290721912495,0.16838603135316177
103,1522717643TCTPV.4L2.B1,-98.97479545454543,-0.017121412069613706,-0.7757290721912495,3.5481138950082025
104,1522818797TCSG.B5L7.B1,17.48925658569962,-24.576626419272653,-5.175685564959716,0.30862312412109594
105,1522831334TCSP.A4R6.B1,5.303258581235699,-0.08611823535379481,-0.004553741521802213,-0.3068370790429982
106,1522714940TCP.C6L7.B1,1.4029348864994022,0.18178032469970806,-1.1984803534791557,0.009001100929586059
107,1522820986TCP.C6L7.B1,0.31871867304070634,0.13065790919942,-0.02809120305069901,0.008454305130524808
108,1522820986TCP.C6L7.B1,0.31871867304070634,0.13065790919942,-0.02809120305069901,0.008454305130524808
109,1522820986TCP.C6L7.B1,0.31871867304070634,0.13065790919942,-0.02809120305069901,0.008454305130524808
110,1522820986TCP.C6L7.B1,0.31871867304070634,0.13065790919942,-0.02809120305069901,0.008454305130524808
111,1522849594TCSG.D4R7.B2,5.2591619385342785,-30.637694936946694,-0.12961576135569397,1.7390808274828975
112,1522709238TCTPV.4L1.B1,-3.8456653061224486,-64.2300295846068,0.09253245155384815,1.8528917086921353
113,1522709238TCTPV.4L1.B1,-3.8456653061224486,-64.2300295846068,0.09253245155384815,1.8528917086921353
114,1522709238TCTPV.4L1.B1,-3.8456653061224486,-64.2300295846068,0.09253245155384815,1.8528917086921353
115,1522709238TCTPV.4L1.B1,-3.8456653061224486,-64.2300295846068,0.09253245155384815,1.8528917086921353
116,1522715310TCTPH.4L5.B1,-12.259804991883115,0.8411760069749422,0.3024028884348242,-0.0004642159793538658
117,1522856700TCP.C6R7.B2,9.244240770568904,-16.44275878437391,-0.11985777100271411,0.0010830608422338628
118,1522889933TCSG.B4L7.B1,270.1363804130579,-24.935212895347604,-6.760647760050752,-0.2139754566487566
119,1522880974TCP.C6R7.B2,0.7161287973366646,-50.96084054647847,-0.29012535676011364,0.5311936462737199
120,1522880974TCP.C6R7.B2,0.7161287973366646,-50.96084054647847,-0.29012535676011364,0.0016658567152898485
121,1522880974TCP.C6R7.B2,0.7161287973366646,-50.96084054647847,-0.29012535676011364,0.0015249191425796838
122,1522880974TCP.C6R7.B2,0.7161287973366646,-50.96084054647847,-0.29012535676011364,-0.5280028704158504
123,1522711055TCP.B6R7.B2,-7.828966657404837,1.5466332456092784,0.5527413549685152,2.3925678865638034
124,1522849574TCSG.D4R7.B2,0.5475243055555552,0.594146952188499,0.007367156940672914,7.316133136359486
125,1522849574TCSG.D4R7.B2,0.5475243055555552,0.594146952188499,0.007367156940672914,7.316133136359486
126,1522849574TCSG.D4R7.B2,0.5475243055555552,0.594146952188499,0.007367156940672914,7.316133136359486
127,1522849574TCSG.D4R7.B2,0.5475243055555552,0.594146952188499,0.007367156940672914,7.316133136359486
128,1522880899TCP.C6L7.B1,2.4197074966532806,-15.46746265578007,-0.032828508938529954,22.231404233452817
129,1522880899TCP.C6L7.B1,2.4197074966532806,-15.46746265578007,-0.032828508938529954,21.29638219064155
130,1522880899TCP.C6L7.B1,2.4197074966532806,-15.46746265578007,-0.032828508938529954,18.677755522281615
131,1522880899TCP.C6L7.B1,2.4197074966532806,-15.46746265578007,-0.032828508938529954,17.742733479470346
132,1522710425TCTPH.4R1.B2,59.598940759282435,28.207769608255532,-1.929642117739781,0.022211681347613532
133,1522815864TCP.C6L7.B1,0.8942380952380953,-15.844839837741846,-0.2343050066011212,1.1113838598039534
134,1522815864TCP.C6L7.B1,0.8942380952380953,-15.844839837741846,-0.2343050066011212,0.014164115689432322
135,1522815864TCP.C6L7.B1,0.8942380952380953,-15.844839837741846,-0.2343050066011212,0.011745595564288003
136,1522815864TCP.C6L7.B1,0.8942380952380953,-15.844839837741846,-0.2343050066011212,-1.085474148550233
137,1522708438TCP.D6L7.B1,0.8956038083538082,-32.482699490094895,-0.3920152997510843,1.2790621865585776
138,1522849787TCSG.D5L7.B2,12.467729640347253,-31.4299267105094,-0.8167575723580421,0.47829148826693846
139,1522849787TCSG.D5L7.B2,12.467729640347253,-31.4299267105094,-0.8167575723580421,0.47829148826693846
140,1522849787TCSG.D5L7.B2,12.467729640347253,-31.4299267105094,-0.8167575723580421,0.47829148826693846
141,1522849787TCSG.D5L7.B2,12.467729640347253,-31.4299267105094,-0.8167575723580421,0.47829148826693846
142,1522819352TCP.C6L7.B1,-409.0096067415731,-0.05679136416256314,-3.5781389341868506,0.007655141958981648
143,1522708925TCP.D6L7.B1,7.204545313382271,0.1056655581316158,-1.0233586773826557,0.9735850849572825
144,1522707890TCSP.A4R6.B1,0.5712653867871267,0.5517529733143189,-0.24153340159640702,-0.11391919396417727
145,1522707890TCSP.A4R6.B1,0.5712653867871267,0.5517529733143189,-0.24153340159640702,-0.46412331276806196
146,1522707890TCSP.A4R6.B1,0.5712653867871267,0.5517529733143189,-0.24153340159640702,-0.43318175858352514
147,1522707890TCSP.A4R6.B1,0.5712653867871267,0.5517529733143189,-0.24153340159640702,-0.7833858773874098
148,1522819405TCLA.A7R7.B1,-881.6281376623377,-0.21128779697309746,-4.662405430505521,-0.17920981301616923
149,1522708051TCP.C6L7.B1,-2.8497643678160927,-2.4616100570552115,-2.747620190654832,0.007318652157701333
150,1522890203TCSG.D4L7.B1,47.48242760942761,-118.27863997939502,-0.8796372096248102,2.6468253108881763
151,1522716741TCP.6L3.B1,-3.9210678246484676,0.07658941961444299,0.08746485292575779,8.305100367422824e-07
152,1522718022TCLA.C6R7.B1,0.9816197916666658,-0.033972516319807376,802.767650045879,2.747526415426842
153,1522718022TCLA.C6R7.B1,0.9816197916666658,-0.033972516319807376,802.767650045879,-1.5331651671984048
154,1522718022TCLA.C6R7.B1,0.9816197916666658,-0.033972516319807376,802.767650045879,-0.37377390080683437
155,1522718022TCLA.C6R7.B1,0.9816197916666658,-0.033972516319807376,802.767650045879,-4.654465483432081
156,1522711570TCP.B6R7.B2,-39.99269282041515,-0.10901719905355121,-1.2015928564411618,0.3798540021623813
157,1522881109TCP.C6L7.B1,2.7071067719152473,-0.4642280876868928,-0.03044190737583663,20.82856851826
158,1522881109TCP.C6L7.B1,2.7071067719152473,-0.4642280876868928,-0.03044190737583663,19.893546475448733
159,1522881109TCP.C6L7.B1,2.7071067719152473,-0.4642280876868928,-0.03044190737583663,17.27491980708879
160,1522881109TCP.C6L7.B1,2.7071067719152473,-0.4642280876868928,-0.03044190737583663,16.339897764277524
161,1522849810TCP.C6L7.B1,73.13990650080258,-245.12672463111224,-0.5531356325683436,0.013154646286818839
162,1522709060TCTPV.4L2.B1,13.600884651162787,-156.67863874120795,-0.6700620163329298,0.05212765125393193
163,1522817741TCP.C6L7.B1,7.234065454545452,-0.0816750774627116,-2.1200607452037565,0.9669327971766997
164,1522817741TCP.C6L7.B1,7.234065454545452,-0.0816750774627116,-2.1200607452037565,0.012828671838462924
165,1522817741TCP.C6L7.B1,7.234065454545452,-0.0816750774627116,-2.1200607452037565,0.010725610881339165
166,1522817741TCP.C6L7.B1,7.234065454545452,-0.0816750774627116,-2.1200607452037565,-0.9433785144568976
167,1522818591TCP.B6L7.B1,1.9365491935483892,152.62588290338837,-0.15235088690229048,3.002545487500001
168,1522818591TCP.B6L7.B1,1.9365491935483892,152.62588290338837,-0.15235088690229048,3.002545487500001
169,1522818591TCP.B6L7.B1,1.9365491935483892,152.62588290338837,-0.15235088690229048,3.002545487500001
170,1522818591TCP.B6L7.B1,1.9365491935483892,152.62588290338837,-0.15235088690229048,3.002545487500001
171,1522716006TCSG.5L3.B1,3.2118103448275863,-0.9407162606011912,-0.1966247593887882,0.6494925782707361
172,1522716006TCSG.5L3.B1,3.2118103448275863,-0.9407162606011912,-0.1966247593887882,-1.5361373506550535e-08
173,1522716006TCSG.5L3.B1,3.2118103448275863,-0.9407162606011912,-0.1966247593887882,-1.3087668282452114e-08
174,1522716006TCSG.5L3.B1,3.2118103448275863,-0.9407162606011912,-0.1966247593887882,-0.6494926067197779
175,1522890435TCSG.D5R7.B1,213.8284459604066,-28.494216284155424,-5.7200409873521805,0.05920697304651501
176,1522699974TCTPV.4R1.B2,-1.0578426598837187,0.4959254711692617,0.0029258927305915172,16.69246135323278
177,1522699974TCTPV.4R1.B2,-1.0578426598837187,0.4959254711692617,0.0029258927305915172,16.69246135323278
178,1522699974TCTPV.4R1.B2,-1.0578426598837187,0.4959254711692617,0.0029258927305915172,16.69246135323278
179,1522699974TCTPV.4R1.B2,-1.0578426598837187,0.4959254711692617,0.0029258927305915172,16.69246135323278
180,1522709080TCTPV.4L2.B1,-63.427785853658534,-41.05019460975902,-1.6787305652689755,0.18896273576588474
181,1522709354TCTPV.4L8.B1,-2.219256157635467,-0.2138953539543535,-0.2265061453627073,0.0515884966783311
182,1522830672TCP.C6L7.B1,257.27173563218395,-36.91659667856014,-3.532174121838228,0.006119907407732494
183,1522717571TCP.D6L7.B1,-13.311672473867596,0.006727400051337595,-0.13593203056331116,0.7981821040641679
184,1522717391TCP.D6L7.B1,3.0146288254756004,0.273337974997908,-0.8522873404784024,0.8750440844759306
185,1522889023TCLA.A7R7.B1,-3.602407272727273,-0.3980967265524039,-0.36607740291754154,-0.2574927999293699
186,1522889023TCLA.A7R7.B1,-3.602407272727273,-0.3980967265524039,-0.36607740291754154,-0.2574927999293699
187,1522889023TCLA.A7R7.B1,-3.602407272727273,-0.3980967265524039,-0.36607740291754154,-0.2574927999293699
188,1522889023TCLA.A7R7.B1,-3.602407272727273,-0.3980967265524039,-0.36607740291754154,-0.2574927999293699
189,1522707755TCP.C6L7.B1,-2.609258483452031,0.24700250854576752,0.01407341719579136,0.9458738374564155
190,1522707755TCP.C6L7.B1,-2.609258483452031,0.24700250854576752,0.01407341719579136,0.010851794645149404
191,1522707755TCP.C6L7.B1,-2.609258483452031,0.24700250854576752,0.01407341719579136,0.00879079488696144
192,1522707755TCP.C6L7.B1,-2.609258483452031,0.24700250854576752,0.01407341719579136,-0.9262312479243047
193,1522699354TCSG.B5L3.B2,4.701187966417911,0.007990171627019586,0.22534039622637714,0.6189628516555246
194,1522716112TCP.C6L7.B1,-9.211166922683052,-0.18496087356680796,-0.07187287230690309,0.004721371848745992
195,1522716033TCSG.5L3.B1,-9.094934668989548,-0.036182508705743674,-0.8480631123132287,-1.2012352001988802e-08
196,1522709902TCSG.B5L7.B1,-13.760675833333334,-0.02221916869823804,-0.25588512309059297,0.3024670777622971
197,1522709902TCSG.B5L7.B1,-13.760675833333334,-0.02221916869823804,-0.25588512309059297,0.3024670777622971
198,1522709902TCSG.B5L7.B1,-13.760675833333334,-0.02221916869823804,-0.25588512309059297,0.3024670777622971
199,1522709902TCSG.B5L7.B1,-13.760675833333334,-0.02221916869823804,-0.25588512309059297,0.3024670777622971
200,1522709269TCTPV.4L1.B1,3.781181034482761,-147.77960625782484,-1.3696650562781088,0.6941892334622028
201,1522715672TCLA.B5R3.B1,-16.041669243986252,3.4508888483440154,-0.25165794870105707,2.2059727289303055e-07
202,1522708360TCP.D6L7.B1,0.17815440115440118,0.0012091109324285018,0.023343885215440896,1.6714445551245212
203,1522708360TCP.D6L7.B1,0.17815440115440118,0.0012091109324285018,0.023343885215440896,1.4485527074276647
204,1522708360TCP.D6L7.B1,0.17815440115440118,0.0012091109324285018,0.023343885215440896,1.353953346942593
205,1522708360TCP.D6L7.B1,0.17815440115440118,0.0012091109324285018,0.023343885215440896,1.1310614992457366
206,1522889703TCP.C6L7.B1,54.83552509433964,-0.7560920684027547,-1.3148261599167461,0.011398590429522848
207,1522710097TCP.C6R7.B2,2.2192299584797204,0.30569745661385794,-1.7265650632312282,0.000844355728405688
208,1522707797TCP.C6L7.B1,2.6895082092401714,-1.798499777915466,-0.7349981637427105,0.010525820171027434
209,1522711549TCP.B6R7.B2,-16.999158497480536,-0.039370117868547876,-0.1785656090444272,0.3908324415494251
210,1522819377TCLA.A7R7.B1,-3.3709737582005626,-0.6007091133356524,-0.15724471668676376,-0.19603095076152854
211,1522717514TCLA.A5R3.B1,5.416991949648712,-172.00758109449603,-0.41702237567263456,-0.3430776791490997
212,1522699913TCP.D6R7.B2,6.585338290804772,0.0783206545311666,-0.9665384734523138,0.2870177253682358
213,1522831322TCSP.A4R6.B1,2.3942285287527985,-89.86717907961216,0.579596627153455,0.008674994206378184
214,1522831322TCSP.A4R6.B1,2.3942285287527985,-89.86717907961216,0.579596627153455,-0.3415291245975065
215,1522831322TCSP.A4R6.B1,2.3942285287527985,-89.86717907961216,0.579596627153455,-0.31058757041297014
216,1522831322TCSP.A4R6.B1,2.3942285287527985,-89.86717907961216,0.579596627153455,-0.6607916892168548
217,1522889679TCP.C6L7.B1,66.92475000000002,-208.14879836592905,-0.5079363568660646,0.011693018563394553
218,1522715354TCLA.7R3.B1,-0.1665086405529954,1.9251785880057994,0.03384749491006733,-2.2181766792232676
219,1522715354TCLA.7R3.B1,-0.1665086405529954,1.9251785880057994,0.03384749491006733,-0.0062591499869846245
220,1522715354TCLA.7R3.B1,-0.1665086405529954,1.9251785880057994,0.03384749491006733,-0.007926105739535672
221,1522715354TCLA.7R3.B1,-0.1665086405529954,1.9251785880057994,0.03384749491006733,2.2039914234967473
222,1522848407TCP.C6R7.B2,4.294120387174832,-14.526896918973604,-0.05846966211105209,0.001177019248043365
223,1522709310TCTPV.4L1.B1,-1.614698765432097,-0.1233608395991097,-0.7246928036508011,1.8141822718092544
224,1522709759TCP.B6L7.B1,-0.3716420722135032,-227.30901541911567,-15.63093972852915,0.37193694097418195
225,1522819384TCLA.A7R7.B1,-0.313989010989011,21.455259061973457,0.02946976186286354,-0.19473701709313485
226,1522819295TCP.C6L7.B1,-73.1203512820513,-0.19164566045205944,-0.10721880584659638,0.01005263147668689
227,1522819295TCP.C6L7.B1,-73.1203512820513,-0.19164566045205944,-0.10721880584659638,0.01005263147668689
228,1522819295TCP.C6L7.B1,-73.1203512820513,-0.19164566045205944,-0.10721880584659638,0.01005263147668689
229,1522819295TCP.C6L7.B1,-73.1203512820513,-0.19164566045205944,-0.10721880584659638,0.01005263147668689
230,1522818059TCLA.A7R7.B1,0.0717793667007145,0.2296805364973451,-0.20610494188777173,-0.25490493266340586
231,1522890635TCSG.A4L7.B1,508.3337843915344,-67.41815241040132,-11.683856664886147,0.24069624487613073
232,1522889749TCP.C6L7.B1,92.36474075630252,0.17564157814752113,-3.2484446751866995,0.00800214697127899
233,1522857236TCLA.D6L7.B2,170.36336124530325,0.7596203008804705,-3.53154509273143,0.2783509303370679
234,1522716620TCSG.6R7.B1,7.1059750733137825,-1.0233344749928028,-0.3281348579351073,0.1923726862606583
235,1522848373TCSG.A5L3.B2,8.655739565217395,0.21271244010587353,-0.35462574904551736,-0.5506768988717843
236,1522848373TCSG.A5L3.B2,8.655739565217395,0.21271244010587353,-0.35462574904551736,-0.5506768988717843
237,1522848373TCSG.A5L3.B2,8.655739565217395,0.21271244010587353,-0.35462574904551736,-0.5506768988717843
238,1522848373TCSG.A5L3.B2,8.655739565217395,0.21271244010587353,-0.35462574904551736,-0.5506768988717843
239,1522715217TCSP.A4R6.B1,-13.07845272331155,0.41453879562358487,-0.10266616776099013,-0.27800517627578003
240,1522715391TCP.C6L7.B1,10.693510548523207,-208.16218166771725,-3.1981157459953256,0.007844417398914505
241,1522709888TCSG.B5L7.B1,-11.479925324675325,0.09488395650569345,0.02506515197751158,0.30657110866816284
242,1522709888TCSG.B5L7.B1,-11.479925324675325,0.09488395650569345,0.02506515197751158,0.30657110866816284
243,1522709888TCSG.B5L7.B1,-11.479925324675325,0.09488395650569345,0.02506515197751158,0.30657110866816284
244,1522709888TCSG.B5L7.B1,-11.479925324675325,0.09488395650569345,0.02506515197751158,0.30657110866816284
245,1522699955TCP.D6R7.B2,7.728780923994037,0.04106928683607597,1.9070717197580578,0.020501266097289375
246,1522717507TCLA.A5R3.B1,-13.663119053946316,-0.005545403203332813,-0.014362335243703228,-0.34455011554029813
247,1522717613TCP.D6L7.B1,-34.24655056179775,0.22624339669489796,0.05921610701745594,0.733145043733014
248,1522715225TCP.C6L7.B1,-3.444902507836991,-0.40317579123890734,-0.2522720766435792,0.008338636758864926
249,1522821436TCP.C6L7.B1,-1.2589441287878786,21.66913755390734,0.005055741636186717,0.006561550252566217
250,1522709430TCLA.C6R7.B1,-0.7279612794612795,-0.007116628253612672,-0.07805186588895019,-1.6975564660160503
251,1522709430TCLA.C6R7.B1,-0.7279612794612795,-0.007116628253612672,-0.07805186588895019,-1.6975564660160503
