Timestamp,position,BLMTI.05R3.B1I10_TCLA.A5R3.B1
1469991708980,1.02,4.706e-06
1469991708990,1.02,4.706e-06
1469991709000,1.02,3.982e-06
1469991709010,1.02,4.706e-06
1469991709020,1.02,3.982e-06
1469991709030,1.02,5.0680000000000004e-06
1469991709040,1.02,5.0680000000000004e-06
1469991709050,1.02,3.62e-06
1469991709060,1.02,3.982e-06
1469991709070,1.02,5.0680000000000004e-06
1469991709080,1.02,4.343999999999999e-06
1469991709090,1.02,3.258e-06
1469991709100,1.02,3.258e-06
1469991709110,1.02,3.982e-06
1469991709120,1.02,3.62e-06
1469991709130,1.02,3.258e-06
1469991709140,1.02,3.62e-06
1469991709150,1.02,5.0680000000000004e-06
1469991709160,1.02,4.706e-06
1469991709170,1.02,5.0680000000000004e-06
1469991709180,1.02,3.982e-06
1469991709190,1.02,5.0680000000000004e-06
1469991709200,1.02,4.343999999999999e-06
1469991709210,1.02,6.516e-06
1469991709220,1.02,4.343999999999999e-06
1469991709230,1.02,5.792000000000001e-06
1469991709240,1.02,4.706e-06
1469991709250,1.02,5.43e-06
1469991709260,1.02,4.343999999999999e-06
1469991709270,1.02,5.43e-06
1469991709280,1.02,4.343999999999999e-06
1469991709290,1.02,2.5340000000000002e-06
1469991709300,1.02,5.0680000000000004e-06
1469991709310,1.02,5.792000000000001e-06
1469991709320,1.02,4.706e-06
1469991709330,1.02,5.43e-06
1469991709340,1.02,4.343999999999999e-06
1469991709350,1.02,5.43e-06
1469991709360,1.02,3.982e-06
1469991709370,1.02,3.258e-06
1469991709380,1.02,3.982e-06
1469991709390,1.02,5.0680000000000004e-06
1469991709400,1.02,4.706e-06
1469991709410,1.02,5.43e-06
1469991709420,1.02,3.62e-06
1469991709430,1.02,6.154e-06
1469991709440,1.02,4.343999999999999e-06
1469991709450,1.02,4.343999999999999e-06
1469991709460,1.02,4.343999999999999e-06
1469991709470,1.02,5.0680000000000004e-06
1469991709480,1.02,3.62e-06
1469991709490,1.02,4.706e-06
1469991709500,1.02,3.258e-06
1469991709510,1.02,4.706e-06
1469991709520,1.02,3.62e-06
1469991709530,1.02,5.43e-06
1469991709540,1.02,3.258e-06
1469991709550,1.02,4.343999999999999e-06
1469991709560,1.02,2.8960000000000003e-06
1469991709570,1.02,5.0680000000000004e-06
1469991709580,1.02,2.8960000000000003e-06
1469991709590,1.02,3.982e-06
1469991709600,1.02,3.62e-06
1469991709610,1.02,4.706e-06
1469991709620,1.02,3.258e-06
1469991709630,1.02,5.0680000000000004e-06
1469991709640,1.02,4.706e-06
1469991709650,1.02,5.792000000000001e-06
1469991709660,1.02,4.343999999999999e-06
1469991709670,1.02,5.0680000000000004e-06
1469991709680,1.02,5.0680000000000004e-06
1469991709690,1.02,5.792000000000001e-06
1469991709700,1.02,3.62e-06
1469991709710,1.02,4.343999999999999e-06
1469991709720,1.02,3.982e-06
1469991709730,1.02,4.706e-06
1469991709740,1.02,3.982e-06
1469991709750,1.02,5.792000000000001e-06
1469991709760,1.02,3.258e-06
1469991709770,1.02,5.792000000000001e-06
1469991709780,1.02,3.62e-06
1469991709790,1.02,4.706e-06
1469991709800,1.02,5.0680000000000004e-06
1469991709810,1.02,5.0680000000000004e-06
1469991709820,1.02,3.982e-06
1469991709830,1.02,4.706e-06
1469991709840,1.02,3.982e-06
1469991709850,1.02,5.43e-06
1469991709860,1.02,4.343999999999999e-06
1469991709870,1.02,6.516e-06
1469991709880,1.02,3.982e-06
1469991709890,1.02,5.43e-06
1469991709900,1.02,4.343999999999999e-06
1469991709910,1.02,5.43e-06
1469991709920,1.02,4.706e-06
1469991709930,1.02,4.706e-06
1469991709940,1.02,3.62e-06
1469991709950,1.02,4.706e-06
1469991709960,1.02,3.62e-06
1469991709970,1.02,5.792000000000001e-06
1469991709980,1.02,3.982e-06
1469991709990,1.02,5.0680000000000004e-06
1469991710000,1.02,2.8960000000000003e-06
1469991710010,1.02,4.706e-06
1469991710020,1.02,3.982e-06
1469991710030,1.02,4.706e-06
1469991710040,1.02,4.343999999999999e-06
1469991710050,1.02,5.0680000000000004e-06
