Timestamp,position,BLMTI.05R3.B1I10_TCLA.A5R3.B1
1469991721980,-0.585,6.877999999999999e-06
1469991721990,-0.585,5.0680000000000004e-06
1469991722000,-0.585,3.982e-06
1469991722010,-0.585,4.706e-06
1469991722020,-0.585,6.154e-06
1469991722030,-0.585,7.24e-06
1469991722040,-0.585,3.982e-06
1469991722050,-0.585,6.154e-06
1469991722060,-0.585,4.343999999999999e-06
1469991722070,-0.585,9.05e-06
1469991722080,-0.585,4.706e-06
1469991722090,-0.585,6.516e-06
1469991722100,-0.585,5.792000000000001e-06
1469991722110,-0.585,5.43e-06
1469991722120,-0.585,5.43e-06
1469991722130,-0.585,4.706e-06
1469991722140,-0.585,5.792000000000001e-06
1469991722150,-0.585,5.43e-06
1469991722160,-0.585,4.343999999999999e-06
1469991722170,-0.585,3.982e-06
1469991722180,-0.585,5.792000000000001e-06
1469991722190,-0.585,4.706e-06
1469991722200,-0.585,3.62e-06
1469991722210,-0.585,4.343999999999999e-06
1469991722220,-0.585,5.792000000000001e-06
1469991722230,-0.585,4.706e-06
1469991722240,-0.585,3.62e-06
1469991722250,-0.585,6.154e-06
1469991722260,-0.585,4.343999999999999e-06
1469991722270,-0.585,5.792000000000001e-06
1469991722280,-0.585,4.706e-06
1469991722290,-0.585,7.24e-06
1469991722300,-0.585,6.516e-06
1469991722310,-0.585,5.0680000000000004e-06
1469991722320,-0.585,3.62e-06
1469991722330,-0.585,5.43e-06
1469991722340,-0.585,5.0680000000000004e-06
1469991722350,-0.585,5.0680000000000004e-06
1469991722360,-0.585,3.62e-06
1469991722370,-0.585,3.62e-06
1469991722380,-0.585,3.258e-06
1469991722390,-0.585,4.706e-06
1469991722400,-0.585,4.343999999999999e-06
1469991722410,-0.585,4.343999999999999e-06
1469991722420,-0.585,3.982e-06
1469991722430,-0.585,3.982e-06
1469991722440,-0.585,3.258e-06
1469991722450,-0.585,6.154e-06
1469991722460,-0.585,3.62e-06
1469991722470,-0.585,5.0680000000000004e-06
1469991722480,-0.585,5.43e-06
1469991722490,-0.585,6.516e-06
1469991722500,-0.585,5.0680000000000004e-06
1469991722510,-0.585,5.0680000000000004e-06
1469991722520,-0.585,3.982e-06
1469991722530,-0.585,7.24e-06
