Timestamp,position,BLMTI.05L3.B2E10_TCLA.A5L3.B2
1469991650790,0.905,1.81e-06
1469991650800,0.905,1.4480000000000002e-06
1469991650810,0.905,2.1719999999999997e-06
1469991650820,0.905,7.240000000000001e-07
1469991650830,0.905,1.81e-06
1469991650840,0.905,7.240000000000001e-07
1469991650850,0.905,1.4480000000000002e-06
1469991650860,0.905,1.0859999999999999e-06
1469991650870,0.905,1.81e-06
1469991650880,0.905,1.0859999999999999e-06
1469991650890,0.905,1.4480000000000002e-06
1469991650900,0.905,3.6200000000000004e-07
1469991650910,0.905,1.4480000000000002e-06
1469991650920,0.905,1.4480000000000002e-06
1469991650930,0.905,1.81e-06
1469991650940,0.905,3.6200000000000004e-07
1469991650950,0.905,2.1719999999999997e-06
1469991650960,0.905,3.6200000000000004e-07
1469991650970,0.905,1.0859999999999999e-06
1469991650980,0.905,7.240000000000001e-07
1469991650990,0.905,1.4480000000000002e-06
1469991651000,0.905,1.0859999999999999e-06
1469991651010,0.905,7.240000000000001e-07
1469991651020,0.905,1.4480000000000002e-06
1469991651030,0.905,1.81e-06
1469991651040,0.905,7.240000000000001e-07
1469991651050,0.905,1.81e-06
1469991651060,0.905,7.240000000000001e-07
1469991651070,0.905,7.240000000000001e-07
1469991651080,0.905,1.0859999999999999e-06
1469991651090,0.905,1.81e-06
1469991651100,0.905,1.0859999999999999e-06
1469991651110,0.905,1.0859999999999999e-06
1469991651120,0.905,1.4480000000000002e-06
1469991651130,0.905,1.0859999999999999e-06
1469991651140,0.905,1.0859999999999999e-06
1469991651150,0.905,1.0859999999999999e-06
1469991651160,0.905,1.0859999999999999e-06
1469991651170,0.905,1.0859999999999999e-06
1469991651180,0.905,7.240000000000001e-07
1469991651190,0.905,2.1719999999999997e-06
1469991651200,0.905,1.0859999999999999e-06
1469991651210,0.905,1.81e-06
1469991651220,0.905,7.240000000000001e-07
1469991651230,0.905,1.4480000000000002e-06
1469991651240,0.905,1.0859999999999999e-06
1469991651250,0.905,2.5340000000000002e-06
1469991651260,0.905,7.240000000000001e-07
1469991651270,0.905,1.4480000000000002e-06
1469991651280,0.905,7.240000000000001e-07
1469991651290,0.905,1.81e-06
1469991651300,0.905,7.240000000000001e-07
1469991651310,0.905,1.0859999999999999e-06
1469991651320,0.905,1.4480000000000002e-06
1469991651330,0.905,1.0859999999999999e-06
1469991651340,0.905,1.0859999999999999e-06
1469991651350,0.905,1.4480000000000002e-06
1469991651360,0.905,1.81e-06
1469991651370,0.905,7.240000000000001e-07
1469991651380,0.905,7.240000000000001e-07
1469991651390,0.905,1.0859999999999999e-06
1469991651400,0.905,1.81e-06
1469991651410,0.905,1.0859999999999999e-06
1469991651420,0.905,1.4480000000000002e-06
1469991651430,0.905,1.4480000000000002e-06
1469991651440,0.905,7.240000000000001e-07
1469991651450,0.905,2.1719999999999997e-06
1469991651460,0.905,1.0859999999999999e-06
1469991651470,0.905,1.81e-06
1469991651480,0.905,1.0859999999999999e-06
1469991651490,0.905,2.1719999999999997e-06
1469991651500,0.905,3.6200000000000004e-07
1469991651510,0.905,1.0859999999999999e-06
1469991651520,0.905,1.81e-06
1469991651530,0.905,1.0859999999999999e-06
1469991651540,0.905,7.240000000000001e-07
1469991651550,0.905,1.81e-06
1469991651560,0.905,7.240000000000001e-07
1469991651570,0.905,1.0859999999999999e-06
1469991651580,0.905,1.0859999999999999e-06
1469991651590,0.905,1.0859999999999999e-06
1469991651600,0.905,1.0859999999999999e-06
1469991651610,0.905,1.81e-06
1469991651620,0.905,7.240000000000001e-07
1469991651630,0.905,1.0859999999999999e-06
1469991651640,0.905,1.0859999999999999e-06
