Timestamp,position,BLMTI.05R3.B1I10_TCLA.A5R3.B1
1469991701970,-0.605,4.706e-06
1469991701980,-0.605,3.982e-06
1469991701990,-0.605,4.343999999999999e-06
1469991702000,-0.605,3.62e-06
1469991702010,-0.605,4.343999999999999e-06
1469991702020,-0.605,4.343999999999999e-06
1469991702030,-0.605,4.343999999999999e-06
1469991702040,-0.605,2.8960000000000003e-06
1469991702050,-0.605,3.982e-06
1469991702060,-0.605,3.62e-06
1469991702070,-0.605,2.8960000000000003e-06
1469991702080,-0.605,4.343999999999999e-06
1469991702090,-0.605,3.62e-06
1469991702100,-0.605,3.258e-06
1469991702110,-0.605,3.982e-06
1469991702120,-0.605,3.258e-06
1469991702130,-0.605,3.982e-06
1469991702140,-0.605,3.258e-06
1469991702150,-0.605,2.8960000000000003e-06
1469991702160,-0.605,3.62e-06
1469991702170,-0.605,5.0680000000000004e-06
1469991702180,-0.605,3.62e-06
1469991702190,-0.605,3.62e-06
1469991702200,-0.605,3.258e-06
1469991702210,-0.605,5.0680000000000004e-06
1469991702220,-0.605,3.982e-06
1469991702230,-0.605,3.62e-06
1469991702240,-0.605,3.982e-06
1469991702250,-0.605,4.706e-06
1469991702260,-0.605,3.982e-06
1469991702270,-0.605,5.43e-06
1469991702280,-0.605,3.982e-06
1469991702290,-0.605,4.706e-06
1469991702300,-0.605,3.258e-06
1469991702310,-0.605,4.706e-06
1469991702320,-0.605,3.982e-06
1469991702330,-0.605,2.8960000000000003e-06
1469991702340,-0.605,2.8960000000000003e-06
1469991702350,-0.605,3.982e-06
1469991702360,-0.605,2.8960000000000003e-06
1469991702370,-0.605,3.982e-06
1469991702380,-0.605,3.62e-06
1469991702390,-0.605,3.982e-06
1469991702400,-0.605,2.8960000000000003e-06
1469991702410,-0.605,3.982e-06
1469991702420,-0.605,3.982e-06
1469991702430,-0.605,3.982e-06
1469991702440,-0.605,3.62e-06
1469991702450,-0.605,4.343999999999999e-06
1469991702460,-0.605,3.258e-06
1469991702470,-0.605,3.982e-06
1469991702480,-0.605,3.258e-06
1469991702490,-0.605,4.706e-06
1469991702500,-0.605,2.8960000000000003e-06
1469991702510,-0.605,4.706e-06
1469991702520,-0.605,1.81e-06
1469991702530,-0.605,5.792000000000001e-06
1469991702540,-0.605,2.1719999999999997e-06
1469991702550,-0.605,4.343999999999999e-06
1469991702560,-0.605,2.1719999999999997e-06
1469991702570,-0.605,3.258e-06
1469991702580,-0.605,2.1719999999999997e-06
1469991702590,-0.605,3.258e-06
1469991702600,-0.605,2.8960000000000003e-06
1469991702610,-0.605,3.62e-06
1469991702620,-0.605,2.5340000000000002e-06
1469991702630,-0.605,2.8960000000000003e-06
1469991702640,-0.605,3.982e-06
1469991702650,-0.605,3.258e-06
1469991702660,-0.605,3.62e-06
1469991702670,-0.605,1.81e-06
1469991702680,-0.605,2.5340000000000002e-06
1469991702690,-0.605,3.982e-06
1469991702700,-0.605,3.982e-06
1469991702710,-0.605,3.62e-06
1469991702720,-0.605,3.258e-06
1469991702730,-0.605,3.982e-06
1469991702740,-0.605,2.5340000000000002e-06
1469991702750,-0.605,3.62e-06
1469991702760,-0.605,4.343999999999999e-06
1469991702770,-0.605,3.258e-06
1469991702780,-0.605,3.258e-06
1469991702790,-0.605,4.343999999999999e-06
1469991702800,-0.605,2.1719999999999997e-06
1469991702810,-0.605,3.982e-06
1469991702820,-0.605,2.8960000000000003e-06
1469991702830,-0.605,3.62e-06
1469991702840,-0.605,2.8960000000000003e-06
1469991702850,-0.605,6.154e-06
1469991702860,-0.605,4.343999999999999e-06
1469991702870,-0.605,4.706e-06
1469991702880,-0.605,4.706e-06
1469991702890,-0.605,5.792000000000001e-06
1469991702900,-0.605,3.258e-06
1469991702910,-0.605,4.343999999999999e-06
1469991702920,-0.605,3.982e-06
1469991702930,-0.605,3.62e-06
1469991702940,-0.605,2.1719999999999997e-06
1469991702950,-0.605,4.706e-06
1469991702960,-0.605,3.258e-06
1469991702970,-0.605,5.43e-06
1469991702980,-0.605,3.62e-06
1469991702990,-0.605,4.343999999999999e-06
1469991703000,-0.605,3.258e-06
1469991703010,-0.605,4.706e-06
1469991703020,-0.605,3.258e-06
1469991703030,-0.605,3.982e-06
1469991703040,-0.605,2.8960000000000003e-06
1469991703050,-0.605,5.43e-06
1469991703060,-0.605,3.982e-06
1469991703070,-0.605,4.706e-06
1469991703080,-0.605,2.8960000000000003e-06
1469991703090,-0.605,3.982e-06
1469991703100,-0.605,3.258e-06
1469991703110,-0.605,5.0680000000000004e-06
1469991703120,-0.605,3.62e-06
1469991703130,-0.605,4.706e-06
1469991703140,-0.605,3.62e-06
1469991703150,-0.605,4.343999999999999e-06
1469991703160,-0.605,4.706e-06
1469991703170,-0.605,4.343999999999999e-06
1469991703180,-0.605,3.258e-06
1469991703190,-0.605,4.343999999999999e-06
1469991703200,-0.605,3.982e-06
1469991703210,-0.605,5.0680000000000004e-06
1469991703220,-0.605,3.258e-06
1469991703230,-0.605,3.62e-06
1469991703240,-0.605,3.62e-06
1469991703250,-0.605,5.43e-06
1469991703260,-0.605,4.343999999999999e-06
1469991703270,-0.605,2.5340000000000002e-06
1469991703280,-0.605,2.8960000000000003e-06
1469991703290,-0.605,5.43e-06
1469991703300,-0.605,2.8960000000000003e-06
1469991703310,-0.605,4.706e-06
1469991703320,-0.605,2.5340000000000002e-06
1469991703330,-0.605,3.982e-06
1469991703340,-0.605,3.982e-06
1469991703350,-0.605,4.706e-06
1469991703360,-0.605,3.258e-06
1469991703370,-0.605,3.982e-06
1469991703380,-0.605,3.258e-06
1469991703390,-0.605,4.343999999999999e-06
1469991703400,-0.605,1.81e-06
1469991703410,-0.605,3.982e-06
1469991703420,-0.605,2.8960000000000003e-06
1469991703430,-0.605,3.258e-06
1469991703440,-0.605,2.8960000000000003e-06
1469991703450,-0.605,3.62e-06
