Timestamp,position,BLMTI.05R3.B1I10_TCLA.A5R3.B1
1469992099000,0.93,6.0816e-05
1469992099010,0.93,0.00010353200000000001
1469992099020,0.93,8.7966e-05
1469992099030,0.93,5.611e-05
1469992099040,0.93,7.2038e-05
1469992099050,0.93,7.421e-05
1469992099060,0.93,9.6654e-05
1469992099070,0.93,3.4028e-05
1469992099080,0.93,4.0181999999999996e-05
1469992099090,0.93,3.5114e-05
1469992099100,0.93,3.6200000000000006e-05
1469992099110,0.93,5.611e-05
1469992099120,0.93,4.9232e-05
1469992099130,0.93,4.163e-05
1469992099140,0.93,2.9321999999999998e-05
1469992099150,0.93,4.344e-05
1469992099160,0.93,4.887e-05
1469992099170,0.93,2.6426e-05
1469992099180,0.93,2.9321999999999998e-05
1469992099190,0.93,3.6924e-05
1469992099200,0.93,3.2942e-05
1469992099210,0.93,4.5974e-05
1469992099220,0.93,4.9232e-05
1469992099230,0.93,9.593e-05
1469992099240,0.93,0.000100998
1469992099250,0.93,0.000100274
1469992099260,0.93,6.516e-05
1469992099270,0.93,5.7558e-05
1469992099280,0.93,6.2264e-05
1469992099290,0.93,3.4751999999999995e-05
1469992099300,0.93,3.258e-05
1469992099310,0.93,2.8236e-05
1469992099320,0.93,3.077e-05
1469992099330,0.93,3.4028e-05
1469992099340,0.93,2.7874e-05
1469992099350,0.93,3.2218e-05
1469992099360,0.93,2.896e-05
1469992099370,0.93,3.0046e-05
1469992099380,0.93,3.2942e-05
1469992099390,0.93,2.8236e-05
1469992099400,0.93,3.1132e-05
1469992099410,0.93,3.1856e-05
1469992099420,0.93,3.5838000000000005e-05
1469992099430,0.93,7.0228e-05
1469992099440,0.93,6.0453999999999994e-05
1469992099450,0.93,9.122399999999999e-05
1469992099460,0.93,5.9006000000000004e-05
1469992099470,0.93,0.000116926
1469992099480,0.93,7.8554e-05
1469992099490,0.93,7.276199999999999e-05
1469992099500,0.93,5.2852e-05
1469992099510,0.93,4.7422e-05
1469992099520,0.93,5.3938000000000004e-05
1469992099530,0.93,3.5114e-05
1469992099540,0.93,3.439e-05
1469992099550,0.93,3.0046e-05
1469992099560,0.93,3.1132e-05
1469992099570,0.93,2.6064e-05
1469992099580,0.93,2.9684000000000002e-05
1469992099590,0.93,3.5114e-05
1469992099600,0.93,2.8598000000000003e-05
1469992099610,0.93,2.6426e-05
1469992099620,0.93,2.4978e-05
1469992099630,0.93,2.2444e-05
1469992099640,0.93,2.5702e-05
1469992099650,0.93,3.0408e-05
1469992099660,0.93,2.9684000000000002e-05
1469992099670,0.93,4.3802e-05
1469992099680,0.93,3.8734e-05
1469992099690,0.93,8.3984e-05
1469992099700,0.93,6.2988e-05
1469992099710,0.93,6.7332e-05
1469992099720,0.93,4.4888e-05
1469992099730,0.93,5.249e-05
1469992099740,0.93,4.887e-05
1469992099750,0.93,2.7874e-05
1469992099760,0.93,2.6064e-05
1469992099770,0.93,2.3168000000000002e-05
1469992099780,0.93,2.6426e-05
1469992099790,0.93,2.715e-05
1469992099800,0.93,2.896e-05
1469992099810,0.93,3.2218e-05
1469992099820,0.93,2.4978e-05
1469992099830,0.93,3.3304e-05
1469992099840,0.93,2.9684000000000002e-05
1469992099850,0.93,2.2805999999999998e-05
1469992099860,0.93,2.6426e-05
1469992099870,0.93,2.534e-05
1469992099880,0.93,2.9684000000000002e-05
1469992099890,0.93,3.982e-05
1469992099900,0.93,3.6924e-05
1469992099910,0.93,5.1404e-05
1469992099920,0.93,5.3576000000000003e-05
1469992099930,0.93,7.8916e-05
1469992099940,0.93,4.8146e-05
1469992099950,0.93,4.163e-05
1469992099960,0.93,3.9458e-05
1469992099970,0.93,4.1992e-05
1469992099980,0.93,4.163e-05
1469992099990,0.93,2.4978e-05
1469992100000,0.93,2.6064e-05
1469992100010,0.93,2.534e-05
1469992100020,0.93,2.8598000000000003e-05
1469992100030,0.93,2.3168000000000002e-05
1469992100040,0.93,2.4254000000000002e-05
1469992100050,0.93,2.2082e-05
1469992100060,0.93,2.3891999999999998e-05
1469992100070,0.93,2.715e-05
1469992100080,0.93,2.4254000000000002e-05
1469992100090,0.93,2.4616e-05
1469992100100,0.93,2.7511999999999997e-05
1469992100110,0.93,4.0181999999999996e-05
1469992100120,0.93,4.6698e-05
1469992100130,0.93,5.2852e-05
1469992100140,0.93,4.5611999999999996e-05
1469992100150,0.93,5.9006000000000004e-05
1469992100160,0.93,6.7332e-05
1469992100170,0.93,6.516e-05
1469992100180,0.93,4.5611999999999996e-05
1469992100190,0.93,3.3304e-05
1469992100200,0.93,3.5476e-05
1469992100210,0.93,3.0046e-05
1469992100220,0.93,2.3891999999999998e-05
1469992100230,0.93,2.2805999999999998e-05
1469992100240,0.93,2.4254000000000002e-05
1469992100250,0.93,2.0996e-05
1469992100260,0.93,2.534e-05
1469992100270,0.93,3.077e-05
1469992100280,0.93,2.6788000000000002e-05
1469992100290,0.93,2.0996e-05
1469992100300,0.93,2.2444e-05
1469992100310,0.93,2.4978e-05
1469992100320,0.93,2.5702e-05
1469992100330,0.93,3.2218e-05
1469992100340,0.93,3.6200000000000006e-05
1469992100350,0.93,2.9321999999999998e-05
1469992100360,0.93,3.0046e-05
1469992100370,0.93,3.7286e-05
1469992100380,0.93,6.154e-05
1469992100390,0.93,5.611e-05
1469992100400,0.93,4.959399999999999e-05
1469992100410,0.93,3.9096e-05
1469992100420,0.93,4.706e-05
1469992100430,0.93,2.9321999999999998e-05
1469992100440,0.93,2.4616e-05
1469992100450,0.93,2.1358e-05
1469992100460,0.93,2.2444e-05
1469992100470,0.93,2.6788000000000002e-05
1469992100480,0.93,2.896e-05
1469992100490,0.93,2.4978e-05
1469992100500,0.93,2.7511999999999997e-05
1469992100510,0.93,2.2444e-05
1469992100520,0.93,2.7511999999999997e-05
1469992100530,0.93,2.0996e-05
1469992100540,0.93,2.2805999999999998e-05
1469992100550,0.93,2.6426e-05
1469992100560,0.93,2.896e-05
1469992100570,0.93,4.959399999999999e-05
1469992100580,0.93,6.1178e-05
1469992100590,0.93,5.068e-05
1469992100600,0.93,5.5386e-05
1469992100610,0.93,4.7783999999999995e-05
1469992100620,0.93,7.167600000000001e-05
1469992100630,0.93,3.5114e-05
1469992100640,0.93,3.2942e-05
1469992100650,0.93,2.6426e-05
1469992100660,0.93,5.1042e-05
1469992100670,0.93,2.8598000000000003e-05
1469992100680,0.93,2.1358e-05
1469992100690,0.93,2.2444e-05
1469992100700,0.93,2.4254000000000002e-05
1469992100710,0.93,2.0996e-05
1469992100720,0.93,2.5702e-05
1469992100730,0.93,1.9548e-05
1469992100740,0.93,2.1358e-05
1469992100750,0.93,1.991e-05
1469992100760,0.93,2.2444e-05
1469992100770,0.93,2.2444e-05
1469992100780,0.93,2.172e-05
1469992100790,0.93,3.3304e-05
1469992100800,0.93,3.4028e-05
1469992100810,0.93,4.5974e-05
1469992100820,0.93,4.6698e-05
1469992100830,0.93,5.2852e-05
1469992100840,0.93,9.267200000000001e-05
1469992100850,0.93,8.0726e-05
1469992100860,0.93,7.0952e-05
1469992100870,0.93,2.9684000000000002e-05
1469992100880,0.93,3.5476e-05
1469992100890,0.93,3.2218e-05
1469992100900,0.93,4.163e-05
1469992100910,0.93,2.7874e-05
1469992100920,0.93,3.1494e-05
1469992100930,0.93,2.6064e-05
1469992100940,0.93,2.6426e-05
1469992100950,0.93,2.1358e-05
1469992100960,0.93,4.0906e-05
1469992100970,0.93,2.8598000000000003e-05
1469992100980,0.93,2.2805999999999998e-05
1469992100990,0.93,2.353e-05
1469992101000,0.92,2.172e-05
1469992101010,0.92,2.896e-05
1469992101020,0.92,2.353e-05
1469992101030,0.92,3.7286e-05
1469992101040,0.92,4.4888e-05
1469992101050,0.92,5.1404e-05
1469992101060,0.92,6.1178e-05
1469992101070,0.92,3.982e-05
1469992101080,0.92,5.9006000000000004e-05
1469992101090,0.92,4.2353999999999995e-05
1469992101100,0.92,6.4074e-05
1469992101110,0.92,3.0408e-05
1469992101120,0.92,3.077e-05
1469992101130,0.92,2.1358e-05
1469992101140,0.92,2.6426e-05
1469992101150,0.92,1.991e-05
1469992101160,0.92,2.2805999999999998e-05
1469992101170,0.92,2.0272000000000002e-05
1469992101180,0.92,2.2444e-05
1469992101190,0.92,2.0272000000000002e-05
1469992101200,0.92,1.9548e-05
1469992101210,0.92,2.0634e-05
1469992101220,0.92,1.8462e-05
1469992101230,0.92,2.4616e-05
1469992101240,0.92,1.991e-05
1469992101250,0.92,4.5974e-05
1469992101260,0.92,5.2852e-05
1469992101270,0.92,5.4662e-05
1469992101280,0.92,3.8734e-05
1469992101290,0.92,5.249e-05
1469992101300,0.92,8.507e-05
1469992101310,0.92,4.959399999999999e-05
1469992101320,0.92,3.2942e-05
1469992101330,0.92,2.2805999999999998e-05
1469992101340,0.92,4.0181999999999996e-05
1469992101350,0.92,2.9684000000000002e-05
1469992101360,0.92,2.3168000000000002e-05
1469992101370,0.92,3.1856e-05
1469992101380,0.92,2.353e-05
1469992101390,0.92,2.0272000000000002e-05
1469992101400,0.92,2.0634e-05
1469992101410,0.92,3.2218e-05
1469992101420,0.92,4.7783999999999995e-05
1469992101430,0.92,2.3168000000000002e-05
1469992101440,0.92,2.172e-05
1469992101450,0.92,1.7738e-05
1469992101460,0.92,2.5702e-05
1469992101470,0.92,2.1358e-05
1469992101480,0.92,2.1358e-05
1469992101490,0.92,3.4751999999999995e-05
1469992101500,0.92,3.0408e-05
1469992101510,0.92,2.8236e-05
1469992101520,0.92,3.0408e-05
1469992101530,0.92,3.1132e-05
1469992101540,0.92,4.2716e-05
1469992101550,0.92,2.896e-05
1469992101560,0.92,2.8236e-05
1469992101570,0.92,2.2082e-05
1469992101580,0.92,2.6426e-05
1469992101590,0.92,1.9548e-05
1469992101600,0.92,1.8462e-05
1469992101610,0.92,1.6652e-05
1469992101620,0.92,1.7738e-05
1469992101630,0.92,1.6652e-05
1469992101640,0.92,1.7014e-05
1469992101650,0.92,1.5928e-05
1469992101660,0.92,1.8462e-05
1469992101670,0.92,1.8462e-05
1469992101680,0.92,2.6788000000000002e-05
1469992101690,0.92,2.7511999999999997e-05
1469992101700,0.92,2.3168000000000002e-05
1469992101710,0.92,3.1494e-05
1469992101720,0.92,4.8508000000000004e-05
1469992101730,0.92,6.5522e-05
1469992101740,0.92,0.0008644560000000001
1469992101750,0.92,0.00310451
1469992101760,0.92,0.0016862000000000001
1469992101770,0.92,0.00234033
1469992101780,0.92,0.00175136
1469992101790,0.92,0.00129596
1469992101800,0.92,0.00104111
1469992101810,0.92,0.000612866
1469992101820,0.92,0.000940838
1469992101830,0.92,0.00034752
1469992101840,0.92,0.0006867139999999999
1469992101850,0.92,0.000379376
1469992101860,0.92,0.00048435599999999997
1469992101870,0.92,0.00035838
1469992101880,0.92,0.000335936
1469992101890,0.92,0.00037611800000000005
1469992101900,0.92,0.000288876
1469992101910,0.92,0.000429694
1469992101920,0.92,0.00017919
1469992101930,0.92,0.000332316
1469992101940,0.92,0.000223716
1469992101950,0.92,0.000348244
1469992101960,0.92,0.000314216
1469992101970,0.92,0.000262812
1469992101980,0.92,0.00035222599999999997
1469992101990,0.92,0.000275844
1469992102000,0.92,0.00040326800000000003
1469992102010,0.92,0.000201272
1469992102020,0.92,0.000251228
1469992102030,0.92,0.000183896
1469992102040,0.92,0.000183896
1469992102050,0.92,0.000155298
1469992102060,0.92,0.000133216
1469992102070,0.92,0.0001629
1469992102080,0.92,0.000102446
1469992102090,0.92,0.000158556
1469992102100,0.92,9.05e-05
1469992102110,0.92,0.000145886
1469992102120,0.92,0.000102808
1469992102130,0.92,0.00011909799999999999
1469992102140,0.92,0.00016905400000000002
1469992102150,0.92,0.00010389399999999999
1469992102160,0.92,0.00017267400000000002
1469992102170,0.92,9.737799999999999e-05
1469992102180,0.92,0.000262088
1469992102190,0.92,0.000163262
