,jaw,height,position,Maximum value,decay_a,decay_b,decay_c,collimator_type,beam_type,beam_state
110,1,1.7027826086956526,11.091644621842562,2.5340000000000003,1.2688930965987495,18.532384896547182,1.2651068739546552,TCTPV,PROTON,FT
111,0,1.7027826086956526,11.091644621842562,2.5340000000000003,1.2688930965987495,18.532384896547182,1.2651068739546552,TCTPV,PROTON,FT
112,1,0.4096722222222222,10.988374729958894,1.2670000000000001,0.4151696411795697,2.9782193396680903,0.8526218014788794,TCLA,PROTON,FT
113,0,0.4096722222222222,5.005380659910101,1.2670000000000001,0.4151696411795697,2.9782193396680903,0.8526218014788794,TCLA,PROTON,FT
114,0,46.10893670886076,7.551427934788111,50.68,46.36134694037283,44.28774636978324,4.318653061228443,TCTPH,PROTON,FT
115,1,-0.2585714285714271,0.2823745848035676,12.308,4.825024507497768,0.026852746955350674,6.977271386013525,TCP,PROTON,FT
116,1,0.4264444444444444,1.813086026766159,0.905,1.088885463386003,0.020126044919776924,0.29767247453875895,TCP,PROTON,FT
117,0,0.4264444444444444,5.402996359763154,0.905,1.088885463386003,0.020126044919776924,0.29767247453875895,TCP,PROTON,FT
118,1,9.83192,3.505614444554606,27.15,14.162250493898805,0.06095155754590481,8.583958777595678,TCSG,PROTON,FT
119,0,9.868613636363637,2.4406187393628276,14.48,11.374528009744518,20.647871848401202,3.1054719650068403,TCLA,PROTON,FT
120,1,1.3368611111111108,10.779110672657772,2.1719999999999997,1.567789594087253,0.02062168430538591,0.8607943033742866,TCSG,PROTON,FT
121,0,1.3368611111111108,4.186382432500113,2.1719999999999997,1.567789594087253,0.02062168430538591,0.8607943033742866,TCSG,PROTON,FT
122,0,6.744763888888887,2.347956859625951,16.833,8.735717268470768,0.032743841817882376,6.470480151619471,TCSG,PROTON,FT
123,1,0.888122807017544,8.454689824884921,1.81,0.9568999999798802,30.08694898527362,0.8531000000201187,TCLA,PROTON,FT
124,0,0.888122807017544,3.2518037788018934,1.81,0.9568999999798802,30.08694898527362,0.8531000000201187,TCLA,PROTON,FT
125,0,3.849482142857142,4.906089515533353,9.049999999999999,2.0758441042965745,0.04340741191913757,5.634032958164485,TCTPV,PROTON,FT
126,1,3.5289944134078217,3.154566961446147,9.593,13.87919521589638,0.003947775321798976,-3.9394706695715622,TCTPH,PROTON,FT
127,0,3.5289944134078217,10.408617255278532,9.593,13.87919521589638,0.003947775321798976,-3.9394706695715622,TCTPH,PROTON,FT
128,1,25.246209090909083,0.7082076476982819,61.54,15.333671641830728,22.475181483845315,46.206328358169266,TCP,PROTON,FT
129,1,17.59924210526316,4.695892809387772,18.643,13.422621129839312,0.06716257219873395,1.8594546849838343,TCP,PROTON,FT
130,0,9.004327102803739,5.54161078452394,13.937000000000001,8.88579357707463,1.814589147393826,4.969478400376557,TCSG,PROTON,FT
131,1,1.2033857142857143,7.598933768193377,2.5340000000000003,1.056710274634914,21.928228862300926,1.4772897228869122,TCTPH,PROTON,FT
132,0,1.2033857142857143,7.598933768193377,2.5340000000000003,1.056710274634914,21.928228862300926,1.4772897228869122,TCTPH,PROTON,FT
133,1,1.9310714285714288,9.853680938118387,2.353,0.7910370312713921,19.8884019877675,1.5619629631722438,TCTPV,PROTON,FT
134,0,1.9310714285714288,9.853680938118387,2.353,0.7910370312713921,19.8884019877675,1.5619629631722438,TCTPV,PROTON,FT
135,1,4.9691052631578945,1.0381645914317117,10.86,2.2453923903102173,408.40537830601096,8.614607609689585,TCTPV,PROTON,FT
136,0,60.17809589041096,3.3112852532525405,81.631,66.0888846649105,38.441768665634655,15.54211533508951,TCLA,PROTON,FT
137,0,4.2788805970149255,5.142325203990086,6.697,5.633514598726135,0.028602859215427774,1.0653608950343965,TCSG,PROTON,FT
138,1,196.5310340909091,2.0306563501591035,323.628,173.32087527015946,0.012052145020666297,5.480780062926948,TCP,PROTON,FT
139,0,196.5310340909091,6.218885072362255,323.628,173.32087527015946,0.012052145020666297,5.480780062926948,TCP,PROTON,FT
140,1,172.17508974358972,3.973932176956037,179.73299999999998,142.87024014745703,0.11462930213363223,15.848107628460468,TCSP,PROTON,FT
141,0,12.836267441860466,5.0041174339827315,23.349,10.55543415069401,0.02189349044220768,7.640096374739479,TCP,PROTON,FT
142,1,9.763139999999996,2.1751818082685515,16.651999999999997,6.8004285714333745,336.79682491867885,9.85157142857099,TCLA,PROTON,FT
143,0,9.763139999999996,15.038293983091219,16.651999999999997,6.8004285714333745,336.79682491867885,9.85157142857099,TCLA,PROTON,FT
144,1,46.65826829268292,6.2033519148440295,51.041999999999994,41.12671043261215,0.10245410051830992,4.309700211293965,TCSG,PROTON,FT
145,1,2.830839999999999,2.0946195191229884,5.972999999999999,1.847863753525425,0.7421474628416053,4.156873151064496,TCLA,PROTON,FT
146,0,2.830839999999999,11.198158198388283,5.972999999999999,1.847863753525425,0.7421474628416053,4.156873151064496,TCLA,PROTON,FT
147,1,1.483490196078428,7.555890764862309,13.394,11.526160222558396,0.04136207923053433,6.000902212341209,TCTPV,PROTON,FT
148,0,1.483490196078428,7.555890764862309,13.394,11.526160222558396,0.04136207923053433,6.000902212341209,TCTPV,PROTON,FT
149,0,7.0208,4.433284207155644,10.679,6.810963392998281,1.8151404357415106,3.877823798727636,TCTPV,PROTON,FT
150,0,8.673123287671231,4.044238409224399,50.137,-24564.888297821653,-2.8698967362311187e-06,24603.89628945047,TCP,PROTON,FT
151,0,14.012416666666653,3.746045714806202,60.45399999999999,23.447466723513948,0.018031733767709543,25.807476415710997,TCP,PROTON,FT
152,0,31.75464,3.8656801918884054,62.263999999999996,26.908071979564642,0.03186470260656781,22.36986755232935,TCSG,PROTON,FT
153,0,24.581685714285715,7.413721188491172,26.064,23.58442996527808,1.512185863829806,2.1757529529128825,TCSG,PROTON,FT
154,1,1.1271363636363632,4.383634241323828,2.1719999999999997,3.265785884712553,0.048576710811675944,1.4505427491183127,TCP,PROTON,FT
155,0,1.1271363636363632,5.741397059432979,2.1719999999999997,3.265785884712553,0.048576710811675944,1.4505427491183127,TCP,PROTON,FT
