Timestamp,position,BLMTI.06L3.B1I10_TCP.6L3.B1
1493558513450,-8.955,7.240000000000001e-07
1493558513460,-8.955,3.6200000000000004e-07
1493558513470,-8.955,0.0
1493558513480,-8.955,7.240000000000001e-07
1493558513490,-8.955,0.0
1493558513500,-8.955,7.240000000000001e-07
1493558513510,-8.955,1.0859999999999999e-06
1493558513520,-8.955,3.6200000000000004e-07
1493558513530,-8.955,7.240000000000001e-07
1493558513540,-8.955,0.0
1493558513550,-8.955,7.240000000000001e-07
1493558513560,-8.955,1.0859999999999999e-06
1493558513570,-8.955,7.240000000000001e-07
1493558513580,-8.955,7.240000000000001e-07
1493558513590,-8.955,3.6200000000000004e-07
1493558513600,-8.955,3.6200000000000004e-07
1493558513610,-8.955,7.240000000000001e-07
1493558513620,-8.955,7.240000000000001e-07
1493558513630,-8.955,7.240000000000001e-07
1493558513640,-8.955,7.240000000000001e-07
1493558513650,-8.955,3.6200000000000004e-07
1493558513660,-8.955,3.6200000000000004e-07
1493558513670,-8.955,3.6200000000000004e-07
1493558513680,-8.955,1.0859999999999999e-06
1493558513690,-8.955,3.6200000000000004e-07
1493558513700,-8.955,3.6200000000000004e-07
1493558513710,-8.955,1.0859999999999999e-06
1493558513720,-8.955,3.6200000000000004e-07
1493558513730,-8.955,1.0859999999999999e-06
1493558513740,-8.955,7.240000000000001e-07
1493558513750,-8.955,3.6200000000000004e-07
1493558513760,-8.955,0.0
1493558513770,-8.955,1.0859999999999999e-06
1493558513780,-8.955,3.6200000000000004e-07
1493558513790,-8.955,7.240000000000001e-07
1493558513800,-8.955,0.0
1493558513810,-8.955,7.240000000000001e-07
1493558513820,-8.955,7.240000000000001e-07
1493558513830,-8.955,3.6200000000000004e-07
1493558513840,-8.955,3.6200000000000004e-07
1493558513850,-8.955,7.240000000000001e-07
1493558513860,-8.955,3.6200000000000004e-07
1493558513870,-8.955,7.240000000000001e-07
1493558513880,-8.955,3.6200000000000004e-07
1493558513890,-8.955,7.240000000000001e-07
1493558513900,-8.955,7.240000000000001e-07
1493558513910,-8.955,7.240000000000001e-07
1493558513920,-8.955,7.240000000000001e-07
1493558513930,-8.955,7.240000000000001e-07
1493558513940,-8.955,0.0
1493558513950,-8.955,3.6200000000000004e-07
1493558513960,-8.955,3.6200000000000004e-07
1493558513970,-8.955,3.6200000000000004e-07
1493558513980,-8.955,7.240000000000001e-07
1493558513990,-8.955,7.240000000000001e-07
1493558514000,-8.955,7.240000000000001e-07
1493558514010,-8.955,1.0859999999999999e-06
1493558514020,-8.955,3.6200000000000004e-07
1493558514030,-8.955,1.0859999999999999e-06
1493558514040,-8.955,0.0
1493558514050,-8.955,1.4480000000000002e-06
1493558514060,-8.955,0.0
1493558514070,-8.955,3.6200000000000004e-07
1493558514080,-8.955,3.6200000000000004e-07
1493558514090,-8.955,3.6200000000000004e-07
1493558514100,-8.955,3.6200000000000004e-07
1493558514110,-8.955,7.240000000000001e-07
1493558514120,-8.955,3.6200000000000004e-07
1493558514130,-8.955,3.6200000000000004e-07
1493558514140,-8.955,1.0859999999999999e-06
1493558514150,-8.955,3.6200000000000004e-07
1493558514160,-8.955,0.0
1493558514170,-8.955,1.0859999999999999e-06
1493558514180,-8.955,0.0
1493558514190,-8.955,7.240000000000001e-07
1493558514200,-8.955,3.6200000000000004e-07
1493558514210,-8.955,3.6200000000000004e-07
1493558514220,-8.955,0.0
1493558514230,-8.955,1.4480000000000002e-06
1493558514240,-8.955,3.6200000000000004e-07
1493558514250,-8.955,3.6200000000000004e-07
1493558514260,-8.955,7.240000000000001e-07
1493558514270,-8.955,3.6200000000000004e-07
1493558514280,-8.955,7.240000000000001e-07
1493558514290,-8.955,3.6200000000000004e-07
1493558514300,-8.955,7.240000000000001e-07
1493558514310,-8.955,7.240000000000001e-07
1493558514320,-8.955,3.6200000000000004e-07
1493558514330,-8.955,1.0859999999999999e-06
1493558514340,-8.955,3.6200000000000004e-07
1493558514350,-8.955,1.0859999999999999e-06
1493558514360,-8.955,0.0
1493558514370,-8.955,1.4480000000000002e-06
1493558514380,-8.955,0.0
1493558514390,-8.955,1.0859999999999999e-06
1493558514400,-8.955,0.0
1493558514410,-8.955,7.240000000000001e-07
1493558514420,-8.955,0.0
1493558514430,-8.955,0.0
1493558514440,-8.955,1.0859999999999999e-06
1493558514450,-8.955,3.6200000000000004e-07
1493558514460,-8.955,3.6200000000000004e-07
1493558514470,-8.955,3.6200000000000004e-07
