Timestamp,position,BLMTI.04R6.B1E11_TCSP.A4R6.B1
1493558922390,9.79,1.4480000000000002e-06
1493558922400,9.79,3.6200000000000004e-07
1493558922410,9.79,0.0
1493558922420,9.79,7.240000000000001e-07
1493558922430,9.79,3.6200000000000004e-07
1493558922440,9.79,3.6200000000000004e-07
1493558922450,9.79,1.0859999999999999e-06
1493558922460,9.79,0.0
1493558922470,9.79,0.0
1493558922480,9.79,7.240000000000001e-07
1493558922490,9.79,3.6200000000000004e-07
1493558922500,9.79,0.0
1493558922510,9.79,7.240000000000001e-07
1493558922520,9.79,3.6200000000000004e-07
1493558922530,9.79,3.6200000000000004e-07
1493558922540,9.79,3.6200000000000004e-07
1493558922550,9.79,7.240000000000001e-07
1493558922560,9.79,0.0
1493558922570,9.79,7.240000000000001e-07
1493558922580,9.79,7.240000000000001e-07
1493558922590,9.79,3.6200000000000004e-07
1493558922600,9.79,0.0
1493558922610,9.79,0.0
1493558922620,9.79,0.0
1493558922630,9.79,3.6200000000000004e-07
1493558922640,9.79,0.0
1493558922650,9.79,3.6200000000000004e-07
1493558922660,9.79,0.0
1493558922670,9.79,7.240000000000001e-07
1493558922680,9.79,3.6200000000000004e-07
1493558922690,9.79,7.240000000000001e-07
1493558922700,9.79,7.240000000000001e-07
1493558922710,9.79,0.0
1493558922720,9.79,7.240000000000001e-07
1493558922730,9.79,0.0
1493558922740,9.79,3.6200000000000004e-07
1493558922750,9.79,3.6200000000000004e-07
1493558922760,9.79,3.6200000000000004e-07
1493558922770,9.79,0.0
1493558922780,9.79,7.240000000000001e-07
1493558922790,9.79,3.6200000000000004e-07
1493558922800,9.79,0.0
1493558922810,9.79,3.6200000000000004e-07
1493558922820,9.79,3.6200000000000004e-07
1493558922830,9.79,3.6200000000000004e-07
1493558922840,9.79,3.6200000000000004e-07
1493558922850,9.79,0.0
1493558922860,9.79,0.0
1493558922870,9.79,3.6200000000000004e-07
1493558922880,9.79,3.6200000000000004e-07
1493558922890,9.79,3.6200000000000004e-07
1493558922900,9.79,0.0
1493558922910,9.79,0.0
1493558922920,9.79,3.6200000000000004e-07
1493558922930,9.79,3.6200000000000004e-07
1493558922940,9.79,3.6200000000000004e-07
1493558922950,9.79,3.6200000000000004e-07
1493558922960,9.79,0.0
1493558922970,9.79,7.240000000000001e-07
1493558922980,9.79,0.0
1493558922990,9.79,0.0
1493558923000,9.79,7.240000000000001e-07
1493558923010,9.79,3.6200000000000004e-07
1493558923020,9.79,0.0
1493558923030,9.79,0.0
1493558923040,9.79,0.0
1493558923050,9.79,7.240000000000001e-07
1493558923060,9.79,0.0
1493558923070,9.79,3.6200000000000004e-07
1493558923080,9.79,3.6200000000000004e-07
1493558923090,9.79,7.240000000000001e-07
1493558923100,9.79,0.0
1493558923110,9.79,0.0
1493558923120,9.79,3.6200000000000004e-07
1493558923130,9.79,3.6200000000000004e-07
1493558923140,9.79,3.6200000000000004e-07
1493558923150,9.79,0.0
1493558923160,9.79,3.6200000000000004e-07
1493558923170,9.79,7.240000000000001e-07
1493558923180,9.79,3.6200000000000004e-07
1493558923190,9.79,0.0
1493558923200,9.79,3.6200000000000004e-07
1493558923210,9.79,7.240000000000001e-07
1493558923220,9.79,7.240000000000001e-07
1493558923230,9.79,0.0
1493558923240,9.79,0.0
1493558923250,9.79,0.0
1493558923260,9.79,3.6200000000000004e-07
1493558923270,9.79,0.0
1493558923280,9.79,0.0
1493558923290,9.79,7.240000000000001e-07
1493558923300,9.79,0.0
1493558923310,9.79,0.0
1493558923320,9.79,0.0
1493558923330,9.79,3.6200000000000004e-07
1493558923340,9.79,1.0859999999999999e-06
1493558923350,9.79,0.0
1493558923360,9.79,7.240000000000001e-07
1493558923370,9.79,3.6200000000000004e-07
1493558923380,9.79,0.0
1493558923390,9.79,0.0
1493558923400,9.79,3.6200000000000004e-07
1493558923410,9.79,3.6200000000000004e-07
1493558923420,9.79,3.6200000000000004e-07
1493558923430,9.79,0.0
1493558923440,9.79,7.240000000000001e-07
1493558923450,9.79,0.0
1493558923460,9.79,3.6200000000000004e-07
1493558923470,9.79,3.6200000000000004e-07
1493558923480,9.79,3.6200000000000004e-07
1493558923490,9.79,3.6200000000000004e-07
1493558923500,9.79,7.240000000000001e-07
1493558923510,9.79,0.0
1493558923520,9.79,7.240000000000001e-07
1493558923530,9.79,3.6200000000000004e-07
1493558923540,9.79,0.0
1493558923550,9.79,0.0
1493558923560,9.79,3.6200000000000004e-07
1493558923570,9.79,3.6200000000000004e-07
1493558923580,9.79,3.6200000000000004e-07
1493558923590,9.79,3.6200000000000004e-07
1493558923600,9.79,3.6200000000000004e-07
1493558923610,9.79,3.6200000000000004e-07
1493558923620,9.79,0.0
1493558923630,9.79,3.6200000000000004e-07
1493558923640,9.79,3.6200000000000004e-07
1493558923650,9.79,7.240000000000001e-07
1493558923660,9.79,3.6200000000000004e-07
1493558923670,9.79,3.6200000000000004e-07
1493558923680,9.79,3.6200000000000004e-07
1493558923690,9.79,3.6200000000000004e-07
1493558923700,9.79,3.6200000000000004e-07
1493558923710,9.79,0.0
1493558923720,9.79,3.6200000000000004e-07
1493558923730,9.79,3.6200000000000004e-07
1493558923740,9.79,0.0
1493558923750,9.79,7.240000000000001e-07
1493558923760,9.79,0.0
1493558923770,9.79,0.0
1493558923780,9.79,1.0859999999999999e-06
1493558923790,9.79,0.0
1493558923800,9.79,7.240000000000001e-07
1493558923810,9.79,0.0
1493558923820,9.79,7.240000000000001e-07
1493558923830,9.79,3.6200000000000004e-07
1493558923840,9.79,7.240000000000001e-07
1493558923850,9.79,3.6200000000000004e-07
1493558923860,9.79,0.0
1493558923870,9.79,3.6200000000000004e-07
1493558923880,9.79,0.0
1493558923890,9.79,3.6200000000000004e-07
1493558923900,9.79,0.0
1493558923910,9.79,0.0
1493558923920,9.79,7.240000000000001e-07
1493558923930,9.79,0.0
1493558923940,9.79,7.240000000000001e-07
1493558923950,9.79,0.0
1493558923960,9.79,0.0
1493558923970,9.79,0.0
1493558923980,9.79,3.6200000000000004e-07
1493558923990,9.79,3.6200000000000004e-07
1493558924000,9.79,0.0
1493558924010,9.79,0.0
1493558924020,9.79,3.6200000000000004e-07
1493558924030,9.79,0.0
1493558924040,9.79,3.6200000000000004e-07
1493558924050,9.79,3.6200000000000004e-07
1493558924060,9.79,0.0
1493558924070,9.79,3.6200000000000004e-07
1493558924080,9.79,0.0
1493558924090,9.79,0.0
1493558924100,9.79,0.0
1493558924110,9.79,0.0
1493558924120,9.79,7.240000000000001e-07
1493558924130,9.79,0.0
1493558924140,9.79,7.240000000000001e-07
1493558924150,9.79,0.0
1493558924160,9.79,3.6200000000000004e-07
1493558924170,9.79,0.0
1493558924180,9.79,3.6200000000000004e-07
1493558924190,9.79,3.6200000000000004e-07
1493558924200,9.79,3.6200000000000004e-07
1493558924210,9.79,7.240000000000001e-07
1493558924220,9.79,0.0
1493558924230,9.79,0.0
1493558924240,9.79,3.6200000000000004e-07
1493558924250,9.79,7.240000000000001e-07
1493558924260,9.79,0.0
1493558924270,9.79,0.0
1493558924280,9.79,3.6200000000000004e-07
1493558924290,9.79,3.6200000000000004e-07
1493558924300,9.79,3.6200000000000004e-07
1493558924310,9.79,0.0
1493558924320,9.79,3.6200000000000004e-07
1493558924330,9.79,3.6200000000000004e-07
1493558924340,9.79,0.0
1493558924350,9.79,3.6200000000000004e-07
1493558924360,9.79,3.6200000000000004e-07
1493558924370,9.79,0.0
1493558924380,9.79,3.6200000000000004e-07
1493558924390,9.79,3.6200000000000004e-07
1493558924400,9.79,3.6200000000000004e-07
1493558924410,9.79,0.0
1493558924420,9.79,3.6200000000000004e-07
1493558924430,9.79,0.0
1493558924440,9.79,0.0
1493558924450,9.79,3.6200000000000004e-07
1493558924460,9.79,3.6200000000000004e-07
1493558924470,9.79,0.0
1493558924480,9.79,0.0
1493558924490,9.79,7.240000000000001e-07
1493558924500,9.79,0.0
1493558924510,9.79,0.0
1493558924520,9.79,3.6200000000000004e-07
1493558924530,9.79,7.240000000000001e-07
1493558924540,9.79,7.240000000000001e-07
1493558924550,9.79,0.0
1493558924560,9.79,3.6200000000000004e-07
1493558924570,9.79,0.0
1493558924580,9.79,0.0
1493558924590,9.79,0.0
1493558924600,9.79,3.6200000000000004e-07
1493558924610,9.79,3.6200000000000004e-07
1493558924620,9.79,0.0
1493558924630,9.79,3.6200000000000004e-07
1493558924640,9.79,0.0
1493558924650,9.79,3.6200000000000004e-07
1493558924660,9.79,0.0
1493558924670,9.79,0.0
1493558924680,9.79,0.0
1493558924690,9.79,0.0
1493558924700,9.79,0.0
1493558924710,9.79,3.6200000000000004e-07
1493558924720,9.79,3.6200000000000004e-07
1493558924730,9.79,0.0
1493558924740,9.79,0.0
1493558924750,9.79,3.6200000000000004e-07
1493558924760,9.79,7.240000000000001e-07
1493558924770,9.79,3.6200000000000004e-07
1493558924780,9.79,7.240000000000001e-07
1493558924790,9.79,0.0
1493558924800,9.79,0.0
1493558924810,9.79,0.0
1493558924820,9.79,3.6200000000000004e-07
1493558924830,9.79,7.240000000000001e-07
