Timestamp,position,BLMTI.06R3.B2E10_TCP.6R3.B2
1493560028680,-9.465,3.6200000000000004e-07
1493560028690,-9.465,7.240000000000001e-07
1493560028700,-9.465,3.6200000000000004e-07
1493560028710,-9.465,7.240000000000001e-07
1493560028720,-9.465,3.6200000000000004e-07
1493560028730,-9.465,1.0859999999999999e-06
1493560028740,-9.465,0.0
1493560028750,-9.465,7.240000000000001e-07
1493560028760,-9.465,7.240000000000001e-07
1493560028770,-9.465,7.240000000000001e-07
1493560028780,-9.465,1.4480000000000002e-06
1493560028790,-9.465,3.6200000000000004e-07
1493560028800,-9.465,1.4480000000000002e-06
1493560028810,-9.465,0.0
1493560028820,-9.465,7.240000000000001e-07
1493560028830,-9.465,3.6200000000000004e-07
1493560028840,-9.465,1.0859999999999999e-06
1493560028850,-9.465,3.6200000000000004e-07
1493560028860,-9.465,7.240000000000001e-07
1493560028870,-9.465,7.240000000000001e-07
1493560028880,-9.465,3.6200000000000004e-07
1493560028890,-9.465,7.240000000000001e-07
1493560028900,-9.465,3.6200000000000004e-07
1493560028910,-9.465,7.240000000000001e-07
1493560028920,-9.465,1.0859999999999999e-06
1493560028930,-9.465,0.0
1493560028940,-9.465,7.240000000000001e-07
1493560028950,-9.465,1.0859999999999999e-06
1493560028960,-9.465,7.240000000000001e-07
1493560028970,-9.465,0.0
1493560028980,-9.465,7.240000000000001e-07
1493560028990,-9.465,1.0859999999999999e-06
1493560029000,-9.465,7.240000000000001e-07
1493560029010,-9.465,0.0
1493560029020,-9.465,3.6200000000000004e-07
1493560029030,-9.465,7.240000000000001e-07
1493560029040,-9.465,1.0859999999999999e-06
1493560029050,-9.465,0.0
1493560029060,-9.465,7.240000000000001e-07
1493560029070,-9.465,3.6200000000000004e-07
1493560029080,-9.465,7.240000000000001e-07
1493560029090,-9.465,7.240000000000001e-07
1493560029100,-9.465,3.6200000000000004e-07
1493560029110,-9.465,7.240000000000001e-07
1493560029120,-9.465,7.240000000000001e-07
1493560029130,-9.465,3.6200000000000004e-07
1493560029140,-9.465,3.6200000000000004e-07
1493560029150,-9.465,3.6200000000000004e-07
1493560029160,-9.465,3.6200000000000004e-07
1493560029170,-9.465,7.240000000000001e-07
1493560029180,-9.465,7.240000000000001e-07
1493560029190,-9.465,0.0
1493560029200,-9.465,3.6200000000000004e-07
1493560029210,-9.465,3.6200000000000004e-07
1493560029220,-9.465,1.0859999999999999e-06
1493560029230,-9.465,3.6200000000000004e-07
1493560029240,-9.465,3.6200000000000004e-07
1493560029250,-9.465,7.240000000000001e-07
