Timestamp,position,BLMTI.06L3.B1I10_TCP.6L3.B1
1493558508970,-9.445,1.0859999999999999e-06
1493558508980,-9.445,0.0
1493558508990,-9.445,7.240000000000001e-07
1493558509000,-9.445,0.0
1493558509010,-9.445,7.240000000000001e-07
1493558509020,-9.445,7.240000000000001e-07
1493558509030,-9.445,3.6200000000000004e-07
1493558509040,-9.445,0.0
1493558509050,-9.445,1.4480000000000002e-06
1493558509060,-9.445,3.6200000000000004e-07
1493558509070,-9.445,3.6200000000000004e-07
1493558509080,-9.445,7.240000000000001e-07
1493558509090,-9.445,1.0859999999999999e-06
1493558509100,-9.445,0.0
1493558509110,-9.445,1.0859999999999999e-06
1493558509120,-9.445,7.240000000000001e-07
1493558509130,-9.445,1.0859999999999999e-06
1493558509140,-9.445,0.0
1493558509150,-9.445,1.0859999999999999e-06
1493558509160,-9.445,0.0
1493558509170,-9.445,1.0859999999999999e-06
1493558509180,-9.445,3.6200000000000004e-07
1493558509190,-9.445,7.240000000000001e-07
1493558509200,-9.445,7.240000000000001e-07
1493558509210,-9.445,7.240000000000001e-07
1493558509220,-9.445,3.6200000000000004e-07
1493558509230,-9.445,7.240000000000001e-07
1493558509240,-9.445,3.6200000000000004e-07
1493558509250,-9.445,7.240000000000001e-07
1493558509260,-9.445,7.240000000000001e-07
1493558509270,-9.445,7.240000000000001e-07
1493558509280,-9.445,3.6200000000000004e-07
1493558509290,-9.445,1.0859999999999999e-06
1493558509300,-9.445,0.0
1493558509310,-9.445,7.240000000000001e-07
1493558509320,-9.445,3.6200000000000004e-07
1493558509330,-9.445,3.6200000000000004e-07
1493558509340,-9.445,7.240000000000001e-07
1493558509350,-9.445,3.6200000000000004e-07
1493558509360,-9.445,3.6200000000000004e-07
1493558509370,-9.445,1.0859999999999999e-06
1493558509380,-9.445,3.6200000000000004e-07
1493558509390,-9.445,3.6200000000000004e-07
1493558509400,-9.445,7.240000000000001e-07
1493558509410,-9.445,1.0859999999999999e-06
1493558509420,-9.445,3.6200000000000004e-07
1493558509430,-9.445,7.240000000000001e-07
1493558509440,-9.445,7.240000000000001e-07
1493558509450,-9.445,3.6200000000000004e-07
1493558509460,-9.445,7.240000000000001e-07
1493558509470,-9.445,7.240000000000001e-07
1493558509480,-9.445,3.6200000000000004e-07
1493558509490,-9.445,1.0859999999999999e-06
1493558509500,-9.445,7.240000000000001e-07
1493558509510,-9.445,0.0
1493558509520,-9.445,3.6200000000000004e-07
1493558509530,-9.445,7.240000000000001e-07
1493558509540,-9.445,3.6200000000000004e-07
1493558509550,-9.445,7.240000000000001e-07
1493558509560,-9.445,3.6200000000000004e-07
1493558509570,-9.445,7.240000000000001e-07
1493558509580,-9.445,3.6200000000000004e-07
1493558509590,-9.445,3.6200000000000004e-07
1493558509600,-9.445,0.0
1493558509610,-9.445,3.6200000000000004e-07
1493558509620,-9.445,7.240000000000001e-07
1493558509630,-9.445,3.6200000000000004e-07
1493558509640,-9.445,7.240000000000001e-07
1493558509650,-9.445,3.6200000000000004e-07
1493558509660,-9.445,7.240000000000001e-07
1493558509670,-9.445,3.6200000000000004e-07
1493558509680,-9.445,7.240000000000001e-07
1493558509690,-9.445,3.6200000000000004e-07
1493558509700,-9.445,3.6200000000000004e-07
1493558509710,-9.445,1.0859999999999999e-06
1493558509720,-9.445,3.6200000000000004e-07
1493558509730,-9.445,0.0
1493558509740,-9.445,3.6200000000000004e-07
1493558509750,-9.445,7.240000000000001e-07
1493558509760,-9.445,1.0859999999999999e-06
1493558509770,-9.445,7.240000000000001e-07
1493558509780,-9.445,3.6200000000000004e-07
1493558509790,-9.445,7.240000000000001e-07
1493558509800,-9.445,3.6200000000000004e-07
1493558509810,-9.445,1.0859999999999999e-06
1493558509820,-9.445,3.6200000000000004e-07
1493558509830,-9.445,7.240000000000001e-07
1493558509840,-9.445,7.240000000000001e-07
1493558509850,-9.445,1.0859999999999999e-06
1493558509860,-9.445,7.240000000000001e-07
1493558509870,-9.445,7.240000000000001e-07
1493558509880,-9.445,7.240000000000001e-07
1493558509890,-9.445,3.6200000000000004e-07
1493558509900,-9.445,3.6200000000000004e-07
1493558509910,-9.445,3.6200000000000004e-07
1493558509920,-9.445,0.0
1493558509930,-9.445,1.4480000000000002e-06
1493558509940,-9.445,3.6200000000000004e-07
1493558509950,-9.445,7.240000000000001e-07
1493558509960,-9.445,3.6200000000000004e-07
1493558509970,-9.445,7.240000000000001e-07
1493558509980,-9.445,7.240000000000001e-07
1493558509990,-9.445,0.0
1493558510000,-9.445,3.6200000000000004e-07
1493558510010,-9.445,7.240000000000001e-07
1493558510020,-9.445,7.240000000000001e-07
1493558510030,-9.445,3.6200000000000004e-07
1493558510040,-9.445,7.240000000000001e-07
1493558510050,-9.445,3.6200000000000004e-07
1493558510060,-9.445,3.6200000000000004e-07
1493558510070,-9.445,0.0
1493558510080,-9.445,7.240000000000001e-07
1493558510090,-9.445,7.240000000000001e-07
1493558510100,-9.445,3.6200000000000004e-07
1493558510110,-9.445,3.6200000000000004e-07
1493558510120,-9.445,3.6200000000000004e-07
1493558510130,-9.445,1.0859999999999999e-06
1493558510140,-9.445,3.6200000000000004e-07
1493558510150,-9.445,7.240000000000001e-07
1493558510160,-9.445,7.240000000000001e-07
1493558510170,-9.445,0.0
1493558510180,-9.445,3.6200000000000004e-07
1493558510190,-9.445,7.240000000000001e-07
1493558510200,-9.445,0.0
1493558510210,-9.445,7.240000000000001e-07
1493558510220,-9.445,7.240000000000001e-07
1493558510230,-9.445,0.0
1493558510240,-9.445,7.240000000000001e-07
1493558510250,-9.445,3.6200000000000004e-07
1493558510260,-9.445,3.6200000000000004e-07
1493558510270,-9.445,7.240000000000001e-07
1493558510280,-9.445,3.6200000000000004e-07
1493558510290,-9.445,7.240000000000001e-07
1493558510300,-9.445,3.6200000000000004e-07
1493558510310,-9.445,1.0859999999999999e-06
1493558510320,-9.445,0.0
1493558510330,-9.445,7.240000000000001e-07
1493558510340,-9.445,3.6200000000000004e-07
1493558510350,-9.445,3.6200000000000004e-07
1493558510360,-9.445,1.4480000000000002e-06
1493558510370,-9.445,3.6200000000000004e-07
1493558510380,-9.445,7.240000000000001e-07
1493558510390,-9.445,7.240000000000001e-07
1493558510400,-9.445,3.6200000000000004e-07
1493558510410,-9.445,7.240000000000001e-07
1493558510420,-9.445,3.6200000000000004e-07
1493558510430,-9.445,7.240000000000001e-07
1493558510440,-9.445,3.6200000000000004e-07
1493558510450,-9.445,7.240000000000001e-07
1493558510460,-9.445,3.6200000000000004e-07
1493558510470,-9.445,3.6200000000000004e-07
1493558510480,-9.445,3.6200000000000004e-07
1493558510490,-9.445,3.6200000000000004e-07
1493558510500,-9.445,3.6200000000000004e-07
1493558510510,-9.445,7.240000000000001e-07
1493558510520,-9.445,1.0859999999999999e-06
1493558510530,-9.445,3.6200000000000004e-07
1493558510540,-9.445,7.240000000000001e-07
1493558510550,-9.445,3.6200000000000004e-07
1493558510560,-9.445,7.240000000000001e-07
1493558510570,-9.445,7.240000000000001e-07
1493558510580,-9.445,3.6200000000000004e-07
1493558510590,-9.445,3.6200000000000004e-07
1493558510600,-9.445,1.0859999999999999e-06
1493558510610,-9.445,3.6200000000000004e-07
1493558510620,-9.445,3.6200000000000004e-07
1493558510630,-9.445,7.240000000000001e-07
1493558510640,-9.445,7.240000000000001e-07
1493558510650,-9.445,3.6200000000000004e-07
1493558510660,-9.445,7.240000000000001e-07
1493558510670,-9.445,3.6200000000000004e-07
1493558510680,-9.445,3.6200000000000004e-07
1493558510690,-9.445,3.6200000000000004e-07
1493558510700,-9.445,7.240000000000001e-07
1493558510710,-9.445,1.0859999999999999e-06
1493558510720,-9.445,3.6200000000000004e-07
1493558510730,-9.445,0.0
1493558510740,-9.445,0.0
1493558510750,-9.445,7.240000000000001e-07
1493558510760,-9.445,3.6200000000000004e-07
1493558510770,-9.445,7.240000000000001e-07
1493558510780,-9.445,3.6200000000000004e-07
1493558510790,-9.445,7.240000000000001e-07
1493558510800,-9.445,7.240000000000001e-07
1493558510810,-9.445,0.0
1493558510820,-9.445,7.240000000000001e-07
1493558510830,-9.445,3.6200000000000004e-07
1493558510840,-9.445,7.240000000000001e-07
1493558510850,-9.445,0.0
1493558510860,-9.445,3.6200000000000004e-07
1493558510870,-9.445,3.6200000000000004e-07
1493558510880,-9.445,3.6200000000000004e-07
1493558510890,-9.445,1.0859999999999999e-06
1493558510900,-9.445,0.0
1493558510910,-9.445,3.6200000000000004e-07
1493558510920,-9.445,1.0859999999999999e-06
1493558510930,-9.445,1.0859999999999999e-06
1493558510940,-9.445,3.6200000000000004e-07
1493558510950,-9.445,7.240000000000001e-07
1493558510960,-9.445,3.6200000000000004e-07
1493558510970,-9.445,3.6200000000000004e-07
1493558510980,-9.445,3.6200000000000004e-07
1493558510990,-9.445,3.6200000000000004e-07
1493558511000,-9.445,0.0
1493558511010,-9.445,1.0859999999999999e-06
1493558511020,-9.445,3.6200000000000004e-07
1493558511030,-9.445,3.6200000000000004e-07
1493558511040,-9.445,3.6200000000000004e-07
1493558511050,-9.445,7.240000000000001e-07
1493558511060,-9.445,3.6200000000000004e-07
1493558511070,-9.445,1.0859999999999999e-06
1493558511080,-9.445,3.6200000000000004e-07
1493558511090,-9.445,7.240000000000001e-07
1493558511100,-9.445,3.6200000000000004e-07
1493558511110,-9.445,3.6200000000000004e-07
1493558511120,-9.445,3.6200000000000004e-07
1493558511130,-9.445,3.6200000000000004e-07
1493558511140,-9.445,3.6200000000000004e-07
1493558511150,-9.445,7.240000000000001e-07
1493558511160,-9.445,7.240000000000001e-07
1493558511170,-9.445,3.6200000000000004e-07
1493558511180,-9.445,3.6200000000000004e-07
1493558511190,-9.445,1.0859999999999999e-06
1493558511200,-9.445,0.0
1493558511210,-9.445,7.240000000000001e-07
1493558511220,-9.445,3.6200000000000004e-07
1493558511230,-9.445,3.6200000000000004e-07
1493558511240,-9.445,3.6200000000000004e-07
1493558511250,-9.445,7.240000000000001e-07
1493558511260,-9.445,3.6200000000000004e-07
1493558511270,-9.445,3.6200000000000004e-07
1493558511280,-9.445,7.240000000000001e-07
1493558511290,-9.445,1.0859999999999999e-06
1493558511300,-9.445,7.240000000000001e-07
1493558511310,-9.445,3.6200000000000004e-07
1493558511320,-9.445,7.240000000000001e-07
1493558511330,-9.445,3.6200000000000004e-07
1493558511340,-9.445,3.6200000000000004e-07
1493558511350,-9.445,3.6200000000000004e-07
1493558511360,-9.445,1.0859999999999999e-06
1493558511370,-9.445,1.0859999999999999e-06
1493558511380,-9.445,7.240000000000001e-07
1493558511390,-9.445,3.6200000000000004e-07
1493558511400,-9.445,0.0
1493558511410,-9.445,3.6200000000000004e-07
1493558511420,-9.445,7.240000000000001e-07
1493558511430,-9.445,3.6200000000000004e-07
1493558511440,-9.445,7.240000000000001e-07
1493558511450,-9.445,7.240000000000001e-07
1493558511460,-9.445,0.0
1493558511470,-9.445,7.240000000000001e-07
1493558511480,-9.445,0.0
1493558511490,-9.445,0.0
1493558511500,-9.445,0.0
1493558511510,-9.445,7.240000000000001e-07
1493558511520,-9.445,1.0859999999999999e-06
1493558511530,-9.445,3.6200000000000004e-07
1493558511540,-9.445,7.240000000000001e-07
1493558511550,-9.445,7.240000000000001e-07
1493558511560,-9.445,3.6200000000000004e-07
1493558511570,-9.445,3.6200000000000004e-07
1493558511580,-9.445,3.6200000000000004e-07
1493558511590,-9.445,3.6200000000000004e-07
1493558511600,-9.445,3.6200000000000004e-07
1493558511610,-9.445,7.240000000000001e-07
1493558511620,-9.445,0.0
1493558511630,-9.445,3.6200000000000004e-07
1493558511640,-9.445,3.6200000000000004e-07
1493558511650,-9.445,7.240000000000001e-07
1493558511660,-9.445,3.6200000000000004e-07
1493558511670,-9.445,7.240000000000001e-07
1493558511680,-9.445,0.0
1493558511690,-9.445,3.6200000000000004e-07
1493558511700,-9.445,3.6200000000000004e-07
1493558511710,-9.445,7.240000000000001e-07
1493558511720,-9.445,3.6200000000000004e-07
1493558511730,-9.445,1.0859999999999999e-06
1493558511740,-9.445,3.6200000000000004e-07
1493558511750,-9.445,3.6200000000000004e-07
1493558511760,-9.445,7.240000000000001e-07
1493558511770,-9.445,0.0
1493558511780,-9.445,1.4480000000000002e-06
1493558511790,-9.445,3.6200000000000004e-07
1493558511800,-9.445,0.0
1493558511810,-9.445,7.240000000000001e-07
1493558511820,-9.445,0.0
1493558511830,-9.445,3.6200000000000004e-07
1493558511840,-9.445,1.0859999999999999e-06
1493558511850,-9.445,3.6200000000000004e-07
1493558511860,-9.445,3.6200000000000004e-07
1493558511870,-9.445,7.240000000000001e-07
1493558511880,-9.445,3.6200000000000004e-07
1493558511890,-9.445,3.6200000000000004e-07
1493558511900,-9.445,0.0
1493558511910,-9.445,7.240000000000001e-07
1493558511920,-9.445,3.6200000000000004e-07
1493558511930,-9.445,7.240000000000001e-07
1493558511940,-9.445,0.0
1493558511950,-9.445,1.0859999999999999e-06
1493558511960,-9.445,7.240000000000001e-07
1493558511970,-9.445,3.6200000000000004e-07
1493558511980,-9.445,7.240000000000001e-07
1493558511990,-9.445,7.240000000000001e-07
1493558512000,-9.445,3.6200000000000004e-07
1493558512010,-9.445,3.6200000000000004e-07
1493558512020,-9.445,7.240000000000001e-07
1493558512030,-9.445,3.6200000000000004e-07
1493558512040,-9.445,3.6200000000000004e-07
1493558512050,-9.445,0.0
1493558512060,-9.445,7.240000000000001e-07
1493558512070,-9.445,3.6200000000000004e-07
1493558512080,-9.445,0.0
1493558512090,-9.445,1.0859999999999999e-06
1493558512100,-9.445,0.0
1493558512110,-9.445,3.6200000000000004e-07
1493558512120,-9.445,7.240000000000001e-07
1493558512130,-9.445,3.6200000000000004e-07
1493558512140,-9.445,7.240000000000001e-07
1493558512150,-9.445,3.6200000000000004e-07
1493558512160,-9.445,7.240000000000001e-07
1493558512170,-9.445,3.6200000000000004e-07
1493558512180,-9.445,0.0
1493558512190,-9.445,7.240000000000001e-07
1493558512200,-9.445,0.0
1493558512210,-9.445,7.240000000000001e-07
1493558512220,-9.445,3.6200000000000004e-07
1493558512230,-9.445,3.6200000000000004e-07
1493558512240,-9.445,7.240000000000001e-07
1493558512250,-9.445,7.240000000000001e-07
1493558512260,-9.445,7.240000000000001e-07
1493558512270,-9.445,1.0859999999999999e-06
1493558512280,-9.445,7.240000000000001e-07
1493558512290,-9.445,3.6200000000000004e-07
1493558512300,-9.445,7.240000000000001e-07
1493558512310,-9.445,3.6200000000000004e-07
1493558512320,-9.445,7.240000000000001e-07
1493558512330,-9.445,1.0859999999999999e-06
1493558512340,-9.445,3.6200000000000004e-07
1493558512350,-9.445,7.240000000000001e-07
1493558512360,-9.445,3.6200000000000004e-07
1493558512370,-9.445,3.6200000000000004e-07
1493558512380,-9.445,3.6200000000000004e-07
1493558512390,-9.445,1.4480000000000002e-06
1493558512400,-9.445,0.0
1493558512410,-9.445,7.240000000000001e-07
1493558512420,-9.445,3.6200000000000004e-07
1493558512430,-9.445,1.0859999999999999e-06
1493558512440,-9.445,3.6200000000000004e-07
1493558512450,-9.445,0.0
1493558512460,-9.445,3.6200000000000004e-07
1493558512470,-9.445,1.0859999999999999e-06
1493558512480,-9.445,7.240000000000001e-07
1493558512490,-9.445,3.6200000000000004e-07
1493558512500,-9.445,1.4480000000000002e-06
1493558512510,-9.445,0.0
1493558512520,-9.445,3.6200000000000004e-07
1493558512530,-9.445,0.0
1493558512540,-9.445,0.0
1493558512550,-9.445,3.6200000000000004e-07
1493558512560,-9.445,7.240000000000001e-07
1493558512570,-9.445,3.6200000000000004e-07
1493558512580,-9.445,3.6200000000000004e-07
1493558512590,-9.445,7.240000000000001e-07
1493558512600,-9.445,3.6200000000000004e-07
1493558512610,-9.445,7.240000000000001e-07
1493558512620,-9.445,7.240000000000001e-07
1493558512630,-9.445,1.0859999999999999e-06
1493558512640,-9.445,3.6200000000000004e-07
1493558512650,-9.445,1.0859999999999999e-06
1493558512660,-9.445,0.0
1493558512670,-9.445,3.6200000000000004e-07
1493558512680,-9.445,7.240000000000001e-07
1493558512690,-9.445,3.6200000000000004e-07
1493558512700,-9.445,3.6200000000000004e-07
1493558512710,-9.445,3.6200000000000004e-07
1493558512720,-9.445,3.6200000000000004e-07
1493558512730,-9.445,3.6200000000000004e-07
1493558512740,-9.445,1.4480000000000002e-06
1493558512750,-9.445,7.240000000000001e-07
1493558512760,-9.445,3.6200000000000004e-07
1493558512770,-9.445,7.240000000000001e-07
1493558512780,-9.445,7.240000000000001e-07
1493558512790,-9.445,3.6200000000000004e-07
1493558512800,-9.445,1.0859999999999999e-06
1493558512810,-9.445,1.0859999999999999e-06
1493558512820,-9.445,0.0
1493558512830,-9.445,3.6200000000000004e-07
1493558512840,-9.445,3.6200000000000004e-07
1493558512850,-9.445,3.6200000000000004e-07
1493558512860,-9.445,0.0
1493558512870,-9.445,0.0
1493558512880,-9.445,1.0859999999999999e-06
1493558512890,-9.445,7.240000000000001e-07
1493558512900,-9.445,3.6200000000000004e-07
1493558512910,-9.445,7.240000000000001e-07
1493558512920,-9.445,3.6200000000000004e-07
1493558512930,-9.445,7.240000000000001e-07
1493558512940,-9.445,7.240000000000001e-07
1493558512950,-9.445,3.6200000000000004e-07
1493558512960,-9.445,3.6200000000000004e-07
1493558512970,-9.445,0.0
1493558512980,-9.445,7.240000000000001e-07
1493558512990,-9.445,1.0859999999999999e-06
1493558513000,-9.445,3.6200000000000004e-07
1493558513010,-9.445,7.240000000000001e-07
1493558513020,-9.445,3.6200000000000004e-07
1493558513030,-9.445,3.6200000000000004e-07
1493558513040,-9.445,1.0859999999999999e-06
1493558513050,-9.445,7.240000000000001e-07
1493558513060,-9.445,3.6200000000000004e-07
1493558513070,-9.445,3.6200000000000004e-07
1493558513080,-9.445,0.0
1493558513090,-9.445,3.6200000000000004e-07
1493558513100,-9.445,7.240000000000001e-07
1493558513110,-9.445,7.240000000000001e-07
1493558513120,-9.445,0.0
1493558513130,-9.445,0.0
1493558513140,-9.445,7.240000000000001e-07
1493558513150,-9.445,7.240000000000001e-07
1493558513160,-9.445,0.0
1493558513170,-9.445,7.240000000000001e-07
1493558513180,-9.445,3.6200000000000004e-07
1493558513190,-9.445,7.240000000000001e-07
1493558513200,-9.445,3.6200000000000004e-07
1493558513210,-9.445,7.240000000000001e-07
1493558513220,-9.445,3.6200000000000004e-07
1493558513230,-9.445,7.240000000000001e-07
1493558513240,-9.445,3.6200000000000004e-07
1493558513250,-9.445,7.240000000000001e-07
1493558513260,-9.445,7.240000000000001e-07
1493558513270,-9.445,0.0
1493558513280,-9.445,3.6200000000000004e-07
1493558513290,-9.445,3.6200000000000004e-07
1493558513300,-9.445,3.6200000000000004e-07
1493558513310,-9.445,1.0859999999999999e-06
1493558513320,-9.445,7.240000000000001e-07
1493558513330,-9.445,7.240000000000001e-07
1493558513340,-9.445,0.0
1493558513350,-9.445,1.0859999999999999e-06
1493558513360,-9.445,7.240000000000001e-07
1493558513370,-9.445,3.6200000000000004e-07
1493558513380,-9.445,3.6200000000000004e-07
1493558513390,-9.445,3.6200000000000004e-07
1493558513400,-9.445,1.0859999999999999e-06
1493558513410,-9.445,3.6200000000000004e-07
1493558513420,-9.445,3.6200000000000004e-07
1493558513430,-9.445,3.6200000000000004e-07
1493558513440,-9.445,3.6200000000000004e-07
1493558513450,-9.445,7.240000000000001e-07
1493558513460,-9.445,3.6200000000000004e-07
1493558513470,-9.445,0.0
1493558513480,-9.445,7.240000000000001e-07
1493558513490,-9.445,0.0
1493558513500,-9.445,7.240000000000001e-07
1493558513510,-9.445,1.0859999999999999e-06
1493558513520,-9.445,3.6200000000000004e-07
1493558513530,-9.445,7.240000000000001e-07
1493558513540,-9.445,0.0
1493558513550,-9.445,7.240000000000001e-07
1493558513560,-9.445,1.0859999999999999e-06
1493558513570,-9.445,7.240000000000001e-07
1493558513580,-9.445,7.240000000000001e-07
1493558513590,-9.445,3.6200000000000004e-07
1493558513600,-9.445,3.6200000000000004e-07
1493558513610,-9.445,7.240000000000001e-07
1493558513620,-9.445,7.240000000000001e-07
1493558513630,-9.445,7.240000000000001e-07
1493558513640,-9.445,7.240000000000001e-07
1493558513650,-9.445,3.6200000000000004e-07
1493558513660,-9.445,3.6200000000000004e-07
1493558513670,-9.445,3.6200000000000004e-07
1493558513680,-9.445,1.0859999999999999e-06
1493558513690,-9.445,3.6200000000000004e-07
1493558513700,-9.445,3.6200000000000004e-07
1493558513710,-9.445,1.0859999999999999e-06
1493558513720,-9.445,3.6200000000000004e-07
1493558513730,-9.445,1.0859999999999999e-06
1493558513740,-9.445,7.240000000000001e-07
1493558513750,-9.445,3.6200000000000004e-07
1493558513760,-9.445,0.0
1493558513770,-9.445,1.0859999999999999e-06
1493558513780,-9.445,3.6200000000000004e-07
1493558513790,-9.445,7.240000000000001e-07
1493558513800,-9.445,0.0
1493558513810,-9.445,7.240000000000001e-07
1493558513820,-9.445,7.240000000000001e-07
1493558513830,-9.445,3.6200000000000004e-07
1493558513840,-9.445,3.6200000000000004e-07
1493558513850,-9.445,7.240000000000001e-07
1493558513860,-9.445,3.6200000000000004e-07
1493558513870,-9.445,7.240000000000001e-07
1493558513880,-9.445,3.6200000000000004e-07
1493558513890,-9.445,7.240000000000001e-07
1493558513900,-9.445,7.240000000000001e-07
1493558513910,-9.445,7.240000000000001e-07
1493558513920,-9.445,7.240000000000001e-07
1493558513930,-9.445,7.240000000000001e-07
1493558513940,-9.445,0.0
1493558513950,-9.445,3.6200000000000004e-07
1493558513960,-9.445,3.6200000000000004e-07
1493558513970,-9.445,3.6200000000000004e-07
1493558513980,-9.445,7.240000000000001e-07
1493558513990,-9.445,7.240000000000001e-07
1493558514000,-9.445,7.240000000000001e-07
1493558514010,-9.445,1.0859999999999999e-06
1493558514020,-9.445,3.6200000000000004e-07
1493558514030,-9.445,1.0859999999999999e-06
1493558514040,-9.445,0.0
1493558514050,-9.445,1.4480000000000002e-06
1493558514060,-9.445,0.0
1493558514070,-9.445,3.6200000000000004e-07
1493558514080,-9.445,3.6200000000000004e-07
1493558514090,-9.445,3.6200000000000004e-07
1493558514100,-9.445,3.6200000000000004e-07
1493558514110,-9.445,7.240000000000001e-07
1493558514120,-9.445,3.6200000000000004e-07
1493558514130,-9.445,3.6200000000000004e-07
1493558514140,-9.445,1.0859999999999999e-06
1493558514150,-9.445,3.6200000000000004e-07
1493558514160,-9.445,0.0
1493558514170,-9.445,1.0859999999999999e-06
1493558514180,-9.445,0.0
1493558514190,-9.445,7.240000000000001e-07
1493558514200,-9.445,3.6200000000000004e-07
1493558514210,-9.445,3.6200000000000004e-07
1493558514220,-9.445,0.0
1493558514230,-9.445,1.4480000000000002e-06
1493558514240,-9.445,3.6200000000000004e-07
1493558514250,-9.445,3.6200000000000004e-07
1493558514260,-9.445,7.240000000000001e-07
1493558514270,-9.445,3.6200000000000004e-07
1493558514280,-9.445,7.240000000000001e-07
1493558514290,-9.445,3.6200000000000004e-07
1493558514300,-9.445,7.240000000000001e-07
1493558514310,-9.445,7.240000000000001e-07
1493558514320,-9.445,3.6200000000000004e-07
1493558514330,-9.445,1.0859999999999999e-06
1493558514340,-9.445,3.6200000000000004e-07
1493558514350,-9.445,1.0859999999999999e-06
1493558514360,-9.445,0.0
1493558514370,-9.445,1.4480000000000002e-06
1493558514380,-9.445,0.0
1493558514390,-9.445,1.0859999999999999e-06
1493558514400,-9.445,0.0
1493558514410,-9.445,7.240000000000001e-07
1493558514420,-9.445,0.0
1493558514430,-9.445,0.0
1493558514440,-9.445,1.0859999999999999e-06
1493558514450,-9.445,3.6200000000000004e-07
1493558514460,-9.445,3.6200000000000004e-07
1493558514470,-9.445,3.6200000000000004e-07
1493558514480,-9.445,3.6200000000000004e-07
1493558514490,-9.445,3.6200000000000004e-07
1493558514500,-9.445,7.240000000000001e-07
1493558514510,-9.445,0.0
1493558514520,-9.445,7.240000000000001e-07
1493558514530,-9.445,7.240000000000001e-07
1493558514540,-9.445,0.0
1493558514550,-9.445,7.240000000000001e-07
1493558514560,-9.445,3.6200000000000004e-07
1493558514570,-9.445,7.240000000000001e-07
1493558514580,-9.445,3.6200000000000004e-07
1493558514590,-9.445,7.240000000000001e-07
1493558514600,-9.445,7.240000000000001e-07
1493558514610,-9.445,3.6200000000000004e-07
1493558514620,-9.445,7.240000000000001e-07
1493558514630,-9.445,7.240000000000001e-07
1493558514640,-9.445,3.6200000000000004e-07
1493558514650,-9.445,7.240000000000001e-07
1493558514660,-9.445,0.0
1493558514670,-9.445,7.240000000000001e-07
1493558514680,-9.445,3.6200000000000004e-07
1493558514690,-9.445,1.0859999999999999e-06
1493558514700,-9.445,0.0
1493558514710,-9.445,3.6200000000000004e-07
1493558514720,-9.445,7.240000000000001e-07
1493558514730,-9.445,7.240000000000001e-07
1493558514740,-9.445,7.240000000000001e-07
1493558514750,-9.445,3.6200000000000004e-07
1493558514760,-9.445,7.240000000000001e-07
1493558514770,-9.445,3.6200000000000004e-07
1493558514780,-9.445,3.6200000000000004e-07
1493558514790,-9.445,3.6200000000000004e-07
1493558514800,-9.445,3.6200000000000004e-07
1493558514810,-9.445,7.240000000000001e-07
1493558514820,-9.445,3.6200000000000004e-07
1493558514830,-9.445,7.240000000000001e-07
1493558514840,-9.445,3.6200000000000004e-07
1493558514850,-9.445,7.240000000000001e-07
1493558514860,-9.445,7.240000000000001e-07
1493558514870,-9.445,0.0
1493558514880,-9.445,3.6200000000000004e-07
1493558514890,-9.445,3.6200000000000004e-07
