Timestamp,position,BLMTI.06R3.B2E10_TCP.6R3.B2
1493560138690,5.905,3.6200000000000004e-07
1493560138700,5.905,3.6200000000000004e-07
1493560138710,5.905,0.0
1493560138720,5.905,3.6200000000000004e-07
1493560138730,5.905,7.240000000000001e-07
1493560138740,5.905,1.0859999999999999e-06
1493560138750,5.905,3.6200000000000004e-07
1493560138760,5.905,7.240000000000001e-07
1493560138770,5.905,7.240000000000001e-07
1493560138780,5.905,1.4480000000000002e-06
1493560138790,5.905,3.6200000000000004e-07
1493560138800,5.905,0.0
1493560138810,5.905,3.6200000000000004e-07
1493560138820,5.905,7.240000000000001e-07
1493560138830,5.905,1.4480000000000002e-06
1493560138840,5.905,0.0
1493560138850,5.905,3.6200000000000004e-07
1493560138860,5.905,3.6200000000000004e-07
1493560138870,5.905,2.1719999999999997e-06
1493560138880,5.905,0.0
1493560138890,5.905,0.0
1493560138900,5.905,1.0859999999999999e-06
1493560138910,5.905,3.6200000000000004e-07
1493560138920,5.905,1.0859999999999999e-06
1493560138930,5.905,0.0
1493560138940,5.905,1.0859999999999999e-06
1493560138950,5.905,3.6200000000000004e-07
1493560138960,5.905,1.0859999999999999e-06
1493560138970,5.905,3.6200000000000004e-07
1493560138980,5.905,7.240000000000001e-07
1493560138990,5.905,7.240000000000001e-07
1493560139000,5.905,7.240000000000001e-07
1493560139010,5.905,7.240000000000001e-07
1493560139020,5.905,0.0
1493560139030,5.905,7.240000000000001e-07
1493560139040,5.905,0.0
1493560139050,5.905,7.240000000000001e-07
1493560139060,5.905,3.6200000000000004e-07
1493560139070,5.905,3.6200000000000004e-07
1493560139080,5.905,0.0
1493560139090,5.905,1.0859999999999999e-06
1493560139100,5.905,3.6200000000000004e-07
1493560139110,5.905,7.240000000000001e-07
1493560139120,5.905,7.240000000000001e-07
1493560139130,5.905,3.6200000000000004e-07
1493560139140,5.905,1.4480000000000002e-06
1493560139150,5.905,0.0
1493560139160,5.905,1.0859999999999999e-06
1493560139170,5.905,0.0
1493560139180,5.905,1.0859999999999999e-06
1493560139190,5.905,0.0
1493560139200,5.905,3.6200000000000004e-07
1493560139210,5.905,1.0859999999999999e-06
1493560139220,5.905,7.240000000000001e-07
1493560139230,5.905,7.240000000000001e-07
1493560139240,5.905,7.240000000000001e-07
1493560139250,5.905,3.6200000000000004e-07
1493560139260,5.905,7.240000000000001e-07
1493560139270,5.905,1.0859999999999999e-06
1493560139280,5.905,7.240000000000001e-07
1493560139290,5.905,0.0
