Timestamp,position,BLMTI.04R6.B1E11_TCSP.A4R6.B1
1493558929400,9.1,3.6200000000000004e-07
1493558929410,9.1,0.0
1493558929420,9.1,3.6200000000000004e-07
1493558929430,9.1,0.0
1493558929440,9.1,3.6200000000000004e-07
1493558929450,9.1,0.0
1493558929460,9.1,0.0
1493558929470,9.1,0.0
1493558929480,9.1,3.6200000000000004e-07
1493558929490,9.1,0.0
1493558929500,9.1,7.240000000000001e-07
1493558929510,9.1,0.0
1493558929520,9.1,3.6200000000000004e-07
1493558929530,9.1,3.6200000000000004e-07
1493558929540,9.1,0.0
1493558929550,9.1,7.240000000000001e-07
1493558929560,9.1,7.240000000000001e-07
1493558929570,9.1,3.6200000000000004e-07
1493558929580,9.1,3.6200000000000004e-07
1493558929590,9.1,0.0
1493558929600,9.1,3.6200000000000004e-07
1493558929610,9.1,3.6200000000000004e-07
1493558929620,9.1,3.6200000000000004e-07
1493558929630,9.1,3.6200000000000004e-07
1493558929640,9.1,3.6200000000000004e-07
1493558929650,9.1,0.0
1493558929660,9.1,3.6200000000000004e-07
1493558929670,9.1,3.6200000000000004e-07
1493558929680,9.1,3.6200000000000004e-07
1493558929690,9.1,0.0
1493558929700,9.1,0.0
1493558929710,9.1,0.0
1493558929720,9.1,3.6200000000000004e-07
1493558929730,9.1,3.6200000000000004e-07
1493558929740,9.1,0.0
1493558929750,9.1,7.240000000000001e-07
1493558929760,9.1,0.0
1493558929770,9.1,0.0
1493558929780,9.1,7.240000000000001e-07
1493558929790,9.1,3.6200000000000004e-07
1493558929800,9.1,3.6200000000000004e-07
1493558929810,9.1,3.6200000000000004e-07
1493558929820,9.1,3.6200000000000004e-07
1493558929830,9.1,3.6200000000000004e-07
1493558929840,9.1,3.6200000000000004e-07
1493558929850,9.1,0.0
1493558929860,9.1,3.6200000000000004e-07
1493558929870,9.1,0.0
1493558929880,9.1,3.6200000000000004e-07
1493558929890,9.1,3.6200000000000004e-07
1493558929900,9.1,7.240000000000001e-07
1493558929910,9.1,0.0
1493558929920,9.1,7.240000000000001e-07
1493558929930,9.1,0.0
1493558929940,9.1,0.0
1493558929950,9.1,7.240000000000001e-07
1493558929960,9.1,0.0
1493558929970,9.1,3.6200000000000004e-07
1493558929980,9.1,7.240000000000001e-07
1493558929990,9.1,0.0
1493558930000,9.1,1.0859999999999999e-06
1493558930010,9.1,0.0
1493558930020,9.1,3.6200000000000004e-07
1493558930030,9.1,3.6200000000000004e-07
1493558930040,9.1,3.6200000000000004e-07
1493558930050,9.1,0.0
1493558930060,9.1,3.6200000000000004e-07
1493558930070,9.1,3.6200000000000004e-07
1493558930080,9.1,0.0
1493558930090,9.1,3.6200000000000004e-07
1493558930100,9.1,3.6200000000000004e-07
1493558930110,9.1,3.6200000000000004e-07
1493558930120,9.1,0.0
1493558930130,9.1,3.6200000000000004e-07
1493558930140,9.1,3.6200000000000004e-07
1493558930150,9.1,3.6200000000000004e-07
1493558930160,9.1,0.0
