Timestamp,position,BLMTI.06R7.B2I10_TCP.C6R7.B2
1493559955660,5.575,0.0
1493559955670,5.575,7.240000000000001e-07
1493559955680,5.575,0.0
1493559955690,5.575,1.0859999999999999e-06
1493559955700,5.575,0.0
1493559955710,5.575,3.6200000000000004e-07
1493559955720,5.575,0.0
1493559955730,5.575,3.6200000000000004e-07
1493559955740,5.575,0.0
1493559955750,5.575,7.240000000000001e-07
1493559955760,5.575,0.0
1493559955770,5.575,1.0859999999999999e-06
1493559955780,5.575,0.0
1493559955790,5.575,0.0
1493559955800,5.575,0.0
1493559955810,5.575,3.6200000000000004e-07
1493559955820,5.575,0.0
1493559955830,5.575,7.240000000000001e-07
1493559955840,5.575,3.6200000000000004e-07
1493559955850,5.575,3.6200000000000004e-07
1493559955860,5.575,0.0
1493559955870,5.575,1.0859999999999999e-06
1493559955880,5.575,0.0
1493559955890,5.575,1.0859999999999999e-06
1493559955900,5.575,0.0
1493559955910,5.575,7.240000000000001e-07
1493559955920,5.575,0.0
1493559955930,5.575,1.4480000000000002e-06
1493559955940,5.575,0.0
1493559955950,5.575,1.0859999999999999e-06
1493559955960,5.575,0.0
1493559955970,5.575,3.6200000000000004e-07
1493559955980,5.575,0.0
1493559955990,5.575,1.4480000000000002e-06
1493559956000,5.575,0.0
1493559956010,5.575,3.6200000000000004e-07
1493559956020,5.575,0.0
1493559956030,5.575,7.240000000000001e-07
1493559956040,5.575,0.0
1493559956050,5.575,1.0859999999999999e-06
1493559956060,5.575,0.0
1493559956070,5.575,0.0
1493559956080,5.575,0.0
1493559956090,5.575,3.6200000000000004e-07
1493559956100,5.575,0.0
1493559956110,5.575,1.0859999999999999e-06
1493559956120,5.575,0.0
1493559956130,5.575,3.6200000000000004e-07
1493559956140,5.575,0.0
1493559956150,5.575,3.6200000000000004e-07
1493559956160,5.575,0.0
1493559956170,5.575,7.240000000000001e-07
1493559956180,5.575,0.0
1493559956190,5.575,7.240000000000001e-07
1493559956200,5.575,0.0
1493559956210,5.575,7.240000000000001e-07
1493559956220,5.575,0.0
1493559956230,5.575,3.6200000000000004e-07
1493559956240,5.575,0.0
1493559956250,5.575,3.6200000000000004e-07
1493559956260,5.575,0.0
1493559956270,5.575,3.6200000000000004e-07
1493559956280,5.575,0.0
1493559956290,5.575,7.240000000000001e-07
1493559956300,5.575,0.0
1493559956310,5.575,1.0859999999999999e-06
1493559956320,5.575,0.0
1493559956330,5.575,3.6200000000000004e-07
1493559956340,5.575,0.0
