Timestamp,position,BLMTI.06R3.B2E10_TCP.6R3.B2
1493560174690,5.775,1.0859999999999999e-06
1493560174700,5.775,7.240000000000001e-07
1493560174710,5.775,1.81e-06
1493560174720,5.775,0.0
1493560174730,5.775,1.4480000000000002e-06
1493560174740,5.775,0.0
1493560174750,5.775,1.81e-06
1493560174760,5.775,0.0
1493560174770,5.775,1.81e-06
1493560174780,5.775,0.0
1493560174790,5.775,1.4480000000000002e-06
1493560174800,5.775,0.0
1493560174810,5.775,1.4480000000000002e-06
1493560174820,5.775,0.0
1493560174830,5.775,1.4480000000000002e-06
1493560174840,5.775,0.0
1493560174850,5.775,1.0859999999999999e-06
1493560174860,5.775,3.6200000000000004e-07
1493560174870,5.775,1.0859999999999999e-06
1493560174880,5.775,7.240000000000001e-07
1493560174890,5.775,1.0859999999999999e-06
1493560174900,5.775,7.240000000000001e-07
1493560174910,5.775,7.240000000000001e-07
1493560174920,5.775,0.0
1493560174930,5.775,2.1719999999999997e-06
1493560174940,5.775,0.0
1493560174950,5.775,1.0859999999999999e-06
1493560174960,5.775,3.6200000000000004e-07
1493560174970,5.775,1.81e-06
1493560174980,5.775,0.0
1493560174990,5.775,1.81e-06
1493560175000,5.775,0.0
1493560175010,5.775,2.1719999999999997e-06
1493560175020,5.775,0.0
1493560175030,5.775,1.4480000000000002e-06
1493560175040,5.775,0.0
1493560175050,5.775,1.4480000000000002e-06
1493560175060,5.775,0.0
1493560175070,5.775,1.81e-06
1493560175080,5.775,0.0
1493560175090,5.775,1.0859999999999999e-06
1493560175100,5.775,7.240000000000001e-07
1493560175110,5.775,1.4480000000000002e-06
1493560175120,5.775,0.0
1493560175130,5.775,1.0859999999999999e-06
1493560175140,5.775,0.0
1493560175150,5.775,1.4480000000000002e-06
1493560175160,5.775,0.0
1493560175170,5.775,1.81e-06
1493560175180,5.775,0.0
1493560175190,5.775,1.81e-06
1493560175200,5.775,0.0
1493560175210,5.775,1.4480000000000002e-06
1493560175220,5.775,0.0
1493560175230,5.775,1.4480000000000002e-06
1493560175240,5.775,0.0
1493560175250,5.775,1.4480000000000002e-06
1493560175260,5.775,3.6200000000000004e-07
1493560175270,5.775,1.0859999999999999e-06
1493560175280,5.775,3.6200000000000004e-07
1493560175290,5.775,1.0859999999999999e-06
1493560175300,5.775,3.6200000000000004e-07
1493560175310,5.775,1.0859999999999999e-06
1493560175320,5.775,0.0
1493560175330,5.775,1.4480000000000002e-06
1493560175340,5.775,0.0
1493560175350,5.775,1.4480000000000002e-06
1493560175360,5.775,0.0
1493560175370,5.775,1.4480000000000002e-06
1493560175380,5.775,0.0
1493560175390,5.775,1.81e-06
1493560175400,5.775,0.0
1493560175410,5.775,1.81e-06
1493560175420,5.775,0.0
1493560175430,5.775,1.4480000000000002e-06
1493560175440,5.775,0.0
1493560175450,5.775,1.4480000000000002e-06
1493560175460,5.775,0.0
1493560175470,5.775,3.6200000000000004e-07
1493560175480,5.775,0.0
1493560175490,5.775,1.4480000000000002e-06
1493560175500,5.775,0.0
1493560175510,5.775,1.4480000000000002e-06
1493560175520,5.775,0.0
1493560175530,5.775,1.81e-06
1493560175540,5.775,0.0
1493560175550,5.775,1.4480000000000002e-06
1493560175560,5.775,0.0
1493560175570,5.775,1.81e-06
1493560175580,5.775,0.0
1493560175590,5.775,1.0859999999999999e-06
1493560175600,5.775,0.0
1493560175610,5.775,1.4480000000000002e-06
1493560175620,5.775,3.6200000000000004e-07
1493560175630,5.775,1.0859999999999999e-06
1493560175640,5.775,0.0
1493560175650,5.775,1.0859999999999999e-06
1493560175660,5.775,3.6200000000000004e-07
1493560175670,5.775,1.4480000000000002e-06
1493560175680,5.775,3.6200000000000004e-07
1493560175690,5.715,1.0859999999999999e-06
1493560175700,5.715,3.6200000000000004e-07
1493560175710,5.715,1.0859999999999999e-06
1493560175720,5.715,0.0
1493560175730,5.715,1.0859999999999999e-06
1493560175740,5.715,7.240000000000001e-07
1493560175750,5.715,7.240000000000001e-07
1493560175760,5.715,0.0
1493560175770,5.715,1.0859999999999999e-06
1493560175780,5.715,0.0
1493560175790,5.715,1.81e-06
1493560175800,5.715,0.0
1493560175810,5.715,1.4480000000000002e-06
1493560175820,5.715,0.0
1493560175830,5.715,2.1719999999999997e-06
1493560175840,5.715,0.0
1493560175850,5.715,1.81e-06
1493560175860,5.715,0.0
1493560175870,5.715,1.0859999999999999e-06
