Timestamp,position,BLMTI.05L3.B1I10_TCSG.5L3.B1
1459973330660,-1.62,6.877999999999999e-06
1459973330670,-1.62,6.516e-06
1459973330680,-1.62,5.43e-06
1459973330690,-1.62,6.154e-06
1459973330700,-1.62,5.792000000000001e-06
1459973330710,-1.62,6.516e-06
1459973330720,-1.62,6.516e-06
1459973330730,-1.62,9.05e-06
1459973330740,-1.62,1.0136000000000001e-05
1459973330750,-1.62,1.0136000000000001e-05
1459973330760,-1.62,8.687999999999999e-06
1459973330770,-1.62,5.0680000000000004e-06
1459973330780,-1.62,8.326e-06
1459973330790,-1.62,8.687999999999999e-06
1459973330800,-1.62,5.792000000000001e-06
1459973330810,-1.62,7.602e-06
1459973330820,-1.62,5.792000000000001e-06
1459973330830,-1.62,5.43e-06
1459973330840,-1.62,7.602e-06
1459973330850,-1.62,6.154e-06
1459973330860,-1.62,5.792000000000001e-06
1459973330870,-1.62,5.43e-06
1459973330880,-1.62,6.154e-06
1459973330890,-1.62,5.0680000000000004e-06
1459973330900,-1.62,6.877999999999999e-06
1459973330910,-1.62,7.24e-06
1459973330920,-1.62,7.602e-06
1459973330930,-1.62,7.602e-06
1459973330940,-1.62,7.602e-06
1459973330950,-1.62,7.24e-06
1459973330960,-1.62,6.516e-06
1459973330970,-1.62,6.154e-06
1459973330980,-1.62,5.792000000000001e-06
1459973330990,-1.62,5.43e-06
1459973331000,-1.62,3.982e-06
1459973331010,-1.62,4.706e-06
1459973331020,-1.62,6.154e-06
1459973331030,-1.62,3.982e-06
1459973331040,-1.62,6.516e-06
1459973331050,-1.62,4.343999999999999e-06
1459973331060,-1.62,5.792000000000001e-06
1459973331070,-1.62,6.516e-06
1459973331080,-1.62,5.792000000000001e-06
1459973331090,-1.62,6.154e-06
1459973331100,-1.62,7.964e-06
1459973331110,-1.62,6.154e-06
1459973331120,-1.62,6.154e-06
1459973331130,-1.62,6.516e-06
1459973331140,-1.62,5.43e-06
1459973331150,-1.62,6.154e-06
1459973331160,-1.62,3.982e-06
1459973331170,-1.62,5.43e-06
1459973331180,-1.62,4.706e-06
1459973331190,-1.62,5.0680000000000004e-06
1459973331200,-1.62,3.982e-06
1459973331210,-1.62,6.154e-06
1459973331220,-1.62,6.154e-06
1459973331230,-1.62,7.24e-06
1459973331240,-1.62,5.792000000000001e-06
1459973331250,-1.62,6.154e-06
1459973331260,-1.62,6.877999999999999e-06
1459973331270,-1.62,6.154e-06
1459973331280,-1.62,4.706e-06
1459973331290,-1.62,5.43e-06
1459973331300,-1.62,5.0680000000000004e-06
1459973331310,-1.62,4.706e-06
1459973331320,-1.62,5.792000000000001e-06
1459973331330,-1.62,3.258e-06
1459973331340,-1.62,3.62e-06
1459973331350,-1.62,3.62e-06
1459973331360,-1.62,5.0680000000000004e-06
1459973331370,-1.62,3.62e-06
1459973331380,-1.62,4.706e-06
1459973331390,-1.62,5.0680000000000004e-06
1459973331400,-1.62,5.0680000000000004e-06
1459973331410,-1.62,5.0680000000000004e-06
1459973331420,-1.62,5.792000000000001e-06
1459973331430,-1.62,4.706e-06
1459973331440,-1.62,4.343999999999999e-06
1459973331450,-1.62,3.62e-06
1459973331460,-1.62,5.0680000000000004e-06
1459973331470,-1.62,3.258e-06
1459973331480,-1.62,3.62e-06
1459973331490,-1.62,3.982e-06
1459973331500,-1.62,4.343999999999999e-06
1459973331510,-1.62,4.343999999999999e-06
1459973331520,-1.62,4.706e-06
1459973331530,-1.62,3.258e-06
1459973331540,-1.62,4.343999999999999e-06
1459973331550,-1.62,5.792000000000001e-06
1459973331560,-1.62,4.706e-06
1459973331570,-1.62,4.343999999999999e-06
1459973331580,-1.62,6.516e-06
1459973331590,-1.62,5.43e-06
1459973331600,-1.62,5.43e-06
1459973331610,-1.62,3.62e-06
1459973331620,-1.62,5.0680000000000004e-06
1459973331630,-1.62,3.982e-06
1459973331640,-1.62,3.982e-06
1459973331650,-1.62,4.706e-06
1459973331660,-1.62,2.8960000000000003e-06
1459973331670,-1.62,3.258e-06
1459973331680,-1.62,3.62e-06
1459973331690,-1.62,3.258e-06
1459973331700,-1.62,3.258e-06
