Timestamp,position,BLMTI.04R7.B1E10_TCSG.A4R7.B1
1459976102550,-0.925,1.5928e-05
1459976102560,-0.925,1.7738e-05
1459976102570,-0.925,1.5928e-05
1459976102580,-0.925,1.267e-05
1459976102590,-0.925,1.8100000000000003e-05
1459976102600,-0.925,2.172e-05
1459976102610,-0.925,2.3168000000000002e-05
1459976102620,-0.925,1.9548e-05
1459976102630,-0.925,1.7738e-05
1459976102640,-0.925,1.5928e-05
1459976102650,-0.925,1.7375999999999998e-05
1459976102660,-0.925,1.9548e-05
1459976102670,-0.925,1.9186e-05
1459976102680,-0.925,1.8824e-05
1459976102690,-0.925,2.0272000000000002e-05
1459976102700,-0.925,2.4254000000000002e-05
1459976102710,-0.925,2.172e-05
1459976102720,-0.925,1.7738e-05
1459976102730,-0.925,1.5204e-05
1459976102740,-0.925,1.6652e-05
1459976102750,-0.925,1.5928e-05
1459976102760,-0.925,1.991e-05
1459976102770,-0.925,1.9186e-05
1459976102780,-0.925,2.0996e-05
1459976102790,-0.925,1.7014e-05
1459976102800,-0.925,2.3168000000000002e-05
1459976102810,-0.925,2.0272000000000002e-05
1459976102820,-0.925,1.9186e-05
1459976102830,-0.925,1.629e-05
1459976102840,-0.925,1.7375999999999998e-05
1459976102850,-0.925,2.0634e-05
1459976102860,-0.925,2.0996e-05
1459976102870,-0.925,1.9548e-05
1459976102880,-0.925,1.8100000000000003e-05
1459976102890,-0.925,1.8824e-05
1459976102900,-0.925,2.0634e-05
1459976102910,-0.925,1.8462e-05
1459976102920,-0.925,1.629e-05
1459976102930,-0.925,1.629e-05
1459976102940,-0.925,1.8824e-05
1459976102950,-0.925,1.9186e-05
1459976102960,-0.925,1.7738e-05
1459976102970,-0.925,1.9548e-05
1459976102980,-0.925,2.0634e-05
1459976102990,-0.925,1.991e-05
1459976103000,-0.925,1.7375999999999998e-05
1459976103010,-0.925,1.448e-05
1459976103020,-0.925,1.6652e-05
1459976103030,-0.925,1.8824e-05
1459976103040,-0.925,2.2082e-05
1459976103050,-0.925,2.2444e-05
1459976103060,-0.925,2.0272000000000002e-05
1459976103070,-0.925,1.9548e-05
1459976103080,-0.925,2.0634e-05
1459976103090,-0.925,2.3891999999999998e-05
1459976103100,-0.925,2.0272000000000002e-05
1459976103110,-0.925,1.6652e-05
1459976103120,-0.925,1.6652e-05
1459976103130,-0.925,1.9186e-05
1459976103140,-0.925,2.3168000000000002e-05
1459976103150,-0.925,2.1358e-05
1459976103160,-0.925,1.8100000000000003e-05
1459976103170,-0.925,1.5566e-05
1459976103180,-0.925,1.7738e-05
1459976103190,-0.925,2.0272000000000002e-05
1459976103200,-0.925,1.5204e-05
1459976103210,-0.925,1.7375999999999998e-05
1459976103220,-0.925,1.8824e-05
1459976103230,-0.925,2.2805999999999998e-05
1459976103240,-0.925,2.172e-05
1459976103250,-0.925,1.8462e-05
1459976103260,-0.925,1.5204e-05
1459976103270,-0.925,1.5566e-05
1459976103280,-0.925,2.1358e-05
1459976103290,-0.925,2.0996e-05
1459976103300,-0.925,1.7375999999999998e-05
1459976103310,-0.925,1.7738e-05
1459976103320,-0.925,1.9548e-05
1459976103330,-0.925,2.4254000000000002e-05
