Timestamp,position,BLMTI.06L7.B1E10_TCP.D6L7.B1
1459974638140,-0.725,3.982e-06
1459974638150,-0.725,2.5340000000000002e-06
1459974638160,-0.725,5.0680000000000004e-06
1459974638170,-0.725,4.706e-06
1459974638180,-0.725,6.516e-06
1459974638190,-0.725,4.706e-06
1459974638200,-0.725,5.43e-06
1459974638210,-0.725,2.8960000000000003e-06
1459974638220,-0.725,3.982e-06
1459974638230,-0.725,4.706e-06
1459974638240,-0.725,3.982e-06
1459974638250,-0.725,3.62e-06
1459974638260,-0.725,5.0680000000000004e-06
1459974638270,-0.725,4.343999999999999e-06
1459974638280,-0.725,4.343999999999999e-06
1459974638290,-0.725,4.343999999999999e-06
1459974638300,-0.725,4.343999999999999e-06
1459974638310,-0.725,2.8960000000000003e-06
1459974638320,-0.725,5.0680000000000004e-06
1459974638330,-0.725,3.62e-06
1459974638340,-0.725,3.62e-06
1459974638350,-0.725,2.5340000000000002e-06
1459974638360,-0.725,4.706e-06
1459974638370,-0.725,2.1719999999999997e-06
1459974638380,-0.725,4.706e-06
1459974638390,-0.725,2.1719999999999997e-06
1459974638400,-0.725,3.62e-06
1459974638410,-0.725,2.1719999999999997e-06
1459974638420,-0.725,3.982e-06
1459974638430,-0.725,2.8960000000000003e-06
1459974638440,-0.725,4.343999999999999e-06
1459974638450,-0.725,4.343999999999999e-06
1459974638460,-0.725,5.43e-06
1459974638470,-0.725,2.5340000000000002e-06
1459974638480,-0.725,4.343999999999999e-06
1459974638490,-0.725,2.5340000000000002e-06
1459974638500,-0.725,4.706e-06
1459974638510,-0.725,3.982e-06
1459974638520,-0.725,5.0680000000000004e-06
1459974638530,-0.725,3.982e-06
1459974638540,-0.725,5.0680000000000004e-06
1459974638550,-0.725,2.1719999999999997e-06
1459974638560,-0.725,3.982e-06
1459974638570,-0.725,2.1719999999999997e-06
1459974638580,-0.725,4.706e-06
1459974638590,-0.725,3.62e-06
1459974638600,-0.725,6.154e-06
1459974638610,-0.725,4.706e-06
1459974638620,-0.725,6.154e-06
1459974638630,-0.725,3.62e-06
1459974638640,-0.725,4.706e-06
1459974638650,-0.725,2.1719999999999997e-06
1459974638660,-0.725,3.258e-06
1459974638670,-0.725,3.62e-06
1459974638680,-0.725,5.43e-06
1459974638690,-0.725,3.982e-06
1459974638700,-0.725,7.24e-06
1459974638710,-0.725,3.62e-06
1459974638720,-0.725,4.343999999999999e-06
1459974638730,-0.725,2.5340000000000002e-06
1459974638740,-0.725,2.8960000000000003e-06
1459974638750,-0.725,2.1719999999999997e-06
1459974638760,-0.725,4.343999999999999e-06
1459974638770,-0.725,5.0680000000000004e-06
1459974638780,-0.725,8.687999999999999e-06
1459974638790,-0.725,8.326e-06
1459974638800,-0.725,5.43e-06
1459974638810,-0.725,2.5340000000000002e-06
1459974638820,-0.725,3.982e-06
1459974638830,-0.725,3.258e-06
1459974638840,-0.725,4.343999999999999e-06
1459974638850,-0.725,2.5340000000000002e-06
1459974638860,-0.725,4.706e-06
1459974638870,-0.725,2.8960000000000003e-06
1459974638880,-0.725,6.516e-06
1459974638890,-0.725,4.343999999999999e-06
1459974638900,-0.725,4.343999999999999e-06
1459974638910,-0.725,2.1719999999999997e-06
1459974638920,-0.725,3.982e-06
1459974638930,-0.725,2.8960000000000003e-06
1459974638940,-0.725,5.43e-06
1459974638950,-0.725,5.0680000000000004e-06
1459974638960,-0.725,7.24e-06
1459974638970,-0.725,5.0680000000000004e-06
1459974638980,-0.725,3.982e-06
1459974638990,-0.725,2.5340000000000002e-06
1459974639000,-0.725,3.258e-06
1459974639010,-0.725,2.1719999999999997e-06
1459974639020,-0.725,2.5340000000000002e-06
1459974639030,-0.725,2.5340000000000002e-06
1459974639040,-0.725,5.0680000000000004e-06
1459974639050,-0.725,5.792000000000001e-06
1459974639060,-0.725,7.24e-06
1459974639070,-0.725,5.43e-06
1459974639080,-0.725,5.0680000000000004e-06
1459974639090,-0.725,2.5340000000000002e-06
1459974639100,-0.725,4.343999999999999e-06
1459974639110,-0.725,2.5340000000000002e-06
1459974639120,-0.725,3.982e-06
1459974639130,-0.725,3.258e-06
1459974639140,-0.725,6.877999999999999e-06
1459974639150,-0.725,5.43e-06
1459974639160,-0.725,5.43e-06
1459974639170,-0.725,3.982e-06
1459974639180,-0.725,3.258e-06
1459974639190,-0.725,1.0859999999999999e-06
1459974639200,-0.725,3.62e-06
1459974639210,-0.725,3.982e-06
1459974639220,-0.725,3.258e-06
1459974639230,-0.725,4.343999999999999e-06
1459974639240,-0.725,5.43e-06
1459974639250,-0.725,7.602e-06
1459974639260,-0.725,5.43e-06
1459974639270,-0.725,5.43e-06
1459974639280,-0.725,3.982e-06
1459974639290,-0.725,2.5340000000000002e-06
1459974639300,-0.725,3.982e-06
1459974639310,-0.725,3.62e-06
1459974639320,-0.725,3.982e-06
1459974639330,-0.725,2.8960000000000003e-06
1459974639340,-0.725,4.343999999999999e-06
1459974639350,-0.725,3.982e-06
1459974639360,-0.725,2.8960000000000003e-06
1459974639370,-0.725,2.1719999999999997e-06
1459974639380,-0.725,5.0680000000000004e-06
1459974639390,-0.725,2.8960000000000003e-06
1459974639400,-0.725,3.982e-06
1459974639410,-0.725,2.5340000000000002e-06
1459974639420,-0.725,4.706e-06
1459974639430,-0.725,2.8960000000000003e-06
1459974639440,-0.725,5.43e-06
1459974639450,-0.725,3.258e-06
1459974639460,-0.725,4.706e-06
1459974639470,-0.725,2.1719999999999997e-06
1459974639480,-0.725,3.982e-06
1459974639490,-0.725,2.1719999999999997e-06
1459974639500,-0.725,3.982e-06
1459974639510,-0.725,2.8960000000000003e-06
1459974639520,-0.725,3.982e-06
1459974639530,-0.725,1.81e-06
1459974639540,-0.725,4.706e-06
1459974639550,-0.725,3.258e-06
1459974639560,-0.725,6.154e-06
1459974639570,-0.725,3.62e-06
1459974639580,-0.725,5.43e-06
1459974639590,-0.725,2.1719999999999997e-06
1459974639600,-0.725,4.706e-06
1459974639610,-0.725,1.81e-06
1459974639620,-0.725,4.706e-06
1459974639630,-0.725,2.5340000000000002e-06
1459974639640,-0.725,4.343999999999999e-06
1459974639650,-0.725,3.982e-06
1459974639660,-0.725,6.877999999999999e-06
1459974639670,-0.725,3.62e-06
1459974639680,-0.725,4.343999999999999e-06
1459974639690,-0.725,1.4480000000000002e-06
1459974639700,-0.725,3.982e-06
1459974639710,-0.725,2.5340000000000002e-06
1459974639720,-0.725,3.982e-06
1459974639730,-0.725,1.4480000000000002e-06
1459974639740,-0.725,4.706e-06
1459974639750,-0.725,3.982e-06
