Timestamp,position,BLMTI.06R7.B1E10_TCSG.6R7.B1
1459974187030,-1.535,2.2805999999999998e-05
1459974187040,-1.535,2.6788000000000002e-05
1459974187050,-1.535,1.9548e-05
1459974187060,-1.535,2.3168000000000002e-05
1459974187070,-1.535,1.7375999999999998e-05
1459974187080,-1.535,2.1358e-05
1459974187090,-1.535,2.0996e-05
1459974187100,-1.535,2.6788000000000002e-05
1459974187110,-1.535,2.2444e-05
1459974187120,-1.535,2.6064e-05
1459974187130,-1.535,2.0634e-05
1459974187140,-1.535,2.534e-05
1459974187150,-1.535,1.8100000000000003e-05
1459974187160,-1.535,2.4616e-05
1459974187170,-1.535,1.5928e-05
1459974187180,-1.535,1.991e-05
1459974187190,-1.535,1.5204e-05
1459974187200,-1.535,1.9548e-05
1459974187210,-1.535,1.3032e-05
1459974187220,-1.535,1.629e-05
1459974187230,-1.535,1.629e-05
1459974187240,-1.535,1.8462e-05
1459974187250,-1.535,1.448e-05
1459974187260,-1.535,1.6652e-05
1459974187270,-1.535,1.5566e-05
1459974187280,-1.535,1.8824e-05
1459974187290,-1.535,1.4842000000000001e-05
1459974187300,-1.535,2.1358e-05
1459974187310,-1.535,2.0634e-05
1459974187320,-1.535,2.4978e-05
1459974187330,-1.535,1.7375999999999998e-05
1459974187340,-1.535,1.7014e-05
1459974187350,-1.535,1.1584000000000001e-05
1459974187360,-1.535,1.7014e-05
1459974187370,-1.535,9.774e-06
1459974187380,-1.535,1.6652e-05
1459974187390,-1.535,1.4842000000000001e-05
1459974187400,-1.535,2.534e-05
1459974187410,-1.535,2.0996e-05
1459974187420,-1.535,2.6426e-05
1459974187430,-1.535,2.4978e-05
1459974187440,-1.535,2.7874e-05
1459974187450,-1.535,1.9548e-05
1459974187460,-1.535,1.8824e-05
1459974187470,-1.535,1.3755999999999998e-05
1459974187480,-1.535,1.5928e-05
1459974187490,-1.535,1.267e-05
1459974187500,-1.535,1.9186e-05
1459974187510,-1.535,1.3394000000000001e-05
1459974187520,-1.535,1.991e-05
1459974187530,-1.535,2.3891999999999998e-05
1459974187540,-1.535,2.8236e-05
1459974187550,-1.535,1.6652e-05
1459974187560,-1.535,2.1358e-05
1459974187570,-1.535,1.5204e-05
1459974187580,-1.535,2.1358e-05
1459974187590,-1.535,1.5204e-05
1459974187600,-1.535,2.2444e-05
1459974187610,-1.535,1.7014e-05
1459974187620,-1.535,2.6788000000000002e-05
1459974187630,-1.535,2.1358e-05
1459974187640,-1.535,2.0272000000000002e-05
1459974187650,-1.535,1.3755999999999998e-05
1459974187660,-1.535,1.629e-05
1459974187670,-1.535,1.1222e-05
1459974187680,-1.535,1.448e-05
1459974187690,-1.535,1.2308e-05
1459974187700,-1.535,1.8462e-05
1459974187710,-1.535,2.1358e-05
1459974187720,-1.535,2.9684000000000002e-05
1459974187730,-1.535,2.8598000000000003e-05
1459974187740,-1.535,2.6064e-05
1459974187750,-1.535,1.6652e-05
1459974187760,-1.535,1.5204e-05
1459974187770,-1.535,1.4118e-05
1459974187780,-1.535,1.8100000000000003e-05
1459974187790,-1.535,1.3032e-05
1459974187800,-1.535,1.8824e-05
1459974187810,-1.535,1.8462e-05
1459974187820,-1.535,2.9321999999999998e-05
1459974187830,-1.535,2.0996e-05
1459974187840,-1.535,1.991e-05
1459974187850,-1.535,1.4118e-05
1459974187860,-1.535,1.5566e-05
1459974187870,-1.535,1.1584000000000001e-05
1459974187880,-1.535,1.5566e-05
1459974187890,-1.535,1.4842000000000001e-05
1459974187900,-1.535,1.9186e-05
1459974187910,-1.535,1.8100000000000003e-05
1459974187920,-1.535,2.3891999999999998e-05
1459974187930,-1.535,1.5566e-05
1459974187940,-1.535,1.629e-05
1459974187950,-1.535,1.2308e-05
1459974187960,-1.535,1.5204e-05
1459974187970,-1.535,1.1222e-05
1459974187980,-1.535,1.5566e-05
1459974187990,-1.535,1.2308e-05
1459974188000,-1.535,1.9548e-05
1459974188010,-1.535,2.8236e-05
1459974188020,-1.535,3.6562e-05
1459974188030,-1.515,2.3891999999999998e-05
1459974188040,-1.515,1.991e-05
1459974188050,-1.515,1.4842000000000001e-05
1459974188060,-1.515,1.6652e-05
1459974188070,-1.515,1.1945999999999999e-05
1459974188080,-1.515,1.5566e-05
1459974188090,-1.515,1.4842000000000001e-05
1459974188100,-1.515,2.2444e-05
1459974188110,-1.515,2.2444e-05
1459974188120,-1.515,2.9321999999999998e-05
1459974188130,-1.515,2.3168000000000002e-05
1459974188140,-1.515,2.0996e-05
1459974188150,-1.515,1.4842000000000001e-05
