Timestamp,position,BLMTI.05R7.B1E10_TCSG.D5R7.B1
1459975899750,1.13,1.629e-05
1459975899760,1.13,1.3394000000000001e-05
1459975899770,1.13,1.1945999999999999e-05
1459975899780,1.13,9.05e-06
1459975899790,1.13,1.0498e-05
1459975899800,1.13,6.516e-06
1459975899810,1.13,1.0498e-05
1459975899820,1.13,1.448e-05
1459975899830,1.13,1.7014e-05
1459975899840,1.13,1.8824e-05
1459975899850,1.13,1.1584000000000001e-05
1459975899860,1.13,1.1222e-05
1459975899870,1.13,7.24e-06
1459975899880,1.13,7.24e-06
1459975899890,1.13,7.602e-06
1459975899900,1.13,1.1222e-05
1459975899910,1.13,1.4118e-05
1459975899920,1.13,2.0996e-05
1459975899930,1.13,1.3755999999999998e-05
1459975899940,1.13,1.4842000000000001e-05
1459975899950,1.13,1.086e-05
1459975899960,1.13,7.24e-06
1459975899970,1.13,7.24e-06
1459975899980,1.13,6.877999999999999e-06
1459975899990,1.13,9.05e-06
1459975900000,1.13,8.687999999999999e-06
1459975900010,1.13,1.1945999999999999e-05
1459975900020,1.13,1.1222e-05
1459975900030,1.13,9.05e-06
1459975900040,1.13,6.516e-06
1459975900050,1.13,8.687999999999999e-06
1459975900060,1.13,6.154e-06
1459975900070,1.13,9.412e-06
1459975900080,1.13,9.412e-06
1459975900090,1.13,1.267e-05
1459975900100,1.13,1.4118e-05
1459975900110,1.13,1.3755999999999998e-05
1459975900120,1.13,1.0136000000000001e-05
1459975900130,1.13,7.964e-06
1459975900140,1.13,5.792000000000001e-06
1459975900150,1.13,7.964e-06
1459975900160,1.13,9.412e-06
1459975900170,1.13,1.3394000000000001e-05
1459975900180,1.13,1.3394000000000001e-05
1459975900190,1.13,1.1584000000000001e-05
1459975900200,1.13,1.2308e-05
1459975900210,1.13,1.1222e-05
1459975900220,1.13,6.877999999999999e-06
1459975900230,1.13,6.516e-06
1459975900240,1.13,5.43e-06
1459975900250,1.13,9.412e-06
1459975900260,1.13,1.5204e-05
1459975900270,1.13,1.2308e-05
1459975900280,1.13,1.5566e-05
1459975900290,1.13,7.24e-06
1459975900300,1.13,1.0136000000000001e-05
1459975900310,1.13,1.1584000000000001e-05
1459975900320,1.13,4.343999999999999e-06
1459975900330,1.13,7.24e-06
1459975900340,1.13,8.687999999999999e-06
1459975900350,1.13,1.2308e-05
1459975900360,1.13,2.0996e-05
1459975900370,1.13,1.4842000000000001e-05
1459975900380,1.13,1.8100000000000003e-05
1459975900390,1.13,1.1584000000000001e-05
1459975900400,1.13,1.0498e-05
1459975900410,1.13,7.24e-06
1459975900420,1.13,1.81e-06
1459975900430,1.13,6.154e-06
1459975900440,1.13,1.0136000000000001e-05
1459975900450,1.13,1.1584000000000001e-05
1459975900460,1.13,9.05e-06
1459975900470,1.13,1.1584000000000001e-05
1459975900480,1.13,6.154e-06
1459975900490,1.13,9.412e-06
1459975900500,1.13,5.792000000000001e-06
1459975900510,1.13,7.964e-06
1459975900520,1.13,5.43e-06
1459975900530,1.13,7.24e-06
1459975900540,1.13,1.1945999999999999e-05
1459975900550,1.13,1.3394000000000001e-05
1459975900560,1.13,1.3394000000000001e-05
1459975900570,1.13,8.326e-06
1459975900580,1.13,7.602e-06
1459975900590,1.13,8.326e-06
1459975900600,1.13,7.602e-06
1459975900610,1.13,6.877999999999999e-06
1459975900620,1.13,9.05e-06
1459975900630,1.13,1.1584000000000001e-05
1459975900640,1.13,1.629e-05
1459975900650,1.13,1.1584000000000001e-05
1459975900660,1.13,9.412e-06
1459975900670,1.13,7.24e-06
1459975900680,1.13,6.154e-06
1459975900690,1.13,9.05e-06
1459975900700,1.13,5.43e-06
1459975900710,1.13,8.687999999999999e-06
1459975900720,1.13,6.154e-06
1459975900730,1.13,1.0498e-05
