Timestamp,position,BLMTI.06L7.B1E10_TCP.C6L7.B1
1459972817950,0.87,0.0
1459972817960,0.87,1.0859999999999999e-06
1459972817970,0.87,7.240000000000001e-07
1459972817980,0.87,1.4480000000000002e-06
1459972817990,0.87,7.240000000000001e-07
1459972818000,0.87,1.4480000000000002e-06
1459972818010,0.87,1.0859999999999999e-06
1459972818020,0.87,3.6200000000000004e-07
1459972818030,0.87,3.6200000000000004e-07
1459972818040,0.87,1.0859999999999999e-06
1459972818050,0.87,3.6200000000000004e-07
1459972818060,0.87,1.0859999999999999e-06
1459972818070,0.87,3.6200000000000004e-07
1459972818080,0.87,1.4480000000000002e-06
1459972818090,0.87,1.4480000000000002e-06
1459972818100,0.87,1.0859999999999999e-06
1459972818110,0.87,3.6200000000000004e-07
1459972818120,0.87,7.240000000000001e-07
1459972818130,0.87,7.240000000000001e-07
1459972818140,0.87,1.0859999999999999e-06
1459972818150,0.87,0.0
1459972818160,0.87,7.240000000000001e-07
1459972818170,0.87,1.0859999999999999e-06
1459972818180,0.87,2.1719999999999997e-06
1459972818190,0.87,1.81e-06
1459972818200,0.87,1.4480000000000002e-06
1459972818210,0.87,1.0859999999999999e-06
1459972818220,0.87,7.240000000000001e-07
1459972818230,0.87,0.0
1459972818240,0.87,7.240000000000001e-07
1459972818250,0.87,7.240000000000001e-07
1459972818260,0.87,7.240000000000001e-07
1459972818270,0.87,1.0859999999999999e-06
1459972818280,0.87,1.0859999999999999e-06
1459972818290,0.87,1.0859999999999999e-06
1459972818300,0.87,1.0859999999999999e-06
1459972818310,0.87,7.240000000000001e-07
1459972818320,0.87,3.6200000000000004e-07
1459972818330,0.87,3.6200000000000004e-07
1459972818340,0.87,3.6200000000000004e-07
1459972818350,0.87,3.6200000000000004e-07
1459972818360,0.87,1.0859999999999999e-06
1459972818370,0.87,1.4480000000000002e-06
1459972818380,0.87,2.1719999999999997e-06
1459972818390,0.87,7.240000000000001e-07
1459972818400,0.87,1.4480000000000002e-06
1459972818410,0.87,7.240000000000001e-07
1459972818420,0.87,7.240000000000001e-07
1459972818430,0.87,0.0
1459972818440,0.87,3.6200000000000004e-07
1459972818450,0.87,7.240000000000001e-07
1459972818460,0.87,7.240000000000001e-07
1459972818470,0.87,1.0859999999999999e-06
1459972818480,0.87,1.81e-06
1459972818490,0.87,1.81e-06
1459972818500,0.87,1.0859999999999999e-06
1459972818510,0.87,0.0
1459972818520,0.87,7.240000000000001e-07
1459972818530,0.87,3.6200000000000004e-07
1459972818540,0.87,3.6200000000000004e-07
1459972818550,0.87,7.240000000000001e-07
1459972818560,0.87,7.240000000000001e-07
1459972818570,0.87,7.240000000000001e-07
1459972818580,0.87,7.240000000000001e-07
1459972818590,0.87,7.240000000000001e-07
1459972818600,0.87,1.4480000000000002e-06
1459972818610,0.87,0.0
1459972818620,0.87,3.6200000000000004e-07
1459972818630,0.87,3.6200000000000004e-07
1459972818640,0.87,1.0859999999999999e-06
1459972818650,0.87,3.6200000000000004e-07
1459972818660,0.87,7.240000000000001e-07
1459972818670,0.87,1.81e-06
1459972818680,0.87,1.0859999999999999e-06
1459972818690,0.87,1.81e-06
1459972818700,0.87,7.240000000000001e-07
1459972818710,0.87,0.0
1459972818720,0.87,3.6200000000000004e-07
1459972818730,0.87,3.6200000000000004e-07
1459972818740,0.87,1.0859999999999999e-06
1459972818750,0.87,0.0
1459972818760,0.87,1.81e-06
1459972818770,0.87,0.0
1459972818780,0.87,1.0859999999999999e-06
1459972818790,0.87,7.240000000000001e-07
1459972818800,0.87,1.0859999999999999e-06
1459972818810,0.87,0.0
1459972818820,0.87,1.4480000000000002e-06
1459972818830,0.87,0.0
1459972818840,0.87,1.4480000000000002e-06
1459972818850,0.87,0.0
1459972818860,0.87,1.0859999999999999e-06
1459972818870,0.87,0.0
1459972818880,0.87,1.0859999999999999e-06
1459972818890,0.87,0.0
1459972818900,0.87,3.6200000000000004e-07
1459972818910,0.87,0.0
1459972818920,0.87,1.4480000000000002e-06
1459972818930,0.87,0.0
1459972818940,0.87,3.6200000000000004e-07
1459972818950,0.87,3.6200000000000004e-07
1459972818960,0.87,7.240000000000001e-07
1459972818970,0.87,7.240000000000001e-07
1459972818980,0.87,7.240000000000001e-07
1459972818990,0.87,0.0
1459972819000,0.87,1.0859999999999999e-06
1459972819010,0.87,7.240000000000001e-07
1459972819020,0.87,1.0859999999999999e-06
1459972819030,0.87,3.6200000000000004e-07
1459972819040,0.87,7.240000000000001e-07
1459972819050,0.87,0.0
1459972819060,0.87,1.4480000000000002e-06
