Timestamp,position,BLMTI.04L7.B1E10_TCSG.B4L7.B1
1459974264290,1.88,1.0498e-05
1459974264300,1.88,9.05e-06
1459974264310,1.88,1.0136000000000001e-05
1459974264320,1.88,6.877999999999999e-06
1459974264330,1.88,8.687999999999999e-06
1459974264340,1.88,6.154e-06
1459974264350,1.88,6.516e-06
1459974264360,1.88,6.516e-06
1459974264370,1.88,7.964e-06
1459974264380,1.88,6.154e-06
1459974264390,1.88,9.05e-06
1459974264400,1.88,1.81e-06
1459974264410,1.88,4.343999999999999e-06
1459974264420,1.88,8.687999999999999e-06
1459974264430,1.88,8.687999999999999e-06
1459974264440,1.88,6.516e-06
1459974264450,1.88,9.412e-06
1459974264460,1.88,6.154e-06
1459974264470,1.88,6.516e-06
1459974264480,1.88,6.154e-06
1459974264490,1.88,6.154e-06
1459974264500,1.88,5.792000000000001e-06
1459974264510,1.88,6.877999999999999e-06
1459974264520,1.88,4.706e-06
1459974264530,1.88,7.602e-06
1459974264540,1.88,4.706e-06
1459974264550,1.88,7.602e-06
1459974264560,1.88,6.154e-06
1459974264570,1.88,8.326e-06
1459974264580,1.88,4.343999999999999e-06
1459974264590,1.88,8.687999999999999e-06
1459974264600,1.88,4.706e-06
1459974264610,1.88,7.602e-06
1459974264620,1.88,8.326e-06
1459974264630,1.88,7.964e-06
1459974264640,1.88,6.516e-06
1459974264650,1.88,8.687999999999999e-06
1459974264660,1.88,6.516e-06
1459974264670,1.88,7.602e-06
1459974264680,1.88,5.0680000000000004e-06
1459974264690,1.88,9.05e-06
1459974264700,1.88,5.792000000000001e-06
1459974264710,1.88,7.24e-06
1459974264720,1.88,8.687999999999999e-06
1459974264730,1.88,1.1222e-05
1459974264740,1.88,1.5566e-05
1459974264750,1.88,1.3755999999999998e-05
1459974264760,1.88,7.964e-06
1459974264770,1.88,7.24e-06
1459974264780,1.88,5.0680000000000004e-06
1459974264790,1.88,8.687999999999999e-06
1459974264800,1.88,5.792000000000001e-06
1459974264810,1.88,9.774e-06
1459974264820,1.88,1.0136000000000001e-05
1459974264830,1.88,1.3032e-05
1459974264840,1.88,1.0136000000000001e-05
1459974264850,1.88,9.774e-06
1459974264860,1.88,6.516e-06
1459974264870,1.88,7.24e-06
1459974264880,1.88,6.877999999999999e-06
1459974264890,1.88,8.326e-06
1459974264900,1.88,8.326e-06
1459974264910,1.88,8.687999999999999e-06
1459974264920,1.88,2.2444e-05
1459974264930,1.88,1.7738e-05
1459974264940,1.88,1.1222e-05
1459974264950,1.88,6.877999999999999e-06
1459974264960,1.88,6.516e-06
1459974264970,1.88,9.774e-06
1459974264980,1.88,7.602e-06
1459974264990,1.88,9.774e-06
1459974265000,1.88,9.05e-06
1459974265010,1.88,1.267e-05
1459974265020,1.88,1.086e-05
1459974265030,1.88,1.086e-05
1459974265040,1.88,7.964e-06
1459974265050,1.88,7.964e-06
1459974265060,1.88,4.706e-06
1459974265070,1.88,7.964e-06
1459974265080,1.88,8.326e-06
1459974265090,1.88,7.964e-06
1459974265100,1.88,7.964e-06
1459974265110,1.88,1.0136000000000001e-05
1459974265120,1.88,7.24e-06
1459974265130,1.88,8.326e-06
1459974265140,1.88,5.43e-06
1459974265150,1.88,7.602e-06
1459974265160,1.88,6.516e-06
1459974265170,1.88,9.412e-06
1459974265180,1.88,5.0680000000000004e-06
1459974265190,1.88,9.412e-06
1459974265200,1.88,6.154e-06
1459974265210,1.88,7.964e-06
1459974265220,1.88,6.877999999999999e-06
1459974265230,1.88,7.964e-06
