Timestamp,position,BLMTI.05L3.B1I10_TCSG.5L3.B1
1459973313650,0.42,1.81e-06
1459973313660,0.42,2.8960000000000003e-06
1459973313670,0.42,1.0859999999999999e-06
1459973313680,0.42,2.1719999999999997e-06
1459973313690,0.42,2.1719999999999997e-06
1459973313700,0.42,3.62e-06
1459973313710,0.42,2.5340000000000002e-06
1459973313720,0.42,3.258e-06
1459973313730,0.42,2.1719999999999997e-06
1459973313740,0.42,3.258e-06
1459973313750,0.42,1.81e-06
1459973313760,0.42,7.240000000000001e-07
1459973313770,0.42,1.81e-06
1459973313780,0.42,1.0859999999999999e-06
1459973313790,0.42,2.1719999999999997e-06
1459973313800,0.42,1.0859999999999999e-06
1459973313810,0.42,2.1719999999999997e-06
1459973313820,0.42,1.81e-06
1459973313830,0.42,1.4480000000000002e-06
1459973313840,0.42,1.0859999999999999e-06
1459973313850,0.42,1.4480000000000002e-06
1459973313860,0.42,1.0859999999999999e-06
1459973313870,0.42,2.1719999999999997e-06
1459973313880,0.42,2.1719999999999997e-06
1459973313890,0.42,2.1719999999999997e-06
1459973313900,0.42,2.1719999999999997e-06
1459973313910,0.42,1.4480000000000002e-06
1459973313920,0.42,2.1719999999999997e-06
1459973313930,0.42,7.240000000000001e-07
1459973313940,0.42,1.4480000000000002e-06
1459973313950,0.42,1.81e-06
1459973313960,0.42,1.81e-06
1459973313970,0.42,1.0859999999999999e-06
1459973313980,0.42,1.4480000000000002e-06
1459973313990,0.42,2.5340000000000002e-06
1459973314000,0.42,1.0859999999999999e-06
1459973314010,0.42,2.1719999999999997e-06
1459973314020,0.42,2.1719999999999997e-06
1459973314030,0.42,2.5340000000000002e-06
1459973314040,0.42,2.1719999999999997e-06
1459973314050,0.42,1.81e-06
1459973314060,0.42,2.5340000000000002e-06
1459973314070,0.42,1.81e-06
1459973314080,0.42,1.4480000000000002e-06
1459973314090,0.42,7.240000000000001e-07
1459973314100,0.42,1.81e-06
1459973314110,0.42,2.1719999999999997e-06
1459973314120,0.42,1.0859999999999999e-06
1459973314130,0.42,1.81e-06
1459973314140,0.42,3.6200000000000004e-07
1459973314150,0.42,2.1719999999999997e-06
1459973314160,0.42,1.81e-06
1459973314170,0.42,1.0859999999999999e-06
1459973314180,0.42,1.81e-06
1459973314190,0.42,1.81e-06
1459973314200,0.42,2.5340000000000002e-06
1459973314210,0.42,1.81e-06
1459973314220,0.42,1.4480000000000002e-06
1459973314230,0.42,2.5340000000000002e-06
1459973314240,0.42,1.0859999999999999e-06
1459973314250,0.42,1.4480000000000002e-06
1459973314260,0.42,1.0859999999999999e-06
1459973314270,0.42,1.0859999999999999e-06
1459973314280,0.42,1.0859999999999999e-06
1459973314290,0.42,2.5340000000000002e-06
1459973314300,0.42,1.4480000000000002e-06
1459973314310,0.42,1.4480000000000002e-06
1459973314320,0.42,1.4480000000000002e-06
1459973314330,0.42,1.0859999999999999e-06
1459973314340,0.42,2.8960000000000003e-06
1459973314350,0.42,7.240000000000001e-07
1459973314360,0.42,1.4480000000000002e-06
1459973314370,0.42,1.4480000000000002e-06
1459973314380,0.42,1.81e-06
1459973314390,0.42,1.81e-06
1459973314400,0.42,1.4480000000000002e-06
1459973314410,0.42,2.1719999999999997e-06
1459973314420,0.42,1.81e-06
1459973314430,0.42,1.0859999999999999e-06
1459973314440,0.42,1.0859999999999999e-06
1459973314450,0.42,1.0859999999999999e-06
1459973314460,0.42,1.0859999999999999e-06
1459973314470,0.42,7.240000000000001e-07
1459973314480,0.42,7.240000000000001e-07
1459973314490,0.42,7.240000000000001e-07
1459973314500,0.42,3.6200000000000004e-07
1459973314510,0.42,7.240000000000001e-07
1459973314520,0.42,1.4480000000000002e-06
1459973314530,0.42,7.240000000000001e-07
1459973314540,0.42,1.81e-06
1459973314550,0.42,1.0859999999999999e-06
1459973314560,0.42,2.1719999999999997e-06
1459973314570,0.42,2.1719999999999997e-06
1459973314580,0.42,3.6200000000000004e-07
1459973314590,0.42,1.4480000000000002e-06
1459973314600,0.42,1.81e-06
1459973314610,0.42,1.0859999999999999e-06
1459973314620,0.42,7.240000000000001e-07
1459973314630,0.42,1.0859999999999999e-06
1459973314640,0.42,1.4480000000000002e-06
1459973314650,0.42,7.240000000000001e-07
1459973314660,0.42,1.0859999999999999e-06
1459973314670,0.42,1.4480000000000002e-06
1459973314680,0.42,1.81e-06
1459973314690,0.42,7.240000000000001e-07
1459973314700,0.42,2.1719999999999997e-06
1459973314710,0.42,1.0859999999999999e-06
1459973314720,0.42,7.240000000000001e-07
1459973314730,0.42,1.0859999999999999e-06
1459973314740,0.42,1.4480000000000002e-06
1459973314750,0.42,1.4480000000000002e-06
1459973314760,0.42,1.81e-06
1459973314770,0.42,1.0859999999999999e-06
1459973314780,0.42,1.0859999999999999e-06
1459973314790,0.42,3.6200000000000004e-07
1459973314800,0.42,1.0859999999999999e-06
1459973314810,0.42,1.0859999999999999e-06
1459973314820,0.42,1.81e-06
1459973314830,0.42,7.240000000000001e-07
1459973314840,0.42,1.4480000000000002e-06
1459973314850,0.42,1.4480000000000002e-06
1459973314860,0.42,1.0859999999999999e-06
1459973314870,0.42,1.4480000000000002e-06
