Timestamp,position,BLMTI.04R6.B1E11_TCSP.A4R6.B1
1493650109260,-9.865,7.240000000000001e-07
1493650109270,-9.865,0.0
1493650109280,-9.865,0.0
1493650109290,-9.865,0.0
1493650109300,-9.865,3.6200000000000004e-07
1493650109310,-9.865,3.6200000000000004e-07
1493650109320,-9.865,3.6200000000000004e-07
1493650109330,-9.865,0.0
1493650109340,-9.865,3.6200000000000004e-07
1493650109350,-9.865,7.240000000000001e-07
1493650109360,-9.865,0.0
1493650109370,-9.865,3.6200000000000004e-07
1493650109380,-9.865,3.6200000000000004e-07
1493650109390,-9.865,3.6200000000000004e-07
1493650109400,-9.865,3.6200000000000004e-07
1493650109410,-9.865,3.6200000000000004e-07
1493650109420,-9.865,0.0
1493650109430,-9.865,0.0
1493650109440,-9.865,3.6200000000000004e-07
1493650109450,-9.865,0.0
1493650109460,-9.865,3.6200000000000004e-07
1493650109470,-9.865,3.6200000000000004e-07
1493650109480,-9.865,0.0
1493650109490,-9.865,3.6200000000000004e-07
1493650109500,-9.865,0.0
1493650109510,-9.865,3.6200000000000004e-07
1493650109520,-9.865,3.6200000000000004e-07
1493650109530,-9.865,3.6200000000000004e-07
1493650109540,-9.865,0.0
1493650109550,-9.865,3.6200000000000004e-07
1493650109560,-9.865,0.0
1493650109570,-9.865,0.0
1493650109580,-9.865,3.6200000000000004e-07
1493650109590,-9.865,3.6200000000000004e-07
1493650109600,-9.865,3.6200000000000004e-07
1493650109610,-9.865,0.0
1493650109620,-9.865,3.6200000000000004e-07
1493650109630,-9.865,3.6200000000000004e-07
1493650109640,-9.865,7.240000000000001e-07
1493650109650,-9.865,0.0
1493650109660,-9.865,3.6200000000000004e-07
1493650109670,-9.865,0.0
1493650109680,-9.865,7.240000000000001e-07
1493650109690,-9.865,0.0
1493650109700,-9.865,3.6200000000000004e-07
1493650109710,-9.865,3.6200000000000004e-07
1493650109720,-9.865,0.0
1493650109730,-9.865,7.240000000000001e-07
1493650109740,-9.865,0.0
1493650109750,-9.865,7.240000000000001e-07
1493650109760,-9.865,7.240000000000001e-07
1493650109770,-9.865,7.240000000000001e-07
1493650109780,-9.865,3.6200000000000004e-07
1493650109790,-9.865,0.0
1493650109800,-9.865,3.6200000000000004e-07
1493650109810,-9.865,3.6200000000000004e-07
1493650109820,-9.865,0.0
1493650109830,-9.865,3.6200000000000004e-07
1493650109840,-9.865,7.240000000000001e-07
1493650109850,-9.865,3.6200000000000004e-07
1493650109860,-9.865,0.0
1493650109870,-9.865,7.240000000000001e-07
1493650109880,-9.865,3.6200000000000004e-07
1493650109890,-9.865,3.6200000000000004e-07
1493650109900,-9.865,3.6200000000000004e-07
1493650109910,-9.865,3.6200000000000004e-07
1493650109920,-9.865,3.6200000000000004e-07
