Timestamp,position,BLMTI.04R6.B1E11_TCSP.A4R6.B1
1493650132260,-8.74,3.6200000000000004e-07
1493650132270,-8.74,3.6200000000000004e-07
1493650132280,-8.74,7.240000000000001e-07
1493650132290,-8.74,3.6200000000000004e-07
1493650132300,-8.74,3.6200000000000004e-07
1493650132310,-8.74,0.0
1493650132320,-8.74,0.0
1493650132330,-8.74,7.240000000000001e-07
1493650132340,-8.74,0.0
1493650132350,-8.74,3.6200000000000004e-07
1493650132360,-8.74,3.6200000000000004e-07
1493650132370,-8.74,7.240000000000001e-07
1493650132380,-8.74,7.240000000000001e-07
1493650132390,-8.74,0.0
1493650132400,-8.74,3.6200000000000004e-07
1493650132410,-8.74,3.6200000000000004e-07
1493650132420,-8.74,3.6200000000000004e-07
1493650132430,-8.74,3.6200000000000004e-07
1493650132440,-8.74,3.6200000000000004e-07
1493650132450,-8.74,7.240000000000001e-07
1493650132460,-8.74,0.0
1493650132470,-8.74,3.6200000000000004e-07
1493650132480,-8.74,0.0
1493650132490,-8.74,0.0
1493650132500,-8.74,3.6200000000000004e-07
1493650132510,-8.74,3.6200000000000004e-07
1493650132520,-8.74,3.6200000000000004e-07
1493650132530,-8.74,3.6200000000000004e-07
1493650132540,-8.74,3.6200000000000004e-07
1493650132550,-8.74,0.0
1493650132560,-8.74,3.6200000000000004e-07
1493650132570,-8.74,3.6200000000000004e-07
1493650132580,-8.74,0.0
1493650132590,-8.74,3.6200000000000004e-07
1493650132600,-8.74,3.6200000000000004e-07
1493650132610,-8.74,7.240000000000001e-07
1493650132620,-8.74,0.0
1493650132630,-8.74,7.240000000000001e-07
1493650132640,-8.74,0.0
1493650132650,-8.74,0.0
1493650132660,-8.74,0.0
1493650132670,-8.74,0.0
1493650132680,-8.74,0.0
1493650132690,-8.74,0.0
1493650132700,-8.74,7.240000000000001e-07
1493650132710,-8.74,0.0
1493650132720,-8.74,3.6200000000000004e-07
1493650132730,-8.74,0.0
1493650132740,-8.74,7.240000000000001e-07
1493650132750,-8.74,3.6200000000000004e-07
1493650132760,-8.74,3.6200000000000004e-07
1493650132770,-8.74,3.6200000000000004e-07
1493650132780,-8.74,3.6200000000000004e-07
1493650132790,-8.74,0.0
1493650132800,-8.74,0.0
1493650132810,-8.74,3.6200000000000004e-07
1493650132820,-8.74,3.6200000000000004e-07
1493650132830,-8.74,0.0
1493650132840,-8.74,0.0
1493650132850,-8.74,7.240000000000001e-07
1493650132860,-8.74,0.0
1493650132870,-8.74,0.0
1493650132880,-8.74,0.0
1493650132890,-8.74,0.0
1493650132900,-8.74,3.6200000000000004e-07
1493650132910,-8.74,0.0
1493650132920,-8.74,0.0
1493650132930,-8.74,3.6200000000000004e-07
1493650132940,-8.74,3.6200000000000004e-07
1493650132950,-8.74,3.6200000000000004e-07
1493650132960,-8.74,0.0
1493650132970,-8.74,7.240000000000001e-07
1493650132980,-8.74,0.0
1493650132990,-8.74,3.6200000000000004e-07
1493650133000,-8.74,3.6200000000000004e-07
1493650133010,-8.74,0.0
1493650133020,-8.74,0.0
1493650133030,-8.74,0.0
1493650133040,-8.74,3.6200000000000004e-07
1493650133050,-8.74,0.0
1493650133060,-8.74,3.6200000000000004e-07
1493650133070,-8.74,3.6200000000000004e-07
1493650133080,-8.74,0.0
1493650133090,-8.74,3.6200000000000004e-07
1493650133100,-8.74,3.6200000000000004e-07
1493650133110,-8.74,3.6200000000000004e-07
