Timestamp,position,BLMTI.06L3.B1I10_TCP.6L3.B1
1493647453910,-7.525,3.6200000000000004e-07
1493647453920,-7.525,7.240000000000001e-07
1493647453930,-7.525,3.6200000000000004e-07
1493647453940,-7.525,1.0859999999999999e-06
1493647453950,-7.525,0.0
1493647453960,-7.525,7.240000000000001e-07
1493647453970,-7.525,0.0
1493647453980,-7.525,7.240000000000001e-07
1493647453990,-7.525,3.6200000000000004e-07
1493647454000,-7.525,7.240000000000001e-07
1493647454010,-7.525,7.240000000000001e-07
1493647454020,-7.525,3.6200000000000004e-07
1493647454030,-7.525,0.0
1493647454040,-7.525,3.6200000000000004e-07
1493647454050,-7.525,7.240000000000001e-07
1493647454060,-7.525,7.240000000000001e-07
1493647454070,-7.525,3.6200000000000004e-07
1493647454080,-7.525,7.240000000000001e-07
1493647454090,-7.525,3.6200000000000004e-07
1493647454100,-7.525,7.240000000000001e-07
1493647454110,-7.525,7.240000000000001e-07
1493647454120,-7.525,0.0
1493647454130,-7.525,7.240000000000001e-07
1493647454140,-7.525,1.0859999999999999e-06
1493647454150,-7.525,3.6200000000000004e-07
1493647454160,-7.525,7.240000000000001e-07
1493647454170,-7.525,0.0
1493647454180,-7.525,7.240000000000001e-07
1493647454190,-7.525,1.0859999999999999e-06
1493647454200,-7.525,7.240000000000001e-07
1493647454210,-7.525,3.6200000000000004e-07
1493647454220,-7.525,3.6200000000000004e-07
1493647454230,-7.525,0.0
1493647454240,-7.525,1.0859999999999999e-06
1493647454250,-7.525,3.6200000000000004e-07
1493647454260,-7.525,1.0859999999999999e-06
1493647454270,-7.525,0.0
1493647454280,-7.525,1.4480000000000002e-06
1493647454290,-7.525,3.6200000000000004e-07
1493647454300,-7.525,7.240000000000001e-07
1493647454310,-7.525,0.0
1493647454320,-7.525,3.6200000000000004e-07
1493647454330,-7.525,3.6200000000000004e-07
1493647454340,-7.525,1.0859999999999999e-06
1493647454350,-7.525,3.6200000000000004e-07
1493647454360,-7.525,3.6200000000000004e-07
1493647454370,-7.525,3.6200000000000004e-07
1493647454380,-7.525,1.0859999999999999e-06
1493647454390,-7.525,3.6200000000000004e-07
1493647454400,-7.525,1.0859999999999999e-06
1493647454410,-7.525,0.0
1493647454420,-7.525,1.0859999999999999e-06
1493647454430,-7.525,7.240000000000001e-07
1493647454440,-7.525,7.240000000000001e-07
1493647454450,-7.525,0.0
1493647454460,-7.525,7.240000000000001e-07
1493647454470,-7.525,3.6200000000000004e-07
1493647454480,-7.525,3.6200000000000004e-07
1493647454490,-7.525,0.0
1493647454500,-7.525,7.240000000000001e-07
1493647454510,-7.525,7.240000000000001e-07
1493647454520,-7.525,3.6200000000000004e-07
1493647454530,-7.525,3.6200000000000004e-07
1493647454540,-7.525,3.6200000000000004e-07
1493647454550,-7.525,0.0
1493647454560,-7.525,7.240000000000001e-07
1493647454570,-7.525,0.0
1493647454580,-7.525,1.0859999999999999e-06
1493647454590,-7.525,0.0
1493647454600,-7.525,1.0859999999999999e-06
1493647454610,-7.525,0.0
1493647454620,-7.525,1.4480000000000002e-06
1493647454630,-7.525,3.6200000000000004e-07
1493647454640,-7.525,1.4480000000000002e-06
1493647454650,-7.525,0.0
1493647454660,-7.525,7.240000000000001e-07
1493647454670,-7.525,3.6200000000000004e-07
1493647454680,-7.525,7.240000000000001e-07
1493647454690,-7.525,3.6200000000000004e-07
1493647454700,-7.525,7.240000000000001e-07
1493647454710,-7.525,7.240000000000001e-07
1493647454720,-7.525,1.4480000000000002e-06
1493647454730,-7.525,0.0
1493647454740,-7.525,3.6200000000000004e-07
1493647454750,-7.525,7.240000000000001e-07
1493647454760,-7.525,1.0859999999999999e-06
1493647454770,-7.525,3.6200000000000004e-07
1493647454780,-7.525,3.6200000000000004e-07
1493647454790,-7.525,3.6200000000000004e-07
1493647454800,-7.525,3.6200000000000004e-07
1493647454810,-7.525,0.0
1493647454820,-7.525,1.0859999999999999e-06
1493647454830,-7.525,0.0
1493647454840,-7.525,7.240000000000001e-07
1493647454850,-7.525,0.0
1493647454860,-7.525,7.240000000000001e-07
1493647454870,-7.525,7.240000000000001e-07
1493647454880,-7.525,7.240000000000001e-07
1493647454890,-7.525,0.0
1493647454900,-7.525,1.0859999999999999e-06
1493647454910,-7.525,3.6200000000000004e-07
1493647454920,-7.525,3.6200000000000004e-07
1493647454930,-7.525,3.6200000000000004e-07
1493647454940,-7.525,7.240000000000001e-07
1493647454950,-7.525,3.6200000000000004e-07
1493647454960,-7.525,3.6200000000000004e-07
1493647454970,-7.525,0.0
1493647454980,-7.525,1.0859999999999999e-06
1493647454990,-7.525,0.0
1493647455000,-7.525,7.240000000000001e-07
1493647455010,-7.525,3.6200000000000004e-07
1493647455020,-7.525,7.240000000000001e-07
1493647455030,-7.525,0.0
1493647455040,-7.525,1.0859999999999999e-06
1493647455050,-7.525,7.240000000000001e-07
1493647455060,-7.525,3.6200000000000004e-07
1493647455070,-7.525,7.240000000000001e-07
1493647455080,-7.525,3.6200000000000004e-07
1493647455090,-7.525,3.6200000000000004e-07
1493647455100,-7.525,7.240000000000001e-07
1493647455110,-7.525,0.0
1493647455120,-7.525,7.240000000000001e-07
1493647455130,-7.525,7.240000000000001e-07
1493647455140,-7.525,3.6200000000000004e-07
1493647455150,-7.525,0.0
1493647455160,-7.525,7.240000000000001e-07
1493647455170,-7.525,0.0
