Timestamp,position,BLMTI.04L6.B2I11_TCSP.A4L6.B2
1493651100620,8.49,3.6200000000000004e-07
1493651100630,8.49,3.6200000000000004e-07
1493651100640,8.49,3.6200000000000004e-07
1493651100650,8.49,3.6200000000000004e-07
1493651100660,8.49,7.240000000000001e-07
1493651100670,8.49,0.0
1493651100680,8.49,0.0
1493651100690,8.49,1.0859999999999999e-06
1493651100700,8.49,3.6200000000000004e-07
1493651100710,8.49,0.0
1493651100720,8.49,0.0
1493651100730,8.49,1.0859999999999999e-06
1493651100740,8.49,0.0
1493651100750,8.49,0.0
1493651100760,8.49,0.0
1493651100770,8.49,3.6200000000000004e-07
1493651100780,8.49,3.6200000000000004e-07
1493651100790,8.49,3.6200000000000004e-07
1493651100800,8.49,3.6200000000000004e-07
1493651100810,8.49,7.240000000000001e-07
1493651100820,8.49,3.6200000000000004e-07
1493651100830,8.49,7.240000000000001e-07
1493651100840,8.49,0.0
1493651100850,8.49,0.0
1493651100860,8.49,0.0
1493651100870,8.49,0.0
1493651100880,8.49,0.0
1493651100890,8.49,0.0
1493651100900,8.49,0.0
1493651100910,8.49,3.6200000000000004e-07
1493651100920,8.49,0.0
1493651100930,8.49,3.6200000000000004e-07
1493651100940,8.49,0.0
1493651100950,8.49,3.6200000000000004e-07
1493651100960,8.49,7.240000000000001e-07
1493651100970,8.49,3.6200000000000004e-07
1493651100980,8.49,3.6200000000000004e-07
1493651100990,8.49,0.0
1493651101000,8.49,0.0
1493651101010,8.49,0.0
1493651101020,8.49,3.6200000000000004e-07
1493651101030,8.49,3.6200000000000004e-07
1493651101040,8.49,3.6200000000000004e-07
1493651101050,8.49,0.0
1493651101060,8.49,3.6200000000000004e-07
1493651101070,8.49,3.6200000000000004e-07
1493651101080,8.49,7.240000000000001e-07
1493651101090,8.49,3.6200000000000004e-07
1493651101100,8.49,3.6200000000000004e-07
1493651101110,8.49,3.6200000000000004e-07
1493651101120,8.49,0.0
1493651101130,8.49,3.6200000000000004e-07
1493651101140,8.49,7.240000000000001e-07
1493651101150,8.49,0.0
1493651101160,8.49,3.6200000000000004e-07
1493651101170,8.49,3.6200000000000004e-07
1493651101180,8.49,3.6200000000000004e-07
1493651101190,8.49,3.6200000000000004e-07
1493651101200,8.49,3.6200000000000004e-07
1493651101210,8.49,3.6200000000000004e-07
1493651101220,8.49,3.6200000000000004e-07
1493651101230,8.49,0.0
1493651101240,8.49,3.6200000000000004e-07
1493651101250,8.49,3.6200000000000004e-07
1493651101260,8.49,3.6200000000000004e-07
1493651101270,8.49,3.6200000000000004e-07
1493651101280,8.49,3.6200000000000004e-07
1493651101290,8.49,0.0
1493651101300,8.49,7.240000000000001e-07
1493651101310,8.49,3.6200000000000004e-07
1493651101320,8.49,7.240000000000001e-07
1493651101330,8.49,0.0
1493651101340,8.49,7.240000000000001e-07
1493651101350,8.49,0.0
1493651101360,8.49,3.6200000000000004e-07
1493651101370,8.49,7.240000000000001e-07
1493651101380,8.49,3.6200000000000004e-07
1493651101390,8.49,7.240000000000001e-07
1493651101400,8.49,3.6200000000000004e-07
1493651101410,8.49,3.6200000000000004e-07
1493651101420,8.49,3.6200000000000004e-07
1493651101430,8.49,7.240000000000001e-07
1493651101440,8.49,3.6200000000000004e-07
1493651101450,8.49,1.0859999999999999e-06
1493651101460,8.49,0.0
1493651101470,8.49,7.240000000000001e-07
1493651101480,8.49,3.6200000000000004e-07
1493651101490,8.49,0.0
1493651101500,8.49,7.240000000000001e-07
1493651101510,8.49,0.0
1493651101520,8.49,3.6200000000000004e-07
1493651101530,8.49,3.6200000000000004e-07
1493651101540,8.49,7.240000000000001e-07
1493651101550,8.49,3.6200000000000004e-07
1493651101560,8.49,3.6200000000000004e-07
1493651101570,8.49,7.240000000000001e-07
1493651101580,8.49,0.0
1493651101590,8.49,0.0
1493651101600,8.49,3.6200000000000004e-07
1493651101610,8.49,3.6200000000000004e-07
1493651101620,8.49,3.6200000000000004e-07
1493651101630,8.49,3.6200000000000004e-07
1493651101640,8.49,7.240000000000001e-07
1493651101650,8.49,3.6200000000000004e-07
1493651101660,8.49,0.0
1493651101670,8.49,7.240000000000001e-07
1493651101680,8.49,7.240000000000001e-07
1493651101690,8.49,3.6200000000000004e-07
1493651101700,8.49,0.0
1493651101710,8.49,7.240000000000001e-07
1493651101720,8.49,3.6200000000000004e-07
1493651101730,8.49,0.0
1493651101740,8.49,7.240000000000001e-07
1493651101750,8.49,3.6200000000000004e-07
1493651101760,8.49,3.6200000000000004e-07
1493651101770,8.49,0.0
1493651101780,8.49,0.0
1493651101790,8.49,7.240000000000001e-07
1493651101800,8.49,0.0
1493651101810,8.49,7.240000000000001e-07
1493651101820,8.49,0.0
1493651101830,8.49,3.6200000000000004e-07
1493651101840,8.49,3.6200000000000004e-07
1493651101850,8.49,0.0
1493651101860,8.49,7.240000000000001e-07
1493651101870,8.49,3.6200000000000004e-07
1493651101880,8.49,3.6200000000000004e-07
1493651101890,8.49,0.0
1493651101900,8.49,3.6200000000000004e-07
1493651101910,8.49,3.6200000000000004e-07
1493651101920,8.49,3.6200000000000004e-07
1493651101930,8.49,3.6200000000000004e-07
1493651101940,8.49,7.240000000000001e-07
1493651101950,8.49,3.6200000000000004e-07
1493651101960,8.49,0.0
1493651101970,8.49,7.240000000000001e-07
1493651101980,8.49,7.240000000000001e-07
1493651101990,8.49,0.0
1493651102000,8.49,3.6200000000000004e-07
1493651102010,8.49,7.240000000000001e-07
1493651102020,8.49,3.6200000000000004e-07
1493651102030,8.49,0.0
1493651102040,8.49,7.240000000000001e-07
1493651102050,8.49,3.6200000000000004e-07
1493651102060,8.49,0.0
1493651102070,8.49,3.6200000000000004e-07
1493651102080,8.49,0.0
1493651102090,8.49,3.6200000000000004e-07
1493651102100,8.49,3.6200000000000004e-07
1493651102110,8.49,3.6200000000000004e-07
1493651102120,8.49,0.0
1493651102130,8.49,3.6200000000000004e-07
1493651102140,8.49,7.240000000000001e-07
1493651102150,8.49,0.0
1493651102160,8.49,0.0
1493651102170,8.49,0.0
1493651102180,8.49,3.6200000000000004e-07
1493651102190,8.49,3.6200000000000004e-07
1493651102200,8.49,7.240000000000001e-07
1493651102210,8.49,0.0
1493651102220,8.49,0.0
1493651102230,8.49,7.240000000000001e-07
1493651102240,8.49,0.0
1493651102250,8.49,7.240000000000001e-07
1493651102260,8.49,0.0
1493651102270,8.49,3.6200000000000004e-07
1493651102280,8.49,1.0859999999999999e-06
1493651102290,8.49,0.0
1493651102300,8.49,3.6200000000000004e-07
