,Jaw,Spike height,Position in sigma,Maximum value,Exp_a,Exp_b,Exp_c,Spike,Collimator type,Beam Type,Beam State
0,0,103.35258309037901,0.9657024248132962,104.256,78.94955379016281,0.1343334401026345,4.450868348538598,1,TCP,PROTON,FT
1,0,320.11821695533274,0.9940827823393257,327.61,293.2143795255616,0.3200021797966031,10.738283885499895,1,TCLA,PROTON,FT
2,1,66.27858,1.2000400189025873,68.418,34.09176323182363,0.029817125059555125,3.6410380450879565,1,TCP,PROTON,FT
3,0,21.50782519280206,0.8326774130281719,22.806,13.693759564407925,0.015122244255649356,0.8331083109669717,1,TCP,PROTON,FT
4,0,149.32638697318006,0.6333704817169918,157.832,121.76399685014138,0.021893954251910458,8.559280768214778,1,TCP,PROTON,FT
5,0,18.281981409759876,1.1333002039781708,18.824,12.25516424474367,0.031498806475652265,1.7314853950246583,1,TCP,PROTON,FT
6,0,150.38263134657836,0.8069568207343983,151.316,96.91090171299516,0.09472670108581895,16.494237013081193,1,TCP,PROTON,FT
7,0,56.54285570890841,0.8426089444270696,86.156,39.81647591584449,0.021962227844957737,32.33269445258904,1,TCP,PROTON,FT
8,0,62.95261145703611,0.6616459496507862,69.142,24.391382727882174,0.0030380373906633462,19.698525357257537,1,TCP,PROTON,FT
9,1,54.74975757575758,2.2636911907720707,55.386,38.26159714735242,0.09620317401602119,1.1790016516705288,1,TCTPH,PROTON,FT
10,0,35.52771428571428,0.8006584675048039,39.096,15.864394904947536,0.008893838028827936,8.71543677090296,1,TCSG,PROTON,FT
11,0,49.87093,1.314784881267775,50.68,33.77126054666419,0.09731047340875336,2.956530199212557,1,TCP,PROTON,FT
12,0,138.71191805766313,0.8988347551939697,141.904,55.131254389597906,0.04325109819054658,7.5465482817830045,1,TCP,PROTON,FT
13,0,27.086759036144574,1.750461739618282,28.235999999999997,23.203335669256724,0.011812677883039588,1.646663631181455,1,TCSG,PROTON,FT
14,0,62.096575,0.8466432217541225,62.626000000000005,48.92204010342123,0.14432329939881122,1.908589097492827,1,TCP,PROTON,FT
15,1,397.4789618181818,0.9996176072302952,406.526,267.5059732901535,0.010152172455721994,39.89268667615529,1,TCSG,PROTON,FT
16,1,146.6817403189066,0.5711644522626445,158.194,59.438871575923024,0.00548814354353759,21.482868903969056,1,TCP,PROTON,FT
17,0,11.54134167215273,1.338690060927189,11.946,5.813902715206601,0.047311608634064035,1.1287929742269138,1,TCP,PROTON,FT
18,1,94.69030877192984,0.588129733022921,141.542,94.06636178761735,0.005344560018877576,29.31288908705028,1,TCP,PROTON,FT
19,1,21.55167,1.2236640314415055,22.806,13.314980897450774,0.03662743798666309,1.0692785026350569,1,TCP,PROTON,FT
20,1,26.184666666666665,1.3702709545428182,28.235999999999997,11.119544296434347,0.004671574312717379,3.5572148203567324,1,TCSG,PROTON,FT
21,1,37.64157396449704,0.7408172598654101,51.403999999999996,41.41706286656699,0.01364094785662328,9.546719301782177,1,TCP,PROTON,FT
22,1,162.57782,0.8780915423542834,183.172,102.83966649678014,0.012288690518021162,42.535283715735304,1,TCSG,PROTON,FT
23,1,7.556448333333332,1.15419202160797,8.325999999999999,5.089635200942846,0.03927501398126701,0.6455314657808658,1,TCP,PROTON,FT
24,0,16.612353833192923,1.1012777741990085,17.014,11.875187292804393,0.06401213819991008,0.9134174132430953,1,TCP,PROTON,FT
25,0,17.05445675413022,1.0651275489523166,19.186,13.667267942168449,0.001059301546909873,-0.8263012961611638,1,TCP,PROTON,FT
26,0,21.392367088607593,0.8279056226956321,24.616,11.262473838554037,0.030883594480734765,6.137388331211533,1,TCP,PROTON,FT
27,1,19.35614,1.2567360322912757,20.272,10.905345486712045,0.04804084127063554,1.3476359283064716,1,TCP,PROTON,FT
28,1,12.164105,1.3721573124503688,12.67,7.621810321573655,0.01788632027452339,0.2976400092690196,1,TCP,PROTON,FT
29,0,16.410666666666668,1.160932672403054,17.014,9.58004540520234,0.004483526188899077,2.732940708991603,1,TCP,PROTON,FT
30,1,70.342392,0.6786112304110627,82.536,41.48051929494668,0.0047868491972015296,11.335672494214455,1,TCP,PROTON,FT
31,0,24.247975034674067,0.8697779417848025,24.978,11.804724680487565,0.020390445599139797,2.7321238372127796,1,TCP,PROTON,FT
32,0,73.31811594202898,1.2765365938127125,73.848,58.43499636574731,0.1003603036738764,5.176886945816983,1,TCP,PROTON,FT
33,1,191.96136,1.023141689422923,194.394,104.20563869632208,0.024648346560663146,7.4998998767110345,1,TCP,PROTON,FT
34,0,213.75970714285717,0.9061728232837095,216.83800000000002,107.9001239564582,0.07758429992058632,8.959619177328698,1,TCP,PROTON,FT
35,0,75.20631368631368,0.7754159290376959,77.83,58.32035840995914,0.016900821894683494,6.134190009583899,1,TCP,PROTON,FT
36,1,36.002140597539544,0.8374492033607114,40.182,18.373316622736702,0.01378093342233923,4.4505045198343405,1,TCP,PROTON,FT
37,0,30.5701482428115,0.7181968855183746,39.096,26.635845746795706,0.0007679120059161209,-0.511853452353286,1,TCP,PROTON,FT
38,1,75.01810101010102,1.1092003361968137,77.10600000000001,42.40456996649661,0.04035966325389822,3.0381700089982497,1,TCP,PROTON,FT
39,0,58.89706919060052,0.7917131021462399,62.263999999999996,52.752388435260386,0.019860275213811812,3.799019724412639,1,TCP,PROTON,FT
40,1,35.490480000000005,1.1476155749757897,37.648,29.667775689309373,0.02538235490790067,4.69983438054083,1,TCP,PROTON,FT
41,1,13.393999999999998,1.1078920551251288,14.117999999999999,11.426600345758663,0.0525536398028943,0.8334754622097039,1,TCP,PROTON,FT
