,Jaw,Spike height,Position in sigma,Maximum value,Exp_a,Exp_b,Exp_c,Spike,Collimator type,Beam Type,Beam State
0,0,58.31147714285715,1.0998976716503932,64.436,40.22242870490416,0.00758051795243181,8.727567904377613,1,TCP,PROTON,FT
1,0,38.78723529411765,1.1761348392431732,41.268,24.785615434667847,0.05729304572997428,5.048462688688388,1,TCP,PROTON,FT
2,0,354.37302200000005,0.602977543168082,356.208,310.8749212789892,0.15901578255051568,4.4770976523897374,1,TCL,PROTON,FT
3,1,49.13385777777776,1.1426675877199934,54.29999999999998,25.366585551941316,0.011419877142113379,10.174207914990209,1,TCP,PROTON,FT
4,1,36.54269333333333,1.1665727673794075,41.268,20.734762429172005,0.013385457680113783,6.065038473943722,1,TCP,PROTON,FT
5,1,35.855441818181816,1.0140054456646792,43.44,12.364338607016903,0.01850792973588955,17.04201771795038,1,TCP,PROTON,FT
6,1,106.22648666666666,1.341799740514854,107.15199999999999,71.63635605190308,0.07633167027045717,3.128457005516665,1,TCL,PROTON,FT
7,0,65.10328666666666,7.9169579640125125,78.916,61.6439605371022,0.7975729698110021,18.47267307619572,1,TCL,PROTON,FT
8,1,316.4772933333333,1.3305712908034328,317.474,181.94599328023173,0.13851528610379832,4.440121643304507,1,TCL,PROTON,FT
9,1,223.73802281368822,-1.000919564509848,236.386,106.7590793540515,0.11172585994436161,18.111566327668086,1,TCL,PROTON,FT
10,1,10.090408060453399,1.061723348990076,14.117999999999999,3.6919644341206843,0.00576296096848779,5.609631655705785,1,TCP,PROTON,FT
11,0,504.2008399999999,7.890568104132472,519.4699999999999,261.5477805437048,0.10981971213733173,21.603983270576222,1,TCL,PROTON,FT
12,0,27.727993333333337,-2.108219720148218,29.322000000000003,25.53600091511606,0.672608234996353,1.9022110200947777,1,TCL,PROTON,FT
13,0,53.38269017632242,-2.1202323681262705,55.024,52.450974968486214,1.480308224622307,2.3471669530588617,1,TCL,PROTON,FT
14,0,40.229848678213315,0.6937187817364306,43.078,10.579866176021214,0.02285210409655841,4.306932102492552,1,TCL,PROTON,FT
15,1,9.3463875,1.047407977992457,20.634,-12929.817869299039,-2.636026863728978e-07,12941.648148802502,1,TCP,PROTON,FT
16,0,25.455839999999995,-2.198314579983612,26.787999999999997,26.573563979736278,0.7279183432721218,1.463626041954072,1,TCL,PROTON,FT
17,1,642.57172,-0.9863430659975686,648.342,664.3711097897387,0.27834269101026743,21.89270396539468,1,TCL,PROTON,FT
18,0,282.29658551068883,3.998819425201966,287.79,261.56441280108095,0.6971159274012168,8.865730061872844,1,TCL,PROTON,FT
19,0,97.76907630522088,1.1142130426480121,99.55,47.38298136055857,0.011152602211267498,6.392081209084244,1,TCP,PROTON,FT
20,0,34.37327251184834,7.969737683772596,39.82,30.39904348542509,0.5725567922464128,8.407434066815004,1,TCL,PROTON,FT
21,1,204.39099200000004,-0.7521110065811886,224.44000000000003,204.76122652899394,0.7108388396356943,25.01614200230961,1,TCL,PROTON,FT
22,0,360.25123833333333,3.1981133054585924,360.914,407.022792601065,0.29874347211123314,1.099352472561974,1,TCL,PROTON,FT
23,1,77.022016,0.7073390410240963,78.192,17.54760931928545,0.027657243455770298,0.7372612549530109,1,TCL,PROTON,FT
24,0,2431.7598901763226,-2.7629090349520804,2454.0,1989.129909109278,0.15637795042770222,24.281665211142602,1,TCL,PROTON,FT
25,0,113.7431320754717,1.8410807228397053,117.28800000000001,75.34079255229526,0.049818968421661725,10.383049226924342,1,TCL,PROTON,FT
26,1,43.84554887218045,1.1856969111069389,47.784,25.964923493713435,0.011721229718538702,7.419883119083132,1,TCP,PROTON,FT
27,0,60.41672086720867,1.1139813721286966,63.349999999999994,29.797302499291394,0.013837942746919907,5.577743306985908,1,TCP,PROTON,FT
28,0,35.827683,1.1378865517881107,37.648,20.976189964394603,0.027399572165339926,5.431830405215504,1,TCP,PROTON,FT
29,1,463.0590931989924,0.7247326240000986,464.44599999999997,340.7729290700821,0.17650995219644483,4.017166248582269,1,TCL,PROTON,FT
30,0,67.2321949733435,1.085582300652774,71.31400000000001,57.99443126210242,0.00983752931255813,8.161494081386316,1,TCP,PROTON,FT
31,0,26.317762,1.209602090766353,28.235999999999997,16.10278679680535,0.0303393743654842,4.005044891686589,1,TCP,PROTON,FT
32,0,35.22171593830334,1.1333002039781708,36.924,25.472833277949213,0.010492110852081444,4.073298806655255,1,TCP,PROTON,FT
33,0,32.15052562907735,4.032831255063951,33.303999999999995,30.850303406702633,2.574918376166939,2.43733668253615,1,TCL,PROTON,FT
34,1,19.213753333333333,0.6841475970560931,19.548,19.031871254067614,0.3794285873301873,0.8684940630250905,1,TCL,PROTON,FT
