,Jaw,Spike height,Position in sigma,Maximum value,Exp_a,Exp_b,Exp_c,Spike,Collimator type,Beam Type,Beam State
0,0,345.53624,1.0946634932728883,354.398,298.88433400624984,0.04378155259730918,9.235118232462248,1,TCP,PROTON,FT
1,0,5173.73496,0.6132251485829711,5223.3,4060.9396294097733,0.24254562558723042,255.81751298166046,1,TCLA,PROTON,FT
2,1,487.74613,0.6779637949273176,536.846,397.017157890768,0.011105268539300089,62.413380005120274,1,TCP,PROTON,FT
3,0,28.63297903372835,0.701458982911456,32.942,24.121597275477814,0.137562860847968,5.3553910053030656,1,TCLA,PROTON,FT
4,1,2436.4860838650866,0.5324496145526739,2555.0,2136.6623920416446,0.02107539139077723,169.63802987329464,1,TCP,PROTON,FT
5,0,19314.55192,0.6019104154658216,19645.0,13385.415982764744,0.11763041820031517,1253.4318066318494,1,TCP,PROTON,FT
6,0,2188.1459933333335,0.6396952988815164,2213.27,1625.4595413445215,0.15079564691659875,38.71266221604844,1,TCLA,PROTON,FT
7,0,9540.2385,0.6812832175052704,9755.9,6557.392405971037,0.057725873612565516,423.84401077913515,1,TCP,PROTON,FT
8,0,32.692751126690034,1.3625664350105413,33.666,26.07123831981101,0.26796722532511597,1.4676804198701345,1,TCP,PROTON,FT
9,0,760.4181589403973,0.6978066377056779,802.554,639.1748224643243,0.014337051233084043,80.13115182481901,1,TCP,PROTON,FT
10,0,4155.02295,1.097990428212378,4169.15,3835.737498555018,0.25023847448637937,30.319801198032767,1,TCP,PROTON,FT
11,1,5177.90301,0.8135712209043523,5205.92,3981.463459763862,0.11424524020151924,56.3814763729832,1,TCP,PROTON,FT
12,1,9540.2385,0.562224014446097,9755.9,6557.392405971037,0.057725873612565516,423.84401077913515,1,TCP,PROTON,FT
13,0,10.900061091637456,1.0417492458639268,11.946,5.433454501210813,0.012264489108689198,1.867583949132325,1,TCP,PROTON,FT
14,0,284.78902000000005,1.1211206169773689,290.68600000000004,255.42139284988139,0.06743275138554625,32.967793306027005,1,TCP,PROTON,FT
15,0,575.427101836394,0.816863694375841,623.002,573.3856110455841,0.020423097995903656,70.48542418823202,1,TCP,PROTON,FT
