,jaw,height,position,decay_a,decay_b,decay_c,spike,collimator_type,beam_type,beam_state
267,0,69.80325333333333,0.6585070661630403,67.98772776619828,1.4002140057179135,7.910344403267809,1,TCP,PROTON,
268,0,16.88966666666667,4.286054040508033,15.026614013759687,0.23567650436760126,1.9397459408020576,1,TCP,PROTON,
269,0,306.32695959595964,0.5917020014798333,256.2217436813778,68.5839587888036,57.81325640700329,1,TCP,PROTON,
270,1,306.32695959595964,2.3668080059193333,256.2217436813778,68.5839587888036,57.81325640700329,1,TCP,PROTON,
271,0,4.58466,6.086258740769972,4.8759278841352005,0.3584903247372735,1.3335692443825349,0,TCP,PROTON,
272,1,4.58466,4.93881011721554,4.8759278841352005,0.3584903247372735,1.3335692443825349,1,TCP,PROTON,
273,1,204.51337755102043,2.7388994110297262,180.60491404095902,0.1955660041335633,18.533583998173295,1,TCP,PROTON,
274,0,96.96338372093024,2.953052039875671,88.48761061176072,0.3935766638077059,14.221119832320063,1,TCP,PROTON,
275,1,96.96338372093024,3.3926284885594535,88.48761061176072,0.3935766638077059,14.221119832320063,1,TCP,PROTON,
276,0,47.25728571428571,3.8699219612914906,45.178534532304255,0.3920519347245263,5.3764435086881175,1,TCP,PROTON,
277,1,8.215666666666666,4.338968287921712,7.8601354121713936,0.3220417436782332,0.7547063716256586,1,TCP,PROTON,
278,0,7.74861,3.158925201448788,6.050127225717144,0.19697508924780546,1.666224458903735,1,TCP,PROTON,
279,1,38.353696629213474,3.287763540480687,30.71397826946471,0.06836724198257428,3.876232027999652,1,TCP,PROTON,
280,0,44.927294117647044,3.9620257021036482,44.74575919646921,0.6232941770214111,1.5678358419337541,1,TCP,PROTON,
281,0,9.459060000000001,5.206023254955631,9.20737578281068,0.2171671057055424,1.4057328573364298,1,TCP,PROTON,
282,0,140.96419230769231,2.1189839064756724,98.57920425391498,0.07836495997068375,13.084453602519135,1,TCP,PROTON,
283,0,1069.9590306122448,2.33340547357773,1001.6316659390137,35.19892245498987,88.70832918986629,1,TCP,PROTON,
