Timestamp,position,BLMTI.06L1.B2E10_TCL.6L1.B2
1461060992220,-0.61,0.0
1461060992230,-0.61,7.240000000000001e-07
1461060992240,-0.61,0.0
1461060992250,-0.61,7.240000000000001e-07
1461060992260,-0.61,0.0
1461060992270,-0.61,3.6200000000000004e-07
1461060992280,-0.61,0.0
1461060992290,-0.61,3.6200000000000004e-07
1461060992300,-0.61,0.0
1461060992310,-0.61,3.6200000000000004e-07
1461060992320,-0.61,0.0
1461060992330,-0.61,7.240000000000001e-07
1461060992340,-0.61,0.0
1461060992350,-0.61,7.240000000000001e-07
1461060992360,-0.61,3.6200000000000004e-07
1461060992370,-0.61,3.6200000000000004e-07
1461060992380,-0.61,0.0
1461060992390,-0.61,3.6200000000000004e-07
1461060992400,-0.61,0.0
1461060992410,-0.61,7.240000000000001e-07
1461060992420,-0.61,0.0
1461060992430,-0.61,3.6200000000000004e-07
1461060992440,-0.61,0.0
1461060992450,-0.61,3.6200000000000004e-07
1461060992460,-0.61,0.0
1461060992470,-0.61,7.240000000000001e-07
1461060992480,-0.61,3.6200000000000004e-07
1461060992490,-0.61,3.6200000000000004e-07
1461060992500,-0.61,0.0
1461060992510,-0.61,7.240000000000001e-07
1461060992520,-0.61,0.0
1461060992530,-0.61,3.6200000000000004e-07
1461060992540,-0.61,0.0
1461060992550,-0.61,3.6200000000000004e-07
1461060992560,-0.61,0.0
1461060992570,-0.61,7.240000000000001e-07
1461060992580,-0.61,0.0
1461060992590,-0.61,3.6200000000000004e-07
1461060992600,-0.61,0.0
1461060992610,-0.61,0.0
1461060992620,-0.61,3.6200000000000004e-07
1461060992630,-0.61,3.6200000000000004e-07
1461060992640,-0.61,3.6200000000000004e-07
1461060992650,-0.61,1.0859999999999999e-06
1461060992660,-0.61,3.6200000000000004e-07
1461060992670,-0.61,3.6200000000000004e-07
1461060992680,-0.61,0.0
1461060992690,-0.61,3.6200000000000004e-07
1461060992700,-0.61,0.0
1461060992710,-0.61,3.6200000000000004e-07
1461060992720,-0.61,0.0
1461060992730,-0.61,7.240000000000001e-07
1461060992740,-0.61,0.0
1461060992750,-0.61,7.240000000000001e-07
1461060992760,-0.61,3.6200000000000004e-07
1461060992770,-0.61,3.6200000000000004e-07
1461060992780,-0.61,0.0
1461060992790,-0.61,7.240000000000001e-07
1461060992800,-0.61,0.0
1461060992810,-0.61,7.240000000000001e-07
1461060992820,-0.61,0.0
1461060992830,-0.61,1.0859999999999999e-06
1461060992840,-0.61,0.0
1461060992850,-0.61,3.6200000000000004e-07
1461060992860,-0.61,0.0
1461060992870,-0.61,3.6200000000000004e-07
1461060992880,-0.61,3.6200000000000004e-07
1461060992890,-0.61,1.0859999999999999e-06
1461060992900,-0.61,7.240000000000001e-07
1461060992910,-0.61,3.6200000000000004e-07
1461060992920,-0.61,0.0
1461060992930,-0.61,0.0
1461060992940,-0.61,3.6200000000000004e-07
1461060992950,-0.61,1.0859999999999999e-06
1461060992960,-0.61,0.0
1461060992970,-0.61,3.6200000000000004e-07
1461060992980,-0.61,0.0
1461060992990,-0.61,3.6200000000000004e-07
1461060993000,-0.61,0.0
1461060993010,-0.61,1.0859999999999999e-06
1461060993020,-0.61,0.0
1461060993030,-0.61,3.6200000000000004e-07
1461060993040,-0.61,0.0
1461060993050,-0.61,1.0859999999999999e-06
1461060993060,-0.61,0.0
1461060993070,-0.61,1.4480000000000002e-06
1461060993080,-0.61,0.0
1461060993090,-0.61,0.0
1461060993100,-0.61,0.0
1461060993110,-0.61,1.0859999999999999e-06
1461060993120,-0.61,0.0
1461060993130,-0.61,3.6200000000000004e-07
1461060993140,-0.61,0.0
1461060993150,-0.61,0.0
1461060993160,-0.61,0.0
1461060993170,-0.61,0.0
1461060993180,-0.61,0.0
1461060993190,-0.61,1.0859999999999999e-06
