Timestamp,position,BLMTI.05R5.B1E10_TCL.5R5.B1
1461057206010,0.995,1.8100000000000003e-05
1461057206020,0.995,6.877999999999999e-06
1461057206030,0.995,8.687999999999999e-06
1461057206040,0.995,3.258e-06
1461057206050,0.995,6.516e-06
1461057206060,0.995,1.0859999999999999e-06
1461057206070,0.995,6.516e-06
1461057206080,0.995,3.258e-06
1461057206090,0.995,8.326e-06
1461057206100,0.995,3.258e-06
1461057206110,0.995,6.516e-06
1461057206120,0.995,1.81e-06
1461057206130,0.995,6.877999999999999e-06
1461057206140,0.995,1.0859999999999999e-06
1461057206150,0.995,7.964e-06
1461057206160,0.995,1.0859999999999999e-06
1461057206170,0.995,8.326e-06
1461057206180,0.995,6.154e-06
1461057206190,0.995,1.3394000000000001e-05
1461057206200,0.995,7.240000000000001e-07
1461057206210,0.995,8.687999999999999e-06
1461057206220,0.995,2.5340000000000002e-06
1461057206230,0.995,9.05e-06
1461057206240,0.995,1.81e-06
1461057206250,0.995,9.05e-06
1461057206260,0.995,2.1719999999999997e-06
1461057206270,0.995,8.326e-06
1461057206280,0.995,5.792000000000001e-06
1461057206290,0.995,7.602e-06
1461057206300,0.995,2.1719999999999997e-06
1461057206310,0.995,1.086e-05
1461057206320,0.995,1.8462e-05
1461057206330,0.995,1.4118e-05
1461057206340,0.995,6.877999999999999e-06
1461057206350,0.995,9.774e-06
1461057206360,0.995,1.0859999999999999e-06
1461057206370,0.995,6.516e-06
1461057206380,0.995,2.5340000000000002e-06
1461057206390,0.995,7.24e-06
1461057206400,0.995,2.5340000000000002e-06
1461057206410,0.995,6.877999999999999e-06
1461057206420,0.995,1.81e-06
1461057206430,0.995,9.412e-06
1461057206440,0.995,7.24e-06
1461057206450,0.995,1.0498e-05
1461057206460,0.995,2.5340000000000002e-06
1461057206470,0.995,3.258e-06
1461057206480,0.995,1.81e-06
1461057206490,0.995,9.774e-06
1461057206500,0.995,1.1945999999999999e-05
1461057206510,0.995,1.7375999999999998e-05
1461057206520,0.995,8.687999999999999e-06
1461057206530,0.995,9.05e-06
1461057206540,0.995,7.240000000000001e-07
1461057206550,0.995,7.602e-06
1461057206560,0.995,1.81e-06
1461057206570,0.995,7.964e-06
1461057206580,0.995,7.240000000000001e-07
1461057206590,0.995,6.877999999999999e-06
1461057206600,0.995,2.8960000000000003e-06
1461057206610,0.995,8.326e-06
1461057206620,0.995,6.516e-06
1461057206630,0.995,1.1222e-05
1461057206640,0.995,1.0859999999999999e-06
1461057206650,0.995,6.877999999999999e-06
1461057206660,0.995,1.0859999999999999e-06
1461057206670,0.995,6.516e-06
1461057206680,0.995,7.240000000000001e-07
