Timestamp,position,BLMTI.04R5.B1E10_TCL.4R5.B1
1461057499660,6.0,2.353e-05
1461057499670,6.0,1.1222e-05
1461057499680,6.0,1.5204e-05
1461057499690,6.0,1.267e-05
1461057499700,6.0,1.7738e-05
1461057499710,6.0,9.774e-06
1461057499720,6.0,1.5204e-05
1461057499730,6.0,1.0136000000000001e-05
1461057499740,6.0,1.5204e-05
1461057499750,6.0,8.687999999999999e-06
1461057499760,6.0,1.5928e-05
1461057499770,6.0,1.0136000000000001e-05
1461057499780,6.0,1.5204e-05
1461057499790,6.0,1.1222e-05
1461057499800,6.0,2.6788000000000002e-05
1461057499810,6.0,3.5114e-05
1461057499820,6.0,4.4164e-05
1461057499830,6.0,2.7511999999999997e-05
1461057499840,6.0,2.172e-05
1461057499850,6.0,1.0136000000000001e-05
1461057499860,6.0,2.4978e-05
1461057499870,6.0,2.9321999999999998e-05
1461057499880,6.0,3.1856e-05
1461057499890,6.0,1.4118e-05
1461057499900,6.0,1.3032e-05
1461057499910,6.0,1.267e-05
1461057499920,6.0,1.991e-05
1461057499930,6.0,1.0498e-05
1461057499940,6.0,1.1945999999999999e-05
1461057499950,6.0,9.412e-06
1461057499960,6.0,1.3394000000000001e-05
1461057499970,6.0,9.412e-06
1461057499980,6.0,1.3755999999999998e-05
1461057499990,6.0,1.0498e-05
1461057500000,6.0,1.5928e-05
1461057500010,6.0,1.267e-05
1461057500020,6.0,1.3394000000000001e-05
1461057500030,6.0,7.24e-06
1461057500040,6.0,1.7375999999999998e-05
1461057500050,6.0,1.5566e-05
1461057500060,6.0,1.8100000000000003e-05
1461057500070,6.0,1.3394000000000001e-05
1461057500080,6.0,1.5204e-05
1461057500090,6.0,9.412e-06
1461057500100,6.0,1.8100000000000003e-05
1461057500110,6.0,1.3032e-05
1461057500120,6.0,1.991e-05
1461057500130,6.0,9.774e-06
1461057500140,6.0,1.448e-05
1461057500150,6.0,1.086e-05
1461057500160,6.0,1.5204e-05
1461057500170,6.0,8.687999999999999e-06
1461057500180,6.0,1.3755999999999998e-05
1461057500190,6.0,8.326e-06
1461057500200,6.0,1.3032e-05
1461057500210,6.0,8.687999999999999e-06
1461057500220,6.0,1.3032e-05
1461057500230,6.0,9.412e-06
1461057500240,6.0,1.4118e-05
1461057500250,6.0,1.0498e-05
1461057500260,6.0,1.3394000000000001e-05
1461057500270,6.0,1.1222e-05
1461057500280,6.0,1.5928e-05
1461057500290,6.0,1.086e-05
1461057500300,6.0,1.5204e-05
1461057500310,6.0,1.267e-05
1461057500320,6.0,1.5204e-05
1461057500330,6.0,1.1222e-05
1461057500340,6.0,1.086e-05
1461057500350,6.0,7.602e-06
1461057500360,6.0,1.448e-05
1461057500370,6.0,1.448e-05
1461057500380,6.0,1.4842000000000001e-05
1461057500390,6.0,1.1584000000000001e-05
1461057500400,6.0,1.7738e-05
1461057500410,6.0,1.3755999999999998e-05
1461057500420,6.0,1.629e-05
1461057500430,6.0,8.326e-06
1461057500440,6.0,1.448e-05
1461057500450,6.0,1.1584000000000001e-05
1461057500460,6.0,1.4842000000000001e-05
1461057500470,6.0,1.1945999999999999e-05
1461057500480,6.0,1.629e-05
1461057500490,6.0,2.0272000000000002e-05
1461057500500,6.0,2.8236e-05
1461057500510,6.0,1.5566e-05
1461057500520,6.0,1.5566e-05
1461057500530,6.0,9.774e-06
1461057500540,6.0,1.5204e-05
1461057500550,6.0,9.774e-06
1461057500560,6.0,1.3032e-05
1461057500570,6.0,9.412e-06
1461057500580,6.0,1.3755999999999998e-05
1461057500590,6.0,1.629e-05
1461057500600,6.0,2.534e-05
1461057500610,6.0,1.7014e-05
1461057500620,6.0,1.4842000000000001e-05
1461057500630,6.0,8.326e-06
1461057500640,6.0,4.0544000000000003e-05
1461057500650,6.0,2.7874e-05
1461057500660,5.98,1.8462e-05
1461057500670,5.98,9.774e-06
1461057500680,5.98,1.5566e-05
1461057500690,5.98,1.3032e-05
1461057500700,5.98,1.629e-05
1461057500710,5.98,8.326e-06
1461057500720,5.98,1.3394000000000001e-05
1461057500730,5.98,8.687999999999999e-06
1461057500740,5.98,1.4118e-05
1461057500750,5.98,9.05e-06
1461057500760,5.98,1.3394000000000001e-05
1461057500770,5.98,9.05e-06
1461057500780,5.98,1.5566e-05
1461057500790,5.98,1.4118e-05
1461057500800,5.98,1.8824e-05
1461057500810,5.98,1.267e-05
1461057500820,5.98,1.4842000000000001e-05
