Timestamp,position,BLMTI.04R5.B1E10_TCL.4R5.B1
1461057494660,6.01,1.5204e-05
1461057494670,6.01,9.412e-06
1461057494680,6.01,1.2308e-05
1461057494690,6.01,7.964e-06
1461057494700,6.01,1.3032e-05
1461057494710,6.01,6.877999999999999e-06
1461057494720,6.01,1.4118e-05
1461057494730,6.01,1.2308e-05
1461057494740,6.01,1.1584000000000001e-05
1461057494750,6.01,1.3755999999999998e-05
1461057494760,6.01,1.6652e-05
1461057494770,6.01,1.0498e-05
1461057494780,6.01,1.8462e-05
1461057494790,6.01,7.964e-06
1461057494800,6.01,1.448e-05
1461057494810,6.01,7.964e-06
1461057494820,6.01,1.629e-05
1461057494830,6.01,1.8824e-05
1461057494840,6.01,2.3168000000000002e-05
1461057494850,6.01,1.7738e-05
1461057494860,6.01,1.6652e-05
1461057494870,6.01,8.687999999999999e-06
1461057494880,6.01,1.3032e-05
1461057494890,6.01,7.964e-06
1461057494900,6.01,1.267e-05
1461057494910,6.01,7.964e-06
1461057494920,6.01,2.3891999999999998e-05
1461057494930,6.01,2.2805999999999998e-05
1461057494940,6.01,2.5702e-05
1461057494950,6.01,1.267e-05
1461057494960,6.01,1.4118e-05
1461057494970,6.01,9.412e-06
1461057494980,6.01,1.448e-05
1461057494990,6.01,9.412e-06
1461057495000,6.01,1.8100000000000003e-05
1461057495010,6.01,1.7375999999999998e-05
1461057495020,6.01,2.2805999999999998e-05
1461057495030,6.01,1.5204e-05
1461057495040,6.01,1.4118e-05
1461057495050,6.01,8.687999999999999e-06
1461057495060,6.01,1.2308e-05
1461057495070,6.01,9.774e-06
1461057495080,6.01,1.8100000000000003e-05
1461057495090,6.01,3.9096e-05
1461057495100,6.01,5.249e-05
1461057495110,6.01,4.0906e-05
1461057495120,6.01,1.991e-05
1461057495130,6.01,7.24e-06
1461057495140,6.01,1.5566e-05
1461057495150,6.01,9.774e-06
1461057495160,6.01,1.448e-05
1461057495170,6.01,1.8100000000000003e-05
1461057495180,6.01,4.163e-05
1461057495190,6.01,3.8372e-05
1461057495200,6.01,2.7511999999999997e-05
1461057495210,6.01,1.1584000000000001e-05
1461057495220,6.01,1.4842000000000001e-05
1461057495230,6.01,1.448e-05
1461057495240,6.01,1.8824e-05
1461057495250,6.01,9.412e-06
1461057495260,6.01,2.2805999999999998e-05
1461057495270,6.01,3.9458e-05
1461057495280,6.01,5.1042e-05
1461057495290,6.01,2.896e-05
1461057495300,6.01,1.4842000000000001e-05
1461057495310,6.01,1.4842000000000001e-05
1461057495320,6.01,2.8236e-05
1461057495330,6.01,1.629e-05
1461057495340,6.01,1.4118e-05
1461057495350,6.01,1.1584000000000001e-05
1461057495360,6.01,2.1358e-05
1461057495370,6.01,2.2082e-05
1461057495380,6.01,1.991e-05
1461057495390,6.01,8.326e-06
1461057495400,6.01,1.4118e-05
1461057495410,6.01,8.687999999999999e-06
1461057495420,6.01,1.448e-05
1461057495430,6.01,7.964e-06
1461057495440,6.01,1.3755999999999998e-05
1461057495450,6.01,1.3755999999999998e-05
1461057495460,6.01,2.2082e-05
1461057495470,6.01,1.3032e-05
1461057495480,6.01,1.7014e-05
1461057495490,6.01,9.412e-06
1461057495500,6.01,1.267e-05
1461057495510,6.01,9.412e-06
1461057495520,6.01,1.6652e-05
1461057495530,6.01,1.4118e-05
1461057495540,6.01,1.5928e-05
1461057495550,6.01,1.1222e-05
1461057495560,6.01,1.2308e-05
1461057495570,6.01,7.964e-06
1461057495580,6.01,1.1584000000000001e-05
1461057495590,6.01,9.412e-06
1461057495600,6.01,1.7375999999999998e-05
1461057495610,6.01,2.172e-05
1461057495620,6.01,2.0996e-05
1461057495630,6.01,1.6652e-05
1461057495640,6.01,1.5204e-05
1461057495650,6.01,8.687999999999999e-06
1461057495660,6.01,1.3032e-05
1461057495670,6.01,1.1945999999999999e-05
1461057495680,6.01,1.4118e-05
1461057495690,6.01,9.774e-06
1461057495700,6.01,1.086e-05
1461057495710,6.01,1.4118e-05
1461057495720,6.01,1.8462e-05
1461057495730,6.01,9.774e-06
1461057495740,6.01,1.4842000000000001e-05
1461057495750,6.01,1.4842000000000001e-05
1461057495760,6.01,1.448e-05
1461057495770,6.01,8.687999999999999e-06
1461057495780,6.01,1.7014e-05
1461057495790,6.01,2.6788000000000002e-05
1461057495800,6.01,3.3304e-05
1461057495810,6.01,2.5702e-05
1461057495820,6.01,1.8100000000000003e-05
1461057495830,6.01,1.0136000000000001e-05
1461057495840,6.01,1.3394000000000001e-05
1461057495850,6.01,1.086e-05
1461057495860,6.01,1.629e-05
1461057495870,6.01,8.326e-06
1461057495880,6.01,1.5566e-05
1461057495890,6.01,2.1358e-05
1461057495900,6.01,2.3891999999999998e-05
1461057495910,6.01,1.5566e-05
1461057495920,6.01,1.3755999999999998e-05
1461057495930,6.01,8.687999999999999e-06
1461057495940,6.01,1.0498e-05
1461057495950,6.01,6.877999999999999e-06
1461057495960,6.01,1.0136000000000001e-05
1461057495970,6.01,9.412e-06
1461057495980,6.01,1.448e-05
1461057495990,6.01,9.05e-06
1461057496000,6.01,1.5566e-05
1461057496010,6.01,9.412e-06
1461057496020,6.01,1.3032e-05
1461057496030,6.01,8.326e-06
1461057496040,6.01,1.4842000000000001e-05
1461057496050,6.01,1.0498e-05
1461057496060,6.01,2.0272000000000002e-05
1461057496070,6.01,1.9186e-05
1461057496080,6.01,1.5566e-05
1461057496090,6.01,1.1945999999999999e-05
1461057496100,6.01,1.3394000000000001e-05
1461057496110,6.01,9.774e-06
1461057496120,6.01,1.448e-05
1461057496130,6.01,1.1584000000000001e-05
1461057496140,6.01,1.5928e-05
1461057496150,6.01,1.086e-05
1461057496160,6.01,1.5928e-05
1461057496170,6.01,8.687999999999999e-06
1461057496180,6.01,1.448e-05
1461057496190,6.01,9.05e-06
1461057496200,6.01,1.5566e-05
1461057496210,6.01,1.086e-05
1461057496220,6.01,1.8462e-05
1461057496230,6.01,1.1222e-05
1461057496240,6.01,1.9186e-05
1461057496250,6.01,1.0136000000000001e-05
1461057496260,6.01,1.3755999999999998e-05
1461057496270,6.01,8.326e-06
1461057496280,6.01,8.326e-06
1461057496290,6.01,7.24e-06
1461057496300,6.01,1.267e-05
1461057496310,6.01,9.05e-06
1461057496320,6.01,1.448e-05
1461057496330,6.01,1.0498e-05
1461057496340,6.01,1.448e-05
1461057496350,6.01,9.05e-06
1461057496360,6.01,1.267e-05
1461057496370,6.01,8.326e-06
1461057496380,6.01,1.1584000000000001e-05
1461057496390,6.01,9.05e-06
1461057496400,6.01,1.267e-05
1461057496410,6.01,7.24e-06
1461057496420,6.01,1.086e-05
1461057496430,6.01,6.877999999999999e-06
1461057496440,6.01,1.1945999999999999e-05
1461057496450,6.01,6.877999999999999e-06
1461057496460,6.01,1.4118e-05
1461057496470,6.01,6.516e-06
1461057496480,6.01,1.5566e-05
1461057496490,6.01,9.412e-06
1461057496500,6.01,1.3755999999999998e-05
1461057496510,6.01,6.154e-06
1461057496520,6.01,1.1945999999999999e-05
1461057496530,6.01,7.602e-06
1461057496540,6.01,1.267e-05
1461057496550,6.01,1.0498e-05
1461057496560,6.01,1.4118e-05
1461057496570,6.01,9.774e-06
1461057496580,6.01,1.1945999999999999e-05
1461057496590,6.01,7.964e-06
1461057496600,6.01,1.4118e-05
1461057496610,6.01,7.964e-06
1461057496620,6.01,1.3032e-05
1461057496630,6.01,1.086e-05
1461057496640,6.01,1.5204e-05
1461057496650,6.01,1.0498e-05
1461057496660,6.01,1.5204e-05
1461057496670,6.01,1.448e-05
1461057496680,6.01,1.7375999999999998e-05
1461057496690,6.01,9.05e-06
1461057496700,6.01,1.448e-05
1461057496710,6.01,7.964e-06
1461057496720,6.01,1.1945999999999999e-05
1461057496730,6.01,1.0498e-05
1461057496740,6.01,1.6652e-05
1461057496750,6.01,1.1222e-05
1461057496760,6.01,1.448e-05
1461057496770,6.01,7.964e-06
1461057496780,6.01,1.4842000000000001e-05
1461057496790,6.01,7.964e-06
1461057496800,6.01,1.3032e-05
1461057496810,6.01,9.412e-06
1461057496820,6.01,1.9186e-05
1461057496830,6.01,1.629e-05
1461057496840,6.01,1.8462e-05
1461057496850,6.01,9.412e-06
1461057496860,6.01,1.448e-05
1461057496870,6.01,8.326e-06
1461057496880,6.01,1.3394000000000001e-05
1461057496890,6.01,9.774e-06
1461057496900,6.01,1.6652e-05
1461057496910,6.01,1.1584000000000001e-05
1461057496920,6.01,1.629e-05
1461057496930,6.01,9.412e-06
1461057496940,6.01,1.448e-05
1461057496950,6.01,8.326e-06
1461057496960,6.01,1.3394000000000001e-05
1461057496970,6.01,1.1222e-05
1461057496980,6.01,1.086e-05
1461057496990,6.01,1.1584000000000001e-05
1461057497000,6.01,1.629e-05
1461057497010,6.01,8.687999999999999e-06
1461057497020,6.01,1.2308e-05
1461057497030,6.01,7.24e-06
1461057497040,6.01,1.2308e-05
1461057497050,6.01,7.24e-06
1461057497060,6.01,1.1945999999999999e-05
1461057497070,6.01,7.964e-06
1461057497080,6.01,1.448e-05
1461057497090,6.01,9.05e-06
1461057497100,6.01,1.3394000000000001e-05
1461057497110,6.01,7.964e-06
1461057497120,6.01,1.267e-05
1461057497130,6.01,8.326e-06
1461057497140,6.01,1.3032e-05
1461057497150,6.01,7.964e-06
1461057497160,6.01,1.3032e-05
1461057497170,6.01,1.2308e-05
1461057497180,6.01,1.7375999999999998e-05
1461057497190,6.01,1.3394000000000001e-05
1461057497200,6.01,1.7375999999999998e-05
1461057497210,6.01,1.1222e-05
1461057497220,6.01,1.5204e-05
1461057497230,6.01,9.774e-06
1461057497240,6.01,1.3394000000000001e-05
1461057497250,6.01,8.326e-06
1461057497260,6.01,1.448e-05
1461057497270,6.01,7.964e-06
1461057497280,6.01,1.4118e-05
1461057497290,6.01,9.412e-06
1461057497300,6.01,1.267e-05
1461057497310,6.01,9.05e-06
1461057497320,6.01,1.3032e-05
1461057497330,6.01,1.0136000000000001e-05
1461057497340,6.01,1.3394000000000001e-05
1461057497350,6.01,1.7014e-05
1461057497360,6.01,1.6652e-05
1461057497370,6.01,1.1222e-05
1461057497380,6.01,1.267e-05
1461057497390,6.01,9.412e-06
1461057497400,6.01,1.3394000000000001e-05
1461057497410,6.01,9.412e-06
1461057497420,6.01,1.2308e-05
1461057497430,6.01,7.602e-06
1461057497440,6.01,1.3032e-05
1461057497450,6.01,7.964e-06
1461057497460,6.01,1.3755999999999998e-05
1461057497470,6.01,8.326e-06
1461057497480,6.01,1.3755999999999998e-05
1461057497490,6.01,8.326e-06
1461057497500,6.01,1.3755999999999998e-05
1461057497510,6.01,9.412e-06
1461057497520,6.01,1.5928e-05
1461057497530,6.01,9.774e-06
1461057497540,6.01,1.2308e-05
1461057497550,6.01,8.687999999999999e-06
1461057497560,6.01,1.3755999999999998e-05
1461057497570,6.01,8.687999999999999e-06
1461057497580,6.01,1.3032e-05
1461057497590,6.01,8.326e-06
1461057497600,6.01,1.3755999999999998e-05
1461057497610,6.01,1.086e-05
1461057497620,6.01,1.5204e-05
1461057497630,6.01,1.2308e-05
1461057497640,6.01,1.629e-05
1461057497650,6.01,9.774e-06
1461057497660,6.0,1.4842000000000001e-05
1461057497670,6.0,7.602e-06
1461057497680,6.0,1.1945999999999999e-05
1461057497690,6.0,9.05e-06
1461057497700,6.0,1.267e-05
1461057497710,6.0,8.326e-06
1461057497720,6.0,1.3394000000000001e-05
1461057497730,6.0,8.326e-06
1461057497740,6.0,1.1584000000000001e-05
1461057497750,6.0,7.964e-06
1461057497760,6.0,1.3755999999999998e-05
1461057497770,6.0,8.687999999999999e-06
1461057497780,6.0,1.3755999999999998e-05
1461057497790,6.0,8.687999999999999e-06
1461057497800,6.0,1.1945999999999999e-05
1461057497810,6.0,7.602e-06
1461057497820,6.0,1.8462e-05
1461057497830,6.0,2.6426e-05
1461057497840,6.0,3.4751999999999995e-05
1461057497850,6.0,2.5702e-05
1461057497860,6.0,1.629e-05
1461057497870,6.0,9.05e-06
1461057497880,6.0,2.534e-05
1461057497890,6.0,1.8824e-05
1461057497900,6.0,1.7375999999999998e-05
1461057497910,6.0,6.516e-06
1461057497920,6.0,1.1945999999999999e-05
1461057497930,6.0,8.687999999999999e-06
1461057497940,6.0,1.3394000000000001e-05
1461057497950,6.0,7.24e-06
1461057497960,6.0,1.267e-05
1461057497970,6.0,6.154e-06
1461057497980,6.0,1.0136000000000001e-05
1461057497990,6.0,7.24e-06
1461057498000,6.0,1.267e-05
1461057498010,6.0,9.05e-06
1461057498020,6.0,1.3394000000000001e-05
1461057498030,6.0,9.05e-06
1461057498040,6.0,1.2308e-05
1461057498050,6.0,1.0136000000000001e-05
1461057498060,6.0,1.7738e-05
1461057498070,6.0,1.0498e-05
1461057498080,6.0,1.2308e-05
1461057498090,6.0,8.687999999999999e-06
1461057498100,6.0,1.8824e-05
1461057498110,6.0,1.4842000000000001e-05
1461057498120,6.0,1.448e-05
1461057498130,6.0,7.602e-06
1461057498140,6.0,1.267e-05
1461057498150,6.0,7.602e-06
1461057498160,6.0,1.3032e-05
1461057498170,6.0,9.412e-06
1461057498180,6.0,1.4118e-05
1461057498190,6.0,7.602e-06
1461057498200,6.0,1.3032e-05
1461057498210,6.0,7.602e-06
1461057498220,6.0,1.267e-05
1461057498230,6.0,6.154e-06
1461057498240,6.0,1.1222e-05
1461057498250,6.0,6.154e-06
1461057498260,6.0,2.1358e-05
1461057498270,6.0,4.4888e-05
1461057498280,6.0,7.8916e-05
1461057498290,6.0,5.1404e-05
1461057498300,6.0,2.6788000000000002e-05
1461057498310,6.0,1.8824e-05
1461057498320,6.0,2.6426e-05
1461057498330,6.0,1.9186e-05
1461057498340,6.0,1.9186e-05
1461057498350,6.0,1.4118e-05
1461057498360,6.0,1.8824e-05
1461057498370,6.0,1.5928e-05
1461057498380,6.0,3.4751999999999995e-05
1461057498390,6.0,3.1856e-05
1461057498400,6.0,3.7286e-05
1461057498410,6.0,2.0996e-05
1461057498420,6.0,1.9548e-05
1461057498430,6.0,1.5566e-05
1461057498440,6.0,1.7738e-05
1461057498450,6.0,1.1945999999999999e-05
1461057498460,6.0,1.629e-05
1461057498470,6.0,1.086e-05
1461057498480,6.0,1.5928e-05
1461057498490,6.0,1.6652e-05
1461057498500,6.0,2.534e-05
1461057498510,6.0,1.5928e-05
1461057498520,6.0,1.8824e-05
1461057498530,6.0,1.2308e-05
1461057498540,6.0,1.629e-05
1461057498550,6.0,1.3032e-05
1461057498560,6.0,2.172e-05
1461057498570,6.0,1.4118e-05
1461057498580,6.0,1.9548e-05
1461057498590,6.0,1.1945999999999999e-05
1461057498600,6.0,1.7738e-05
1461057498610,6.0,1.1945999999999999e-05
1461057498620,6.0,2.0996e-05
1461057498630,6.0,1.1945999999999999e-05
1461057498640,6.0,2.0996e-05
1461057498650,6.0,1.629e-05
1461057498660,6.0,2.4616e-05
