Timestamp,position,BLMTI.06L5.B2E10_TCL.6L5.B2
1461061353980,-1.765,1.0859999999999999e-06
1461061353990,-1.765,1.81e-06
1461061354000,-1.765,1.0859999999999999e-06
1461061354010,-1.765,1.0859999999999999e-06
1461061354020,-1.765,1.0859999999999999e-06
1461061354030,-1.765,1.0859999999999999e-06
1461061354040,-1.765,7.240000000000001e-07
1461061354050,-1.765,7.240000000000001e-07
1461061354060,-1.765,7.240000000000001e-07
1461061354070,-1.765,1.4480000000000002e-06
1461061354080,-1.765,2.1719999999999997e-06
1461061354090,-1.765,1.4480000000000002e-06
1461061354100,-1.765,2.1719999999999997e-06
1461061354110,-1.765,1.0859999999999999e-06
1461061354120,-1.765,7.240000000000001e-07
1461061354130,-1.765,1.0859999999999999e-06
1461061354140,-1.765,1.0859999999999999e-06
1461061354150,-1.765,1.0859999999999999e-06
1461061354160,-1.765,1.4480000000000002e-06
1461061354170,-1.765,2.5340000000000002e-06
1461061354180,-1.765,2.1719999999999997e-06
1461061354190,-1.765,2.5340000000000002e-06
1461061354200,-1.765,2.1719999999999997e-06
1461061354210,-1.765,1.4480000000000002e-06
1461061354220,-1.765,1.0859999999999999e-06
1461061354230,-1.765,2.1719999999999997e-06
1461061354240,-1.765,1.4480000000000002e-06
1461061354250,-1.765,1.81e-06
1461061354260,-1.765,1.4480000000000002e-06
1461061354270,-1.765,1.81e-06
1461061354280,-1.765,1.4480000000000002e-06
1461061354290,-1.765,2.1719999999999997e-06
1461061354300,-1.765,1.0859999999999999e-06
1461061354310,-1.765,1.4480000000000002e-06
1461061354320,-1.765,7.240000000000001e-07
1461061354330,-1.765,1.81e-06
1461061354340,-1.765,1.0859999999999999e-06
1461061354350,-1.765,1.0859999999999999e-06
1461061354360,-1.765,1.4480000000000002e-06
1461061354370,-1.765,2.1719999999999997e-06
1461061354380,-1.765,7.240000000000001e-07
1461061354390,-1.765,7.240000000000001e-07
1461061354400,-1.765,1.4480000000000002e-06
1461061354410,-1.765,7.240000000000001e-07
1461061354420,-1.765,1.81e-06
1461061354430,-1.765,1.0859999999999999e-06
1461061354440,-1.765,1.0859999999999999e-06
1461061354450,-1.765,1.4480000000000002e-06
1461061354460,-1.765,7.240000000000001e-07
1461061354470,-1.765,7.240000000000001e-07
1461061354480,-1.765,1.81e-06
1461061354490,-1.765,1.4480000000000002e-06
1461061354500,-1.765,1.4480000000000002e-06
1461061354510,-1.765,3.6200000000000004e-07
1461061354520,-1.765,7.240000000000001e-07
1461061354530,-1.765,1.0859999999999999e-06
1461061354540,-1.765,7.240000000000001e-07
1461061354550,-1.765,3.6200000000000004e-07
1461061354560,-1.765,1.0859999999999999e-06
1461061354570,-1.765,7.240000000000001e-07
1461061354580,-1.765,1.0859999999999999e-06
1461061354590,-1.765,1.0859999999999999e-06
1461061354600,-1.765,1.81e-06
1461061354610,-1.765,1.4480000000000002e-06
1461061354620,-1.765,1.0859999999999999e-06
1461061354630,-1.765,1.0859999999999999e-06
1461061354640,-1.765,7.240000000000001e-07
1461061354650,-1.765,0.0
1461061354660,-1.765,7.240000000000001e-07
1461061354670,-1.765,1.4480000000000002e-06
1461061354680,-1.765,2.5340000000000002e-06
1461061354690,-1.765,2.1719999999999997e-06
1461061354700,-1.765,2.1719999999999997e-06
1461061354710,-1.765,1.4480000000000002e-06
1461061354720,-1.765,7.240000000000001e-07
1461061354730,-1.765,7.240000000000001e-07
1461061354740,-1.765,7.240000000000001e-07
1461061354750,-1.765,7.240000000000001e-07
1461061354760,-1.765,7.240000000000001e-07
1461061354770,-1.765,2.1719999999999997e-06
1461061354780,-1.765,3.62e-06
1461061354790,-1.765,3.258e-06
1461061354800,-1.765,2.1719999999999997e-06
1461061354810,-1.765,7.240000000000001e-07
1461061354820,-1.765,7.240000000000001e-07
1461061354830,-1.765,1.0859999999999999e-06
1461061354840,-1.765,7.240000000000001e-07
1461061354850,-1.765,1.0859999999999999e-06
1461061354860,-1.765,1.0859999999999999e-06
1461061354870,-1.765,1.4480000000000002e-06
1461061354880,-1.765,1.4480000000000002e-06
1461061354890,-1.765,2.5340000000000002e-06
1461061354900,-1.765,1.4480000000000002e-06
1461061354910,-1.765,1.4480000000000002e-06
1461061354920,-1.765,7.240000000000001e-07
1461061354930,-1.765,1.4480000000000002e-06
1461061354940,-1.765,3.6200000000000004e-07
1461061354950,-1.765,7.240000000000001e-07
1461061354960,-1.765,7.240000000000001e-07
1461061354970,-1.765,3.258e-06
1461061354980,-1.83,2.8960000000000003e-06
1461061354990,-1.83,2.1719999999999997e-06
1461061355000,-1.83,1.0859999999999999e-06
1461061355010,-1.83,1.4480000000000002e-06
1461061355020,-1.83,3.6200000000000004e-07
1461061355030,-1.83,1.4480000000000002e-06
1461061355040,-1.83,1.0859999999999999e-06
1461061355050,-1.83,1.0859999999999999e-06
1461061355060,-1.83,7.240000000000001e-07
1461061355070,-1.83,1.4480000000000002e-06
1461061355080,-1.83,8.687999999999999e-06
1461061355090,-1.83,3.258e-06
1461061355100,-1.83,5.0680000000000004e-06
1461061355110,-1.83,1.81e-06
1461061355120,-1.83,2.5340000000000002e-06
1461061355130,-1.83,1.4480000000000002e-06
1461061355140,-1.83,4.343999999999999e-06
1461061355150,-1.83,1.4480000000000002e-06
1461061355160,-1.83,2.5340000000000002e-06
1461061355170,-1.83,3.62e-06
1461061355180,-1.83,3.258e-06
1461061355190,-1.83,6.877999999999999e-06
1461061355200,-1.83,3.982e-06
1461061355210,-1.83,3.62e-06
1461061355220,-1.83,2.8960000000000003e-06
1461061355230,-1.83,2.5340000000000002e-06
1461061355240,-1.83,1.81e-06
1461061355250,-1.83,1.4480000000000002e-06
1461061355260,-1.83,2.1719999999999997e-06
1461061355270,-1.83,3.6200000000000004e-07
1461061355280,-1.83,5.43e-06
1461061355290,-1.83,3.62e-06
1461061355300,-1.83,5.792000000000001e-06
1461061355310,-1.83,4.706e-06
1461061355320,-1.83,1.4480000000000002e-06
1461061355330,-1.83,2.1719999999999997e-06
1461061355340,-1.83,1.0859999999999999e-06
1461061355350,-1.83,1.81e-06
1461061355360,-1.83,1.0859999999999999e-06
1461061355370,-1.83,5.792000000000001e-06
1461061355380,-1.83,2.5340000000000002e-06
1461061355390,-1.83,2.0272000000000002e-05
1461061355400,-1.83,1.0136000000000001e-05
1461061355410,-1.83,7.24e-06
1461061355420,-1.83,3.258e-06
1461061355430,-1.83,1.4480000000000002e-06
1461061355440,-1.83,1.0859999999999999e-06
1461061355450,-1.83,1.0859999999999999e-06
1461061355460,-1.83,7.240000000000001e-07
1461061355470,-1.83,1.81e-06
1461061355480,-1.83,2.8960000000000003e-06
1461061355490,-1.83,6.516e-06
1461061355500,-1.83,3.982e-06
1461061355510,-1.83,4.343999999999999e-06
1461061355520,-1.83,1.81e-06
1461061355530,-1.83,1.4480000000000002e-06
1461061355540,-1.83,1.0859999999999999e-06
1461061355550,-1.83,1.0859999999999999e-06
