Timestamp,position,BLMTI.06R5.B1E10_TCL.6R5.B1
1461059373000,2.735,1.0859999999999999e-06
1461059373010,2.735,1.0859999999999999e-06
1461059373020,2.735,3.6200000000000004e-07
1461059373030,2.735,7.240000000000001e-07
1461059373040,2.735,0.0
1461059373050,2.735,0.0
1461059373060,2.735,3.6200000000000004e-07
1461059373070,2.735,7.240000000000001e-07
1461059373080,2.735,7.240000000000001e-07
1461059373090,2.735,2.1719999999999997e-06
1461059373100,2.735,1.0859999999999999e-06
1461059373110,2.735,1.0859999999999999e-06
1461059373120,2.735,7.240000000000001e-07
1461059373130,2.735,1.4480000000000002e-06
1461059373140,2.735,0.0
1461059373150,2.735,7.240000000000001e-07
1461059373160,2.735,7.240000000000001e-07
1461059373170,2.735,7.240000000000001e-07
1461059373180,2.735,1.0859999999999999e-06
1461059373190,2.735,7.240000000000001e-07
1461059373200,2.735,3.6200000000000004e-07
1461059373210,2.735,0.0
1461059373220,2.735,7.240000000000001e-07
1461059373230,2.735,3.6200000000000004e-07
1461059373240,2.735,7.240000000000001e-07
1461059373250,2.735,2.8960000000000003e-06
1461059373260,2.735,1.4480000000000002e-06
1461059373270,2.735,3.258e-06
1461059373280,2.735,2.5340000000000002e-06
1461059373290,2.735,1.81e-06
1461059373300,2.735,7.240000000000001e-07
1461059373310,2.735,1.0859999999999999e-06
1461059373320,2.735,0.0
1461059373330,2.735,7.240000000000001e-07
1461059373340,2.735,1.0859999999999999e-06
1461059373350,2.735,3.6200000000000004e-07
1461059373360,2.735,3.6200000000000004e-07
1461059373370,2.735,1.4480000000000002e-06
1461059373380,2.735,1.0859999999999999e-06
1461059373390,2.735,1.0859999999999999e-06
1461059373400,2.735,3.6200000000000004e-07
1461059373410,2.735,7.240000000000001e-07
1461059373420,2.735,7.240000000000001e-07
1461059373430,2.735,1.0859999999999999e-06
1461059373440,2.735,7.240000000000001e-07
1461059373450,2.735,3.6200000000000004e-07
1461059373460,2.735,7.240000000000001e-07
1461059373470,2.735,1.0859999999999999e-06
1461059373480,2.735,0.0
1461059373490,2.735,7.240000000000001e-07
1461059373500,2.735,1.0859999999999999e-06
1461059373510,2.735,1.4480000000000002e-06
1461059373520,2.735,0.0
1461059373530,2.735,7.240000000000001e-07
1461059373540,2.735,7.240000000000001e-07
1461059373550,2.735,1.0859999999999999e-06
1461059373560,2.735,3.6200000000000004e-07
1461059373570,2.735,3.6200000000000004e-07
1461059373580,2.735,7.240000000000001e-07
1461059373590,2.735,3.6200000000000004e-07
1461059373600,2.735,1.0859999999999999e-06
1461059373610,2.735,7.240000000000001e-07
1461059373620,2.735,2.1719999999999997e-06
1461059373630,2.735,7.240000000000001e-07
1461059373640,2.735,1.0859999999999999e-06
1461059373650,2.735,1.0859999999999999e-06
1461059373660,2.735,1.0859999999999999e-06
1461059373670,2.735,3.6200000000000004e-07
1461059373680,2.735,3.6200000000000004e-07
1461059373690,2.735,7.240000000000001e-07
1461059373700,2.735,1.4480000000000002e-06
