Timestamp,position,BLMTI.04R5.B1E10_TCL.4R5.B1
1461057502660,0.545,1.5928e-05
1461057502670,0.545,1.1584000000000001e-05
1461057502680,0.545,1.3755999999999998e-05
1461057502690,0.545,1.7375999999999998e-05
1461057502700,0.545,2.715e-05
1461057502710,0.545,2.4978e-05
1461057502720,0.545,1.8100000000000003e-05
1461057502730,0.545,1.7738e-05
1461057502740,0.545,1.4842000000000001e-05
1461057502750,0.545,1.448e-05
1461057502760,0.545,1.629e-05
1461057502770,0.545,1.7738e-05
1461057502780,0.545,2.1358e-05
1461057502790,0.545,2.0996e-05
1461057502800,0.545,1.7738e-05
1461057502810,0.545,1.5928e-05
1461057502820,0.545,1.3755999999999998e-05
1461057502830,0.545,1.3032e-05
1461057502840,0.545,1.629e-05
1461057502850,0.545,1.7014e-05
1461057502860,0.545,3.7648e-05
1461057502870,0.545,4.7783999999999995e-05
1461057502880,0.545,0.000123804
1461057502890,0.545,9.375799999999999e-05
1461057502900,0.545,6.9866e-05
1461057502910,0.545,2.3891999999999998e-05
1461057502920,0.545,1.4842000000000001e-05
1461057502930,0.545,1.3394000000000001e-05
1461057502940,0.545,1.0136000000000001e-05
1461057502950,0.545,1.267e-05
1461057502960,0.545,1.4842000000000001e-05
1461057502970,0.545,1.8824e-05
1461057502980,0.545,1.7014e-05
1461057502990,0.545,1.5204e-05
1461057503000,0.545,1.4118e-05
1461057503010,0.545,1.3032e-05
1461057503020,0.545,1.2308e-05
1461057503030,0.545,1.2308e-05
1461057503040,0.545,1.4842000000000001e-05
1461057503050,0.545,1.448e-05
1461057503060,0.545,1.6652e-05
1461057503070,0.545,1.3755999999999998e-05
1461057503080,0.545,1.5566e-05
1461057503090,0.545,1.3755999999999998e-05
1461057503100,0.545,1.3755999999999998e-05
1461057503110,0.545,1.3032e-05
1461057503120,0.545,1.3394000000000001e-05
1461057503130,0.545,1.3755999999999998e-05
1461057503140,0.545,1.8824e-05
1461057503150,0.545,1.5566e-05
1461057503160,0.545,1.3032e-05
1461057503170,0.545,1.3394000000000001e-05
1461057503180,0.545,1.4118e-05
1461057503190,0.545,1.4842000000000001e-05
1461057503200,0.545,1.5928e-05
1461057503210,0.545,1.5204e-05
1461057503220,0.545,1.1584000000000001e-05
1461057503230,0.545,1.5204e-05
1461057503240,0.545,1.5928e-05
1461057503250,0.545,1.3755999999999998e-05
1461057503260,0.545,1.1945999999999999e-05
1461057503270,0.545,1.267e-05
1461057503280,0.545,1.3755999999999998e-05
1461057503290,0.545,1.629e-05
1461057503300,0.545,1.3032e-05
1461057503310,0.545,1.5928e-05
1461057503320,0.545,4.0906e-05
1461057503330,0.545,4.8508000000000004e-05
1461057503340,0.545,3.3666e-05
1461057503350,0.545,1.7375999999999998e-05
1461057503360,0.545,1.267e-05
1461057503370,0.545,1.4842000000000001e-05
1461057503380,0.545,1.629e-05
1461057503390,0.545,1.4842000000000001e-05
1461057503400,0.545,1.8100000000000003e-05
1461057503410,0.545,2.2805999999999998e-05
1461057503420,0.545,2.3168000000000002e-05
1461057503430,0.545,2.1358e-05
1461057503440,0.545,1.5928e-05
1461057503450,0.545,1.3755999999999998e-05
1461057503460,0.545,1.7014e-05
1461057503470,0.545,1.629e-05
1461057503480,0.545,1.4118e-05
1461057503490,0.545,1.991e-05
1461057503500,0.545,5.7558e-05
1461057503510,0.545,4.959399999999999e-05
1461057503520,0.545,2.4254000000000002e-05
1461057503530,0.545,1.4118e-05
1461057503540,0.545,1.629e-05
1461057503550,0.545,1.7375999999999998e-05
1461057503560,0.545,1.5204e-05
1461057503570,0.545,1.5204e-05
1461057503580,0.545,1.9186e-05
1461057503590,0.545,2.353e-05
1461057503600,0.545,1.7738e-05
1461057503610,0.545,1.5928e-05
1461057503620,0.545,9.774e-06
1461057503630,0.545,1.4118e-05
1461057503640,0.545,1.448e-05
1461057503650,0.545,1.5566e-05
1461057503660,0.545,1.4842000000000001e-05
1461057503670,0.545,1.5566e-05
1461057503680,0.545,1.9548e-05
1461057503690,0.545,2.9321999999999998e-05
1461057503700,0.545,2.2805999999999998e-05
1461057503710,0.545,1.5928e-05
1461057503720,0.545,1.3755999999999998e-05
1461057503730,0.545,1.7738e-05
1461057503740,0.545,1.8824e-05
1461057503750,0.545,2.172e-05
1461057503760,0.545,1.8824e-05
1461057503770,0.545,1.6652e-05
1461057503780,0.545,1.4118e-05
1461057503790,0.545,1.4842000000000001e-05
1461057503800,0.545,1.5566e-05
1461057503810,0.545,1.8100000000000003e-05
1461057503820,0.545,1.6652e-05
1461057503830,0.545,1.5566e-05
1461057503840,0.545,1.6652e-05
1461057503850,0.545,1.629e-05
1461057503860,0.545,1.5566e-05
1461057503870,0.545,1.267e-05
1461057503880,0.545,1.5204e-05
1461057503890,0.545,1.4842000000000001e-05
1461057503900,0.545,1.4842000000000001e-05
1461057503910,0.545,1.9548e-05
1461057503920,0.545,1.5204e-05
1461057503930,0.545,1.5928e-05
1461057503940,0.545,1.3755999999999998e-05
1461057503950,0.545,1.4118e-05
1461057503960,0.545,1.5566e-05
1461057503970,0.545,1.8462e-05
1461057503980,0.545,1.629e-05
1461057503990,0.545,1.4118e-05
1461057504000,0.545,1.267e-05
1461057504010,0.545,1.5204e-05
1461057504020,0.545,1.267e-05
1461057504030,0.545,1.6652e-05
1461057504040,0.545,1.5928e-05
1461057504050,0.545,1.8824e-05
1461057504060,0.545,1.9186e-05
1461057504070,0.545,1.6652e-05
1461057504080,0.545,1.2308e-05
1461057504090,0.545,1.448e-05
1461057504100,0.545,1.267e-05
1461057504110,0.545,1.3032e-05
1461057504120,0.545,1.5566e-05
1461057504130,0.545,1.8462e-05
1461057504140,0.545,2.1358e-05
1461057504150,0.545,1.9186e-05
1461057504160,0.545,1.5566e-05
1461057504170,0.545,1.3755999999999998e-05
1461057504180,0.545,1.3755999999999998e-05
1461057504190,0.545,1.5204e-05
1461057504200,0.545,1.3394000000000001e-05
1461057504210,0.545,1.5204e-05
1461057504220,0.545,1.448e-05
1461057504230,0.545,1.6652e-05
1461057504240,0.545,1.3032e-05
1461057504250,0.545,1.4842000000000001e-05
1461057504260,0.545,1.2308e-05
1461057504270,0.545,1.5204e-05
1461057504280,0.545,1.4842000000000001e-05
1461057504290,0.545,2.4616e-05
1461057504300,0.545,4.1992e-05
1461057504310,0.545,5.0318e-05
1461057504320,0.545,3.1132e-05
1461057504330,0.545,1.6652e-05
1461057504340,0.545,1.267e-05
1461057504350,0.545,1.4118e-05
1461057504360,0.545,1.3755999999999998e-05
1461057504370,0.545,1.5928e-05
1461057504380,0.545,1.4118e-05
1461057504390,0.545,1.3755999999999998e-05
1461057504400,0.545,1.5928e-05
1461057504410,0.545,1.9548e-05
1461057504420,0.545,1.7014e-05
1461057504430,0.545,1.3755999999999998e-05
1461057504440,0.545,1.3032e-05
1461057504450,0.545,1.2308e-05
1461057504460,0.545,1.3032e-05
1461057504470,0.545,2.6426e-05
1461057504480,0.545,7.6744e-05
1461057504490,0.545,7.167600000000001e-05
1461057504500,0.545,3.4028e-05
1461057504510,0.545,1.3032e-05
1461057504520,0.545,1.3032e-05
1461057504530,0.545,1.448e-05
1461057504540,0.545,1.4118e-05
1461057504550,0.545,1.448e-05
1461057504560,0.545,1.1945999999999999e-05
1461057504570,0.545,1.3394000000000001e-05
1461057504580,0.545,1.4118e-05
1461057504590,0.545,1.629e-05
1461057504600,0.545,1.3394000000000001e-05
1461057504610,0.545,1.4118e-05
1461057504620,0.545,1.3394000000000001e-05
1461057504630,0.545,1.4842000000000001e-05
1461057504640,0.545,1.267e-05
1461057504650,0.545,1.629e-05
1461057504660,0.545,2.0272000000000002e-05
1461057504670,0.545,1.9548e-05
1461057504680,0.545,1.7738e-05
