Timestamp,position,BLMTI.06L5.B2E10_TCL.6L5.B2
1461061347980,-1.755,1.0859999999999999e-06
1461061347990,-1.755,1.4480000000000002e-06
1461061348000,-1.755,7.240000000000001e-07
1461061348010,-1.755,1.81e-06
1461061348020,-1.755,2.8960000000000003e-06
1461061348030,-1.755,4.706e-06
1461061348040,-1.755,4.706e-06
1461061348050,-1.755,3.62e-06
1461061348060,-1.755,1.81e-06
1461061348070,-1.755,1.81e-06
1461061348080,-1.755,1.0859999999999999e-06
1461061348090,-1.755,1.81e-06
1461061348100,-1.755,1.4480000000000002e-06
1461061348110,-1.755,1.4480000000000002e-06
1461061348120,-1.755,1.4480000000000002e-06
1461061348130,-1.755,1.81e-06
1461061348140,-1.755,2.1719999999999997e-06
1461061348150,-1.755,2.1719999999999997e-06
1461061348160,-1.755,7.240000000000001e-07
1461061348170,-1.755,3.6200000000000004e-07
1461061348180,-1.755,1.0859999999999999e-06
1461061348190,-1.755,1.4480000000000002e-06
1461061348200,-1.755,1.4480000000000002e-06
1461061348210,-1.755,1.4480000000000002e-06
1461061348220,-1.755,1.81e-06
1461061348230,-1.755,2.1719999999999997e-06
1461061348240,-1.755,1.4480000000000002e-06
1461061348250,-1.755,1.4480000000000002e-06
1461061348260,-1.755,2.1719999999999997e-06
1461061348270,-1.755,1.81e-06
1461061348280,-1.755,2.1719999999999997e-06
1461061348290,-1.755,1.4480000000000002e-06
1461061348300,-1.755,7.240000000000001e-07
1461061348310,-1.755,1.4480000000000002e-06
1461061348320,-1.755,7.240000000000001e-07
1461061348330,-1.755,2.1719999999999997e-06
1461061348340,-1.755,1.4480000000000002e-06
1461061348350,-1.755,1.4480000000000002e-06
1461061348360,-1.755,1.81e-06
1461061348370,-1.755,1.81e-06
1461061348380,-1.755,3.6200000000000004e-07
1461061348390,-1.755,2.1719999999999997e-06
1461061348400,-1.755,3.6200000000000004e-07
1461061348410,-1.755,7.240000000000001e-07
1461061348420,-1.755,3.6200000000000004e-07
1461061348430,-1.755,1.4480000000000002e-06
1461061348440,-1.755,1.4480000000000002e-06
1461061348450,-1.755,2.1719999999999997e-06
1461061348460,-1.755,1.81e-06
1461061348470,-1.755,1.81e-06
1461061348480,-1.755,7.240000000000001e-07
1461061348490,-1.755,7.240000000000001e-07
1461061348500,-1.755,7.240000000000001e-07
1461061348510,-1.755,1.81e-06
1461061348520,-1.755,2.1719999999999997e-06
1461061348530,-1.755,2.5340000000000002e-06
1461061348540,-1.755,2.8960000000000003e-06
1461061348550,-1.755,1.4480000000000002e-06
1461061348560,-1.755,1.4480000000000002e-06
1461061348570,-1.755,1.0859999999999999e-06
1461061348580,-1.755,1.0859999999999999e-06
1461061348590,-1.755,1.0859999999999999e-06
1461061348600,-1.755,7.240000000000001e-07
1461061348610,-1.755,1.4480000000000002e-06
1461061348620,-1.755,1.0859999999999999e-06
1461061348630,-1.755,1.81e-06
1461061348640,-1.755,7.240000000000001e-07
1461061348650,-1.755,1.81e-06
1461061348660,-1.755,1.0859999999999999e-06
1461061348670,-1.755,1.4480000000000002e-06
1461061348680,-1.755,1.4480000000000002e-06
1461061348690,-1.755,2.5340000000000002e-06
1461061348700,-1.755,1.4480000000000002e-06
1461061348710,-1.755,3.982e-06
1461061348720,-1.755,2.1719999999999997e-06
1461061348730,-1.755,1.81e-06
1461061348740,-1.755,1.4480000000000002e-06
1461061348750,-1.755,1.0859999999999999e-06
1461061348760,-1.755,3.6200000000000004e-07
