Timestamp,position,BLMTI.05L1.B2E10_TCL.5L1.B2
1461057332650,1.905,4.706e-06
1461057332660,1.905,6.516e-06
1461057332670,1.905,6.154e-06
1461057332680,1.905,5.43e-06
1461057332690,1.905,4.343999999999999e-06
1461057332700,1.905,2.5340000000000002e-06
1461057332710,1.905,1.81e-06
1461057332720,1.905,2.8960000000000003e-06
1461057332730,1.905,2.8960000000000003e-06
1461057332740,1.905,3.982e-06
1461057332750,1.905,5.0680000000000004e-06
1461057332760,1.905,6.154e-06
1461057332770,1.905,4.343999999999999e-06
1461057332780,1.905,3.258e-06
1461057332790,1.905,2.8960000000000003e-06
1461057332800,1.905,2.8960000000000003e-06
1461057332810,1.905,3.62e-06
1461057332820,1.905,2.8960000000000003e-06
1461057332830,1.905,4.343999999999999e-06
1461057332840,1.905,5.0680000000000004e-06
1461057332850,1.905,2.1719999999999997e-06
1461057332860,1.905,3.62e-06
1461057332870,1.905,2.1719999999999997e-06
1461057332880,1.905,3.62e-06
1461057332890,1.905,3.258e-06
1461057332900,1.905,2.1719999999999997e-06
1461057332910,1.905,3.258e-06
1461057332920,1.905,3.258e-06
1461057332930,1.905,3.62e-06
1461057332940,1.905,3.62e-06
1461057332950,1.905,3.982e-06
1461057332960,1.905,2.8960000000000003e-06
1461057332970,1.905,2.5340000000000002e-06
1461057332980,1.905,2.8960000000000003e-06
1461057332990,1.905,2.1719999999999997e-06
1461057333000,1.905,3.982e-06
1461057333010,1.905,3.258e-06
1461057333020,1.905,3.62e-06
1461057333030,1.905,2.5340000000000002e-06
1461057333040,1.905,3.62e-06
1461057333050,1.905,1.81e-06
1461057333060,1.905,3.258e-06
1461057333070,1.905,1.81e-06
1461057333080,1.905,4.343999999999999e-06
1461057333090,1.905,4.706e-06
1461057333100,1.905,8.326e-06
1461057333110,1.905,3.62e-06
1461057333120,1.905,4.343999999999999e-06
1461057333130,1.905,2.1719999999999997e-06
1461057333140,1.905,2.8960000000000003e-06
1461057333150,1.905,1.4480000000000002e-06
1461057333160,1.905,2.8960000000000003e-06
1461057333170,1.905,2.1719999999999997e-06
1461057333180,1.885,5.0680000000000004e-06
1461057333190,1.885,3.62e-06
1461057333200,1.885,4.343999999999999e-06
1461057333210,1.885,2.8960000000000003e-06
1461057333220,1.885,3.258e-06
1461057333230,1.885,1.4480000000000002e-06
1461057333240,1.885,2.8960000000000003e-06
1461057333250,1.885,1.4480000000000002e-06
1461057333260,1.885,4.343999999999999e-06
1461057333270,1.885,4.706e-06
1461057333280,1.885,6.516e-06
1461057333290,1.885,3.62e-06
1461057333300,1.885,3.982e-06
1461057333310,1.885,1.4480000000000002e-06
1461057333320,1.885,2.8960000000000003e-06
1461057333330,1.885,1.4480000000000002e-06
1461057333340,1.885,3.62e-06
1461057333350,1.885,2.8960000000000003e-06
1461057333360,1.885,5.0680000000000004e-06
1461057333370,1.885,2.5340000000000002e-06
1461057333380,1.885,3.982e-06
1461057333390,1.885,3.258e-06
1461057333400,1.885,3.258e-06
1461057333410,1.885,1.4480000000000002e-06
1461057333420,1.885,3.258e-06
1461057333430,1.885,2.1719999999999997e-06
1461057333440,1.885,2.5340000000000002e-06
1461057333450,1.885,3.982e-06
1461057333460,1.885,3.62e-06
1461057333470,1.885,3.62e-06
1461057333480,1.885,2.1719999999999997e-06
1461057333490,1.885,3.258e-06
1461057333500,1.885,1.4480000000000002e-06
1461057333510,1.885,2.5340000000000002e-06
1461057333520,1.885,2.1719999999999997e-06
1461057333530,1.885,5.43e-06
1461057333540,1.885,3.258e-06
1461057333550,1.885,5.0680000000000004e-06
1461057333560,1.885,3.62e-06
1461057333570,1.885,3.62e-06
1461057333580,1.885,3.258e-06
1461057333590,1.885,2.1719999999999997e-06
1461057333600,1.885,1.4480000000000002e-06
1461057333610,1.885,2.5340000000000002e-06
1461057333620,1.885,2.5340000000000002e-06
1461057333630,1.885,4.343999999999999e-06
1461057333640,1.885,3.62e-06
1461057333650,1.885,4.343999999999999e-06
1461057333660,1.885,2.1719999999999997e-06
