jaw,height,position,Maximum value,decay_a,decay_b,decay_c,spike,collimator_type,beam_type,beam_state
1,1.0355010000000002,16.682742170171373,1.4480000000000004,1.0183137006679726,16.241068566503515,0.4296861519770389,0,TCSP,PROTON,FT
1,7.640372,18.256769095953416,7.9639999999999995,-50.02247739919947,172.73758299933675,57.98647739919857,0,TCSP,PROTON,FT
1,2.5877570000000008,17.718104732969202,2.8960000000000012,2.892867092862631,0.634125386461603,0.3240774779782746,0,TCSP,PROTON,FT
1,0.5473439999999999,35.718846843318936,1.0859999999999999,0.5503183343820257,1.6458914193031378,0.5430703430941366,0,TCP,PROTON,FT
0,65.48598100000001,17.110255656186247,65.884,6.618133432579571,37.45157485069709,59.26586656742037,0,TCSP,PROTON,FT
1,0.7740310465698548,18.47103972025964,1.0859999999999999,0.7566343857290759,22.225372457342747,0.3293656094060258,0,TCSP,PROTON,FT
0,0.4139470000000001,18.577222859492906,0.7240000000000002,0.3970517527187622,34.034234331867786,0.3269482472806219,0,TCSP,PROTON,FT
1,0.672415,16.2552286841565,1.0859999999999999,0.5294023260419795,21.38537943778392,0.5565976630006163,0,TCSP,PROTON,FT
1,2.744684,15.124625988920055,3.258,1.4047823471533498,0.01032189218040046,0.4077742920348828,0,TCP,PROTON,FT
1,0.76925,19.208958223895635,1.0859999999999999,0.6943873130958852,23.332816478995987,0.3916126869039774,0,TCSP,PROTON,FT
1,0.8443645468202308,15.983174647601574,1.4480000000000004,1.0025804347932972,1.2161940364454842,0.3975009197338691,0,TCSP,PROTON,FT
0,0.7668969999999999,17.264413138063425,1.0859999999999999,0.7745586428527157,19.708639700267504,0.3114413406703957,0,TCSP,PROTON,FT
1,1.1906179999999995,38.667145398628286,1.81,1.2117027679056376,19.173805263125587,0.5982971637606036,0,TCP,PROTON,FT
0,1.1659767441860471,16.878292631760637,1.4480000000000004,1.1309825952990895,3.6668498945027137,0.3172164916013061,0,TCSP,PROTON,FT
1,1.7376,14.923467206025025,2.1719999999999997,1.5790689646530471,32.82993918253354,0.5929310353469583,0,TCP,PROTON,FT
0,0.7529600000000001,14.889772024301276,1.0859999999999999,0.7387325305243897,19.93554724031336,0.3472674414562733,0,TCSP,PROTON,FT
0,0.9046380000000004,31.470990498661408,1.4480000000000004,0.9130307166023272,27.111409020320874,0.5349692833976553,0,TCP,PROTON,FT
1,1.19421932899349,34.08954504042598,1.81,1.2074069532704017,29.77616446942461,0.6025930467295879,0,TCP,PROTON,FT
1,0.7754812218327491,18.83785420124729,1.0859999999999999,0.7814123524591807,24.34067848651813,0.30458764608873284,0,TCSP,PROTON,FT
0,2.5877570000000008,18.19110235319012,2.8960000000000012,2.892867092862631,0.634125386461603,0.3240774779782746,0,TCSP,PROTON,FT
0,0.8224640000000002,16.80933079566593,1.4480000000000004,1.057792200217064,19.35822769407573,0.3902077964053778,0,TCP,PROTON,FT
1,1.551713,37.89128093113636,2.1719999999999997,1.5676594136233648,19.176945935417415,0.6043405679483719,0,TCP,PROTON,FT
1,0.9196610000000004,38.395578238582594,1.4480000000000004,0.8938196997809109,33.85461362815553,0.5541803002189696,0,TCP,PROTON,FT
1,0.7672589999999999,19.578174416363034,1.0859999999999999,0.7519510810946063,3.924029964343223,0.3341748201154751,0,TCSP,PROTON,FT
0,0.7672589999999999,18.82030960024575,1.0859999999999999,0.7519510810946063,3.924029964343223,0.3341748201154751,0,TCSP,PROTON,FT
1,0.671872,16.332958408886476,1.0859999999999999,0.5191285499128707,22.98679252521025,0.5668714500871038,0,TCSP,PROTON,FT
1,1.0264510000000002,16.566147583076408,1.4480000000000004,1.078747913134894,23.58106355620028,0.3692520868400597,0,TCSP,PROTON,FT
1,1.397501,16.21636382179151,1.81,0.912053848790707,0.15324595391689202,0.5510046126312914,0,TCSP,PROTON,FT
1,1.2753259999999995,37.619714066042405,1.81,1.2745542353204429,19.236221301634306,0.5354457433876512,0,TCP,PROTON,FT
1,1.6398599999999999,39.13264920249578,2.1719999999999997,1.6190283807757728,36.26868216084126,0.5529716192242337,0,TCP,PROTON,FT
1,1.29415,14.822887814577513,1.81,1.1262222222227156,30.697364262805344,0.6837777777919756,0,TCP,PROTON,FT
1,1.55821331997997,34.865409507917896,2.1719999999999997,1.5629206356666978,22.582892536914226,0.6090793643321689,0,TCP,PROTON,FT
1,1.0280800000000003,16.605012445441393,1.4480000000000004,1.078747913134894,23.58106355620028,0.3692520868400597,0,TCSP,PROTON,FT
1,1.2755069999999995,36.49471101585913,1.81,1.2655285974640318,2.103767511669267,0.5454243839962359,0,TCP,PROTON,FT
0,0.9118780000000004,32.59599354884469,1.4480000000000004,0.8968955095018175,19.6782067121642,0.5511044779309386,0,TCP,PROTON,FT
1,0.672415,16.294093546521484,1.0859999999999999,0.5155025041487336,24.559389139591822,0.5704974958507065,0,TCSP,PROTON,FT
0,0.76925,18.451093407778355,1.0859999999999999,0.6943873130958852,23.332816478995987,0.3916126869039774,0,TCSP,PROTON,FT
1,1.644023,38.74471711622568,2.1719999999999997,1.6190283807757728,36.26868216084126,0.5529716192242337,0,TCP,PROTON,FT
0,1.414515,17.312227752903507,1.81,1.4051827814069362,20.33363893094762,0.4048172067877042,0,TCP,PROTON,FT
0,1.55821331997997,33.99256198198949,2.1719999999999997,1.5629206356666978,22.582892536914226,0.6090793643321689,0,TCP,PROTON,FT
1,0.665718,16.52728272071142,1.0859999999999999,0.7131218520127367,19.072896683209922,0.3728781304561997,0,TCSP,PROTON,FT
