Timestamp,position,BLMTI.05L3.B2E10_TCSG.B5L3.B2
1459602323020,-7.645,3.6200000000000004e-07
1459602323030,-7.645,0.0
1459602323040,-7.645,3.6200000000000004e-07
1459602323050,-7.645,3.6200000000000004e-07
1459602323060,-7.645,0.0
1459602323070,-7.645,7.240000000000001e-07
1459602323080,-7.645,0.0
1459602323090,-7.645,0.0
1459602323100,-7.645,0.0
1459602323110,-7.645,0.0
1459602323120,-7.645,3.6200000000000004e-07
1459602323130,-7.645,3.6200000000000004e-07
1459602323140,-7.645,0.0
1459602323150,-7.645,0.0
1459602323160,-7.645,3.6200000000000004e-07
1459602323170,-7.645,3.6200000000000004e-07
1459602323180,-7.645,3.6200000000000004e-07
1459602323190,-7.645,3.6200000000000004e-07
1459602323200,-7.645,0.0
1459602323210,-7.645,3.6200000000000004e-07
1459602323220,-7.645,3.6200000000000004e-07
1459602323230,-7.645,3.6200000000000004e-07
1459602323240,-7.645,3.6200000000000004e-07
1459602323250,-7.645,3.6200000000000004e-07
1459602323260,-7.645,3.6200000000000004e-07
1459602323270,-7.645,3.6200000000000004e-07
1459602323280,-7.645,3.6200000000000004e-07
1459602323290,-7.645,3.6200000000000004e-07
1459602323300,-7.645,0.0
1459602323310,-7.645,7.240000000000001e-07
1459602323320,-7.645,0.0
1459602323330,-7.645,0.0
1459602323340,-7.645,3.6200000000000004e-07
1459602323350,-7.645,1.0859999999999999e-06
1459602323360,-7.645,3.6200000000000004e-07
1459602323370,-7.645,3.6200000000000004e-07
1459602323380,-7.645,0.0
1459602323390,-7.645,0.0
1459602323400,-7.645,1.0859999999999999e-06
1459602323410,-7.645,3.6200000000000004e-07
1459602323420,-7.645,3.6200000000000004e-07
1459602323430,-7.645,0.0
1459602323440,-7.645,7.240000000000001e-07
1459602323450,-7.645,0.0
1459602323460,-7.645,3.6200000000000004e-07
1459602323470,-7.645,0.0
1459602323480,-7.645,3.6200000000000004e-07
1459602323490,-7.645,0.0
1459602323500,-7.645,7.240000000000001e-07
1459602323510,-7.645,3.6200000000000004e-07
1459602323520,-7.645,1.0859999999999999e-06
1459602323530,-7.645,0.0
1459602323540,-7.645,7.240000000000001e-07
