Timestamp,position,BLMTI.04L3.B2E10_TCSG.4L3.B2
1459602911100,-7.88,0.0
1459602911110,-7.88,3.6200000000000004e-07
1459602911120,-7.88,0.0
1459602911130,-7.88,7.240000000000001e-07
1459602911140,-7.88,0.0
1459602911150,-7.88,7.240000000000001e-07
1459602911160,-7.88,0.0
1459602911170,-7.88,0.0
1459602911180,-7.88,0.0
1459602911190,-7.88,3.6200000000000004e-07
1459602911200,-7.88,3.6200000000000004e-07
1459602911210,-7.88,1.0859999999999999e-06
1459602911220,-7.88,3.6200000000000004e-07
1459602911230,-7.88,0.0
1459602911240,-7.88,0.0
1459602911250,-7.88,1.0859999999999999e-06
1459602911260,-7.88,3.6200000000000004e-07
1459602911270,-7.88,0.0
1459602911280,-7.88,3.6200000000000004e-07
1459602911290,-7.88,7.240000000000001e-07
1459602911300,-7.88,0.0
1459602911310,-7.88,0.0
1459602911320,-7.88,3.6200000000000004e-07
1459602911330,-7.88,1.0859999999999999e-06
1459602911340,-7.88,0.0
1459602911350,-7.88,3.6200000000000004e-07
1459602911360,-7.88,3.6200000000000004e-07
1459602911370,-7.88,0.0
1459602911380,-7.88,3.6200000000000004e-07
1459602911390,-7.88,7.240000000000001e-07
1459602911400,-7.88,0.0
1459602911410,-7.88,3.6200000000000004e-07
1459602911420,-7.88,0.0
1459602911430,-7.88,0.0
1459602911440,-7.88,3.6200000000000004e-07
1459602911450,-7.88,1.0859999999999999e-06
1459602911460,-7.88,0.0
1459602911470,-7.88,0.0
1459602911480,-7.88,3.6200000000000004e-07
1459602911490,-7.88,3.6200000000000004e-07
1459602911500,-7.88,0.0
1459602911510,-7.88,3.6200000000000004e-07
1459602911520,-7.88,3.6200000000000004e-07
1459602911530,-7.88,7.240000000000001e-07
1459602911540,-7.88,3.6200000000000004e-07
1459602911550,-7.88,0.0
1459602911560,-7.88,0.0
1459602911570,-7.88,7.240000000000001e-07
1459602911580,-7.88,3.6200000000000004e-07
1459602911590,-7.88,0.0
1459602911600,-7.88,3.6200000000000004e-07
1459602911610,-7.88,7.240000000000001e-07
1459602911620,-7.88,3.6200000000000004e-07
1459602911630,-7.88,0.0
1459602911640,-7.88,3.6200000000000004e-07
1459602911650,-7.88,7.240000000000001e-07
1459602911660,-7.88,0.0
1459602911670,-7.88,3.6200000000000004e-07
1459602911680,-7.88,3.6200000000000004e-07
1459602911690,-7.88,3.6200000000000004e-07
1459602911700,-7.88,0.0
1459602911710,-7.88,3.6200000000000004e-07
1459602911720,-7.88,3.6200000000000004e-07
1459602911730,-7.88,7.240000000000001e-07
1459602911740,-7.88,0.0
