Timestamp,position,BLMTI.04L7.B2I10_TCSG.A4L7.B2
1459607265930,-7.83,0.0
1459607265940,-7.83,7.240000000000001e-07
1459607265950,-7.83,7.240000000000001e-07
1459607265960,-7.83,7.240000000000001e-07
1459607265970,-7.83,1.0859999999999999e-06
1459607265980,-7.83,0.0
1459607265990,-7.83,0.0
1459607266000,-7.83,3.6200000000000004e-07
1459607266010,-7.83,3.6200000000000004e-07
1459607266020,-7.83,0.0
1459607266030,-7.83,3.6200000000000004e-07
1459607266040,-7.83,1.4480000000000002e-06
1459607266050,-7.83,7.240000000000001e-07
1459607266060,-7.83,0.0
1459607266070,-7.83,1.4480000000000002e-06
1459607266080,-7.83,0.0
1459607266090,-7.83,0.0
1459607266100,-7.83,3.6200000000000004e-07
1459607266110,-7.83,1.0859999999999999e-06
1459607266120,-7.83,0.0
1459607266130,-7.83,0.0
1459607266140,-7.83,7.240000000000001e-07
1459607266150,-7.83,3.6200000000000004e-07
1459607266160,-7.83,0.0
1459607266170,-7.83,3.6200000000000004e-07
1459607266180,-7.83,0.0
1459607266190,-7.83,1.4480000000000002e-06
1459607266200,-7.83,3.6200000000000004e-07
1459607266210,-7.83,0.0
1459607266220,-7.83,7.240000000000001e-07
1459607266230,-7.83,0.0
1459607266240,-7.83,0.0
1459607266250,-7.83,3.6200000000000004e-07
1459607266260,-7.83,1.81e-06
1459607266270,-7.83,0.0
1459607266280,-7.83,0.0
1459607266290,-7.83,0.0
1459607266300,-7.83,3.6200000000000004e-07
1459607266310,-7.83,0.0
1459607266320,-7.83,1.0859999999999999e-06
1459607266330,-7.83,0.0
1459607266340,-7.83,7.240000000000001e-07
1459607266350,-7.83,0.0
1459607266360,-7.83,0.0
1459607266370,-7.83,0.0
1459607266380,-7.83,1.0859999999999999e-06
1459607266390,-7.83,7.240000000000001e-07
1459607266400,-7.83,0.0
1459607266410,-7.83,0.0
1459607266420,-7.83,0.0
1459607266430,-7.83,7.240000000000001e-07
1459607266440,-7.83,0.0
1459607266450,-7.83,1.0859999999999999e-06
1459607266460,-7.83,7.240000000000001e-07
1459607266470,-7.83,1.0859999999999999e-06
1459607266480,-7.83,3.6200000000000004e-07
1459607266490,-7.83,3.6200000000000004e-07
1459607266500,-7.83,3.6200000000000004e-07
1459607266510,-7.83,1.0859999999999999e-06
1459607266520,-7.83,0.0
1459607266530,-7.83,0.0
1459607266540,-7.83,7.240000000000001e-07
1459607266550,-7.83,3.6200000000000004e-07
1459607266560,-7.83,0.0
1459607266570,-7.83,1.4480000000000002e-06
1459607266580,-7.83,0.0
1459607266590,-7.83,0.0
