Timestamp,position,BLMTI.07R3.B1I10_TCLA.7R3.B1
1459601209090,9.455,3.6200000000000004e-07
1459601209100,9.455,0.0
1459601209110,9.455,1.0859999999999999e-06
1459601209120,9.455,3.6200000000000004e-07
1459601209130,9.455,0.0
1459601209140,9.455,0.0
1459601209150,9.455,0.0
1459601209160,9.455,0.0
1459601209170,9.455,3.6200000000000004e-07
1459601209180,9.455,1.4480000000000002e-06
1459601209190,9.455,0.0
1459601209200,9.455,0.0
1459601209210,9.455,0.0
1459601209220,9.455,3.6200000000000004e-07
1459601209230,9.455,1.0859999999999999e-06
1459601209240,9.455,3.6200000000000004e-07
1459601209250,9.455,0.0
1459601209260,9.455,5.43e-06
1459601209270,9.455,0.0
1459601209280,9.455,0.0
1459601209290,9.455,0.0
1459601209300,9.455,0.0
1459601209310,9.455,0.0
1459601209320,9.455,0.0
1459601209330,9.455,0.0
1459601209340,9.455,0.0
1459601209350,9.455,0.0
1459601209360,9.455,0.0
1459601209370,9.455,0.0
1459601209380,9.455,0.0
1459601209390,9.455,0.0
1459601209400,9.455,0.0
1459601209410,9.455,0.0
1459601209420,9.455,5.0680000000000004e-06
1459601209430,9.455,0.0
1459601209440,9.455,0.0
1459601209450,9.455,0.0
1459601209460,9.455,0.0
1459601209470,9.455,0.0
1459601209480,9.455,0.0
1459601209490,9.455,0.0
1459601209500,9.455,0.0
1459601209510,9.455,0.0
1459601209520,9.455,0.0
1459601209530,9.455,0.0
1459601209540,9.455,0.0
1459601209550,9.455,0.0
1459601209560,9.455,0.0
1459601209570,9.455,0.0
1459601209580,9.455,3.6200000000000004e-07
1459601209590,9.455,0.0
1459601209600,9.455,1.81e-06
1459601209610,9.455,0.0
1459601209620,9.455,3.6200000000000004e-07
1459601209630,9.455,0.0
1459601209640,9.455,0.0
1459601209650,9.455,0.0
1459601209660,9.455,7.240000000000001e-07
1459601209670,9.455,7.240000000000001e-07
1459601209680,9.455,7.240000000000001e-07
1459601209690,9.455,0.0
1459601209700,9.455,7.240000000000001e-07
1459601209710,9.455,0.0
1459601209720,9.455,7.240000000000001e-07
1459601209730,9.455,0.0
1459601209740,9.455,7.240000000000001e-07
1459601209750,9.455,0.0
1459601209760,9.455,7.240000000000001e-07
1459601209770,9.455,0.0
1459601209780,9.455,1.0859999999999999e-06
