Timestamp,position,BLMTI.05L3.B2E10_TCLA.B5L3.B2
1459602013010,7.695,3.6200000000000004e-07
1459602013020,7.695,0.0
1459602013030,7.695,0.0
1459602013040,7.695,3.6200000000000004e-07
1459602013050,7.695,1.0859999999999999e-06
1459602013060,7.695,0.0
1459602013070,7.695,0.0
1459602013080,7.695,7.240000000000001e-07
1459602013090,7.695,0.0
1459602013100,7.695,3.6200000000000004e-07
1459602013110,7.695,7.240000000000001e-07
1459602013120,7.695,7.240000000000001e-07
1459602013130,7.695,3.6200000000000004e-07
1459602013140,7.695,3.6200000000000004e-07
1459602013150,7.695,1.0859999999999999e-06
1459602013160,7.695,3.6200000000000004e-07
1459602013170,7.695,0.0
1459602013180,7.695,0.0
1459602013190,7.695,3.6200000000000004e-07
1459602013200,7.695,7.240000000000001e-07
1459602013210,7.695,3.6200000000000004e-07
1459602013220,7.695,0.0
1459602013230,7.695,3.6200000000000004e-07
1459602013240,7.695,3.6200000000000004e-07
1459602013250,7.695,7.240000000000001e-07
1459602013260,7.695,3.6200000000000004e-07
1459602013270,7.695,7.240000000000001e-07
1459602013280,7.695,7.240000000000001e-07
1459602013290,7.695,7.240000000000001e-07
1459602013300,7.695,3.6200000000000004e-07
1459602013310,7.695,0.0
1459602013320,7.695,1.0859999999999999e-06
1459602013330,7.695,3.6200000000000004e-07
1459602013340,7.695,0.0
1459602013350,7.695,0.0
1459602013360,7.695,0.0
1459602013370,7.695,7.240000000000001e-07
1459602013380,7.695,0.0
1459602013390,7.695,3.6200000000000004e-07
1459602013400,7.695,7.240000000000001e-07
1459602013410,7.695,7.240000000000001e-07
1459602013420,7.695,3.6200000000000004e-07
1459602013430,7.695,0.0
1459602013440,7.695,0.0
1459602013450,7.695,1.0859999999999999e-06
1459602013460,7.695,3.6200000000000004e-07
1459602013470,7.695,0.0
1459602013480,7.695,7.240000000000001e-07
1459602013490,7.695,1.0859999999999999e-06
1459602013500,7.695,7.240000000000001e-07
1459602013510,7.695,3.6200000000000004e-07
1459602013520,7.695,3.6200000000000004e-07
1459602013530,7.695,3.6200000000000004e-07
1459602013540,7.695,0.0
1459602013550,7.695,7.240000000000001e-07
1459602013560,7.695,0.0
1459602013570,7.695,7.240000000000001e-07
1459602013580,7.695,3.6200000000000004e-07
1459602013590,7.695,3.6200000000000004e-07
1459602013600,7.695,3.6200000000000004e-07
1459602013610,7.695,7.240000000000001e-07
1459602013620,7.695,7.240000000000001e-07
1459602013630,7.695,3.6200000000000004e-07
1459602013640,7.695,3.6200000000000004e-07
1459602013650,7.695,7.240000000000001e-07
1459602013660,7.695,0.0
1459602013670,7.695,3.6200000000000004e-07
1459602013680,7.695,0.0
1459602013690,7.695,7.240000000000001e-07
1459602013700,7.695,3.6200000000000004e-07
1459602013710,7.695,0.0
1459602013720,7.695,7.240000000000001e-07
