Timestamp,position,BLMTI.06R7.B1E10_TCLA.C6R7.B1
1459607001420,7.61,3.6200000000000004e-07
1459607001430,7.61,7.240000000000001e-07
1459607001440,7.61,0.0
1459607001450,7.61,1.0859999999999999e-06
1459607001460,7.61,0.0
1459607001470,7.61,3.6200000000000004e-07
1459607001480,7.61,3.6200000000000004e-07
1459607001490,7.61,7.240000000000001e-07
1459607001500,7.61,0.0
1459607001510,7.61,7.240000000000001e-07
1459607001520,7.61,0.0
1459607001530,7.61,1.0859999999999999e-06
1459607001540,7.61,0.0
1459607001550,7.61,3.6200000000000004e-07
1459607001560,7.61,7.240000000000001e-07
1459607001570,7.61,3.6200000000000004e-07
1459607001580,7.61,1.0859999999999999e-06
1459607001590,7.61,3.6200000000000004e-07
1459607001600,7.61,7.240000000000001e-07
1459607001610,7.61,3.6200000000000004e-07
1459607001620,7.61,7.240000000000001e-07
1459607001630,7.61,3.6200000000000004e-07
1459607001640,7.61,7.240000000000001e-07
1459607001650,7.61,3.6200000000000004e-07
1459607001660,7.61,0.0
1459607001670,7.61,1.0859999999999999e-06
1459607001680,7.61,0.0
1459607001690,7.61,7.240000000000001e-07
1459607001700,7.61,0.0
1459607001710,7.61,7.240000000000001e-07
1459607001720,7.61,3.6200000000000004e-07
1459607001730,7.61,1.0859999999999999e-06
1459607001740,7.61,0.0
1459607001750,7.61,1.0859999999999999e-06
1459607001760,7.61,0.0
1459607001770,7.61,3.6200000000000004e-07
1459607001780,7.61,3.6200000000000004e-07
1459607001790,7.61,3.6200000000000004e-07
1459607001800,7.61,3.6200000000000004e-07
1459607001810,7.61,3.6200000000000004e-07
1459607001820,7.61,3.6200000000000004e-07
1459607001830,7.61,3.6200000000000004e-07
1459607001840,7.61,7.240000000000001e-07
1459607001850,7.61,3.6200000000000004e-07
1459607001860,7.61,0.0
1459607001870,7.61,7.240000000000001e-07
1459607001880,7.61,0.0
1459607001890,7.61,1.0859999999999999e-06
1459607001900,7.61,0.0
1459607001910,7.61,7.240000000000001e-07
1459607001920,7.61,3.6200000000000004e-07
1459607001930,7.61,1.0859999999999999e-06
1459607001940,7.61,0.0
1459607001950,7.61,7.240000000000001e-07
1459607001960,7.61,7.240000000000001e-07
1459607001970,7.61,1.0859999999999999e-06
1459607001980,7.61,0.0
1459607001990,7.61,1.0859999999999999e-06
1459607002000,7.61,1.0859999999999999e-06
1459607002010,7.61,3.6200000000000004e-07
1459607002020,7.61,7.240000000000001e-07
1459607002030,7.61,3.6200000000000004e-07
1459607002040,7.61,3.6200000000000004e-07
1459607002050,7.61,1.0859999999999999e-06
1459607002060,7.61,0.0
1459607002070,7.61,7.240000000000001e-07
1459607002080,7.61,7.240000000000001e-07
1459607002090,7.61,7.240000000000001e-07
1459607002100,7.61,3.6200000000000004e-07
1459607002110,7.61,1.0859999999999999e-06
1459607002120,7.61,7.240000000000001e-07
1459607002130,7.61,1.0859999999999999e-06
1459607002140,7.61,3.6200000000000004e-07
1459607002150,7.61,3.6200000000000004e-07
1459607002160,7.61,0.0
1459607002170,7.61,7.240000000000001e-07
1459607002180,7.61,7.240000000000001e-07
1459607002190,7.61,0.0
1459607002200,7.61,7.240000000000001e-07
1459607002210,7.61,3.6200000000000004e-07
1459607002220,7.61,3.6200000000000004e-07
1459607002230,7.61,7.240000000000001e-07
1459607002240,7.61,0.0
1459607002250,7.61,7.240000000000001e-07
1459607002260,7.61,3.6200000000000004e-07
1459607002270,7.61,3.6200000000000004e-07
1459607002280,7.61,0.0
1459607002290,7.61,1.4480000000000002e-06
1459607002300,7.61,0.0
1459607002310,7.61,1.0859999999999999e-06
1459607002320,7.61,0.0
1459607002330,7.61,1.4480000000000002e-06
1459607002340,7.61,0.0
1459607002350,7.61,7.240000000000001e-07
1459607002360,7.61,3.6200000000000004e-07
1459607002370,7.61,7.240000000000001e-07
1459607002380,7.61,3.6200000000000004e-07
1459607002390,7.61,3.6200000000000004e-07
1459607002400,7.61,1.0859999999999999e-06
