Timestamp,position,BLMTI.05L3.B2E10_TCLA.A5L3.B2
1459605978030,7.84,3.6200000000000004e-07
1459605978040,7.84,0.0
1459605978050,7.84,3.6200000000000004e-07
1459605978060,7.84,3.6200000000000004e-07
1459605978070,7.84,0.0
1459605978080,7.84,7.240000000000001e-07
1459605978090,7.84,0.0
1459605978100,7.84,0.0
1459605978110,7.84,0.0
1459605978120,7.84,7.240000000000001e-07
1459605978130,7.84,3.6200000000000004e-07
1459605978140,7.84,3.6200000000000004e-07
1459605978150,7.84,3.6200000000000004e-07
1459605978160,7.84,3.6200000000000004e-07
1459605978170,7.84,7.240000000000001e-07
1459605978180,7.84,0.0
1459605978190,7.84,3.6200000000000004e-07
1459605978200,7.84,0.0
1459605978210,7.84,3.6200000000000004e-07
1459605978220,7.84,3.6200000000000004e-07
1459605978230,7.84,0.0
1459605978240,7.84,7.240000000000001e-07
1459605978250,7.84,0.0
1459605978260,7.84,7.240000000000001e-07
1459605978270,7.84,3.6200000000000004e-07
1459605978280,7.84,3.6200000000000004e-07
1459605978290,7.84,0.0
1459605978300,7.84,7.240000000000001e-07
1459605978310,7.84,3.6200000000000004e-07
1459605978320,7.84,0.0
1459605978330,7.84,3.6200000000000004e-07
1459605978340,7.84,7.240000000000001e-07
1459605978350,7.84,0.0
1459605978360,7.84,7.240000000000001e-07
1459605978370,7.84,0.0
1459605978380,7.84,3.6200000000000004e-07
1459605978390,7.84,0.0
1459605978400,7.84,3.6200000000000004e-07
1459605978410,7.84,3.6200000000000004e-07
1459605978420,7.84,0.0
1459605978430,7.84,3.6200000000000004e-07
1459605978440,7.84,3.6200000000000004e-07
1459605978450,7.84,3.6200000000000004e-07
1459605978460,7.84,3.6200000000000004e-07
1459605978470,7.84,7.240000000000001e-07
1459605978480,7.84,3.6200000000000004e-07
1459605978490,7.84,0.0
1459605978500,7.84,7.240000000000001e-07
1459605978510,7.84,0.0
1459605978520,7.84,7.240000000000001e-07
1459605978530,7.84,0.0
1459605978540,7.84,7.240000000000001e-07
1459605978550,7.84,0.0
1459605978560,7.84,0.0
1459605978570,7.84,3.6200000000000004e-07
1459605978580,7.84,1.0859999999999999e-06
1459605978590,7.84,0.0
1459605978600,7.84,0.0
1459605978610,7.84,0.0
1459605978620,7.84,3.6200000000000004e-07
1459605978630,7.84,7.240000000000001e-07
1459605978640,7.84,3.6200000000000004e-07
1459605978650,7.84,3.6200000000000004e-07
1459605978660,7.84,0.0
1459605978670,7.84,7.240000000000001e-07
1459605978680,7.84,3.6200000000000004e-07
1459605978690,7.84,3.6200000000000004e-07
1459605978700,7.84,3.6200000000000004e-07
1459605978710,7.84,0.0
1459605978720,7.84,3.6200000000000004e-07
1459605978730,7.84,0.0
1459605978740,7.84,0.0
1459605978750,7.84,0.0
1459605978760,7.84,7.240000000000001e-07
1459605978770,7.84,0.0
1459605978780,7.84,0.0
1459605978790,7.84,3.6200000000000004e-07
1459605978800,7.84,3.6200000000000004e-07
1459605978810,7.84,3.6200000000000004e-07
1459605978820,7.84,3.6200000000000004e-07
1459605978830,7.84,3.6200000000000004e-07
1459605978840,7.84,3.6200000000000004e-07
1459605978850,7.84,0.0
1459605978860,7.84,0.0
1459605978870,7.84,3.6200000000000004e-07
1459605978880,7.84,3.6200000000000004e-07
1459605978890,7.84,3.6200000000000004e-07
1459605978900,7.84,3.6200000000000004e-07
1459605978910,7.84,3.6200000000000004e-07
1459605978920,7.84,0.0
1459605978930,7.84,3.6200000000000004e-07
1459605978940,7.84,0.0
1459605978950,7.84,0.0
1459605978960,7.84,7.240000000000001e-07
1459605978970,7.84,3.6200000000000004e-07
1459605978980,7.84,3.6200000000000004e-07
1459605978990,7.84,0.0
1459605979000,7.84,3.6200000000000004e-07
1459605979010,7.84,0.0
1459605979020,7.84,3.6200000000000004e-07
1459605979030,7.84,7.240000000000001e-07
1459605979040,7.84,0.0
1459605979050,7.84,3.6200000000000004e-07
1459605979060,7.84,3.6200000000000004e-07
1459605979070,7.84,3.6200000000000004e-07
1459605979080,7.84,0.0
1459605979090,7.84,3.6200000000000004e-07
1459605979100,7.84,3.6200000000000004e-07
1459605979110,7.84,3.6200000000000004e-07
1459605979120,7.84,0.0
1459605979130,7.84,3.6200000000000004e-07
1459605979140,7.84,3.6200000000000004e-07
1459605979150,7.84,0.0
1459605979160,7.84,7.240000000000001e-07
1459605979170,7.84,0.0
1459605979180,7.84,7.240000000000001e-07
1459605979190,7.84,3.6200000000000004e-07
1459605979200,7.84,3.6200000000000004e-07
1459605979210,7.84,3.6200000000000004e-07
1459605979220,7.84,0.0
1459605979230,7.84,3.6200000000000004e-07
1459605979240,7.84,0.0
1459605979250,7.84,0.0
1459605979260,7.84,0.0
1459605979270,7.84,0.0
1459605979280,7.84,0.0
1459605979290,7.84,3.6200000000000004e-07
1459605979300,7.84,7.240000000000001e-07
1459605979310,7.84,3.6200000000000004e-07
1459605979320,7.84,7.240000000000001e-07
1459605979330,7.84,7.240000000000001e-07
1459605979340,7.84,3.6200000000000004e-07
1459605979350,7.84,0.0
1459605979360,7.84,3.6200000000000004e-07
1459605979370,7.84,0.0
1459605979380,7.84,3.6200000000000004e-07
1459605979390,7.84,0.0
1459605979400,7.84,7.240000000000001e-07
1459605979410,7.84,0.0
1459605979420,7.84,3.6200000000000004e-07
1459605979430,7.84,0.0
1459605979440,7.84,3.6200000000000004e-07
1459605979450,7.84,3.6200000000000004e-07
1459605979460,7.84,3.6200000000000004e-07
1459605979470,7.84,3.6200000000000004e-07
1459605979480,7.84,7.240000000000001e-07
1459605979490,7.84,3.6200000000000004e-07
1459605979500,7.84,7.240000000000001e-07
1459605979510,7.84,0.0
1459605979520,7.84,3.6200000000000004e-07
1459605979530,7.84,7.240000000000001e-07
1459605979540,7.84,3.6200000000000004e-07
1459605979550,7.84,7.240000000000001e-07
1459605979560,7.84,7.240000000000001e-07
1459605979570,7.84,0.0
1459605979580,7.84,3.6200000000000004e-07
1459605979590,7.84,0.0
1459605979600,7.84,7.240000000000001e-07
1459605979610,7.84,3.6200000000000004e-07
1459605979620,7.84,3.6200000000000004e-07
1459605979630,7.84,0.0
1459605979640,7.84,7.240000000000001e-07
1459605979650,7.84,3.6200000000000004e-07
1459605979660,7.84,0.0
1459605979670,7.84,7.240000000000001e-07
1459605979680,7.84,3.6200000000000004e-07
1459605979690,7.84,3.6200000000000004e-07
1459605979700,7.84,3.6200000000000004e-07
1459605979710,7.84,3.6200000000000004e-07
1459605979720,7.84,0.0
1459605979730,7.84,3.6200000000000004e-07
1459605979740,7.84,3.6200000000000004e-07
1459605979750,7.84,7.240000000000001e-07
1459605979760,7.84,0.0
1459605979770,7.84,0.0
1459605979780,7.84,3.6200000000000004e-07
1459605979790,7.84,3.6200000000000004e-07
1459605979800,7.84,0.0
1459605979810,7.84,7.240000000000001e-07
1459605979820,7.84,3.6200000000000004e-07
1459605979830,7.84,0.0
1459605979840,7.84,3.6200000000000004e-07
1459605979850,7.84,3.6200000000000004e-07
1459605979860,7.84,7.240000000000001e-07
1459605979870,7.84,0.0
1459605979880,7.84,0.0
1459605979890,7.84,7.240000000000001e-07
1459605979900,7.84,0.0
1459605979910,7.84,3.6200000000000004e-07
1459605979920,7.84,3.6200000000000004e-07
1459605979930,7.84,3.6200000000000004e-07
1459605979940,7.84,3.6200000000000004e-07
1459605979950,7.84,3.6200000000000004e-07
1459605979960,7.84,0.0
1459605979970,7.84,3.6200000000000004e-07
1459605979980,7.84,3.6200000000000004e-07
1459605979990,7.84,3.6200000000000004e-07
1459605980000,7.84,3.6200000000000004e-07
1459605980010,7.84,3.6200000000000004e-07
1459605980020,7.84,7.240000000000001e-07
1459605980030,7.84,0.0
1459605980040,7.84,7.240000000000001e-07
1459605980050,7.84,0.0
1459605980060,7.84,3.6200000000000004e-07
1459605980070,7.84,0.0
1459605980080,7.84,7.240000000000001e-07
1459605980090,7.84,0.0
1459605980100,7.84,3.6200000000000004e-07
1459605980110,7.84,3.6200000000000004e-07
1459605980120,7.84,7.240000000000001e-07
1459605980130,7.84,0.0
1459605980140,7.84,3.6200000000000004e-07
1459605980150,7.84,3.6200000000000004e-07
1459605980160,7.84,3.6200000000000004e-07
1459605980170,7.84,1.0859999999999999e-06
1459605980180,7.84,3.6200000000000004e-07
1459605980190,7.84,3.6200000000000004e-07
1459605980200,7.84,0.0
1459605980210,7.84,3.6200000000000004e-07
1459605980220,7.84,7.240000000000001e-07
1459605980230,7.84,3.6200000000000004e-07
1459605980240,7.84,3.6200000000000004e-07
1459605980250,7.84,3.6200000000000004e-07
1459605980260,7.84,0.0
1459605980270,7.84,0.0
1459605980280,7.84,7.240000000000001e-07
1459605980290,7.84,3.6200000000000004e-07
1459605980300,7.84,7.240000000000001e-07
1459605980310,7.84,3.6200000000000004e-07
1459605980320,7.84,0.0
1459605980330,7.84,7.240000000000001e-07
1459605980340,7.84,3.6200000000000004e-07
1459605980350,7.84,7.240000000000001e-07
1459605980360,7.84,3.6200000000000004e-07
1459605980370,7.84,0.0
1459605980380,7.84,7.240000000000001e-07
1459605980390,7.84,0.0
1459605980400,7.84,1.0859999999999999e-06
1459605980410,7.84,0.0
1459605980420,7.84,0.0
1459605980430,7.84,7.240000000000001e-07
1459605980440,7.84,7.240000000000001e-07
1459605980450,7.84,3.6200000000000004e-07
1459605980460,7.84,1.0859999999999999e-06
1459605980470,7.84,0.0
1459605980480,7.84,7.240000000000001e-07
1459605980490,7.84,3.6200000000000004e-07
1459605980500,7.84,3.6200000000000004e-07
1459605980510,7.84,7.240000000000001e-07
1459605980520,7.84,0.0
1459605980530,7.84,3.6200000000000004e-07
1459605980540,7.84,3.6200000000000004e-07
1459605980550,7.84,3.6200000000000004e-07
1459605980560,7.84,7.240000000000001e-07
1459605980570,7.84,0.0
1459605980580,7.84,3.6200000000000004e-07
1459605980590,7.84,7.240000000000001e-07
1459605980600,7.84,0.0
1459605980610,7.84,3.6200000000000004e-07
1459605980620,7.84,7.240000000000001e-07
1459605980630,7.84,0.0
1459605980640,7.84,3.6200000000000004e-07
1459605980650,7.84,0.0
1459605980660,7.84,7.240000000000001e-07
1459605980670,7.84,3.6200000000000004e-07
1459605980680,7.84,3.6200000000000004e-07
1459605980690,7.84,3.6200000000000004e-07
1459605980700,7.84,3.6200000000000004e-07
1459605980710,7.84,0.0
1459605980720,7.84,0.0
1459605980730,7.84,3.6200000000000004e-07
1459605980740,7.84,0.0
1459605980750,7.84,3.6200000000000004e-07
1459605980760,7.84,3.6200000000000004e-07
1459605980770,7.84,7.240000000000001e-07
1459605980780,7.84,3.6200000000000004e-07
1459605980790,7.84,0.0
1459605980800,7.84,3.6200000000000004e-07
1459605980810,7.84,0.0
1459605980820,7.84,7.240000000000001e-07
1459605980830,7.84,0.0
1459605980840,7.84,3.6200000000000004e-07
1459605980850,7.84,0.0
1459605980860,7.84,3.6200000000000004e-07
1459605980870,7.84,0.0
1459605980880,7.84,7.240000000000001e-07
1459605980890,7.84,3.6200000000000004e-07
1459605980900,7.84,3.6200000000000004e-07
1459605980910,7.84,0.0
1459605980920,7.84,3.6200000000000004e-07
1459605980930,7.84,0.0
1459605980940,7.84,0.0
1459605980950,7.84,3.6200000000000004e-07
1459605980960,7.84,0.0
1459605980970,7.84,0.0
1459605980980,7.84,3.6200000000000004e-07
1459605980990,7.84,7.240000000000001e-07
1459605981000,7.84,0.0
1459605981010,7.84,0.0
1459605981020,7.84,7.240000000000001e-07
1459605981030,7.84,0.0
1459605981040,7.84,3.6200000000000004e-07
1459605981050,7.84,0.0
1459605981060,7.84,7.240000000000001e-07
1459605981070,7.84,0.0
1459605981080,7.84,7.240000000000001e-07
1459605981090,7.84,0.0
1459605981100,7.84,3.6200000000000004e-07
1459605981110,7.84,3.6200000000000004e-07
1459605981120,7.84,0.0
1459605981130,7.84,3.6200000000000004e-07
1459605981140,7.84,3.6200000000000004e-07
1459605981150,7.84,3.6200000000000004e-07
1459605981160,7.84,0.0
1459605981170,7.84,3.6200000000000004e-07
1459605981180,7.84,3.6200000000000004e-07
1459605981190,7.84,3.6200000000000004e-07
1459605981200,7.84,3.6200000000000004e-07
1459605981210,7.84,3.6200000000000004e-07
1459605981220,7.84,7.240000000000001e-07
1459605981230,7.84,0.0
1459605981240,7.84,3.6200000000000004e-07
1459605981250,7.84,3.6200000000000004e-07
1459605981260,7.84,7.240000000000001e-07
1459605981270,7.84,3.6200000000000004e-07
1459605981280,7.84,3.6200000000000004e-07
1459605981290,7.84,3.6200000000000004e-07
1459605981300,7.84,3.6200000000000004e-07
1459605981310,7.84,0.0
1459605981320,7.84,7.240000000000001e-07
1459605981330,7.84,0.0
1459605981340,7.84,3.6200000000000004e-07
1459605981350,7.84,0.0
1459605981360,7.84,3.6200000000000004e-07
1459605981370,7.84,0.0
1459605981380,7.84,1.0859999999999999e-06
1459605981390,7.84,0.0
1459605981400,7.84,3.6200000000000004e-07
1459605981410,7.84,3.6200000000000004e-07
1459605981420,7.84,7.240000000000001e-07
1459605981430,7.84,0.0
1459605981440,7.84,7.240000000000001e-07
1459605981450,7.84,0.0
1459605981460,7.84,3.6200000000000004e-07
1459605981470,7.84,3.6200000000000004e-07
1459605981480,7.84,0.0
1459605981490,7.84,7.240000000000001e-07
1459605981500,7.84,0.0
1459605981510,7.84,7.240000000000001e-07
1459605981520,7.84,3.6200000000000004e-07
1459605981530,7.84,0.0
1459605981540,7.84,0.0
1459605981550,7.84,3.6200000000000004e-07
1459605981560,7.84,7.240000000000001e-07
1459605981570,7.84,3.6200000000000004e-07
1459605981580,7.84,3.6200000000000004e-07
1459605981590,7.84,7.240000000000001e-07
1459605981600,7.84,3.6200000000000004e-07
1459605981610,7.84,0.0
1459605981620,7.84,0.0
1459605981630,7.84,0.0
1459605981640,7.84,3.6200000000000004e-07
1459605981650,7.84,0.0
1459605981660,7.84,3.6200000000000004e-07
1459605981670,7.84,3.6200000000000004e-07
1459605981680,7.84,3.6200000000000004e-07
1459605981690,7.84,0.0
1459605981700,7.84,1.0859999999999999e-06
1459605981710,7.84,0.0
1459605981720,7.84,7.240000000000001e-07
1459605981730,7.84,0.0
1459605981740,7.84,1.0859999999999999e-06
1459605981750,7.84,3.6200000000000004e-07
1459605981760,7.84,0.0
1459605981770,7.84,3.6200000000000004e-07
1459605981780,7.84,0.0
1459605981790,7.84,0.0
1459605981800,7.84,7.240000000000001e-07
1459605981810,7.84,3.6200000000000004e-07
1459605981820,7.84,3.6200000000000004e-07
1459605981830,7.84,0.0
1459605981840,7.84,3.6200000000000004e-07
1459605981850,7.84,0.0
1459605981860,7.84,7.240000000000001e-07
1459605981870,7.84,3.6200000000000004e-07
1459605981880,7.84,3.6200000000000004e-07
1459605981890,7.84,0.0
1459605981900,7.84,7.240000000000001e-07
1459605981910,7.84,0.0
1459605981920,7.84,7.240000000000001e-07
1459605981930,7.84,0.0
1459605981940,7.84,3.6200000000000004e-07
1459605981950,7.84,0.0
1459605981960,7.84,1.0859999999999999e-06
1459605981970,7.84,0.0
1459605981980,7.84,3.6200000000000004e-07
1459605981990,7.84,3.6200000000000004e-07
1459605982000,7.84,3.6200000000000004e-07
1459605982010,7.84,0.0
1459605982020,7.84,7.240000000000001e-07
1459605982030,7.84,3.6200000000000004e-07
1459605982040,7.84,0.0
1459605982050,7.84,7.240000000000001e-07
1459605982060,7.84,3.6200000000000004e-07
1459605982070,7.84,3.6200000000000004e-07
1459605982080,7.84,0.0
1459605982090,7.84,0.0
1459605982100,7.84,1.0859999999999999e-06
1459605982110,7.84,0.0
1459605982120,7.84,1.0859999999999999e-06
1459605982130,7.84,0.0
1459605982140,7.84,7.240000000000001e-07
1459605982150,7.84,0.0
1459605982160,7.84,3.6200000000000004e-07
1459605982170,7.84,3.6200000000000004e-07
1459605982180,7.84,0.0
1459605982190,7.84,3.6200000000000004e-07
1459605982200,7.84,0.0
1459605982210,7.84,3.6200000000000004e-07
1459605982220,7.84,3.6200000000000004e-07
1459605982230,7.84,3.6200000000000004e-07
1459605982240,7.84,7.240000000000001e-07
1459605982250,7.84,3.6200000000000004e-07
1459605982260,7.84,3.6200000000000004e-07
1459605982270,7.84,3.6200000000000004e-07
1459605982280,7.84,0.0
1459605982290,7.84,7.240000000000001e-07
1459605982300,7.84,0.0
1459605982310,7.84,0.0
1459605982320,7.84,3.6200000000000004e-07
1459605982330,7.84,3.6200000000000004e-07
1459605982340,7.84,7.240000000000001e-07
1459605982350,7.84,0.0
1459605982360,7.84,7.240000000000001e-07
1459605982370,7.84,0.0
1459605982380,7.84,3.6200000000000004e-07
1459605982390,7.84,3.6200000000000004e-07
1459605982400,7.84,3.6200000000000004e-07
1459605982410,7.84,3.6200000000000004e-07
1459605982420,7.84,7.240000000000001e-07
1459605982430,7.84,3.6200000000000004e-07
1459605982440,7.84,3.6200000000000004e-07
1459605982450,7.84,0.0
1459605982460,7.84,3.6200000000000004e-07
1459605982470,7.84,3.6200000000000004e-07
1459605982480,7.84,7.240000000000001e-07
1459605982490,7.84,3.6200000000000004e-07
1459605982500,7.84,0.0
1459605982510,7.84,0.0
1459605982520,7.84,3.6200000000000004e-07
1459605982530,7.84,3.6200000000000004e-07
1459605982540,7.84,0.0
1459605982550,7.84,0.0
1459605982560,7.84,1.4480000000000002e-06
1459605982570,7.84,0.0
1459605982580,7.84,3.6200000000000004e-07
1459605982590,7.84,0.0
1459605982600,7.84,3.6200000000000004e-07
1459605982610,7.84,0.0
1459605982620,7.84,3.6200000000000004e-07
1459605982630,7.84,7.240000000000001e-07
1459605982640,7.84,0.0
1459605982650,7.84,0.0
1459605982660,7.84,3.6200000000000004e-07
1459605982670,7.84,7.240000000000001e-07
1459605982680,7.84,3.6200000000000004e-07
1459605982690,7.84,3.6200000000000004e-07
1459605982700,7.84,3.6200000000000004e-07
1459605982710,7.84,0.0
1459605982720,7.84,3.6200000000000004e-07
1459605982730,7.84,3.6200000000000004e-07
1459605982740,7.84,3.6200000000000004e-07
1459605982750,7.84,3.6200000000000004e-07
1459605982760,7.84,7.240000000000001e-07
1459605982770,7.84,7.240000000000001e-07
1459605982780,7.84,7.240000000000001e-07
1459605982790,7.84,3.6200000000000004e-07
1459605982800,7.84,0.0
1459605982810,7.84,3.6200000000000004e-07
1459605982820,7.84,0.0
1459605982830,7.84,3.6200000000000004e-07
1459605982840,7.84,3.6200000000000004e-07
1459605982850,7.84,3.6200000000000004e-07
1459605982860,7.84,0.0
1459605982870,7.84,3.6200000000000004e-07
1459605982880,7.84,0.0
1459605982890,7.84,7.240000000000001e-07
1459605982900,7.84,0.0
1459605982910,7.84,3.6200000000000004e-07
1459605982920,7.84,0.0
1459605982930,7.84,3.6200000000000004e-07
1459605982940,7.84,0.0
1459605982950,7.84,3.6200000000000004e-07
1459605982960,7.84,3.6200000000000004e-07
1459605982970,7.84,0.0
1459605982980,7.84,7.240000000000001e-07
1459605982990,7.84,0.0
1459605983000,7.84,7.240000000000001e-07
1459605983010,7.84,0.0
1459605983020,7.84,3.6200000000000004e-07
1459605983030,7.84,0.0
1459605983040,7.84,7.240000000000001e-07
1459605983050,7.84,3.6200000000000004e-07
1459605983060,7.84,7.240000000000001e-07
1459605983070,7.84,0.0
1459605983080,7.84,3.6200000000000004e-07
1459605983090,7.84,3.6200000000000004e-07
1459605983100,7.84,0.0
1459605983110,7.84,3.6200000000000004e-07
1459605983120,7.84,0.0
1459605983130,7.84,3.6200000000000004e-07
1459605983140,7.84,7.240000000000001e-07
1459605983150,7.84,0.0
1459605983160,7.84,7.240000000000001e-07
1459605983170,7.84,3.6200000000000004e-07
1459605983180,7.84,7.240000000000001e-07
1459605983190,7.84,0.0
1459605983200,7.84,0.0
1459605983210,7.84,0.0
1459605983220,7.84,7.240000000000001e-07
1459605983230,7.84,3.6200000000000004e-07
1459605983240,7.84,3.6200000000000004e-07
1459605983250,7.84,3.6200000000000004e-07
1459605983260,7.84,0.0
1459605983270,7.84,0.0
1459605983280,7.84,3.6200000000000004e-07
1459605983290,7.84,3.6200000000000004e-07
1459605983300,7.84,3.6200000000000004e-07
1459605983310,7.84,7.240000000000001e-07
1459605983320,7.84,3.6200000000000004e-07
1459605983330,7.84,7.240000000000001e-07
1459605983340,7.84,3.6200000000000004e-07
1459605983350,7.84,0.0
1459605983360,7.84,3.6200000000000004e-07
1459605983370,7.84,0.0
1459605983380,7.84,3.6200000000000004e-07
1459605983390,7.84,0.0
1459605983400,7.84,7.240000000000001e-07
1459605983410,7.84,0.0
1459605983420,7.84,3.6200000000000004e-07
1459605983430,7.84,0.0
1459605983440,7.84,0.0
1459605983450,7.84,7.240000000000001e-07
1459605983460,7.84,7.240000000000001e-07
1459605983470,7.84,0.0
1459605983480,7.84,3.6200000000000004e-07
1459605983490,7.84,3.6200000000000004e-07
1459605983500,7.84,3.6200000000000004e-07
1459605983510,7.84,3.6200000000000004e-07
1459605983520,7.84,0.0
1459605983530,7.84,3.6200000000000004e-07
1459605983540,7.84,7.240000000000001e-07
1459605983550,7.84,0.0
1459605983560,7.84,0.0
1459605983570,7.84,7.240000000000001e-07
1459605983580,7.84,7.240000000000001e-07
1459605983590,7.84,3.6200000000000004e-07
1459605983600,7.84,0.0
1459605983610,7.84,3.6200000000000004e-07
1459605983620,7.84,7.240000000000001e-07
1459605983630,7.84,3.6200000000000004e-07
1459605983640,7.84,7.240000000000001e-07
1459605983650,7.84,0.0
1459605983660,7.84,3.6200000000000004e-07
1459605983670,7.84,0.0
1459605983680,7.84,0.0
1459605983690,7.84,3.6200000000000004e-07
1459605983700,7.84,3.6200000000000004e-07
1459605983710,7.84,3.6200000000000004e-07
1459605983720,7.84,3.6200000000000004e-07
1459605983730,7.84,3.6200000000000004e-07
1459605983740,7.84,3.6200000000000004e-07
1459605983750,7.84,3.6200000000000004e-07
1459605983760,7.84,7.240000000000001e-07
1459605983770,7.84,3.6200000000000004e-07
1459605983780,7.84,7.240000000000001e-07
1459605983790,7.84,0.0
1459605983800,7.84,3.6200000000000004e-07
1459605983810,7.84,0.0
1459605983820,7.84,7.240000000000001e-07
1459605983830,7.84,3.6200000000000004e-07
1459605983840,7.84,7.240000000000001e-07
1459605983850,7.84,0.0
1459605983860,7.84,7.240000000000001e-07
1459605983870,7.84,0.0
1459605983880,7.84,0.0
1459605983890,7.84,0.0
1459605983900,7.84,7.240000000000001e-07
1459605983910,7.84,0.0
1459605983920,7.84,3.6200000000000004e-07
1459605983930,7.84,0.0
1459605983940,7.84,7.240000000000001e-07
1459605983950,7.84,0.0
1459605983960,7.84,0.0
1459605983970,7.84,0.0
1459605983980,7.84,7.240000000000001e-07
1459605983990,7.84,0.0
1459605984000,7.84,7.240000000000001e-07
1459605984010,7.84,0.0
1459605984020,7.84,3.6200000000000004e-07
1459605984030,7.84,3.6200000000000004e-07
1459605984040,7.84,3.6200000000000004e-07
1459605984050,7.84,3.6200000000000004e-07
1459605984060,7.84,7.240000000000001e-07
1459605984070,7.84,0.0
1459605984080,7.84,1.0859999999999999e-06
1459605984090,7.84,0.0
1459605984100,7.84,3.6200000000000004e-07
1459605984110,7.84,3.6200000000000004e-07
1459605984120,7.84,3.6200000000000004e-07
1459605984130,7.84,0.0
1459605984140,7.84,3.6200000000000004e-07
1459605984150,7.84,3.6200000000000004e-07
1459605984160,7.84,0.0
1459605984170,7.84,0.0
1459605984180,7.84,7.240000000000001e-07
1459605984190,7.84,3.6200000000000004e-07
1459605984200,7.84,3.6200000000000004e-07
1459605984210,7.84,1.0859999999999999e-06
1459605984220,7.84,3.6200000000000004e-07
1459605984230,7.84,3.6200000000000004e-07
1459605984240,7.84,3.6200000000000004e-07
1459605984250,7.84,0.0
1459605984260,7.84,3.6200000000000004e-07
1459605984270,7.84,7.240000000000001e-07
1459605984280,7.84,3.6200000000000004e-07
1459605984290,7.84,0.0
1459605984300,7.84,3.6200000000000004e-07
1459605984310,7.84,3.6200000000000004e-07
