Timestamp,position,BLMTI.04R7.B2I10_TCSG.D4R7.B2
1459606840410,8.83,1.4480000000000002e-06
1459606840420,8.83,0.0
1459606840430,8.83,1.0859999999999999e-06
1459606840440,8.83,0.0
1459606840450,8.83,1.0859999999999999e-06
1459606840460,8.83,0.0
1459606840470,8.83,3.6200000000000004e-07
1459606840480,8.83,1.0859999999999999e-06
1459606840490,8.83,0.0
1459606840500,8.83,1.4480000000000002e-06
1459606840510,8.83,0.0
1459606840520,8.83,3.6200000000000004e-07
1459606840530,8.83,3.6200000000000004e-07
1459606840540,8.83,1.0859999999999999e-06
1459606840550,8.83,3.6200000000000004e-07
1459606840560,8.83,3.6200000000000004e-07
1459606840570,8.83,3.6200000000000004e-07
1459606840580,8.83,1.81e-06
1459606840590,8.83,1.4480000000000002e-06
1459606840600,8.83,1.0859999999999999e-06
1459606840610,8.83,0.0
1459606840620,8.83,0.0
1459606840630,8.83,7.240000000000001e-07
1459606840640,8.83,1.0859999999999999e-06
1459606840650,8.83,1.4480000000000002e-06
1459606840660,8.83,7.240000000000001e-07
1459606840670,8.83,0.0
1459606840680,8.83,1.0859999999999999e-06
1459606840690,8.83,0.0
1459606840700,8.83,7.240000000000001e-07
1459606840710,8.83,2.8960000000000003e-06
1459606840720,8.83,0.0
1459606840730,8.83,0.0
1459606840740,8.83,0.0
1459606840750,8.83,7.240000000000001e-07
1459606840760,8.83,3.6200000000000004e-07
1459606840770,8.83,7.240000000000001e-07
1459606840780,8.83,7.240000000000001e-07
1459606840790,8.83,1.81e-06
1459606840800,8.83,0.0
1459606840810,8.83,0.0
1459606840820,8.83,0.0
1459606840830,8.83,1.4480000000000002e-06
1459606840840,8.83,3.6200000000000004e-07
1459606840850,8.83,1.4480000000000002e-06
1459606840860,8.83,0.0
1459606840870,8.83,3.6200000000000004e-07
1459606840880,8.83,1.0859999999999999e-06
1459606840890,8.83,7.240000000000001e-07
1459606840900,8.83,1.0859999999999999e-06
1459606840910,8.83,7.240000000000001e-07
1459606840920,8.83,0.0
1459606840930,8.83,7.240000000000001e-07
1459606840940,8.83,0.0
1459606840950,8.83,7.240000000000001e-07
1459606840960,8.83,7.240000000000001e-07
1459606840970,8.83,3.6200000000000004e-07
1459606840980,8.83,1.4480000000000002e-06
1459606840990,8.83,7.240000000000001e-07
1459606841000,8.83,3.6200000000000004e-07
1459606841010,8.83,3.6200000000000004e-07
1459606841020,8.83,7.240000000000001e-07
1459606841030,8.83,3.6200000000000004e-07
1459606841040,8.83,1.0859999999999999e-06
1459606841050,8.83,0.0
1459606841060,8.83,2.5340000000000002e-06
1459606841070,8.83,1.4480000000000002e-06
1459606841080,8.83,1.4480000000000002e-06
1459606841090,8.83,0.0
1459606841100,8.83,0.0
1459606841110,8.83,1.0859999999999999e-06
1459606841120,8.83,0.0
1459606841130,8.83,0.0
1459606841140,8.83,3.6200000000000004e-07
1459606841150,8.83,1.0859999999999999e-06
1459606841160,8.83,1.0859999999999999e-06
1459606841170,8.83,3.6200000000000004e-07
1459606841180,8.83,1.0859999999999999e-06
1459606841190,8.83,7.240000000000001e-07
1459606841200,8.83,1.4480000000000002e-06
1459606841210,8.83,2.5340000000000002e-06
1459606841220,8.83,7.240000000000001e-07
1459606841230,8.83,7.240000000000001e-07
1459606841240,8.83,1.4480000000000002e-06
1459606841250,8.83,0.0
1459606841260,8.83,1.81e-06
1459606841270,8.83,0.0
1459606841280,8.83,3.6200000000000004e-07
1459606841290,8.83,1.4480000000000002e-06
1459606841300,8.83,0.0
1459606841310,8.83,3.6200000000000004e-07
1459606841320,8.83,7.240000000000001e-07
1459606841330,8.83,1.0859999999999999e-06
1459606841340,8.83,3.6200000000000004e-07
1459606841350,8.83,2.8960000000000003e-06
1459606841360,8.83,0.0
1459606841370,8.83,0.0
1459606841380,8.83,0.0
1459606841390,8.83,1.0859999999999999e-06
1459606841400,8.83,1.0859999999999999e-06
1459606841410,8.83,1.4480000000000002e-06
1459606841420,8.83,3.6200000000000004e-07
1459606841430,8.83,0.0
1459606841440,8.83,7.240000000000001e-07
1459606841450,8.83,1.4480000000000002e-06
1459606841460,8.83,0.0
1459606841470,8.83,1.0859999999999999e-06
1459606841480,8.83,7.240000000000001e-07
1459606841490,8.83,3.6200000000000004e-07
1459606841500,8.83,2.1719999999999997e-06
1459606841510,8.83,0.0
1459606841520,8.83,0.0
1459606841530,8.83,3.6200000000000004e-07
1459606841540,8.83,1.0859999999999999e-06
1459606841550,8.83,3.6200000000000004e-07
1459606841560,8.83,2.1719999999999997e-06
1459606841570,8.83,0.0
1459606841580,8.83,0.0
1459606841590,8.83,2.1719999999999997e-06
1459606841600,8.83,7.240000000000001e-07
1459606841610,8.83,3.6200000000000004e-07
1459606841620,8.83,1.4480000000000002e-06
1459606841630,8.83,7.240000000000001e-07
1459606841640,8.83,0.0
1459606841650,8.83,1.0859999999999999e-06
1459606841660,8.83,1.81e-06
1459606841670,8.83,0.0
1459606841680,8.83,1.4480000000000002e-06
1459606841690,8.83,0.0
1459606841700,8.83,7.240000000000001e-07
1459606841710,8.83,0.0
1459606841720,8.83,7.240000000000001e-07
1459606841730,8.83,3.6200000000000004e-07
1459606841740,8.83,3.6200000000000004e-07
1459606841750,8.83,7.240000000000001e-07
1459606841760,8.83,0.0
1459606841770,8.83,0.0
1459606841780,8.83,1.81e-06
1459606841790,8.83,0.0
1459606841800,8.83,7.240000000000001e-07
1459606841810,8.83,2.1719999999999997e-06
1459606841820,8.83,3.6200000000000004e-07
1459606841830,8.83,3.6200000000000004e-07
1459606841840,8.83,2.1719999999999997e-06
1459606841850,8.83,1.0859999999999999e-06
1459606841860,8.83,3.6200000000000004e-07
1459606841870,8.83,7.240000000000001e-07
1459606841880,8.83,1.4480000000000002e-06
1459606841890,8.83,1.4480000000000002e-06
1459606841900,8.83,7.240000000000001e-07
1459606841910,8.83,1.0859999999999999e-06
1459606841920,8.83,3.6200000000000004e-07
1459606841930,8.83,3.6200000000000004e-07
1459606841940,8.83,3.6200000000000004e-07
1459606841950,8.83,7.240000000000001e-07
1459606841960,8.83,7.240000000000001e-07
1459606841970,8.83,0.0
1459606841980,8.83,1.0859999999999999e-06
1459606841990,8.83,7.240000000000001e-07
1459606842000,8.83,0.0
1459606842010,8.83,0.0
1459606842020,8.83,1.81e-06
1459606842030,8.83,1.0859999999999999e-06
1459606842040,8.83,0.0
1459606842050,8.83,0.0
1459606842060,8.83,1.4480000000000002e-06
1459606842070,8.83,3.6200000000000004e-07
1459606842080,8.83,1.0859999999999999e-06
1459606842090,8.83,0.0
1459606842100,8.83,3.6200000000000004e-07
1459606842110,8.83,1.4480000000000002e-06
1459606842120,8.83,0.0
1459606842130,8.83,0.0
1459606842140,8.83,1.4480000000000002e-06
1459606842150,8.83,1.4480000000000002e-06
1459606842160,8.83,3.6200000000000004e-07
1459606842170,8.83,1.4480000000000002e-06
1459606842180,8.83,1.4480000000000002e-06
1459606842190,8.83,7.240000000000001e-07
1459606842200,8.83,0.0
1459606842210,8.83,0.0
1459606842220,8.83,2.5340000000000002e-06
1459606842230,8.83,0.0
1459606842240,8.83,3.6200000000000004e-07
1459606842250,8.83,0.0
1459606842260,8.83,0.0
1459606842270,8.83,7.240000000000001e-07
1459606842280,8.83,0.0
1459606842290,8.83,1.4480000000000002e-06
1459606842300,8.83,0.0
1459606842310,8.83,0.0
1459606842320,8.83,1.0859999999999999e-06
1459606842330,8.83,2.8960000000000003e-06
1459606842340,8.83,0.0
1459606842350,8.83,0.0
1459606842360,8.83,3.6200000000000004e-07
1459606842370,8.83,1.4480000000000002e-06
1459606842380,8.83,2.8960000000000003e-06
1459606842390,8.83,0.0
1459606842400,8.83,0.0
1459606842410,8.83,0.0
1459606842420,8.83,0.0
1459606842430,8.83,7.240000000000001e-07
1459606842440,8.83,1.81e-06
1459606842450,8.83,0.0
1459606842460,8.83,1.4480000000000002e-06
1459606842470,8.83,3.6200000000000004e-07
1459606842480,8.83,2.8960000000000003e-06
1459606842490,8.83,0.0
1459606842500,8.83,0.0
1459606842510,8.83,0.0
1459606842520,8.83,0.0
1459606842530,8.83,3.6200000000000004e-07
1459606842540,8.83,2.1719999999999997e-06
1459606842550,8.83,3.6200000000000004e-07
1459606842560,8.83,3.6200000000000004e-07
1459606842570,8.83,0.0
1459606842580,8.83,1.0859999999999999e-06
1459606842590,8.83,1.0859999999999999e-06
1459606842600,8.83,7.240000000000001e-07
1459606842610,8.83,2.1719999999999997e-06
1459606842620,8.83,1.81e-06
1459606842630,8.83,0.0
1459606842640,8.83,0.0
1459606842650,8.83,0.0
1459606842660,8.83,0.0
1459606842670,8.83,7.240000000000001e-07
1459606842680,8.83,3.6200000000000004e-07
1459606842690,8.83,0.0
1459606842700,8.83,1.4480000000000002e-06
1459606842710,8.83,3.6200000000000004e-07
1459606842720,8.83,7.240000000000001e-07
1459606842730,8.83,7.240000000000001e-07
1459606842740,8.83,1.0859999999999999e-06
1459606842750,8.83,1.0859999999999999e-06
1459606842760,8.83,7.240000000000001e-07
1459606842770,8.83,3.6200000000000004e-07
1459606842780,8.83,0.0
1459606842790,8.83,1.0859999999999999e-06
1459606842800,8.83,7.240000000000001e-07
1459606842810,8.83,3.6200000000000004e-07
1459606842820,8.83,1.0859999999999999e-06
1459606842830,8.83,3.6200000000000004e-07
1459606842840,8.83,1.0859999999999999e-06
1459606842850,8.83,7.240000000000001e-07
1459606842860,8.83,1.4480000000000002e-06
1459606842870,8.83,0.0
1459606842880,8.83,1.0859999999999999e-06
1459606842890,8.83,0.0
1459606842900,8.83,7.240000000000001e-07
1459606842910,8.83,7.240000000000001e-07
1459606842920,8.83,1.0859999999999999e-06
1459606842930,8.83,0.0
1459606842940,8.83,7.240000000000001e-07
1459606842950,8.83,1.4480000000000002e-06
1459606842960,8.83,0.0
1459606842970,8.83,0.0
1459606842980,8.83,7.240000000000001e-07
1459606842990,8.83,7.240000000000001e-07
1459606843000,8.83,1.0859999999999999e-06
1459606843010,8.83,0.0
1459606843020,8.83,3.6200000000000004e-07
1459606843030,8.83,1.4480000000000002e-06
1459606843040,8.83,1.0859999999999999e-06
1459606843050,8.83,1.0859999999999999e-06
1459606843060,8.83,0.0
1459606843070,8.83,3.6200000000000004e-07
1459606843080,8.83,1.0859999999999999e-06
1459606843090,8.83,0.0
1459606843100,8.83,1.81e-06
1459606843110,8.83,0.0
1459606843120,8.83,3.6200000000000004e-07
1459606843130,8.83,1.4480000000000002e-06
1459606843140,8.83,0.0
1459606843150,8.83,7.240000000000001e-07
1459606843160,8.83,1.0859999999999999e-06
1459606843170,8.83,7.240000000000001e-07
1459606843180,8.83,0.0
1459606843190,8.83,1.81e-06
1459606843200,8.83,0.0
1459606843210,8.83,0.0
1459606843220,8.83,1.4480000000000002e-06
1459606843230,8.83,3.6200000000000004e-07
1459606843240,8.83,7.240000000000001e-07
1459606843250,8.83,7.240000000000001e-07
1459606843260,8.83,7.240000000000001e-07
1459606843270,8.83,0.0
1459606843280,8.83,3.6200000000000004e-07
1459606843290,8.83,1.81e-06
1459606843300,8.83,0.0
1459606843310,8.83,1.0859999999999999e-06
1459606843320,8.83,2.5340000000000002e-06
1459606843330,8.83,0.0
1459606843340,8.83,0.0
1459606843350,8.83,0.0
1459606843360,8.83,7.240000000000001e-07
1459606843370,8.83,3.6200000000000004e-07
1459606843380,8.83,7.240000000000001e-07
1459606843390,8.83,7.240000000000001e-07
1459606843400,8.83,3.6200000000000004e-07
1459606843410,8.83,7.240000000000001e-07
1459606843420,8.83,7.240000000000001e-07
1459606843430,8.83,1.0859999999999999e-06
1459606843440,8.83,1.4480000000000002e-06
1459606843450,8.83,3.6200000000000004e-07
1459606843460,8.83,3.6200000000000004e-07
1459606843470,8.83,3.6200000000000004e-07
1459606843480,8.83,1.4480000000000002e-06
1459606843490,8.83,0.0
1459606843500,8.83,1.0859999999999999e-06
1459606843510,8.83,7.240000000000001e-07
1459606843520,8.83,1.0859999999999999e-06
1459606843530,8.83,1.4480000000000002e-06
1459606843540,8.83,1.4480000000000002e-06
1459606843550,8.83,0.0
1459606843560,8.83,3.6200000000000004e-07
1459606843570,8.83,3.6200000000000004e-07
1459606843580,8.83,1.81e-06
1459606843590,8.83,1.0859999999999999e-06
1459606843600,8.83,0.0
1459606843610,8.83,0.0
1459606843620,8.83,0.0
1459606843630,8.83,3.6200000000000004e-07
1459606843640,8.83,1.0859999999999999e-06
1459606843650,8.83,1.0859999999999999e-06
1459606843660,8.83,3.6200000000000004e-07
1459606843670,8.83,1.81e-06
1459606843680,8.83,0.0
1459606843690,8.83,0.0
1459606843700,8.83,7.240000000000001e-07
1459606843710,8.83,7.240000000000001e-07
1459606843720,8.83,7.240000000000001e-07
1459606843730,8.83,3.6200000000000004e-07
1459606843740,8.83,2.5340000000000002e-06
1459606843750,8.83,0.0
1459606843760,8.83,3.6200000000000004e-07
1459606843770,8.83,7.240000000000001e-07
1459606843780,8.83,2.5340000000000002e-06
1459606843790,8.83,0.0
1459606843800,8.83,7.240000000000001e-07
1459606843810,8.83,3.6200000000000004e-07
1459606843820,8.83,7.240000000000001e-07
1459606843830,8.83,7.240000000000001e-07
1459606843840,8.83,3.6200000000000004e-07
1459606843850,8.83,2.1719999999999997e-06
1459606843860,8.83,2.1719999999999997e-06
1459606843870,8.83,0.0
1459606843880,8.83,7.240000000000001e-07
1459606843890,8.83,2.1719999999999997e-06
1459606843900,8.83,0.0
1459606843910,8.83,0.0
1459606843920,8.83,1.81e-06
1459606843930,8.83,0.0
1459606843940,8.83,7.240000000000001e-07
1459606843950,8.83,3.6200000000000004e-07
1459606843960,8.83,7.240000000000001e-07
1459606843970,8.83,1.0859999999999999e-06
1459606843980,8.83,0.0
1459606843990,8.83,2.5340000000000002e-06
1459606844000,8.83,7.240000000000001e-07
1459606844010,8.83,1.81e-06
1459606844020,8.83,1.0859999999999999e-06
1459606844030,8.83,0.0
1459606844040,8.83,3.6200000000000004e-07
1459606844050,8.83,1.0859999999999999e-06
1459606844060,8.83,7.240000000000001e-07
1459606844070,8.83,7.240000000000001e-07
1459606844080,8.83,3.6200000000000004e-07
1459606844090,8.83,7.240000000000001e-07
1459606844100,8.83,0.0
1459606844110,8.83,0.0
1459606844120,8.83,2.1719999999999997e-06
1459606844130,8.83,7.240000000000001e-07
1459606844140,8.83,1.0859999999999999e-06
1459606844150,8.83,7.240000000000001e-07
1459606844160,8.83,1.81e-06
1459606844170,8.83,0.0
1459606844180,8.83,7.240000000000001e-07
1459606844190,8.83,7.240000000000001e-07
1459606844200,8.83,1.0859999999999999e-06
1459606844210,8.83,0.0
1459606844220,8.83,7.240000000000001e-07
1459606844230,8.83,3.6200000000000004e-07
1459606844240,8.83,1.81e-06
1459606844250,8.83,3.6200000000000004e-07
1459606844260,8.83,7.240000000000001e-07
1459606844270,8.83,0.0
1459606844280,8.83,7.240000000000001e-07
1459606844290,8.83,3.258e-06
1459606844300,8.83,3.6200000000000004e-07
1459606844310,8.83,0.0
1459606844320,8.83,7.240000000000001e-07
1459606844330,8.83,7.240000000000001e-07
1459606844340,8.83,7.240000000000001e-07
1459606844350,8.83,0.0
1459606844360,8.83,1.0859999999999999e-06
1459606844370,8.83,3.6200000000000004e-07
1459606844380,8.83,1.0859999999999999e-06
1459606844390,8.83,0.0
1459606844400,8.83,1.81e-06
1459606844410,8.83,0.0
1459606844420,8.83,1.0859999999999999e-06
1459606844430,8.83,0.0
1459606844440,8.83,2.5340000000000002e-06
1459606844450,8.83,0.0
1459606844460,8.83,0.0
1459606844470,8.83,3.6200000000000004e-07
1459606844480,8.83,1.81e-06
1459606844490,8.83,0.0
1459606844500,8.83,3.6200000000000004e-07
1459606844510,8.83,0.0
1459606844520,8.83,0.0
1459606844530,8.83,0.0
1459606844540,8.83,7.240000000000001e-07
1459606844550,8.83,1.81e-06
1459606844560,8.83,1.0859999999999999e-06
1459606844570,8.83,0.0
1459606844580,8.83,0.0
1459606844590,8.83,1.0859999999999999e-06
1459606844600,8.83,0.0
1459606844610,8.83,1.4480000000000002e-06
1459606844620,8.83,3.6200000000000004e-07
1459606844630,8.83,1.0859999999999999e-06
1459606844640,8.83,7.240000000000001e-07
1459606844650,8.83,3.6200000000000004e-07
1459606844660,8.83,1.0859999999999999e-06
1459606844670,8.83,3.6200000000000004e-07
1459606844680,8.83,1.0859999999999999e-06
1459606844690,8.83,0.0
1459606844700,8.83,1.81e-06
1459606844710,8.83,1.4480000000000002e-06
1459606844720,8.83,3.6200000000000004e-07
1459606844730,8.83,3.6200000000000004e-07
1459606844740,8.83,0.0
1459606844750,8.83,3.6200000000000004e-07
1459606844760,8.83,1.0859999999999999e-06
1459606844770,8.83,7.240000000000001e-07
1459606844780,8.83,1.0859999999999999e-06
1459606844790,8.83,0.0
1459606844800,8.83,1.4480000000000002e-06
1459606844810,8.83,1.81e-06
1459606844820,8.83,0.0
1459606844830,8.83,0.0
1459606844840,8.83,3.6200000000000004e-07
1459606844850,8.83,7.240000000000001e-07
1459606844860,8.83,1.81e-06
1459606844870,8.83,3.6200000000000004e-07
1459606844880,8.83,1.4480000000000002e-06
1459606844890,8.83,0.0
1459606844900,8.83,1.0859999999999999e-06
1459606844910,8.83,0.0
1459606844920,8.83,1.4480000000000002e-06
1459606844930,8.83,7.240000000000001e-07
1459606844940,8.83,3.6200000000000004e-07
1459606844950,8.83,7.240000000000001e-07
1459606844960,8.83,3.6200000000000004e-07
1459606844970,8.83,1.0859999999999999e-06
1459606844980,8.83,0.0
1459606844990,8.83,0.0
1459606845000,8.83,7.240000000000001e-07
1459606845010,8.83,0.0
1459606845020,8.83,1.4480000000000002e-06
1459606845030,8.83,0.0
1459606845040,8.83,1.4480000000000002e-06
1459606845050,8.83,0.0
1459606845060,8.83,1.4480000000000002e-06
1459606845070,8.83,3.6200000000000004e-07
1459606845080,8.83,1.0859999999999999e-06
1459606845090,8.83,0.0
1459606845100,8.83,1.0859999999999999e-06
1459606845110,8.83,0.0
1459606845120,8.83,1.4480000000000002e-06
1459606845130,8.83,0.0
1459606845140,8.83,0.0
1459606845150,8.83,7.240000000000001e-07
1459606845160,8.83,2.1719999999999997e-06
1459606845170,8.83,3.6200000000000004e-07
1459606845180,8.83,1.0859999999999999e-06
1459606845190,8.83,0.0
1459606845200,8.83,1.4480000000000002e-06
1459606845210,8.83,0.0
1459606845220,8.83,1.0859999999999999e-06
1459606845230,8.83,1.0859999999999999e-06
1459606845240,8.83,0.0
1459606845250,8.83,1.0859999999999999e-06
1459606845260,8.83,7.240000000000001e-07
1459606845270,8.83,1.0859999999999999e-06
1459606845280,8.83,7.240000000000001e-07
1459606845290,8.83,3.6200000000000004e-07
1459606845300,8.83,1.4480000000000002e-06
1459606845310,8.83,3.6200000000000004e-07
1459606845320,8.83,7.240000000000001e-07
1459606845330,8.83,1.0859999999999999e-06
1459606845340,8.83,3.6200000000000004e-07
1459606845350,8.83,1.0859999999999999e-06
1459606845360,8.83,0.0
1459606845370,8.83,7.240000000000001e-07
1459606845380,8.83,3.6200000000000004e-07
1459606845390,8.83,1.81e-06
1459606845400,8.83,0.0
1459606845410,8.83,0.0
1459606845420,8.83,7.240000000000001e-07
1459606845430,8.83,7.240000000000001e-07
1459606845440,8.83,3.6200000000000004e-07
1459606845450,8.83,1.4480000000000002e-06
1459606845460,8.83,3.6200000000000004e-07
1459606845470,8.83,0.0
1459606845480,8.83,2.1719999999999997e-06
1459606845490,8.83,0.0
1459606845500,8.83,1.0859999999999999e-06
1459606845510,8.83,0.0
1459606845520,8.83,1.0859999999999999e-06
1459606845530,8.83,0.0
1459606845540,8.83,3.6200000000000004e-07
1459606845550,8.83,1.0859999999999999e-06
1459606845560,8.83,1.0859999999999999e-06
1459606845570,8.83,3.6200000000000004e-07
1459606845580,8.83,0.0
1459606845590,8.83,3.6200000000000004e-07
1459606845600,8.83,1.0859999999999999e-06
1459606845610,8.83,0.0
1459606845620,8.83,2.8960000000000003e-06
1459606845630,8.83,0.0
1459606845640,8.83,0.0
1459606845650,8.83,3.6200000000000004e-07
1459606845660,8.83,3.6200000000000004e-07
