Timestamp,position,BLMTI.04L8.B2I10_TCLIA.4L8
1459605250430,-8.155,3.6200000000000004e-07
1459605250440,-8.155,0.0
1459605250450,-8.155,7.240000000000001e-07
1459605250460,-8.155,0.0
1459605250470,-8.155,0.0
1459605250480,-8.155,0.0
1459605250490,-8.155,3.6200000000000004e-07
1459605250500,-8.155,0.0
1459605250510,-8.155,1.4480000000000002e-06
1459605250520,-8.155,0.0
1459605250530,-8.155,0.0
1459605250540,-8.155,0.0
1459605250550,-8.155,0.0
1459605250560,-8.155,3.6200000000000004e-07
1459605250570,-8.155,0.0
1459605250580,-8.155,3.6200000000000004e-07
1459605250590,-8.155,3.6200000000000004e-07
1459605250600,-8.155,0.0
1459605250610,-8.155,0.0
1459605250620,-8.155,7.240000000000001e-07
1459605250630,-8.155,1.4480000000000002e-06
1459605250640,-8.155,0.0
1459605250650,-8.155,1.0859999999999999e-06
1459605250660,-8.155,3.6200000000000004e-07
1459605250670,-8.155,1.0859999999999999e-06
1459605250680,-8.155,0.0
1459605250690,-8.155,7.240000000000001e-07
1459605250700,-8.155,0.0
1459605250710,-8.155,0.0
1459605250720,-8.155,0.0
1459605250730,-8.155,0.0
1459605250740,-8.155,0.0
1459605250750,-8.155,0.0
1459605250760,-8.155,1.0859999999999999e-06
1459605250770,-8.155,0.0
1459605250780,-8.155,0.0
1459605250790,-8.155,0.0
1459605250800,-8.155,0.0
1459605250810,-8.155,0.0
1459605250820,-8.155,7.240000000000001e-07
1459605250830,-8.155,3.6200000000000004e-07
1459605250840,-8.155,0.0
1459605250850,-8.155,3.6200000000000004e-07
1459605250860,-8.155,7.240000000000001e-07
1459605250870,-8.155,0.0
1459605250880,-8.155,0.0
1459605250890,-8.155,3.6200000000000004e-07
1459605250900,-8.155,0.0
1459605250910,-8.155,1.4480000000000002e-06
1459605250920,-8.155,0.0
1459605250930,-8.155,0.0
1459605250940,-8.155,0.0
1459605250950,-8.155,7.240000000000001e-07
1459605250960,-8.155,0.0
1459605250970,-8.155,1.0859999999999999e-06
1459605250980,-8.155,0.0
1459605250990,-8.155,0.0
1459605251000,-8.155,3.6200000000000004e-07
1459605251010,-8.155,3.6200000000000004e-07
1459605251020,-8.155,1.4480000000000002e-06
1459605251030,-8.155,3.6200000000000004e-07
1459605251040,-8.155,0.0
1459605251050,-8.155,7.240000000000001e-07
1459605251060,-8.155,0.0
1459605251070,-8.155,0.0
1459605251080,-8.155,0.0
1459605251090,-8.155,0.0
1459605251100,-8.155,0.0
1459605251110,-8.155,1.0859999999999999e-06
1459605251120,-8.155,0.0
1459605251130,-8.155,3.6200000000000004e-07
1459605251140,-8.155,0.0
1459605251150,-8.155,1.4480000000000002e-06
1459605251160,-8.155,0.0
1459605251170,-8.155,3.6200000000000004e-07
1459605251180,-8.155,3.6200000000000004e-07
1459605251190,-8.155,3.6200000000000004e-07
1459605251200,-8.155,0.0
1459605251210,-8.155,0.0
1459605251220,-8.155,0.0
1459605251230,-8.155,1.81e-06
1459605251240,-8.155,0.0
1459605251250,-8.155,0.0
1459605251260,-8.155,0.0
1459605251270,-8.155,0.0
1459605251280,-8.155,0.0
1459605251290,-8.155,1.0859999999999999e-06
1459605251300,-8.155,7.240000000000001e-07
1459605251310,-8.155,0.0
1459605251320,-8.155,0.0
1459605251330,-8.155,3.6200000000000004e-07
1459605251340,-8.155,0.0
1459605251350,-8.155,0.0
1459605251360,-8.155,1.4480000000000002e-06
1459605251370,-8.155,1.0859999999999999e-06
1459605251380,-8.155,0.0
1459605251390,-8.155,0.0
1459605251400,-8.155,0.0
1459605251410,-8.155,0.0
1459605251420,-8.155,0.0
1459605251430,-8.155,0.0
1459605251440,-8.155,0.0
1459605251450,-8.155,0.0
1459605251460,-8.155,0.0
1459605251470,-8.155,3.6200000000000004e-07
1459605251480,-8.155,7.240000000000001e-07
1459605251490,-8.155,3.6200000000000004e-07
1459605251500,-8.155,7.240000000000001e-07
1459605251510,-8.155,0.0
1459605251520,-8.155,0.0
1459605251530,-8.155,7.240000000000001e-07
1459605251540,-8.155,0.0
1459605251550,-8.155,0.0
1459605251560,-8.155,3.6200000000000004e-07
1459605251570,-8.155,0.0
1459605251580,-8.155,0.0
1459605251590,-8.155,3.6200000000000004e-07
1459605251600,-8.155,0.0
1459605251610,-8.155,3.6200000000000004e-07
1459605251620,-8.155,3.6200000000000004e-07
1459605251630,-8.155,1.0859999999999999e-06
1459605251640,-8.155,0.0
1459605251650,-8.155,0.0
1459605251660,-8.155,0.0
1459605251670,-8.155,1.0859999999999999e-06
1459605251680,-8.155,0.0
1459605251690,-8.155,3.6200000000000004e-07
1459605251700,-8.155,1.4480000000000002e-06
1459605251710,-8.155,0.0
1459605251720,-8.155,7.240000000000001e-07
1459605251730,-8.155,3.6200000000000004e-07
1459605251740,-8.155,0.0
1459605251750,-8.155,1.0859999999999999e-06
1459605251760,-8.155,0.0
1459605251770,-8.155,0.0
1459605251780,-8.155,0.0
1459605251790,-8.155,0.0
1459605251800,-8.155,7.240000000000001e-07
1459605251810,-8.155,0.0
1459605251820,-8.155,0.0
1459605251830,-8.155,0.0
1459605251840,-8.155,0.0
1459605251850,-8.155,0.0
1459605251860,-8.155,0.0
1459605251870,-8.155,1.0859999999999999e-06
1459605251880,-8.155,0.0
1459605251890,-8.155,3.6200000000000004e-07
1459605251900,-8.155,0.0
1459605251910,-8.155,0.0
1459605251920,-8.155,0.0
1459605251930,-8.155,7.240000000000001e-07
1459605251940,-8.155,0.0
1459605251950,-8.155,3.6200000000000004e-07
1459605251960,-8.155,1.0859999999999999e-06
1459605251970,-8.155,0.0
1459605251980,-8.155,1.4480000000000002e-06
1459605251990,-8.155,0.0
1459605252000,-8.155,0.0
1459605252010,-8.155,0.0
1459605252020,-8.155,0.0
1459605252030,-8.155,2.1719999999999997e-06
1459605252040,-8.155,0.0
1459605252050,-8.155,0.0
1459605252060,-8.155,0.0
1459605252070,-8.155,1.81e-06
1459605252080,-8.155,0.0
1459605252090,-8.155,0.0
1459605252100,-8.155,0.0
1459605252110,-8.155,0.0
1459605252120,-8.155,0.0
1459605252130,-8.155,0.0
1459605252140,-8.155,0.0
1459605252150,-8.155,1.0859999999999999e-06
1459605252160,-8.155,0.0
1459605252170,-8.155,1.0859999999999999e-06
1459605252180,-8.155,0.0
1459605252190,-8.155,0.0
1459605252200,-8.155,0.0
1459605252210,-8.155,1.0859999999999999e-06
1459605252220,-8.155,0.0
1459605252230,-8.155,0.0
1459605252240,-8.155,0.0
1459605252250,-8.155,0.0
1459605252260,-8.155,0.0
1459605252270,-8.155,1.81e-06
1459605252280,-8.155,0.0
1459605252290,-8.155,0.0
1459605252300,-8.155,0.0
1459605252310,-8.155,1.0859999999999999e-06
1459605252320,-8.155,0.0
1459605252330,-8.155,0.0
1459605252340,-8.155,0.0
1459605252350,-8.155,0.0
1459605252360,-8.155,3.6200000000000004e-07
1459605252370,-8.155,1.4480000000000002e-06
1459605252380,-8.155,0.0
1459605252390,-8.155,0.0
1459605252400,-8.155,0.0
1459605252410,-8.155,0.0
1459605252420,-8.155,0.0
1459605252430,-8.155,0.0
1459605252440,-8.155,1.4480000000000002e-06
1459605252450,-8.155,0.0
1459605252460,-8.155,0.0
1459605252470,-8.155,3.6200000000000004e-07
1459605252480,-8.155,0.0
1459605252490,-8.155,0.0
1459605252500,-8.155,7.240000000000001e-07
1459605252510,-8.155,0.0
1459605252520,-8.155,0.0
1459605252530,-8.155,3.6200000000000004e-07
1459605252540,-8.155,7.240000000000001e-07
1459605252550,-8.155,1.0859999999999999e-06
1459605252560,-8.155,0.0
1459605252570,-8.155,3.6200000000000004e-07
1459605252580,-8.155,1.4480000000000002e-06
1459605252590,-8.155,0.0
1459605252600,-8.155,0.0
1459605252610,-8.155,0.0
1459605252620,-8.155,0.0
1459605252630,-8.155,0.0
1459605252640,-8.155,0.0
1459605252650,-8.155,3.6200000000000004e-07
1459605252660,-8.155,0.0
1459605252670,-8.155,7.240000000000001e-07
1459605252680,-8.155,0.0
1459605252690,-8.155,1.0859999999999999e-06
1459605252700,-8.155,0.0
1459605252710,-8.155,1.4480000000000002e-06
1459605252720,-8.155,1.0859999999999999e-06
1459605252730,-8.155,0.0
1459605252740,-8.155,0.0
1459605252750,-8.155,3.6200000000000004e-07
1459605252760,-8.155,0.0
1459605252770,-8.155,3.6200000000000004e-07
1459605252780,-8.155,0.0
1459605252790,-8.155,7.240000000000001e-07
1459605252800,-8.155,0.0
