Timestamp,position,BLMTI.06L3.B2E10_TCLA.6L3.B2
1459601802480,-7.005,0.0
1459601802490,-7.005,7.240000000000001e-07
1459601802500,-7.005,0.0
1459601802510,-7.005,3.6200000000000004e-07
1459601802520,-7.005,0.0
1459601802530,-7.005,3.6200000000000004e-07
1459601802540,-7.005,7.240000000000001e-07
1459601802550,-7.005,3.6200000000000004e-07
1459601802560,-7.005,3.6200000000000004e-07
1459601802570,-7.005,0.0
1459601802580,-7.005,7.240000000000001e-07
1459601802590,-7.005,0.0
1459601802600,-7.005,3.6200000000000004e-07
1459601802610,-7.005,0.0
1459601802620,-7.005,3.6200000000000004e-07
1459601802630,-7.005,3.6200000000000004e-07
1459601802640,-7.005,0.0
1459601802650,-7.005,7.240000000000001e-07
1459601802660,-7.005,0.0
1459601802670,-7.005,3.6200000000000004e-07
1459601802680,-7.005,0.0
1459601802690,-7.005,3.6200000000000004e-07
1459601802700,-7.005,0.0
1459601802710,-7.005,0.0
1459601802720,-7.005,0.0
1459601802730,-7.005,0.0
1459601802740,-7.005,0.0
1459601802750,-7.005,7.240000000000001e-07
1459601802760,-7.005,0.0
1459601802770,-7.005,3.6200000000000004e-07
1459601802780,-7.005,3.6200000000000004e-07
1459601802790,-7.005,0.0
1459601802800,-7.005,3.6200000000000004e-07
1459601802810,-7.005,0.0
1459601802820,-7.005,1.0859999999999999e-06
1459601802830,-7.005,0.0
1459601802840,-7.005,0.0
1459601802850,-7.005,3.6200000000000004e-07
1459601802860,-7.005,7.240000000000001e-07
1459601802870,-7.005,3.6200000000000004e-07
1459601802880,-7.005,0.0
1459601802890,-7.005,3.6200000000000004e-07
1459601802900,-7.005,0.0
1459601802910,-7.005,3.6200000000000004e-07
1459601802920,-7.005,3.6200000000000004e-07
1459601802930,-7.005,7.240000000000001e-07
1459601802940,-7.005,0.0
1459601802950,-7.005,3.6200000000000004e-07
1459601802960,-7.005,0.0
1459601802970,-7.005,3.6200000000000004e-07
1459601802980,-7.005,0.0
1459601802990,-7.005,0.0
1459601803000,-7.005,1.0859999999999999e-06
1459601803010,-7.005,0.0
1459601803020,-7.005,3.6200000000000004e-07
1459601803030,-7.005,0.0
1459601803040,-7.005,7.240000000000001e-07
1459601803050,-7.005,3.6200000000000004e-07
1459601803060,-7.005,3.6200000000000004e-07
1459601803070,-7.005,7.240000000000001e-07
1459601803080,-7.005,0.0
1459601803090,-7.005,0.0
1459601803100,-7.005,0.0
1459601803110,-7.005,0.0
1459601803120,-7.005,3.6200000000000004e-07
1459601803130,-7.005,1.0859999999999999e-06
1459601803140,-7.005,0.0
1459601803150,-7.005,3.6200000000000004e-07
1459601803160,-7.005,0.0
1459601803170,-7.005,0.0
1459601803180,-7.005,3.6200000000000004e-07
1459601803190,-7.005,3.6200000000000004e-07
1459601803200,-7.005,0.0
1459601803210,-7.005,3.6200000000000004e-07
1459601803220,-7.005,3.6200000000000004e-07
1459601803230,-7.005,0.0
1459601803240,-7.005,7.240000000000001e-07
1459601803250,-7.005,3.6200000000000004e-07
1459601803260,-7.005,3.6200000000000004e-07
1459601803270,-7.005,0.0
1459601803280,-7.005,0.0
1459601803290,-7.005,0.0
1459601803300,-7.005,3.6200000000000004e-07
1459601803310,-7.005,0.0
1459601803320,-7.005,3.6200000000000004e-07
1459601803330,-7.005,3.6200000000000004e-07
1459601803340,-7.005,0.0
1459601803350,-7.005,7.240000000000001e-07
1459601803360,-7.005,3.6200000000000004e-07
1459601803370,-7.005,7.240000000000001e-07
1459601803380,-7.005,0.0
1459601803390,-7.005,1.0859999999999999e-06
1459601803400,-7.005,0.0
1459601803410,-7.005,3.6200000000000004e-07
1459601803420,-7.005,0.0
1459601803430,-7.005,0.0
1459601803440,-7.005,3.6200000000000004e-07
1459601803450,-7.005,3.6200000000000004e-07
1459601803460,-7.005,3.6200000000000004e-07
1459601803470,-7.005,3.6200000000000004e-07
1459601803480,-7.005,0.0
1459601803490,-7.005,3.6200000000000004e-07
1459601803500,-7.005,3.6200000000000004e-07
1459601803510,-7.005,0.0
1459601803520,-7.005,0.0
1459601803530,-7.005,3.6200000000000004e-07
1459601803540,-7.005,1.0859999999999999e-06
1459601803550,-7.005,3.6200000000000004e-07
1459601803560,-7.005,0.0
1459601803570,-7.005,7.240000000000001e-07
1459601803580,-7.005,3.6200000000000004e-07
1459601803590,-7.005,7.240000000000001e-07
1459601803600,-7.005,0.0
1459601803610,-7.005,0.0
1459601803620,-7.005,3.6200000000000004e-07
1459601803630,-7.005,0.0
1459601803640,-7.005,0.0
1459601803650,-7.005,0.0
1459601803660,-7.005,3.6200000000000004e-07
1459601803670,-7.005,0.0
1459601803680,-7.005,7.240000000000001e-07
1459601803690,-7.005,0.0
1459601803700,-7.005,7.240000000000001e-07
1459601803710,-7.005,3.6200000000000004e-07
1459601803720,-7.005,0.0
1459601803730,-7.005,0.0
1459601803740,-7.005,3.6200000000000004e-07
1459601803750,-7.005,0.0
1459601803760,-7.005,7.240000000000001e-07
1459601803770,-7.005,0.0
1459601803780,-7.005,3.6200000000000004e-07
1459601803790,-7.005,7.240000000000001e-07
1459601803800,-7.005,0.0
1459601803810,-7.005,3.6200000000000004e-07
1459601803820,-7.005,0.0
1459601803830,-7.005,7.240000000000001e-07
1459601803840,-7.005,0.0
1459601803850,-7.005,7.240000000000001e-07
1459601803860,-7.005,3.6200000000000004e-07
1459601803870,-7.005,3.6200000000000004e-07
1459601803880,-7.005,0.0
1459601803890,-7.005,3.6200000000000004e-07
1459601803900,-7.005,7.240000000000001e-07
1459601803910,-7.005,0.0
1459601803920,-7.005,7.240000000000001e-07
1459601803930,-7.005,0.0
1459601803940,-7.005,1.0859999999999999e-06
1459601803950,-7.005,0.0
1459601803960,-7.005,0.0
1459601803970,-7.005,0.0
1459601803980,-7.005,3.6200000000000004e-07
1459601803990,-7.005,3.6200000000000004e-07
1459601804000,-7.005,3.6200000000000004e-07
1459601804010,-7.005,0.0
1459601804020,-7.005,0.0
1459601804030,-7.005,3.6200000000000004e-07
1459601804040,-7.005,7.240000000000001e-07
1459601804050,-7.005,0.0
1459601804060,-7.005,0.0
1459601804070,-7.005,0.0
1459601804080,-7.005,0.0
1459601804090,-7.005,3.6200000000000004e-07
1459601804100,-7.005,0.0
1459601804110,-7.005,3.6200000000000004e-07
1459601804120,-7.005,0.0
1459601804130,-7.005,0.0
1459601804140,-7.005,3.6200000000000004e-07
1459601804150,-7.005,0.0
1459601804160,-7.005,7.240000000000001e-07
1459601804170,-7.005,3.6200000000000004e-07
1459601804180,-7.005,1.0859999999999999e-06
1459601804190,-7.005,0.0
1459601804200,-7.005,0.0
1459601804210,-7.005,0.0
1459601804220,-7.005,0.0
1459601804230,-7.005,0.0
1459601804240,-7.005,7.240000000000001e-07
1459601804250,-7.005,3.6200000000000004e-07
1459601804260,-7.005,1.0859999999999999e-06
1459601804270,-7.005,7.240000000000001e-07
1459601804280,-7.005,0.0
1459601804290,-7.005,7.240000000000001e-07
1459601804300,-7.005,0.0
1459601804310,-7.005,1.0859999999999999e-06
1459601804320,-7.005,0.0
1459601804330,-7.005,0.0
1459601804340,-7.005,0.0
1459601804350,-7.005,7.240000000000001e-07
1459601804360,-7.005,0.0
1459601804370,-7.005,7.240000000000001e-07
1459601804380,-7.005,7.240000000000001e-07
1459601804390,-7.005,0.0
1459601804400,-7.005,7.240000000000001e-07
1459601804410,-7.005,0.0
1459601804420,-7.005,0.0
1459601804430,-7.005,0.0
1459601804440,-7.005,3.6200000000000004e-07
1459601804450,-7.005,0.0
1459601804460,-7.005,0.0
1459601804470,-7.005,0.0
1459601804480,-7.005,1.0859999999999999e-06
1459601804490,-7.005,7.240000000000001e-07
1459601804500,-7.005,3.6200000000000004e-07
1459601804510,-7.005,3.6200000000000004e-07
1459601804520,-7.005,0.0
1459601804530,-7.005,1.0859999999999999e-06
1459601804540,-7.005,0.0
1459601804550,-7.005,7.240000000000001e-07
1459601804560,-7.005,0.0
1459601804570,-7.005,0.0
1459601804580,-7.005,0.0
1459601804590,-7.005,0.0
1459601804600,-7.005,0.0
1459601804610,-7.005,7.240000000000001e-07
