Timestamp,position,BLMTI.04L8.B2I10_TCLIA.4L8
1459605250430,-9.255,3.6200000000000004e-07
1459605250440,-9.255,0.0
1459605250450,-9.255,7.240000000000001e-07
1459605250460,-9.255,0.0
1459605250470,-9.255,0.0
1459605250480,-9.255,0.0
1459605250490,-9.255,3.6200000000000004e-07
1459605250500,-9.255,0.0
1459605250510,-9.255,1.4480000000000002e-06
1459605250520,-9.255,0.0
1459605250530,-9.255,0.0
1459605250540,-9.255,0.0
1459605250550,-9.255,0.0
1459605250560,-9.255,3.6200000000000004e-07
1459605250570,-9.255,0.0
1459605250580,-9.255,3.6200000000000004e-07
1459605250590,-9.255,3.6200000000000004e-07
1459605250600,-9.255,0.0
1459605250610,-9.255,0.0
1459605250620,-9.255,7.240000000000001e-07
1459605250630,-9.255,1.4480000000000002e-06
1459605250640,-9.255,0.0
1459605250650,-9.255,1.0859999999999999e-06
1459605250660,-9.255,3.6200000000000004e-07
1459605250670,-9.255,1.0859999999999999e-06
1459605250680,-9.255,0.0
1459605250690,-9.255,7.240000000000001e-07
1459605250700,-9.255,0.0
1459605250710,-9.255,0.0
1459605250720,-9.255,0.0
1459605250730,-9.255,0.0
1459605250740,-9.255,0.0
1459605250750,-9.255,0.0
1459605250760,-9.255,1.0859999999999999e-06
1459605250770,-9.255,0.0
1459605250780,-9.255,0.0
1459605250790,-9.255,0.0
1459605250800,-9.255,0.0
1459605250810,-9.255,0.0
1459605250820,-9.255,7.240000000000001e-07
1459605250830,-9.255,3.6200000000000004e-07
1459605250840,-9.255,0.0
1459605250850,-9.255,3.6200000000000004e-07
1459605250860,-9.255,7.240000000000001e-07
1459605250870,-9.255,0.0
1459605250880,-9.255,0.0
1459605250890,-9.255,3.6200000000000004e-07
1459605250900,-9.255,0.0
1459605250910,-9.255,1.4480000000000002e-06
1459605250920,-9.255,0.0
1459605250930,-9.255,0.0
1459605250940,-9.255,0.0
1459605250950,-9.255,7.240000000000001e-07
1459605250960,-9.255,0.0
1459605250970,-9.255,1.0859999999999999e-06
1459605250980,-9.255,0.0
1459605250990,-9.255,0.0
1459605251000,-9.255,3.6200000000000004e-07
1459605251010,-9.255,3.6200000000000004e-07
1459605251020,-9.255,1.4480000000000002e-06
1459605251030,-9.255,3.6200000000000004e-07
1459605251040,-9.255,0.0
1459605251050,-9.255,7.240000000000001e-07
1459605251060,-9.255,0.0
1459605251070,-9.255,0.0
1459605251080,-9.255,0.0
1459605251090,-9.255,0.0
1459605251100,-9.255,0.0
1459605251110,-9.255,1.0859999999999999e-06
1459605251120,-9.255,0.0
1459605251130,-9.255,3.6200000000000004e-07
1459605251140,-9.255,0.0
1459605251150,-9.255,1.4480000000000002e-06
1459605251160,-9.255,0.0
1459605251170,-9.255,3.6200000000000004e-07
1459605251180,-9.255,3.6200000000000004e-07
1459605251190,-9.255,3.6200000000000004e-07
1459605251200,-9.255,0.0
1459605251210,-9.255,0.0
1459605251220,-9.255,0.0
1459605251230,-9.255,1.81e-06
1459605251240,-9.255,0.0
1459605251250,-9.255,0.0
1459605251260,-9.255,0.0
1459605251270,-9.255,0.0
1459605251280,-9.255,0.0
1459605251290,-9.255,1.0859999999999999e-06
1459605251300,-9.255,7.240000000000001e-07
1459605251310,-9.255,0.0
1459605251320,-9.255,0.0
1459605251330,-9.255,3.6200000000000004e-07
1459605251340,-9.255,0.0
1459605251350,-9.255,0.0
1459605251360,-9.255,1.4480000000000002e-06
1459605251370,-9.255,1.0859999999999999e-06
1459605251380,-9.255,0.0
1459605251390,-9.255,0.0
1459605251400,-9.255,0.0
1459605251410,-9.255,0.0
1459605251420,-9.255,0.0
1459605251430,-9.255,0.0
1459605251440,-9.255,0.0
1459605251450,-9.255,0.0
1459605251460,-9.255,0.0
1459605251470,-9.255,3.6200000000000004e-07
1459605251480,-9.255,7.240000000000001e-07
1459605251490,-9.255,3.6200000000000004e-07
1459605251500,-9.255,7.240000000000001e-07
1459605251510,-9.255,0.0
1459605251520,-9.255,0.0
1459605251530,-9.255,7.240000000000001e-07
1459605251540,-9.255,0.0
1459605251550,-9.255,0.0
1459605251560,-9.255,3.6200000000000004e-07
1459605251570,-9.255,0.0
1459605251580,-9.255,0.0
1459605251590,-9.255,3.6200000000000004e-07
1459605251600,-9.255,0.0
1459605251610,-9.255,3.6200000000000004e-07
1459605251620,-9.255,3.6200000000000004e-07
1459605251630,-9.255,1.0859999999999999e-06
1459605251640,-9.255,0.0
1459605251650,-9.255,0.0
1459605251660,-9.255,0.0
1459605251670,-9.255,1.0859999999999999e-06
1459605251680,-9.255,0.0
1459605251690,-9.255,3.6200000000000004e-07
1459605251700,-9.255,1.4480000000000002e-06
1459605251710,-9.255,0.0
1459605251720,-9.255,7.240000000000001e-07
1459605251730,-9.255,3.6200000000000004e-07
1459605251740,-9.255,0.0
1459605251750,-9.255,1.0859999999999999e-06
1459605251760,-9.255,0.0
1459605251770,-9.255,0.0
1459605251780,-9.255,0.0
1459605251790,-9.255,0.0
1459605251800,-9.255,7.240000000000001e-07
1459605251810,-9.255,0.0
1459605251820,-9.255,0.0
1459605251830,-9.255,0.0
1459605251840,-9.255,0.0
1459605251850,-9.255,0.0
1459605251860,-9.255,0.0
1459605251870,-9.255,1.0859999999999999e-06
1459605251880,-9.255,0.0
1459605251890,-9.255,3.6200000000000004e-07
1459605251900,-9.255,0.0
1459605251910,-9.255,0.0
1459605251920,-9.255,0.0
1459605251930,-9.255,7.240000000000001e-07
1459605251940,-9.255,0.0
1459605251950,-9.255,3.6200000000000004e-07
1459605251960,-9.255,1.0859999999999999e-06
1459605251970,-9.255,0.0
1459605251980,-9.255,1.4480000000000002e-06
1459605251990,-9.255,0.0
1459605252000,-9.255,0.0
1459605252010,-9.255,0.0
1459605252020,-9.255,0.0
1459605252030,-9.255,2.1719999999999997e-06
1459605252040,-9.255,0.0
1459605252050,-9.255,0.0
1459605252060,-9.255,0.0
1459605252070,-9.255,1.81e-06
1459605252080,-9.255,0.0
1459605252090,-9.255,0.0
1459605252100,-9.255,0.0
1459605252110,-9.255,0.0
1459605252120,-9.255,0.0
1459605252130,-9.255,0.0
1459605252140,-9.255,0.0
1459605252150,-9.255,1.0859999999999999e-06
1459605252160,-9.255,0.0
1459605252170,-9.255,1.0859999999999999e-06
1459605252180,-9.255,0.0
1459605252190,-9.255,0.0
1459605252200,-9.255,0.0
1459605252210,-9.255,1.0859999999999999e-06
1459605252220,-9.255,0.0
1459605252230,-9.255,0.0
1459605252240,-9.255,0.0
1459605252250,-9.255,0.0
