Timestamp,position,BLMTI.05L3.B2E10_TCLA.B5L3.B2
1459602013010,8.81,3.6200000000000004e-07
1459602013020,8.81,0.0
1459602013030,8.81,0.0
1459602013040,8.81,3.6200000000000004e-07
1459602013050,8.81,1.0859999999999999e-06
1459602013060,8.81,0.0
1459602013070,8.81,0.0
1459602013080,8.81,7.240000000000001e-07
1459602013090,8.81,0.0
1459602013100,8.81,3.6200000000000004e-07
1459602013110,8.81,7.240000000000001e-07
1459602013120,8.81,7.240000000000001e-07
1459602013130,8.81,3.6200000000000004e-07
1459602013140,8.81,3.6200000000000004e-07
1459602013150,8.81,1.0859999999999999e-06
1459602013160,8.81,3.6200000000000004e-07
1459602013170,8.81,0.0
1459602013180,8.81,0.0
1459602013190,8.81,3.6200000000000004e-07
1459602013200,8.81,7.240000000000001e-07
1459602013210,8.81,3.6200000000000004e-07
1459602013220,8.81,0.0
1459602013230,8.81,3.6200000000000004e-07
1459602013240,8.81,3.6200000000000004e-07
1459602013250,8.81,7.240000000000001e-07
1459602013260,8.81,3.6200000000000004e-07
1459602013270,8.81,7.240000000000001e-07
1459602013280,8.81,7.240000000000001e-07
1459602013290,8.81,7.240000000000001e-07
1459602013300,8.81,3.6200000000000004e-07
1459602013310,8.81,0.0
1459602013320,8.81,1.0859999999999999e-06
1459602013330,8.81,3.6200000000000004e-07
1459602013340,8.81,0.0
1459602013350,8.81,0.0
1459602013360,8.81,0.0
1459602013370,8.81,7.240000000000001e-07
1459602013380,8.81,0.0
1459602013390,8.81,3.6200000000000004e-07
1459602013400,8.81,7.240000000000001e-07
1459602013410,8.81,7.240000000000001e-07
1459602013420,8.81,3.6200000000000004e-07
1459602013430,8.81,0.0
1459602013440,8.81,0.0
1459602013450,8.81,1.0859999999999999e-06
1459602013460,8.81,3.6200000000000004e-07
1459602013470,8.81,0.0
1459602013480,8.81,7.240000000000001e-07
1459602013490,8.81,1.0859999999999999e-06
1459602013500,8.81,7.240000000000001e-07
1459602013510,8.81,3.6200000000000004e-07
1459602013520,8.81,3.6200000000000004e-07
1459602013530,8.81,3.6200000000000004e-07
1459602013540,8.81,0.0
1459602013550,8.81,7.240000000000001e-07
1459602013560,8.81,0.0
1459602013570,8.81,7.240000000000001e-07
1459602013580,8.81,3.6200000000000004e-07
1459602013590,8.81,3.6200000000000004e-07
