Timestamp,position,BLMTI.06R3.B1I10_TCLA.6R3.B1
1459601430050,-6.93,0.0
1459601430060,-6.93,3.6200000000000004e-07
1459601430070,-6.93,0.0
1459601430080,-6.93,1.0859999999999999e-06
1459601430090,-6.93,0.0
1459601430100,-6.93,7.240000000000001e-07
1459601430110,-6.93,3.6200000000000004e-07
1459601430120,-6.93,3.6200000000000004e-07
1459601430130,-6.93,3.6200000000000004e-07
1459601430140,-6.93,7.240000000000001e-07
1459601430150,-6.93,3.6200000000000004e-07
1459601430160,-6.93,7.240000000000001e-07
1459601430170,-6.93,3.6200000000000004e-07
1459601430180,-6.93,1.0859999999999999e-06
1459601430190,-6.93,0.0
1459601430200,-6.93,7.240000000000001e-07
1459601430210,-6.93,0.0
1459601430220,-6.93,1.4480000000000002e-06
1459601430230,-6.93,0.0
1459601430240,-6.93,0.0
1459601430250,-6.93,0.0
1459601430260,-6.93,1.4480000000000002e-06
1459601430270,-6.93,0.0
1459601430280,-6.93,0.0
1459601430290,-6.93,0.0
1459601430300,-6.93,1.0859999999999999e-06
1459601430310,-6.93,0.0
1459601430320,-6.93,0.0
1459601430330,-6.93,0.0
1459601430340,-6.93,7.240000000000001e-07
1459601430350,-6.93,3.6200000000000004e-07
1459601430360,-6.93,0.0
1459601430370,-6.93,3.6200000000000004e-07
1459601430380,-6.93,3.6200000000000004e-07
1459601430390,-6.93,7.240000000000001e-07
1459601430400,-6.93,0.0
1459601430410,-6.93,3.6200000000000004e-07
1459601430420,-6.93,7.240000000000001e-07
1459601430430,-6.93,0.0
1459601430440,-6.93,7.240000000000001e-07
1459601430450,-6.93,3.6200000000000004e-07
1459601430460,-6.93,3.6200000000000004e-07
1459601430470,-6.93,0.0
1459601430480,-6.93,1.0859999999999999e-06
1459601430490,-6.93,0.0
1459601430500,-6.93,3.6200000000000004e-07
1459601430510,-6.93,0.0
1459601430520,-6.93,7.240000000000001e-07
1459601430530,-6.93,0.0
1459601430540,-6.93,1.0859999999999999e-06
1459601430550,-6.93,0.0
1459601430560,-6.93,3.6200000000000004e-07
1459601430570,-6.93,0.0
1459601430580,-6.93,3.6200000000000004e-07
1459601430590,-6.93,0.0
1459601430600,-6.93,0.0
1459601430610,-6.93,1.0859999999999999e-06
1459601430620,-6.93,0.0
1459601430630,-6.93,7.240000000000001e-07
1459601430640,-6.93,0.0
1459601430650,-6.93,3.6200000000000004e-07
1459601430660,-6.93,3.6200000000000004e-07
1459601430670,-6.93,3.6200000000000004e-07
1459601430680,-6.93,7.240000000000001e-07
1459601430690,-6.93,7.240000000000001e-07
1459601430700,-6.93,1.0859999999999999e-06
1459601430710,-6.93,0.0
1459601430720,-6.93,1.4480000000000002e-06
1459601430730,-6.93,0.0
1459601430740,-6.93,0.0
1459601430750,-6.93,0.0
1459601430760,-6.93,3.6200000000000004e-07
1459601430770,-6.93,0.0
1459601430780,-6.93,7.240000000000001e-07
1459601430790,-6.93,0.0
1459601430800,-6.93,1.4480000000000002e-06
1459601430810,-6.93,0.0
1459601430820,-6.93,0.0
1459601430830,-6.93,0.0
1459601430840,-6.93,3.6200000000000004e-07
1459601430850,-6.93,3.6200000000000004e-07
1459601430860,-6.93,0.0
1459601430870,-6.93,7.240000000000001e-07
1459601430880,-6.93,0.0
1459601430890,-6.93,3.6200000000000004e-07
1459601430900,-6.93,0.0
1459601430910,-6.93,1.4480000000000002e-06
1459601430920,-6.93,0.0
1459601430930,-6.93,3.6200000000000004e-07
1459601430940,-6.93,7.240000000000001e-07
1459601430950,-6.93,0.0
1459601430960,-6.93,1.0859999999999999e-06
1459601430970,-6.93,0.0
1459601430980,-6.93,7.240000000000001e-07
1459601430990,-6.93,0.0
1459601431000,-6.93,3.6200000000000004e-07
