Timestamp,position,BLMTI.04L8.B1E10_TCTPV.4L8.B1
1459604783690,8.385,0.0
1459604783700,8.385,0.0
1459604783710,8.385,0.0
1459604783720,8.385,3.6200000000000004e-07
1459604783730,8.385,3.6200000000000004e-07
1459604783740,8.385,3.6200000000000004e-07
1459604783750,8.385,7.240000000000001e-07
1459604783760,8.385,0.0
1459604783770,8.385,0.0
1459604783780,8.385,0.0
1459604783790,8.385,7.240000000000001e-07
1459604783800,8.385,0.0
1459604783810,8.385,0.0
1459604783820,8.385,0.0
1459604783830,8.385,3.6200000000000004e-07
1459604783840,8.385,0.0
1459604783850,8.385,3.6200000000000004e-07
1459604783860,8.385,3.6200000000000004e-07
1459604783870,8.385,0.0
1459604783880,8.385,7.240000000000001e-07
1459604783890,8.385,0.0
1459604783900,8.385,7.240000000000001e-07
1459604783910,8.385,3.6200000000000004e-07
1459604783920,8.385,7.240000000000001e-07
1459604783930,8.385,0.0
1459604783940,8.385,0.0
1459604783950,8.385,3.6200000000000004e-07
1459604783960,8.385,3.6200000000000004e-07
1459604783970,8.385,3.6200000000000004e-07
1459604783980,8.385,0.0
1459604783990,8.385,7.240000000000001e-07
1459604784000,8.385,0.0
1459604784010,8.385,0.0
1459604784020,8.385,3.6200000000000004e-07
1459604784030,8.385,0.0
1459604784040,8.385,7.240000000000001e-07
1459604784050,8.385,3.6200000000000004e-07
1459604784060,8.385,3.6200000000000004e-07
1459604784070,8.385,3.6200000000000004e-07
1459604784080,8.385,0.0
1459604784090,8.385,3.6200000000000004e-07
1459604784100,8.385,0.0
1459604784110,8.385,7.240000000000001e-07
1459604784120,8.385,3.6200000000000004e-07
1459604784130,8.385,3.6200000000000004e-07
1459604784140,8.385,3.6200000000000004e-07
1459604784150,8.385,3.6200000000000004e-07
1459604784160,8.385,7.240000000000001e-07
1459604784170,8.385,0.0
1459604784180,8.385,0.0
1459604784190,8.385,7.240000000000001e-07
1459604784200,8.385,3.6200000000000004e-07
1459604784210,8.385,0.0
1459604784220,8.385,0.0
1459604784230,8.385,1.81e-06
1459604784240,8.385,3.6200000000000004e-07
1459604784250,8.385,0.0
1459604784260,8.385,0.0
1459604784270,8.385,7.240000000000001e-07
1459604784280,8.385,0.0
1459604784290,8.385,3.6200000000000004e-07
1459604784300,8.385,3.6200000000000004e-07
1459604784310,8.385,7.240000000000001e-07
1459604784320,8.385,7.240000000000001e-07
1459604784330,8.385,0.0
1459604784340,8.385,0.0
1459604784350,8.385,1.0859999999999999e-06
1459604784360,8.385,0.0
1459604784370,8.385,7.240000000000001e-07
1459604784380,8.385,7.240000000000001e-07
1459604784390,8.385,0.0
1459604784400,8.385,0.0
1459604784410,8.385,3.6200000000000004e-07
1459604784420,8.385,3.6200000000000004e-07
1459604784430,8.385,0.0
1459604784440,8.385,0.0
1459604784450,8.385,7.240000000000001e-07
1459604784460,8.385,3.6200000000000004e-07
1459604784470,8.385,0.0
1459604784480,8.385,0.0
1459604784490,8.385,3.6200000000000004e-07
1459604784500,8.385,0.0
1459604784510,8.385,7.240000000000001e-07
1459604784520,8.385,3.6200000000000004e-07
1459604784530,8.385,3.6200000000000004e-07
1459604784540,8.385,1.0859999999999999e-06
1459604784550,8.385,0.0
1459604784560,8.385,0.0
1459604784570,8.385,0.0
1459604784580,8.385,3.6200000000000004e-07
1459604784590,8.385,1.0859999999999999e-06
1459604784600,8.385,0.0
1459604784610,8.385,3.6200000000000004e-07
1459604784620,8.385,7.240000000000001e-07
1459604784630,8.385,0.0
1459604784640,8.385,0.0
1459604784650,8.385,3.6200000000000004e-07
1459604784660,8.385,0.0
1459604784670,8.385,0.0
1459604784680,8.385,3.6200000000000004e-07
1459604784690,8.385,3.6200000000000004e-07
1459604784700,8.385,7.240000000000001e-07
1459604784710,8.385,0.0
1459604784720,8.385,3.6200000000000004e-07
1459604784730,8.385,3.6200000000000004e-07
1459604784740,8.385,0.0
1459604784750,8.385,3.6200000000000004e-07
1459604784760,8.385,7.240000000000001e-07
1459604784770,8.385,7.240000000000001e-07
1459604784780,8.385,0.0
1459604784790,8.385,3.6200000000000004e-07
1459604784800,8.385,3.6200000000000004e-07
1459604784810,8.385,0.0
1459604784820,8.385,0.0
1459604784830,8.385,7.240000000000001e-07
1459604784840,8.385,3.6200000000000004e-07
1459604784850,8.385,0.0
1459604784860,8.385,3.6200000000000004e-07
1459604784870,8.385,7.240000000000001e-07
1459604784880,8.385,3.6200000000000004e-07
1459604784890,8.385,0.0
1459604784900,8.385,0.0
1459604784910,8.385,7.240000000000001e-07
1459604784920,8.385,0.0
1459604784930,8.385,7.240000000000001e-07
1459604784940,8.385,0.0
1459604784950,8.385,7.240000000000001e-07
