Timestamp,position,BLMTI.04L5.B1I10_TCTPH.4L5.B1
1459600155660,8.885,0.0
1459600155670,8.885,0.0
1459600155680,8.885,0.0
1459600155690,8.885,0.0
1459600155700,8.885,0.0
1459600155710,8.885,1.0859999999999999e-06
1459600155720,8.885,0.0
1459600155730,8.885,3.6200000000000004e-07
1459600155740,8.885,3.6200000000000004e-07
1459600155750,8.885,3.6200000000000004e-07
1459600155760,8.885,3.6200000000000004e-07
1459600155770,8.885,0.0
1459600155780,8.885,0.0
1459600155790,8.885,0.0
1459600155800,8.885,0.0
1459600155810,8.885,0.0
1459600155820,8.885,0.0
1459600155830,8.885,7.240000000000001e-07
1459600155840,8.885,0.0
1459600155850,8.885,7.240000000000001e-07
1459600155860,8.885,0.0
1459600155870,8.885,7.240000000000001e-07
1459600155880,8.885,0.0
1459600155890,8.885,3.6200000000000004e-07
1459600155900,8.885,0.0
1459600155910,8.885,7.240000000000001e-07
1459600155920,8.885,0.0
1459600155930,8.885,7.240000000000001e-07
1459600155940,8.885,0.0
1459600155950,8.885,3.6200000000000004e-07
1459600155960,8.885,0.0
1459600155970,8.885,7.240000000000001e-07
1459600155980,8.885,0.0
1459600155990,8.885,3.6200000000000004e-07
1459600156000,8.885,0.0
1459600156010,8.885,3.6200000000000004e-07
1459600156020,8.885,3.6200000000000004e-07
1459600156030,8.885,0.0
1459600156040,8.885,0.0
1459600156050,8.885,7.240000000000001e-07
1459600156060,8.885,0.0
1459600156070,8.885,0.0
1459600156080,8.885,0.0
1459600156090,8.885,7.240000000000001e-07
1459600156100,8.885,0.0
1459600156110,8.885,3.6200000000000004e-07
1459600156120,8.885,0.0
1459600156130,8.885,3.6200000000000004e-07
1459600156140,8.885,0.0
1459600156150,8.885,3.6200000000000004e-07
1459600156160,8.885,0.0
1459600156170,8.885,0.0
1459600156180,8.885,3.6200000000000004e-07
1459600156190,8.885,3.6200000000000004e-07
1459600156200,8.885,7.240000000000001e-07
1459600156210,8.885,0.0
1459600156220,8.885,0.0
1459600156230,8.885,3.6200000000000004e-07
1459600156240,8.885,0.0
1459600156250,8.885,0.0
1459600156260,8.885,3.6200000000000004e-07
1459600156270,8.885,3.6200000000000004e-07
1459600156280,8.885,3.6200000000000004e-07
1459600156290,8.885,0.0
1459600156300,8.885,0.0
1459600156310,8.885,0.0
1459600156320,8.885,0.0
1459600156330,8.885,3.6200000000000004e-07
1459600156340,8.885,0.0
1459600156350,8.885,3.6200000000000004e-07
1459600156360,8.885,0.0
1459600156370,8.885,7.240000000000001e-07
1459600156380,8.885,0.0
1459600156390,8.885,3.6200000000000004e-07
1459600156400,8.885,0.0
1459600156410,8.885,3.6200000000000004e-07
1459600156420,8.885,0.0
1459600156430,8.885,0.0
1459600156440,8.885,7.240000000000001e-07
1459600156450,8.885,7.240000000000001e-07
1459600156460,8.885,3.6200000000000004e-07
1459600156470,8.885,3.6200000000000004e-07
1459600156480,8.885,0.0
1459600156490,8.885,3.6200000000000004e-07
1459600156500,8.885,0.0
1459600156510,8.885,3.6200000000000004e-07
1459600156520,8.885,0.0
1459600156530,8.885,0.0
1459600156540,8.885,0.0
1459600156550,8.885,3.6200000000000004e-07
1459600156560,8.885,0.0
1459600156570,8.885,3.6200000000000004e-07
1459600156580,8.885,3.6200000000000004e-07
1459600156590,8.885,3.6200000000000004e-07
1459600156600,8.885,0.0
1459600156610,8.885,0.0
1459600156620,8.885,0.0
1459600156630,8.885,3.6200000000000004e-07
1459600156640,8.885,0.0
1459600156650,8.885,3.6200000000000004e-07
1459600156660,8.885,0.0
1459600156670,8.885,7.240000000000001e-07
1459600156680,8.885,0.0
1459600156690,8.885,3.6200000000000004e-07
1459600156700,8.885,0.0
1459600156710,8.885,3.6200000000000004e-07
1459600156720,8.885,0.0
1459600156730,8.885,3.6200000000000004e-07
1459600156740,8.885,0.0
1459600156750,8.885,3.6200000000000004e-07
1459600156760,8.885,0.0
1459600156770,8.885,3.6200000000000004e-07
1459600156780,8.885,0.0
1459600156790,8.885,3.6200000000000004e-07
1459600156800,8.885,0.0
1459600156810,8.885,3.6200000000000004e-07
1459600156820,8.885,3.6200000000000004e-07
1459600156830,8.885,3.6200000000000004e-07
1459600156840,8.885,0.0
