Timestamp,position,BLMTI.04R8.B2E10_TCTPH.4R8.B2
1459600201190,7.865,0.0
1459600201200,7.865,1.0859999999999999e-06
1459600201210,7.865,0.0
1459600201220,7.865,3.6200000000000004e-07
1459600201230,7.865,0.0
1459600201240,7.865,7.240000000000001e-07
1459600201250,7.865,0.0
1459600201260,7.865,3.6200000000000004e-07
1459600201270,7.865,0.0
1459600201280,7.865,1.0859999999999999e-06
1459600201290,7.865,0.0
1459600201300,7.865,7.240000000000001e-07
1459600201310,7.865,0.0
1459600201320,7.865,3.6200000000000004e-07
1459600201330,7.865,0.0
1459600201340,7.865,3.6200000000000004e-07
1459600201350,7.865,0.0
1459600201360,7.865,7.240000000000001e-07
1459600201370,7.865,0.0
1459600201380,7.865,1.0859999999999999e-06
1459600201390,7.865,0.0
1459600201400,7.865,3.6200000000000004e-07
1459600201410,7.865,0.0
1459600201420,7.865,1.0859999999999999e-06
1459600201430,7.865,0.0
1459600201440,7.865,7.240000000000001e-07
1459600201450,7.865,0.0
1459600201460,7.865,7.240000000000001e-07
1459600201470,7.865,0.0
1459600201480,7.865,7.240000000000001e-07
1459600201490,7.865,0.0
1459600201500,7.865,3.6200000000000004e-07
1459600201510,7.865,0.0
1459600201520,7.865,1.81e-06
1459600201530,7.865,0.0
1459600201540,7.865,3.6200000000000004e-07
1459600201550,7.865,0.0
1459600201560,7.865,7.240000000000001e-07
1459600201570,7.865,0.0
1459600201580,7.865,7.240000000000001e-07
1459600201590,7.865,0.0
1459600201600,7.865,3.6200000000000004e-07
1459600201610,7.865,0.0
1459600201620,7.865,7.240000000000001e-07
1459600201630,7.865,0.0
1459600201640,7.865,7.240000000000001e-07
1459600201650,7.865,0.0
1459600201660,7.865,3.6200000000000004e-07
1459600201670,7.865,0.0
1459600201680,7.865,3.6200000000000004e-07
1459600201690,7.865,0.0
1459600201700,7.865,7.240000000000001e-07
1459600201710,7.865,0.0
1459600201720,7.865,3.6200000000000004e-07
1459600201730,7.865,0.0
1459600201740,7.865,1.0859999999999999e-06
1459600201750,7.865,0.0
1459600201760,7.865,7.240000000000001e-07
1459600201770,7.865,0.0
1459600201780,7.865,7.240000000000001e-07
1459600201790,7.865,0.0
1459600201800,7.865,7.240000000000001e-07
1459600201810,7.865,0.0
1459600201820,7.865,3.6200000000000004e-07
1459600201830,7.865,0.0
1459600201840,7.865,3.6200000000000004e-07
1459600201850,7.865,0.0
1459600201860,7.865,3.6200000000000004e-07
1459600201870,7.865,0.0
1459600201880,7.865,7.240000000000001e-07
1459600201890,7.865,0.0
1459600201900,7.865,7.240000000000001e-07
1459600201910,7.865,0.0
1459600201920,7.865,3.6200000000000004e-07
1459600201930,7.865,0.0
1459600201940,7.865,3.6200000000000004e-07
1459600201950,7.865,0.0
1459600201960,7.865,3.6200000000000004e-07
1459600201970,7.865,0.0
1459600201980,7.865,7.240000000000001e-07
1459600201990,7.865,0.0
1459600202000,7.865,7.240000000000001e-07
1459600202010,7.865,0.0
1459600202020,7.865,3.6200000000000004e-07
1459600202030,7.865,0.0
1459600202040,7.865,3.6200000000000004e-07
1459600202050,7.865,0.0
1459600202060,7.865,1.4480000000000002e-06
1459600202070,7.865,0.0
1459600202080,7.865,3.6200000000000004e-07
1459600202090,7.865,0.0
1459600202100,7.865,1.0859999999999999e-06
1459600202110,7.865,0.0
1459600202120,7.865,0.0
1459600202130,7.865,0.0
1459600202140,7.865,1.0859999999999999e-06
1459600202150,7.865,0.0
1459600202160,7.865,0.0
1459600202170,7.865,0.0
1459600202180,7.865,1.0859999999999999e-06
1459600202190,7.865,0.0
1459600202200,7.865,1.0859999999999999e-06
1459600202210,7.865,0.0
1459600202220,7.865,7.240000000000001e-07
1459600202230,7.865,0.0
1459600202240,7.865,1.0859999999999999e-06
1459600202250,7.865,0.0
1459600202260,7.865,7.240000000000001e-07
1459600202270,7.865,0.0
1459600202280,7.865,3.6200000000000004e-07
1459600202290,7.865,0.0
1459600202300,7.865,1.4480000000000002e-06
1459600202310,7.865,0.0
1459600202320,7.865,7.240000000000001e-07
1459600202330,7.865,0.0
1459600202340,7.865,3.6200000000000004e-07
1459600202350,7.865,0.0
1459600202360,7.865,7.240000000000001e-07
1459600202370,7.865,0.0
1459600202380,7.865,3.6200000000000004e-07
1459600202390,7.865,0.0
1459600202400,7.865,7.240000000000001e-07
1459600202410,7.865,0.0
1459600202420,7.865,3.6200000000000004e-07
1459600202430,7.865,0.0
1459600202440,7.865,3.6200000000000004e-07
1459600202450,7.865,0.0
1459600202460,7.865,7.240000000000001e-07
1459600202470,7.865,0.0
1459600202480,7.865,1.0859999999999999e-06
1459600202490,7.865,0.0
1459600202500,7.865,3.6200000000000004e-07
1459600202510,7.865,0.0
1459600202520,7.865,7.240000000000001e-07
1459600202530,7.865,0.0
1459600202540,7.865,3.6200000000000004e-07
1459600202550,7.865,0.0
1459600202560,7.865,7.240000000000001e-07
1459600202570,7.865,0.0
1459600202580,7.865,7.240000000000001e-07
1459600202590,7.865,0.0
1459600202600,7.865,3.6200000000000004e-07
1459600202610,7.865,0.0
1459600202620,7.865,7.240000000000001e-07
1459600202630,7.865,0.0
1459600202640,7.865,3.6200000000000004e-07
1459600202650,7.865,0.0
1459600202660,7.865,3.6200000000000004e-07
1459600202670,7.865,0.0
1459600202680,7.865,7.240000000000001e-07
1459600202690,7.865,0.0
1459600202700,7.865,7.240000000000001e-07
1459600202710,7.865,0.0
1459600202720,7.865,0.0
1459600202730,7.865,0.0
1459600202740,7.865,7.240000000000001e-07
1459600202750,7.865,0.0
1459600202760,7.865,3.6200000000000004e-07
1459600202770,7.865,0.0
1459600202780,7.865,7.240000000000001e-07
1459600202790,7.865,0.0
1459600202800,7.865,7.240000000000001e-07
1459600202810,7.865,0.0
1459600202820,7.865,7.240000000000001e-07
1459600202830,7.865,0.0
1459600202840,7.865,3.6200000000000004e-07
1459600202850,7.865,0.0
1459600202860,7.865,3.6200000000000004e-07
1459600202870,7.865,7.240000000000001e-07
1459600202880,7.865,7.240000000000001e-07
1459600202890,7.865,0.0
1459600202900,7.865,3.6200000000000004e-07
1459600202910,7.865,0.0
1459600202920,7.865,3.6200000000000004e-07
1459600202930,7.865,0.0
1459600202940,7.865,1.4480000000000002e-06
1459600202950,7.865,0.0
1459600202960,7.865,7.240000000000001e-07
1459600202970,7.865,0.0
1459600202980,7.865,3.6200000000000004e-07
1459600202990,7.865,0.0
1459600203000,7.865,7.240000000000001e-07
1459600203010,7.865,0.0
1459600203020,7.865,3.6200000000000004e-07
1459600203030,7.865,0.0
1459600203040,7.865,7.240000000000001e-07
1459600203050,7.865,0.0
1459600203060,7.865,7.240000000000001e-07
1459600203070,7.865,0.0
1459600203080,7.865,7.240000000000001e-07
1459600203090,7.865,3.6200000000000004e-07
1459600203100,7.865,3.6200000000000004e-07
1459600203110,7.865,0.0
1459600203120,7.865,3.6200000000000004e-07
1459600203130,7.865,0.0
1459600203140,7.865,7.240000000000001e-07
1459600203150,7.865,0.0
1459600203160,7.865,1.0859999999999999e-06
1459600203170,7.865,0.0
1459600203180,7.865,1.0859999999999999e-06
1459600203190,7.865,0.0
1459600203200,7.865,7.240000000000001e-07
1459600203210,7.865,0.0
1459600203220,7.865,3.6200000000000004e-07
1459600203230,7.865,0.0
1459600203240,7.865,0.0
1459600203250,7.865,0.0
1459600203260,7.865,7.240000000000001e-07
1459600203270,7.865,0.0
1459600203280,7.865,3.6200000000000004e-07
1459600203290,7.865,0.0
1459600203300,7.865,7.240000000000001e-07
1459600203310,7.865,0.0
1459600203320,7.865,7.240000000000001e-07
1459600203330,7.865,0.0
1459600203340,7.865,0.0
1459600203350,7.865,0.0
1459600203360,7.865,7.240000000000001e-07
1459600203370,7.865,0.0
1459600203380,7.865,7.240000000000001e-07
1459600203390,7.865,0.0
1459600203400,7.865,1.0859999999999999e-06
1459600203410,7.865,0.0
1459600203420,7.865,3.6200000000000004e-07
1459600203430,7.865,0.0
1459600203440,7.865,0.0
1459600203450,7.865,0.0
1459600203460,7.865,1.4480000000000002e-06
1459600203470,7.865,3.6200000000000004e-07
1459600203480,7.865,0.0
1459600203490,7.865,0.0
1459600203500,7.865,7.240000000000001e-07
1459600203510,7.865,0.0
1459600203520,7.865,7.240000000000001e-07
1459600203530,7.865,0.0
1459600203540,7.865,3.6200000000000004e-07
1459600203550,7.865,0.0
1459600203560,7.865,3.6200000000000004e-07
1459600203570,7.865,0.0
1459600203580,7.865,1.0859999999999999e-06
1459600203590,7.865,0.0
1459600203600,7.865,3.6200000000000004e-07
1459600203610,7.865,0.0
1459600203620,7.865,3.6200000000000004e-07
1459600203630,7.865,0.0
1459600203640,7.865,7.240000000000001e-07
1459600203650,7.865,0.0
1459600203660,7.865,1.0859999999999999e-06
1459600203670,7.865,3.6200000000000004e-07
1459600203680,7.865,0.0
1459600203690,7.865,0.0
1459600203700,7.865,1.0859999999999999e-06
1459600203710,7.865,0.0
1459600203720,7.865,7.240000000000001e-07
1459600203730,7.865,0.0
1459600203740,7.865,7.240000000000001e-07
1459600203750,7.865,0.0
1459600203760,7.865,7.240000000000001e-07
1459600203770,7.865,0.0
1459600203780,7.865,0.0
1459600203790,7.865,0.0
1459600203800,7.865,1.4480000000000002e-06
1459600203810,7.865,0.0
1459600203820,7.865,3.6200000000000004e-07
1459600203830,7.865,0.0
1459600203840,7.865,7.240000000000001e-07
1459600203850,7.865,0.0
1459600203860,7.865,3.6200000000000004e-07
1459600203870,7.865,0.0
1459600203880,7.865,3.6200000000000004e-07
1459600203890,7.865,0.0
1459600203900,7.865,1.4480000000000002e-06
1459600203910,7.865,0.0
1459600203920,7.865,0.0
1459600203930,7.865,0.0
1459600203940,7.865,3.6200000000000004e-07
1459600203950,7.865,0.0
1459600203960,7.865,7.240000000000001e-07
1459600203970,7.865,0.0
1459600203980,7.865,3.6200000000000004e-07
1459600203990,7.865,0.0
1459600204000,7.865,3.6200000000000004e-07
1459600204010,7.865,0.0
1459600204020,7.865,1.0859999999999999e-06
1459600204030,7.865,0.0
1459600204040,7.865,3.6200000000000004e-07
1459600204050,7.865,0.0
1459600204060,7.865,7.240000000000001e-07
1459600204070,7.865,0.0
1459600204080,7.865,7.240000000000001e-07
1459600204090,7.865,0.0
1459600204100,7.865,1.0859999999999999e-06
1459600204110,7.865,0.0
1459600204120,7.865,0.0
1459600204130,7.865,0.0
1459600204140,7.865,7.240000000000001e-07
1459600204150,7.865,0.0
1459600204160,7.865,7.240000000000001e-07
1459600204170,7.865,0.0
1459600204180,7.865,7.240000000000001e-07
1459600204190,7.865,0.0
1459600204200,7.865,3.6200000000000004e-07
1459600204210,7.865,0.0
1459600204220,7.865,7.240000000000001e-07
1459600204230,7.865,0.0
1459600204240,7.865,7.240000000000001e-07
1459600204250,7.865,0.0
1459600204260,7.865,3.6200000000000004e-07
1459600204270,7.865,0.0
1459600204280,7.865,1.0859999999999999e-06
1459600204290,7.865,0.0
1459600204300,7.865,7.240000000000001e-07
1459600204310,7.865,0.0
1459600204320,7.865,7.240000000000001e-07
1459600204330,7.865,0.0
1459600204340,7.865,7.240000000000001e-07
1459600204350,7.865,0.0
1459600204360,7.865,7.240000000000001e-07
1459600204370,7.865,0.0
1459600204380,7.865,3.6200000000000004e-07
1459600204390,7.865,0.0
1459600204400,7.865,7.240000000000001e-07
1459600204410,7.865,0.0
1459600204420,7.865,1.4480000000000002e-06
1459600204430,7.865,0.0
1459600204440,7.865,1.0859999999999999e-06
1459600204450,7.865,0.0
1459600204460,7.865,3.6200000000000004e-07
1459600204470,7.865,0.0
1459600204480,7.865,7.240000000000001e-07
1459600204490,7.865,0.0
1459600204500,7.865,0.0
1459600204510,7.865,0.0
1459600204520,7.865,3.6200000000000004e-07
1459600204530,7.865,0.0
1459600204540,7.865,1.0859999999999999e-06
1459600204550,7.865,0.0
1459600204560,7.865,3.6200000000000004e-07
1459600204570,7.865,0.0
1459600204580,7.865,7.240000000000001e-07
1459600204590,7.865,0.0
1459600204600,7.865,1.0859999999999999e-06
1459600204610,7.865,0.0
1459600204620,7.865,7.240000000000001e-07
1459600204630,7.865,0.0
1459600204640,7.865,3.6200000000000004e-07
1459600204650,7.865,0.0
1459600204660,7.865,1.0859999999999999e-06
1459600204670,7.865,0.0
1459600204680,7.865,7.240000000000001e-07
1459600204690,7.865,0.0
1459600204700,7.865,3.6200000000000004e-07
1459600204710,7.865,0.0
1459600204720,7.865,3.6200000000000004e-07
1459600204730,7.865,0.0
1459600204740,7.865,3.6200000000000004e-07
1459600204750,7.865,0.0
1459600204760,7.865,0.0
1459600204770,7.865,0.0
1459600204780,7.865,1.0859999999999999e-06
1459600204790,7.865,0.0
1459600204800,7.865,0.0
1459600204810,7.865,0.0
1459600204820,7.865,7.240000000000001e-07
1459600204830,7.865,0.0
1459600204840,7.865,7.240000000000001e-07
1459600204850,7.865,0.0
1459600204860,7.865,7.240000000000001e-07
1459600204870,7.865,0.0
1459600204880,7.865,0.0
1459600204890,7.865,0.0
1459600204900,7.865,1.0859999999999999e-06
1459600204910,7.865,0.0
1459600204920,7.865,3.6200000000000004e-07
1459600204930,7.865,0.0
1459600204940,7.865,0.0
1459600204950,7.865,3.6200000000000004e-07
1459600204960,7.865,7.240000000000001e-07
1459600204970,7.865,0.0
1459600204980,7.865,7.240000000000001e-07
1459600204990,7.865,0.0
1459600205000,7.865,7.240000000000001e-07
1459600205010,7.865,0.0
1459600205020,7.865,7.240000000000001e-07
1459600205030,7.865,0.0
1459600205040,7.865,1.81e-06
1459600205050,7.865,0.0
1459600205060,7.865,0.0
1459600205070,7.865,0.0
1459600205080,7.865,3.6200000000000004e-07
1459600205090,7.865,0.0
1459600205100,7.865,7.240000000000001e-07
1459600205110,7.865,0.0
1459600205120,7.865,0.0
1459600205130,7.865,0.0
1459600205140,7.865,7.240000000000001e-07
1459600205150,7.865,0.0
1459600205160,7.865,3.6200000000000004e-07
1459600205170,7.865,3.6200000000000004e-07
1459600205180,7.865,7.240000000000001e-07
1459600205190,7.865,0.0
1459600205200,7.865,7.240000000000001e-07
1459600205210,7.865,0.0
1459600205220,7.865,3.6200000000000004e-07
1459600205230,7.865,3.6200000000000004e-07
1459600205240,7.865,3.6200000000000004e-07
1459600205250,7.865,0.0
1459600205260,7.865,1.81e-06
1459600205270,7.865,0.0
1459600205280,7.865,3.6200000000000004e-07
1459600205290,7.865,0.0
1459600205300,7.865,3.6200000000000004e-07
1459600205310,7.865,0.0
1459600205320,7.865,3.6200000000000004e-07
1459600205330,7.865,0.0
1459600205340,7.865,7.240000000000001e-07
1459600205350,7.865,0.0
1459600205360,7.865,7.240000000000001e-07
1459600205370,7.865,0.0
1459600205380,7.865,7.240000000000001e-07
1459600205390,7.865,0.0
1459600205400,7.865,3.6200000000000004e-07
1459600205410,7.865,0.0
1459600205420,7.865,7.240000000000001e-07
1459600205430,7.865,0.0
1459600205440,7.865,3.6200000000000004e-07
1459600205450,7.865,0.0
1459600205460,7.865,1.0859999999999999e-06
1459600205470,7.865,0.0
1459600205480,7.865,0.0
1459600205490,7.865,0.0
1459600205500,7.865,1.4480000000000002e-06
1459600205510,7.865,0.0
1459600205520,7.865,0.0
1459600205530,7.865,0.0
1459600205540,7.865,7.240000000000001e-07
1459600205550,7.865,3.6200000000000004e-07
1459600205560,7.865,0.0
1459600205570,7.865,0.0
1459600205580,7.865,7.240000000000001e-07
1459600205590,7.865,0.0
1459600205600,7.865,7.240000000000001e-07
1459600205610,7.865,0.0
1459600205620,7.865,1.0859999999999999e-06
1459600205630,7.865,0.0
1459600205640,7.865,3.6200000000000004e-07
1459600205650,7.865,0.0
1459600205660,7.865,1.0859999999999999e-06
1459600205670,7.865,0.0
1459600205680,7.865,3.6200000000000004e-07
1459600205690,7.865,0.0
1459600205700,7.865,3.6200000000000004e-07
1459600205710,7.865,0.0
1459600205720,7.865,1.0859999999999999e-06
1459600205730,7.865,0.0
1459600205740,7.865,7.240000000000001e-07
1459600205750,7.865,0.0
1459600205760,7.865,0.0
1459600205770,7.865,0.0
1459600205780,7.865,1.0859999999999999e-06
1459600205790,7.865,0.0
1459600205800,7.865,0.0
1459600205810,7.865,0.0
1459600205820,7.865,1.0859999999999999e-06
1459600205830,7.865,0.0
1459600205840,7.865,3.6200000000000004e-07
1459600205850,7.865,0.0
1459600205860,7.865,7.240000000000001e-07
1459600205870,7.865,0.0
1459600205880,7.865,7.240000000000001e-07
1459600205890,7.865,0.0
1459600205900,7.865,3.6200000000000004e-07
1459600205910,7.865,0.0
1459600205920,7.865,1.0859999999999999e-06
1459600205930,7.865,0.0
1459600205940,7.865,7.240000000000001e-07
1459600205950,7.865,0.0
1459600205960,7.865,3.6200000000000004e-07
1459600205970,7.865,0.0
1459600205980,7.865,0.0
1459600205990,7.865,3.6200000000000004e-07
1459600206000,7.865,3.6200000000000004e-07
1459600206010,7.865,0.0
1459600206020,7.865,1.0859999999999999e-06
1459600206030,7.865,0.0
1459600206040,7.865,0.0
1459600206050,7.865,0.0
1459600206060,7.865,7.240000000000001e-07
1459600206070,7.865,0.0
1459600206080,7.865,3.6200000000000004e-07
1459600206090,7.865,0.0
1459600206100,7.865,1.0859999999999999e-06
1459600206110,7.865,0.0
1459600206120,7.865,3.6200000000000004e-07
1459600206130,7.865,0.0
1459600206140,7.865,0.0
1459600206150,7.865,0.0
1459600206160,7.865,3.6200000000000004e-07
1459600206170,7.865,0.0
1459600206180,7.865,7.240000000000001e-07
1459600206190,7.865,0.0
1459600206200,7.865,7.240000000000001e-07
1459600206210,7.865,0.0
1459600206220,7.865,3.6200000000000004e-07
1459600206230,7.865,0.0
1459600206240,7.865,1.4480000000000002e-06
1459600206250,7.865,0.0
1459600206260,7.865,0.0
1459600206270,7.865,0.0
1459600206280,7.865,1.0859999999999999e-06
1459600206290,7.865,0.0
1459600206300,7.865,1.0859999999999999e-06
1459600206310,7.865,0.0
1459600206320,7.865,0.0
1459600206330,7.865,0.0
1459600206340,7.865,1.0859999999999999e-06
1459600206350,7.865,0.0
1459600206360,7.865,3.6200000000000004e-07
1459600206370,7.865,0.0
1459600206380,7.865,1.0859999999999999e-06
1459600206390,7.865,0.0
1459600206400,7.865,0.0
1459600206410,7.865,0.0
1459600206420,7.865,1.0859999999999999e-06
1459600206430,7.865,0.0
1459600206440,7.865,7.240000000000001e-07
1459600206450,7.865,0.0
1459600206460,7.865,3.6200000000000004e-07
1459600206470,7.865,0.0
1459600206480,7.865,7.240000000000001e-07
1459600206490,7.865,0.0
1459600206500,7.865,1.0859999999999999e-06
1459600206510,7.865,0.0
1459600206520,7.865,7.240000000000001e-07
1459600206530,7.865,0.0
1459600206540,7.865,7.240000000000001e-07
1459600206550,7.865,0.0
1459600206560,7.865,7.240000000000001e-07
1459600206570,7.865,0.0
1459600206580,7.865,0.0
1459600206590,7.865,0.0
1459600206600,7.865,7.240000000000001e-07
1459600206610,7.865,0.0
1459600206620,7.865,0.0
1459600206630,7.865,0.0
1459600206640,7.865,3.6200000000000004e-07
1459600206650,7.865,0.0
1459600206660,7.865,1.0859999999999999e-06
1459600206670,7.865,0.0
1459600206680,7.865,0.0
1459600206690,7.865,0.0
1459600206700,7.865,1.0859999999999999e-06
1459600206710,7.865,0.0
1459600206720,7.865,3.6200000000000004e-07
1459600206730,7.865,0.0
1459600206740,7.865,1.0859999999999999e-06
1459600206750,7.865,0.0
1459600206760,7.865,7.240000000000001e-07
1459600206770,7.865,0.0
1459600206780,7.865,0.0
1459600206790,7.865,0.0
1459600206800,7.865,7.240000000000001e-07
1459600206810,7.865,0.0
1459600206820,7.865,7.240000000000001e-07
1459600206830,7.865,0.0
1459600206840,7.865,0.0
1459600206850,7.865,0.0
1459600206860,7.865,7.240000000000001e-07
1459600206870,7.865,0.0
1459600206880,7.865,0.0
1459600206890,7.865,0.0
1459600206900,7.865,7.240000000000001e-07
1459600206910,7.865,3.6200000000000004e-07
1459600206920,7.865,3.6200000000000004e-07
1459600206930,7.865,0.0
1459600206940,7.865,1.0859999999999999e-06
1459600206950,7.865,0.0
1459600206960,7.865,7.240000000000001e-07
1459600206970,7.865,0.0
1459600206980,7.865,3.6200000000000004e-07
1459600206990,7.865,3.6200000000000004e-07
1459600207000,7.865,3.6200000000000004e-07
1459600207010,7.865,0.0
1459600207020,7.865,3.6200000000000004e-07
1459600207030,7.865,0.0
1459600207040,7.865,3.6200000000000004e-07
1459600207050,7.865,0.0
1459600207060,7.865,7.240000000000001e-07
1459600207070,7.865,0.0
1459600207080,7.865,7.240000000000001e-07
1459600207090,7.865,0.0
1459600207100,7.865,0.0
1459600207110,7.865,0.0
1459600207120,7.865,7.240000000000001e-07
1459600207130,7.865,0.0
1459600207140,7.865,7.240000000000001e-07
1459600207150,7.865,0.0
1459600207160,7.865,3.6200000000000004e-07
1459600207170,7.865,0.0
1459600207180,7.865,7.240000000000001e-07
1459600207190,7.865,0.0
1459600207200,7.865,7.240000000000001e-07
1459600207210,7.865,0.0
1459600207220,7.865,7.240000000000001e-07
1459600207230,7.865,0.0
1459600207240,7.865,3.6200000000000004e-07
1459600207250,7.865,0.0
1459600207260,7.865,3.6200000000000004e-07
1459600207270,7.865,0.0
1459600207280,7.865,1.0859999999999999e-06
1459600207290,7.865,0.0
1459600207300,7.865,0.0
1459600207310,7.865,3.6200000000000004e-07
1459600207320,7.865,1.0859999999999999e-06
1459600207330,7.865,0.0
1459600207340,7.865,3.6200000000000004e-07
1459600207350,7.865,0.0
1459600207360,7.865,7.240000000000001e-07
1459600207370,7.865,0.0
1459600207380,7.865,7.240000000000001e-07
1459600207390,7.865,0.0
1459600207400,7.865,7.240000000000001e-07
1459600207410,7.865,0.0
1459600207420,7.865,3.6200000000000004e-07
1459600207430,7.865,0.0
1459600207440,7.865,7.240000000000001e-07
1459600207450,7.865,0.0
1459600207460,7.865,1.0859999999999999e-06
1459600207470,7.865,0.0
1459600207480,7.865,0.0
1459600207490,7.865,0.0
1459600207500,7.865,1.0859999999999999e-06
1459600207510,7.865,0.0
1459600207520,7.865,3.6200000000000004e-07
1459600207530,7.865,3.6200000000000004e-07
1459600207540,7.865,7.240000000000001e-07
1459600207550,7.865,0.0
1459600207560,7.865,3.6200000000000004e-07
1459600207570,7.865,0.0
1459600207580,7.865,1.0859999999999999e-06
1459600207590,7.865,0.0
1459600207600,7.865,0.0
1459600207610,7.865,0.0
1459600207620,7.865,1.0859999999999999e-06
1459600207630,7.865,0.0
1459600207640,7.865,7.240000000000001e-07
1459600207650,7.865,0.0
1459600207660,7.865,1.0859999999999999e-06
1459600207670,7.865,3.6200000000000004e-07
1459600207680,7.865,3.6200000000000004e-07
1459600207690,7.865,0.0
1459600207700,7.865,1.0859999999999999e-06
1459600207710,7.865,0.0
1459600207720,7.865,0.0
1459600207730,7.865,0.0
1459600207740,7.865,7.240000000000001e-07
1459600207750,7.865,0.0
1459600207760,7.865,0.0
1459600207770,7.865,0.0
1459600207780,7.865,3.6200000000000004e-07
1459600207790,7.865,0.0
1459600207800,7.865,3.6200000000000004e-07
1459600207810,7.865,0.0
1459600207820,7.865,1.4480000000000002e-06
1459600207830,7.865,0.0
1459600207840,7.865,1.0859999999999999e-06
1459600207850,7.865,0.0
1459600207860,7.865,3.6200000000000004e-07
1459600207870,7.865,0.0
1459600207880,7.865,3.6200000000000004e-07
1459600207890,7.865,0.0
1459600207900,7.865,1.0859999999999999e-06
1459600207910,7.865,0.0
1459600207920,7.865,3.6200000000000004e-07
1459600207930,7.865,0.0
1459600207940,7.865,7.240000000000001e-07
1459600207950,7.865,0.0
1459600207960,7.865,3.6200000000000004e-07
1459600207970,7.865,0.0
1459600207980,7.865,7.240000000000001e-07
1459600207990,7.865,0.0
1459600208000,7.865,3.6200000000000004e-07
1459600208010,7.865,0.0
1459600208020,7.865,1.0859999999999999e-06
1459600208030,7.865,0.0
1459600208040,7.865,1.0859999999999999e-06
1459600208050,7.865,3.6200000000000004e-07
1459600208060,7.865,3.6200000000000004e-07
1459600208070,7.865,0.0
1459600208080,7.865,7.240000000000001e-07
1459600208090,7.865,0.0
1459600208100,7.865,7.240000000000001e-07
1459600208110,7.865,7.240000000000001e-07
1459600208120,7.865,3.6200000000000004e-07
1459600208130,7.865,0.0
1459600208140,7.865,1.0859999999999999e-06
1459600208150,7.865,0.0
1459600208160,7.865,3.6200000000000004e-07
1459600208170,7.865,0.0
1459600208180,7.865,7.240000000000001e-07
1459600208190,7.865,0.0
1459600208200,7.865,7.240000000000001e-07
1459600208210,7.865,0.0
1459600208220,7.865,7.240000000000001e-07
1459600208230,7.865,0.0
1459600208240,7.865,3.6200000000000004e-07
1459600208250,7.865,0.0
1459600208260,7.865,3.6200000000000004e-07
1459600208270,7.865,0.0
1459600208280,7.865,3.6200000000000004e-07
1459600208290,7.865,0.0
1459600208300,7.865,7.240000000000001e-07
1459600208310,7.865,0.0
1459600208320,7.865,3.6200000000000004e-07
1459600208330,7.865,0.0
1459600208340,7.865,0.0
1459600208350,7.865,0.0
1459600208360,7.865,7.240000000000001e-07
1459600208370,7.865,0.0
1459600208380,7.865,1.0859999999999999e-06
1459600208390,7.865,0.0
1459600208400,7.865,3.6200000000000004e-07
1459600208410,7.865,0.0
1459600208420,7.865,1.0859999999999999e-06
1459600208430,7.865,0.0
1459600208440,7.865,7.240000000000001e-07
1459600208450,7.865,0.0
