Timestamp,position,BLMTI.04L7.B1E10_TCSG.D4L7.B1
1459607401960,-6.785,3.6200000000000004e-07
1459607401970,-6.785,1.0859999999999999e-06
1459607401980,-6.785,0.0
1459607401990,-6.785,7.240000000000001e-07
1459607402000,-6.785,0.0
1459607402010,-6.785,3.6200000000000004e-07
1459607402020,-6.785,3.6200000000000004e-07
1459607402030,-6.785,1.0859999999999999e-06
1459607402040,-6.785,3.6200000000000004e-07
1459607402050,-6.785,3.6200000000000004e-07
1459607402060,-6.785,0.0
1459607402070,-6.785,1.0859999999999999e-06
1459607402080,-6.785,0.0
1459607402090,-6.785,3.6200000000000004e-07
1459607402100,-6.785,0.0
1459607402110,-6.785,7.240000000000001e-07
1459607402120,-6.785,3.6200000000000004e-07
1459607402130,-6.785,7.240000000000001e-07
1459607402140,-6.785,0.0
1459607402150,-6.785,7.240000000000001e-07
1459607402160,-6.785,3.6200000000000004e-07
1459607402170,-6.785,1.0859999999999999e-06
1459607402180,-6.785,0.0
1459607402190,-6.785,7.240000000000001e-07
1459607402200,-6.785,3.6200000000000004e-07
1459607402210,-6.785,3.6200000000000004e-07
1459607402220,-6.785,3.6200000000000004e-07
1459607402230,-6.785,7.240000000000001e-07
1459607402240,-6.785,3.6200000000000004e-07
1459607402250,-6.785,1.0859999999999999e-06
1459607402260,-6.785,3.6200000000000004e-07
1459607402270,-6.785,0.0
1459607402280,-6.785,7.240000000000001e-07
1459607402290,-6.785,7.240000000000001e-07
1459607402300,-6.785,0.0
1459607402310,-6.785,3.6200000000000004e-07
1459607402320,-6.785,0.0
1459607402330,-6.785,7.240000000000001e-07
1459607402340,-6.785,3.6200000000000004e-07
1459607402350,-6.785,1.0859999999999999e-06
1459607402360,-6.785,3.6200000000000004e-07
1459607402370,-6.785,7.240000000000001e-07
1459607402380,-6.785,3.6200000000000004e-07
1459607402390,-6.785,7.240000000000001e-07
1459607402400,-6.785,0.0
1459607402410,-6.785,1.0859999999999999e-06
1459607402420,-6.785,0.0
1459607402430,-6.785,1.0859999999999999e-06
1459607402440,-6.785,0.0
1459607402450,-6.785,1.0859999999999999e-06
1459607402460,-6.785,0.0
1459607402470,-6.785,1.0859999999999999e-06
1459607402480,-6.785,0.0
1459607402490,-6.785,1.0859999999999999e-06
1459607402500,-6.785,3.6200000000000004e-07
1459607402510,-6.785,3.6200000000000004e-07
1459607402520,-6.785,0.0
1459607402530,-6.785,7.240000000000001e-07
1459607402540,-6.785,3.6200000000000004e-07
1459607402550,-6.785,3.6200000000000004e-07
1459607402560,-6.785,0.0
1459607402570,-6.785,1.0859999999999999e-06
1459607402580,-6.785,7.240000000000001e-07
1459607402590,-6.785,3.6200000000000004e-07
1459607402600,-6.785,3.6200000000000004e-07
1459607402610,-6.785,1.0859999999999999e-06
1459607402620,-6.785,3.6200000000000004e-07
1459607402630,-6.785,7.240000000000001e-07
1459607402640,-6.785,0.0
1459607402650,-6.785,0.0
1459607402660,-6.785,0.0
1459607402670,-6.785,7.240000000000001e-07
1459607402680,-6.785,0.0
1459607402690,-6.785,3.6200000000000004e-07
1459607402700,-6.785,3.6200000000000004e-07
1459607402710,-6.785,7.240000000000001e-07
1459607402720,-6.785,3.6200000000000004e-07
1459607402730,-6.785,7.240000000000001e-07
1459607402740,-6.785,0.0
1459607402750,-6.785,1.0859999999999999e-06
1459607402790,-6.785,3.6200000000000004e-07
1459607402800,-6.785,1.0859999999999999e-06
1459607402810,-6.785,7.240000000000001e-07
1459607402820,-6.785,7.240000000000001e-07
1459607402830,-6.785,0.0
1459607402840,-6.785,7.240000000000001e-07
1459607402850,-6.785,0.0
1459607402860,-6.785,1.0859999999999999e-06
1459607402870,-6.785,3.6200000000000004e-07
1459607402880,-6.785,7.240000000000001e-07
1459607402890,-6.785,0.0
1459607402900,-6.785,7.240000000000001e-07
1459607402910,-6.785,0.0
1459607402920,-6.785,1.0859999999999999e-06
1459607402930,-6.785,7.240000000000001e-07
1459607402940,-6.785,1.0859999999999999e-06
1459607402950,-6.785,3.6200000000000004e-07
1459607402960,-6.785,7.240000000000001e-07
1459607402970,-6.785,3.6200000000000004e-07
1459607402980,-6.785,3.6200000000000004e-07
1459607402990,-6.785,3.6200000000000004e-07
1459607403000,-6.785,3.6200000000000004e-07
1459607403010,-6.785,0.0
1459607403020,-6.785,1.0859999999999999e-06
1459607403030,-6.785,0.0
1459607403040,-6.785,1.0859999999999999e-06
1459607403050,-6.785,3.6200000000000004e-07
1459607403060,-6.785,1.0859999999999999e-06
1459607403070,-6.785,0.0
1459607403080,-6.785,0.0
1459607403090,-6.785,3.6200000000000004e-07
1459607403100,-6.785,3.6200000000000004e-07
1459607403110,-6.785,3.6200000000000004e-07
1459607403120,-6.785,7.240000000000001e-07
1459607403130,-6.785,1.4480000000000002e-06
1459607403140,-6.785,0.0
1459607403150,-6.785,0.0
1459607403160,-6.785,0.0
1459607403170,-6.785,0.0
1459607403180,-6.785,7.240000000000001e-07
1459607403190,-6.785,3.6200000000000004e-07
1459607403200,-6.785,0.0
1459607403210,-6.785,1.0859999999999999e-06
1459607403220,-6.785,0.0
1459607403230,-6.785,7.240000000000001e-07
1459607403240,-6.785,7.240000000000001e-07
1459607403250,-6.785,3.6200000000000004e-07
1459607403260,-6.785,3.6200000000000004e-07
1459607403270,-6.785,3.6200000000000004e-07
1459607403280,-6.785,3.6200000000000004e-07
1459607403290,-6.785,0.0
1459607403300,-6.785,7.240000000000001e-07
1459607403310,-6.785,3.6200000000000004e-07
1459607403320,-6.785,7.240000000000001e-07
1459607403330,-6.785,0.0
1459607403340,-6.785,1.0859999999999999e-06
1459607403350,-6.785,0.0
1459607403360,-6.785,7.240000000000001e-07
1459607403370,-6.785,0.0
1459607403380,-6.785,1.4480000000000002e-06
1459607403390,-6.785,0.0
1459607403400,-6.785,3.6200000000000004e-07
1459607403420,-6.785,0.0
1459607403430,-6.785,7.240000000000001e-07
1459607403440,-6.785,0.0
1459607403450,-6.785,1.0859999999999999e-06
1459607403460,-6.785,0.0
1459607403470,-6.785,7.240000000000001e-07
1459607403480,-6.785,0.0
1459607403490,-6.785,7.240000000000001e-07
1459607403500,-6.785,0.0
1459607403510,-6.785,7.240000000000001e-07
1459607403520,-6.785,1.0859999999999999e-06
1459607403530,-6.785,7.240000000000001e-07
1459607403540,-6.785,0.0
1459607403550,-6.785,7.240000000000001e-07
1459607403560,-6.785,3.6200000000000004e-07
1459607403570,-6.785,7.240000000000001e-07
1459607403580,-6.785,0.0
1459607403590,-6.785,1.4480000000000002e-06
1459607403600,-6.785,0.0
1459607403610,-6.785,1.4480000000000002e-06
1459607403620,-6.785,3.6200000000000004e-07
1459607403630,-6.785,1.0859999999999999e-06
1459607403640,-6.785,3.6200000000000004e-07
1459607403650,-6.785,1.4480000000000002e-06
1459607403660,-6.785,0.0
1459607403670,-6.785,1.0859999999999999e-06
1459607403680,-6.785,0.0
1459607403690,-6.785,1.4480000000000002e-06
1459607403700,-6.785,0.0
1459607403710,-6.785,1.0859999999999999e-06
1459607403720,-6.785,0.0
1459607403730,-6.785,3.6200000000000004e-07
1459607403740,-6.785,0.0
1459607403750,-6.785,1.0859999999999999e-06
1459607403760,-6.785,0.0
1459607403770,-6.785,0.0
1459607403780,-6.785,0.0
1459607403790,-6.785,1.4480000000000002e-06
1459607403800,-6.785,0.0
1459607403810,-6.785,7.240000000000001e-07
1459607403820,-6.785,0.0
1459607403830,-6.785,1.0859999999999999e-06
1459607403840,-6.785,0.0
1459607403850,-6.785,7.240000000000001e-07
1459607403860,-6.785,3.6200000000000004e-07
1459607403870,-6.785,1.0859999999999999e-06
1459607403880,-6.785,0.0
1459607403890,-6.785,3.6200000000000004e-07
1459607403900,-6.785,3.6200000000000004e-07
1459607403910,-6.785,7.240000000000001e-07
1459607403920,-6.785,0.0
1459607403930,-6.785,7.240000000000001e-07
1459607403940,-6.785,3.6200000000000004e-07
1459607403950,-6.785,3.6200000000000004e-07
1459607403960,-6.785,0.0
1459607403970,-6.785,3.6200000000000004e-07
1459607403980,-6.785,3.6200000000000004e-07
1459607403990,-6.785,7.240000000000001e-07
1459607404000,-6.785,0.0
1459607404010,-6.785,7.240000000000001e-07
1459607404020,-6.785,3.6200000000000004e-07
1459607404030,-6.785,1.0859999999999999e-06
1459607404040,-6.785,0.0
1459607404050,-6.785,3.6200000000000004e-07
1459607404060,-6.785,7.240000000000001e-07
1459607404070,-6.785,1.0859999999999999e-06
1459607404080,-6.785,0.0
1459607404090,-6.785,3.6200000000000004e-07
1459607404100,-6.785,0.0
1459607404110,-6.785,7.240000000000001e-07
1459607404120,-6.785,0.0
1459607404130,-6.785,7.240000000000001e-07
1459607404140,-6.785,7.240000000000001e-07
1459607404150,-6.785,0.0
1459607404160,-6.785,7.240000000000001e-07
1459607404170,-6.785,7.240000000000001e-07
1459607404180,-6.785,0.0
1459607404190,-6.785,3.6200000000000004e-07
1459607404200,-6.785,0.0
1459607404210,-6.785,1.4480000000000002e-06
1459607404220,-6.785,0.0
1459607404230,-6.785,7.240000000000001e-07
1459607404240,-6.785,7.240000000000001e-07
1459607404250,-6.785,0.0
1459607404260,-6.785,3.6200000000000004e-07
1459607404270,-6.785,3.6200000000000004e-07
1459607404280,-6.785,1.0859999999999999e-06
1459607404290,-6.785,0.0
1459607404300,-6.785,0.0
1459607404310,-6.785,1.0859999999999999e-06
1459607404320,-6.785,3.6200000000000004e-07
1459607404330,-6.785,7.240000000000001e-07
1459607404340,-6.785,0.0
1459607404350,-6.785,1.4480000000000002e-06
1459607404360,-6.785,3.6200000000000004e-07
1459607404370,-6.785,1.0859999999999999e-06
1459607404380,-6.785,7.240000000000001e-07
1459607404390,-6.785,0.0
1459607404400,-6.785,3.6200000000000004e-07
1459607404410,-6.785,1.0859999999999999e-06
1459607404420,-6.785,7.240000000000001e-07
1459607404430,-6.785,0.0
1459607404440,-6.785,3.6200000000000004e-07
1459607404450,-6.785,3.6200000000000004e-07
1459607404460,-6.785,7.240000000000001e-07
1459607404470,-6.785,7.240000000000001e-07
1459607404480,-6.785,0.0
1459607404490,-6.785,7.240000000000001e-07
1459607404500,-6.785,7.240000000000001e-07
1459607404510,-6.785,3.6200000000000004e-07
1459607404520,-6.785,0.0
1459607404530,-6.785,0.0
1459607404540,-6.785,1.0859999999999999e-06
1459607404550,-6.785,3.6200000000000004e-07
1459607404560,-6.785,0.0
1459607404570,-6.785,1.0859999999999999e-06
1459607404580,-6.785,0.0
1459607404590,-6.785,0.0
1459607404600,-6.785,3.6200000000000004e-07
1459607404610,-6.785,1.0859999999999999e-06
1459607404620,-6.785,0.0
1459607404630,-6.785,7.240000000000001e-07
1459607404640,-6.785,0.0
1459607404650,-6.785,3.6200000000000004e-07
1459607404660,-6.785,3.6200000000000004e-07
1459607404670,-6.785,7.240000000000001e-07
1459607404680,-6.785,3.6200000000000004e-07
1459607404690,-6.785,3.6200000000000004e-07
1459607404700,-6.785,3.6200000000000004e-07
1459607404710,-6.785,0.0
1459607404720,-6.785,7.240000000000001e-07
1459607404730,-6.785,7.240000000000001e-07
1459607404740,-6.785,0.0
1459607404750,-6.785,7.240000000000001e-07
1459607404760,-6.785,3.6200000000000004e-07
1459607404770,-6.785,3.6200000000000004e-07
1459607404780,-6.785,0.0
1459607404790,-6.785,3.6200000000000004e-07
1459607404800,-6.785,0.0
1459607404810,-6.785,1.4480000000000002e-06
1459607404820,-6.785,0.0
1459607404830,-6.785,3.6200000000000004e-07
1459607404840,-6.785,7.240000000000001e-07
1459607404850,-6.785,3.6200000000000004e-07
1459607404860,-6.785,3.6200000000000004e-07
1459607404870,-6.785,3.6200000000000004e-07
1459607404880,-6.785,3.6200000000000004e-07
1459607404890,-6.785,7.240000000000001e-07
1459607404900,-6.785,0.0
1459607404910,-6.785,3.6200000000000004e-07
1459607404920,-6.785,3.6200000000000004e-07
1459607404930,-6.785,3.6200000000000004e-07
1459607404940,-6.785,3.6200000000000004e-07
1459607404950,-6.785,7.240000000000001e-07
1459607404960,-6.785,7.240000000000001e-07
1459607404970,-6.785,3.6200000000000004e-07
1459607404980,-6.785,0.0
1459607404990,-6.785,3.6200000000000004e-07
1459607405000,-6.785,3.6200000000000004e-07
1459607405010,-6.785,3.6200000000000004e-07
1459607405020,-6.785,3.6200000000000004e-07
1459607405030,-6.785,3.6200000000000004e-07
1459607405040,-6.785,0.0
1459607405050,-6.785,1.0859999999999999e-06
1459607405060,-6.785,7.240000000000001e-07
1459607405070,-6.785,3.6200000000000004e-07
1459607405080,-6.785,0.0
1459607405090,-6.785,1.4480000000000002e-06
1459607405100,-6.785,0.0
1459607405110,-6.785,0.0
1459607405120,-6.785,7.240000000000001e-07
1459607405130,-6.785,3.6200000000000004e-07
1459607405140,-6.785,3.6200000000000004e-07
1459607405150,-6.785,3.6200000000000004e-07
1459607405160,-6.785,3.6200000000000004e-07
1459607405170,-6.785,3.6200000000000004e-07
1459607405180,-6.785,3.6200000000000004e-07
1459607405190,-6.785,3.6200000000000004e-07
1459607405200,-6.785,3.6200000000000004e-07
1459607405210,-6.785,0.0
1459607405220,-6.785,1.0859999999999999e-06
1459607405230,-6.785,0.0
1459607405240,-6.785,7.240000000000001e-07
1459607405250,-6.785,0.0
1459607405260,-6.785,3.6200000000000004e-07
1459607405270,-6.785,3.6200000000000004e-07
1459607405280,-6.785,0.0
1459607405290,-6.785,3.6200000000000004e-07
1459607405300,-6.785,3.6200000000000004e-07
1459607405310,-6.785,1.81e-06
1459607405320,-6.785,0.0
1459607405330,-6.785,3.6200000000000004e-07
1459607405340,-6.785,3.6200000000000004e-07
1459607405350,-6.785,3.6200000000000004e-07
1459607405360,-6.785,7.240000000000001e-07
1459607405370,-6.785,7.240000000000001e-07
1459607405380,-6.785,3.6200000000000004e-07
1459607405390,-6.785,0.0
1459607405400,-6.785,7.240000000000001e-07
1459607405410,-6.785,3.6200000000000004e-07
1459607405420,-6.785,3.6200000000000004e-07
1459607405430,-6.785,7.240000000000001e-07
1459607405440,-6.785,7.240000000000001e-07
1459607405450,-6.785,3.6200000000000004e-07
1459607405460,-6.785,7.240000000000001e-07
1459607405470,-6.785,3.6200000000000004e-07
1459607405480,-6.785,3.6200000000000004e-07
1459607405490,-6.785,3.6200000000000004e-07
1459607405500,-6.785,0.0
1459607405510,-6.785,1.0859999999999999e-06
1459607405520,-6.785,3.6200000000000004e-07
1459607405530,-6.785,7.240000000000001e-07
1459607405540,-6.785,3.6200000000000004e-07
1459607405550,-6.785,7.240000000000001e-07
1459607405560,-6.785,3.6200000000000004e-07
1459607405570,-6.785,1.0859999999999999e-06
1459607405580,-6.785,3.6200000000000004e-07
1459607405590,-6.785,3.6200000000000004e-07
1459607405600,-6.785,0.0
1459607405610,-6.785,1.0859999999999999e-06
1459607405620,-6.785,0.0
1459607405630,-6.785,7.240000000000001e-07
1459607405640,-6.785,7.240000000000001e-07
1459607405650,-6.785,7.240000000000001e-07
1459607405660,-6.785,3.6200000000000004e-07
1459607405670,-6.785,3.6200000000000004e-07
1459607405680,-6.785,3.6200000000000004e-07
1459607405690,-6.785,0.0
1459607405700,-6.785,1.0859999999999999e-06
1459607405710,-6.785,0.0
1459607405720,-6.785,1.0859999999999999e-06
1459607405730,-6.785,0.0
1459607405740,-6.785,3.6200000000000004e-07
1459607405750,-6.785,7.240000000000001e-07
1459607405760,-6.785,3.6200000000000004e-07
1459607405770,-6.785,1.0859999999999999e-06
1459607405780,-6.785,7.240000000000001e-07
1459607405790,-6.785,7.240000000000001e-07
1459607405800,-6.785,3.6200000000000004e-07
1459607405810,-6.785,3.6200000000000004e-07
1459607405820,-6.785,7.240000000000001e-07
1459607405830,-6.785,3.6200000000000004e-07
1459607405840,-6.785,0.0
1459607405850,-6.785,1.0859999999999999e-06
1459607405860,-6.785,0.0
1459607405870,-6.785,7.240000000000001e-07
1459607405880,-6.785,3.6200000000000004e-07
1459607405890,-6.785,3.6200000000000004e-07
1459607405900,-6.785,7.240000000000001e-07
1459607405910,-6.785,3.6200000000000004e-07
1459607405920,-6.785,0.0
1459607405930,-6.785,1.0859999999999999e-06
1459607405940,-6.785,3.6200000000000004e-07
1459607405950,-6.785,7.240000000000001e-07
1459607405960,-6.785,3.6200000000000004e-07
1459607405970,-6.785,7.240000000000001e-07
1459607405980,-6.785,0.0
1459607405990,-6.785,3.6200000000000004e-07
1459607406000,-6.785,3.6200000000000004e-07
1459607406010,-6.785,0.0
1459607406020,-6.785,7.240000000000001e-07
1459607406030,-6.785,3.6200000000000004e-07
1459607406040,-6.785,0.0
1459607406050,-6.785,3.6200000000000004e-07
1459607406060,-6.785,0.0
1459607406070,-6.785,7.240000000000001e-07
1459607406080,-6.785,7.240000000000001e-07
1459607406090,-6.785,0.0
1459607406100,-6.785,0.0
1459607406110,-6.785,1.0859999999999999e-06
1459607406120,-6.785,0.0
1459607406130,-6.785,7.240000000000001e-07
1459607406140,-6.785,0.0
1459607406150,-6.785,7.240000000000001e-07
1459607406160,-6.785,7.240000000000001e-07
1459607406170,-6.785,3.6200000000000004e-07
1459607406180,-6.785,3.6200000000000004e-07
1459607406190,-6.785,3.6200000000000004e-07
1459607406200,-6.785,0.0
1459607406210,-6.785,7.240000000000001e-07
1459607406220,-6.785,0.0
1459607406230,-6.785,1.0859999999999999e-06
1459607406240,-6.785,0.0
1459607406250,-6.785,7.240000000000001e-07
1459607406260,-6.785,3.6200000000000004e-07
1459607406270,-6.785,3.6200000000000004e-07
1459607406280,-6.785,0.0
1459607406290,-6.785,7.240000000000001e-07
1459607406300,-6.785,0.0
1459607406310,-6.785,3.6200000000000004e-07
1459607406320,-6.785,3.6200000000000004e-07
1459607406330,-6.785,3.6200000000000004e-07
1459607406340,-6.785,3.6200000000000004e-07
1459607406350,-6.785,3.6200000000000004e-07
1459607406360,-6.785,3.6200000000000004e-07
1459607406370,-6.785,7.240000000000001e-07
1459607406380,-6.785,0.0
1459607406390,-6.785,7.240000000000001e-07
1459607406400,-6.785,0.0
1459607406410,-6.785,3.6200000000000004e-07
1459607406420,-6.785,1.0859999999999999e-06
1459607406430,-6.785,3.6200000000000004e-07
1459607406440,-6.785,3.6200000000000004e-07
1459607406450,-6.785,3.6200000000000004e-07
1459607406460,-6.785,7.240000000000001e-07
1459607406470,-6.785,7.240000000000001e-07
1459607406480,-6.785,3.6200000000000004e-07
1459607406490,-6.785,3.6200000000000004e-07
1459607406500,-6.785,3.6200000000000004e-07
1459607406510,-6.785,7.240000000000001e-07
1459607406520,-6.785,3.6200000000000004e-07
1459607406530,-6.785,7.240000000000001e-07
1459607406540,-6.785,3.6200000000000004e-07
1459607406550,-6.785,7.240000000000001e-07
1459607406560,-6.785,0.0
1459607406570,-6.785,3.6200000000000004e-07
1459607406580,-6.785,3.6200000000000004e-07
1459607406590,-6.785,3.6200000000000004e-07
1459607406600,-6.785,7.240000000000001e-07
1459607406610,-6.785,1.0859999999999999e-06
1459607406620,-6.785,0.0
1459607406630,-6.785,3.6200000000000004e-07
1459607406640,-6.785,3.6200000000000004e-07
1459607406650,-6.785,3.6200000000000004e-07
1459607406660,-6.785,7.240000000000001e-07
1459607406670,-6.785,7.240000000000001e-07
1459607406680,-6.785,0.0
1459607406690,-6.785,7.240000000000001e-07
1459607406700,-6.785,3.6200000000000004e-07
1459607406710,-6.785,3.6200000000000004e-07
1459607406720,-6.785,7.240000000000001e-07
1459607406730,-6.785,7.240000000000001e-07
1459607406740,-6.785,0.0
1459607406750,-6.785,7.240000000000001e-07
1459607406760,-6.785,3.6200000000000004e-07
1459607406770,-6.785,7.240000000000001e-07
1459607406780,-6.785,7.240000000000001e-07
1459607406790,-6.785,0.0
1459607406800,-6.785,3.6200000000000004e-07
1459607406810,-6.785,1.0859999999999999e-06
1459607406820,-6.785,0.0
1459607406830,-6.785,7.240000000000001e-07
1459607406840,-6.785,3.6200000000000004e-07
1459607406850,-6.785,3.6200000000000004e-07
1459607406860,-6.785,1.0859999999999999e-06
1459607406870,-6.785,0.0
1459607406880,-6.785,0.0
1459607406890,-6.785,0.0
1459607406900,-6.785,3.6200000000000004e-07
1459607406910,-6.785,7.240000000000001e-07
1459607406920,-6.785,3.6200000000000004e-07
1459607406930,-6.785,3.6200000000000004e-07
1459607406940,-6.785,3.6200000000000004e-07
1459607406950,-6.785,7.240000000000001e-07
1459607406960,-6.785,3.6200000000000004e-07
1459607406970,-6.785,3.6200000000000004e-07
1459607406980,-6.785,7.240000000000001e-07
1459607406990,-6.785,0.0
1459607407000,-6.785,0.0
1459607407010,-6.785,0.0
1459607407020,-6.785,7.240000000000001e-07
1459607407030,-6.785,3.6200000000000004e-07
1459607407040,-6.785,3.6200000000000004e-07
1459607407050,-6.785,3.6200000000000004e-07
1459607407060,-6.785,7.240000000000001e-07
1459607407070,-6.785,7.240000000000001e-07
1459607407080,-6.785,3.6200000000000004e-07
1459607407090,-6.785,3.6200000000000004e-07
1459607407100,-6.785,7.240000000000001e-07
1459607407110,-6.785,3.6200000000000004e-07
1459607407120,-6.785,3.6200000000000004e-07
1459607407130,-6.785,0.0
1459607407140,-6.785,7.240000000000001e-07
1459607407150,-6.785,3.6200000000000004e-07
1459607407160,-6.785,7.240000000000001e-07
1459607407170,-6.785,0.0
1459607407180,-6.785,7.240000000000001e-07
1459607407190,-6.785,7.240000000000001e-07
1459607407200,-6.785,0.0
1459607407210,-6.785,0.0
1459607407220,-6.785,3.6200000000000004e-07
1459607407230,-6.785,3.6200000000000004e-07
1459607407240,-6.785,7.240000000000001e-07
1459607407250,-6.785,3.6200000000000004e-07
1459607407260,-6.785,3.6200000000000004e-07
1459607407270,-6.785,7.240000000000001e-07
1459607407280,-6.785,3.6200000000000004e-07
1459607407290,-6.785,0.0
1459607407300,-6.785,3.6200000000000004e-07
1459607407310,-6.785,7.240000000000001e-07
1459607407320,-6.785,3.6200000000000004e-07
1459607407330,-6.785,1.0859999999999999e-06
1459607407340,-6.785,3.6200000000000004e-07
1459607407350,-6.785,0.0
1459607407360,-6.785,7.240000000000001e-07
1459607407370,-6.785,1.0859999999999999e-06
1459607407380,-6.785,0.0
1459607407390,-6.785,1.0859999999999999e-06
1459607407400,-6.785,3.6200000000000004e-07
1459607407410,-6.785,7.240000000000001e-07
1459607407420,-6.785,0.0
1459607407430,-6.785,1.0859999999999999e-06
1459607407440,-6.785,0.0
1459607407450,-6.785,3.6200000000000004e-07
1459607407460,-6.785,3.6200000000000004e-07
1459607407470,-6.785,3.6200000000000004e-07
1459607407480,-6.785,7.240000000000001e-07
1459607407490,-6.785,7.240000000000001e-07
1459607407500,-6.785,3.6200000000000004e-07
1459607407510,-6.785,7.240000000000001e-07
1459607407520,-6.785,3.6200000000000004e-07
1459607407530,-6.785,3.6200000000000004e-07
1459607407540,-6.785,7.240000000000001e-07
1459607407550,-6.785,3.6200000000000004e-07
1459607407560,-6.785,7.240000000000001e-07
1459607407570,-6.785,0.0
1459607407580,-6.785,7.240000000000001e-07
1459607407590,-6.785,3.6200000000000004e-07
