Timestamp,position,BLMTI.06L7.B2I10_TCLA.D6L7.B2
1459603917840,-8.045,3.6200000000000004e-07
1459603917850,-8.045,7.240000000000001e-07
1459603917860,-8.045,0.0
1459603917870,-8.045,3.6200000000000004e-07
1459603917880,-8.045,7.240000000000001e-07
1459603917890,-8.045,3.6200000000000004e-07
1459603917900,-8.045,3.6200000000000004e-07
1459603917910,-8.045,0.0
1459603917920,-8.045,1.0859999999999999e-06
1459603917930,-8.045,0.0
1459603917940,-8.045,3.6200000000000004e-07
1459603917950,-8.045,0.0
1459603917960,-8.045,3.6200000000000004e-07
1459603917970,-8.045,3.6200000000000004e-07
1459603917980,-8.045,7.240000000000001e-07
1459603917990,-8.045,3.6200000000000004e-07
1459603918000,-8.045,3.6200000000000004e-07
1459603918010,-8.045,3.6200000000000004e-07
1459603918020,-8.045,3.6200000000000004e-07
1459603918030,-8.045,3.6200000000000004e-07
1459603918040,-8.045,3.6200000000000004e-07
1459603918050,-8.045,7.240000000000001e-07
1459603918060,-8.045,0.0
1459603918070,-8.045,7.240000000000001e-07
1459603918080,-8.045,3.6200000000000004e-07
1459603918090,-8.045,7.240000000000001e-07
1459603918100,-8.045,3.6200000000000004e-07
1459603918110,-8.045,7.240000000000001e-07
1459603918120,-8.045,7.240000000000001e-07
1459603918130,-8.045,0.0
1459603918140,-8.045,0.0
1459603918150,-8.045,0.0
1459603918160,-8.045,7.240000000000001e-07
1459603918170,-8.045,3.6200000000000004e-07
1459603918180,-8.045,3.6200000000000004e-07
1459603918190,-8.045,3.6200000000000004e-07
1459603918200,-8.045,7.240000000000001e-07
1459603918210,-8.045,0.0
1459603918220,-8.045,7.240000000000001e-07
1459603918230,-8.045,7.240000000000001e-07
1459603918240,-8.045,0.0
1459603918250,-8.045,7.240000000000001e-07
1459603918260,-8.045,0.0
1459603918270,-8.045,7.240000000000001e-07
1459603918280,-8.045,0.0
1459603918290,-8.045,0.0
1459603918300,-8.045,7.240000000000001e-07
1459603918310,-8.045,1.0859999999999999e-06
1459603918320,-8.045,0.0
1459603918330,-8.045,3.6200000000000004e-07
1459603918340,-8.045,0.0
1459603918350,-8.045,3.6200000000000004e-07
1459603918360,-8.045,3.6200000000000004e-07
1459603918370,-8.045,7.240000000000001e-07
1459603918380,-8.045,7.240000000000001e-07
1459603918390,-8.045,0.0
1459603918400,-8.045,0.0
1459603918410,-8.045,3.6200000000000004e-07
1459603918420,-8.045,0.0
1459603918430,-8.045,1.4480000000000002e-06
1459603918440,-8.045,3.6200000000000004e-07
1459603918450,-8.045,1.0859999999999999e-06
1459603918460,-8.045,0.0
1459603918470,-8.045,0.0
1459603918480,-8.045,3.6200000000000004e-07
1459603918490,-8.045,7.240000000000001e-07
1459603918500,-8.045,0.0
1459603918510,-8.045,3.6200000000000004e-07
1459603918520,-8.045,0.0
1459603918530,-8.045,1.4480000000000002e-06
1459603918540,-8.045,0.0
1459603918550,-8.045,7.240000000000001e-07
1459603918560,-8.045,3.6200000000000004e-07
1459603918570,-8.045,0.0
1459603918580,-8.045,7.240000000000001e-07
1459603918590,-8.045,3.6200000000000004e-07
1459603918600,-8.045,3.6200000000000004e-07
1459603918610,-8.045,3.6200000000000004e-07
1459603918620,-8.045,1.0859999999999999e-06
1459603918630,-8.045,0.0
1459603918640,-8.045,3.6200000000000004e-07
1459603918650,-8.045,0.0
1459603918660,-8.045,1.0859999999999999e-06
1459603918670,-8.045,3.6200000000000004e-07
1459603918680,-8.045,7.240000000000001e-07
1459603918690,-8.045,0.0
1459603918700,-8.045,3.6200000000000004e-07
1459603918710,-8.045,7.240000000000001e-07
1459603918720,-8.045,3.6200000000000004e-07
1459603918730,-8.045,7.240000000000001e-07
1459603918740,-8.045,0.0
1459603918750,-8.045,3.6200000000000004e-07
1459603918760,-8.045,3.6200000000000004e-07
1459603918770,-8.045,7.240000000000001e-07
1459603918780,-8.045,3.6200000000000004e-07
1459603918790,-8.045,1.0859999999999999e-06
1459603918800,-8.045,3.6200000000000004e-07
1459603918810,-8.045,3.6200000000000004e-07
1459603918820,-8.045,0.0
1459603918830,-8.045,0.0
1459603918840,-8.045,3.6200000000000004e-07
1459603918850,-8.045,3.6200000000000004e-07
1459603918860,-8.045,1.0859999999999999e-06
1459603918870,-8.045,7.240000000000001e-07
1459603918880,-8.045,3.6200000000000004e-07
1459603918890,-8.045,3.6200000000000004e-07
1459603918900,-8.045,3.6200000000000004e-07
1459603918910,-8.045,7.240000000000001e-07
1459603918920,-8.045,0.0
1459603918930,-8.045,7.240000000000001e-07
1459603918940,-8.045,0.0
1459603918950,-8.045,3.6200000000000004e-07
1459603918960,-8.045,0.0
1459603918970,-8.045,1.4480000000000002e-06
1459603918980,-8.045,0.0
1459603918990,-8.045,3.6200000000000004e-07
1459603919000,-8.045,3.6200000000000004e-07
1459603919010,-8.045,7.240000000000001e-07
1459603919020,-8.045,0.0
1459603919030,-8.045,3.6200000000000004e-07
1459603919040,-8.045,3.6200000000000004e-07
1459603919050,-8.045,0.0
1459603919060,-8.045,7.240000000000001e-07
1459603919070,-8.045,0.0
1459603919080,-8.045,3.6200000000000004e-07
1459603919090,-8.045,1.0859999999999999e-06
1459603919100,-8.045,0.0
1459603919110,-8.045,7.240000000000001e-07
1459603919120,-8.045,0.0
1459603919130,-8.045,7.240000000000001e-07
1459603919140,-8.045,3.6200000000000004e-07
1459603919150,-8.045,0.0
1459603919160,-8.045,7.240000000000001e-07
1459603919170,-8.045,7.240000000000001e-07
1459603919180,-8.045,3.6200000000000004e-07
1459603919190,-8.045,3.6200000000000004e-07
1459603919200,-8.045,3.6200000000000004e-07
1459603919210,-8.045,0.0
1459603919220,-8.045,1.0859999999999999e-06
1459603919230,-8.045,0.0
1459603919240,-8.045,7.240000000000001e-07
1459603919250,-8.045,0.0
1459603919260,-8.045,7.240000000000001e-07
1459603919270,-8.045,0.0
1459603919280,-8.045,3.6200000000000004e-07
1459603919290,-8.045,1.4480000000000002e-06
1459603919300,-8.045,0.0
1459603919310,-8.045,1.0859999999999999e-06
1459603919320,-8.045,0.0
1459603919330,-8.045,3.6200000000000004e-07
1459603919340,-8.045,0.0
1459603919350,-8.045,3.6200000000000004e-07
1459603919360,-8.045,3.6200000000000004e-07
1459603919370,-8.045,3.6200000000000004e-07
1459603919380,-8.045,7.240000000000001e-07
1459603919390,-8.045,1.0859999999999999e-06
1459603919400,-8.045,0.0
1459603919410,-8.045,0.0
1459603919420,-8.045,3.6200000000000004e-07
1459603919430,-8.045,1.0859999999999999e-06
1459603919440,-8.045,3.6200000000000004e-07
1459603919450,-8.045,0.0
1459603919460,-8.045,3.6200000000000004e-07
1459603919470,-8.045,3.6200000000000004e-07
1459603919480,-8.045,3.6200000000000004e-07
1459603919490,-8.045,3.6200000000000004e-07
1459603919500,-8.045,7.240000000000001e-07
1459603919510,-8.045,3.6200000000000004e-07
1459603919520,-8.045,7.240000000000001e-07
