Timestamp,position,BLMTI.04R8.B2E10_TCTPH.4R8.B2
1459600150320,9.665,7.240000000000001e-07
1459600150330,9.665,0.0
1459600150340,9.665,0.0
1459600150350,9.665,0.0
1459600150360,9.665,1.4480000000000002e-06
1459600150370,9.665,0.0
1459600150380,9.665,0.0
1459600150390,9.665,0.0
1459600150400,9.665,3.6200000000000004e-07
1459600150410,9.665,0.0
1459600150420,9.665,7.240000000000001e-07
1459600150430,9.665,0.0
1459600150440,9.665,3.6200000000000004e-07
1459600150450,9.665,0.0
1459600150460,9.665,7.240000000000001e-07
1459600150470,9.665,0.0
1459600150480,9.665,3.6200000000000004e-07
1459600150490,9.665,0.0
1459600150500,9.665,1.0859999999999999e-06
1459600150510,9.665,0.0
1459600150520,9.665,7.240000000000001e-07
1459600150530,9.665,0.0
1459600150540,9.665,1.0859999999999999e-06
1459600150550,9.665,0.0
1459600150560,9.665,3.6200000000000004e-07
1459600150570,9.665,0.0
1459600150580,9.665,7.240000000000001e-07
1459600150590,9.665,0.0
1459600150600,9.665,3.6200000000000004e-07
1459600150610,9.665,0.0
1459600150620,9.665,7.240000000000001e-07
1459600150630,9.665,0.0
1459600150640,9.665,3.6200000000000004e-07
1459600150650,9.665,0.0
1459600150660,9.665,1.0859999999999999e-06
1459600150670,9.665,0.0
1459600150680,9.665,1.0859999999999999e-06
1459600150690,9.665,0.0
1459600150700,9.665,3.6200000000000004e-07
1459600150710,9.665,0.0
1459600150720,9.665,3.6200000000000004e-07
1459600150730,9.665,0.0
1459600150740,9.665,1.0859999999999999e-06
1459600150750,9.665,0.0
1459600150760,9.665,7.240000000000001e-07
1459600150770,9.665,0.0
1459600150780,9.665,7.240000000000001e-07
1459600150790,9.665,0.0
1459600150800,9.665,1.0859999999999999e-06
1459600150810,9.665,0.0
1459600150820,9.665,7.240000000000001e-07
1459600150830,9.665,0.0
1459600150840,9.665,3.6200000000000004e-07
1459600150850,9.665,0.0
1459600150860,9.665,3.6200000000000004e-07
1459600150870,9.665,0.0
1459600150880,9.665,1.0859999999999999e-06
1459600150890,9.665,0.0
1459600150900,9.665,3.6200000000000004e-07
1459600150910,9.665,0.0
1459600150920,9.665,7.240000000000001e-07
1459600150930,9.665,3.6200000000000004e-07
1459600150940,9.665,7.240000000000001e-07
1459600150950,9.665,0.0
1459600150960,9.665,3.6200000000000004e-07
1459600150970,9.665,0.0
1459600150980,9.665,1.4480000000000002e-06
1459600150990,9.665,0.0
1459600151000,9.665,0.0
1459600151010,9.665,0.0
1459600151020,9.665,7.240000000000001e-07
1459600151030,9.665,0.0
1459600151040,9.665,7.240000000000001e-07
1459600151050,9.665,0.0
1459600151060,9.665,7.240000000000001e-07
1459600151070,9.665,0.0
