Timestamp,position,BLMTI.05L7.B2I10_TCSG.B5L7.B2
1459607197390,7.58,3.6200000000000004e-07
1459607197400,7.58,0.0
1459607197410,7.58,3.6200000000000004e-07
1459607197420,7.58,0.0
1459607197430,7.58,0.0
1459607197440,7.58,3.6200000000000004e-07
1459607197450,7.58,3.6200000000000004e-07
1459607197460,7.58,0.0
1459607197470,7.58,0.0
1459607197480,7.58,3.6200000000000004e-07
1459607197490,7.58,0.0
1459607197500,7.58,7.240000000000001e-07
1459607197510,7.58,1.0859999999999999e-06
1459607197520,7.58,0.0
1459607197530,7.58,1.0859999999999999e-06
1459607197540,7.58,0.0
1459607197550,7.58,0.0
1459607197560,7.58,0.0
1459607197570,7.58,3.6200000000000004e-07
1459607197580,7.58,0.0
1459607197590,7.58,7.240000000000001e-07
1459607197600,7.58,0.0
1459607197610,7.58,7.240000000000001e-07
1459607197620,7.58,0.0
1459607197630,7.58,1.0859999999999999e-06
1459607197640,7.58,0.0
1459607197650,7.58,0.0
1459607197660,7.58,3.6200000000000004e-07
1459607197670,7.58,0.0
1459607197680,7.58,3.6200000000000004e-07
1459607197690,7.58,0.0
1459607197700,7.58,7.240000000000001e-07
1459607197710,7.58,1.4480000000000002e-06
1459607197720,7.58,0.0
1459607197730,7.58,0.0
1459607197740,7.58,0.0
1459607197750,7.58,0.0
1459607197760,7.58,3.6200000000000004e-07
1459607197770,7.58,1.0859999999999999e-06
1459607197780,7.58,0.0
1459607197790,7.58,0.0
1459607197800,7.58,0.0
1459607197810,7.58,0.0
1459607197820,7.58,7.240000000000001e-07
1459607197830,7.58,3.6200000000000004e-07
1459607197840,7.58,3.6200000000000004e-07
1459607197850,7.58,7.240000000000001e-07
1459607197860,7.58,0.0
1459607197870,7.58,7.240000000000001e-07
1459607197880,7.58,0.0
1459607197890,7.58,0.0
1459607197900,7.58,3.6200000000000004e-07
1459607197910,7.58,3.6200000000000004e-07
1459607197920,7.58,3.6200000000000004e-07
1459607197930,7.58,0.0
1459607197940,7.58,3.6200000000000004e-07
1459607197950,7.58,3.6200000000000004e-07
1459607197960,7.58,0.0
1459607197970,7.58,1.0859999999999999e-06
1459607197980,7.58,3.6200000000000004e-07
1459607197990,7.58,3.6200000000000004e-07
1459607198000,7.58,0.0
1459607198010,7.58,3.6200000000000004e-07
1459607198020,7.58,0.0
1459607198030,7.58,1.4480000000000002e-06
1459607198040,7.58,0.0
1459607198050,7.58,0.0
1459607198060,7.58,3.6200000000000004e-07
1459607198070,7.58,3.6200000000000004e-07
1459607198080,7.58,7.240000000000001e-07
1459607198090,7.58,0.0
1459607198100,7.58,7.240000000000001e-07
1459607198110,7.58,3.6200000000000004e-07
1459607198120,7.58,0.0
1459607198130,7.58,3.6200000000000004e-07
1459607198140,7.58,3.6200000000000004e-07
1459607198150,7.58,3.6200000000000004e-07
1459607198160,7.58,0.0
1459607198170,7.58,1.0859999999999999e-06
1459607198180,7.58,0.0
1459607198190,7.58,7.240000000000001e-07
1459607198200,7.58,0.0
1459607198210,7.58,3.6200000000000004e-07
1459607198220,7.58,0.0
1459607198230,7.58,1.0859999999999999e-06
1459607198240,7.58,0.0
1459607198250,7.58,7.240000000000001e-07
1459607198260,7.58,0.0
1459607198270,7.58,1.0859999999999999e-06
1459607198280,7.58,0.0
1459607198290,7.58,3.6200000000000004e-07
1459607198300,7.58,0.0
1459607198310,7.58,1.0859999999999999e-06
1459607198320,7.58,0.0
1459607198330,7.58,0.0
1459607198340,7.58,7.240000000000001e-07
1459607198350,7.58,3.6200000000000004e-07
1459607198360,7.58,0.0
1459607198370,7.58,3.6200000000000004e-07
1459607198380,7.58,3.6200000000000004e-07
1459607198390,7.58,3.6200000000000004e-07
1459607198400,7.58,0.0
1459607198410,7.58,7.240000000000001e-07
1459607198420,7.58,0.0
1459607198430,7.58,7.240000000000001e-07
1459607198440,7.58,0.0
1459607198450,7.58,0.0
1459607198460,7.58,0.0
1459607198470,7.58,1.0859999999999999e-06
1459607198480,7.58,0.0
1459607198490,7.58,3.6200000000000004e-07
1459607198500,7.58,0.0
1459607198510,7.58,1.0859999999999999e-06
1459607198520,7.58,3.6200000000000004e-07
1459607198530,7.58,3.6200000000000004e-07
1459607198540,7.58,0.0
1459607198550,7.58,1.0859999999999999e-06
1459607198560,7.58,0.0
1459607198570,7.58,1.0859999999999999e-06
1459607198580,7.58,0.0
1459607198590,7.58,0.0
1459607198600,7.58,0.0
1459607198610,7.58,1.0859999999999999e-06
1459607198620,7.58,0.0
1459607198630,7.58,3.6200000000000004e-07
1459607198640,7.58,0.0
1459607198650,7.58,1.0859999999999999e-06
1459607198660,7.58,0.0
1459607198670,7.58,1.0859999999999999e-06
1459607198680,7.58,0.0
1459607198690,7.58,3.6200000000000004e-07
1459607198700,7.58,0.0
1459607198710,7.58,7.240000000000001e-07
1459607198720,7.58,3.6200000000000004e-07
1459607198730,7.58,7.240000000000001e-07
1459607198740,7.58,0.0
1459607198750,7.58,7.240000000000001e-07
1459607198760,7.58,3.6200000000000004e-07
1459607198770,7.58,0.0
1459607198780,7.58,0.0
1459607198790,7.58,1.0859999999999999e-06
1459607198800,7.58,0.0
1459607198810,7.58,3.6200000000000004e-07
1459607198820,7.58,0.0
1459607198830,7.58,1.0859999999999999e-06
1459607198840,7.58,0.0
1459607198850,7.58,7.240000000000001e-07
1459607198860,7.58,0.0
1459607198870,7.58,7.240000000000001e-07
1459607198880,7.58,0.0
1459607198890,7.58,3.6200000000000004e-07
1459607198900,7.58,0.0
1459607198910,7.58,7.240000000000001e-07
1459607198920,7.58,0.0
1459607198930,7.58,7.240000000000001e-07
1459607198940,7.58,0.0
1459607198950,7.58,3.6200000000000004e-07
1459607198960,7.58,0.0
1459607198970,7.58,7.240000000000001e-07
1459607198980,7.58,0.0
1459607198990,7.58,3.6200000000000004e-07
1459607199000,7.58,0.0
1459607199010,7.58,3.6200000000000004e-07
1459607199020,7.58,3.6200000000000004e-07
1459607199030,7.58,3.6200000000000004e-07
1459607199040,7.58,0.0
1459607199050,7.58,7.240000000000001e-07
1459607199060,7.58,3.6200000000000004e-07
1459607199070,7.58,0.0
1459607199080,7.58,0.0
1459607199090,7.58,7.240000000000001e-07
1459607199100,7.58,0.0
1459607199110,7.58,7.240000000000001e-07
1459607199120,7.58,0.0
1459607199130,7.58,7.240000000000001e-07
1459607199140,7.58,0.0
1459607199150,7.58,7.240000000000001e-07
1459607199160,7.58,0.0
1459607199170,7.58,3.6200000000000004e-07
1459607199180,7.58,3.6200000000000004e-07
1459607199190,7.58,7.240000000000001e-07
1459607199200,7.58,0.0
1459607199210,7.58,3.6200000000000004e-07
1459607199220,7.58,0.0
1459607199230,7.58,7.240000000000001e-07
1459607199240,7.58,0.0
1459607199250,7.58,0.0
1459607199260,7.58,3.6200000000000004e-07
1459607199270,7.58,3.6200000000000004e-07
1459607199280,7.58,0.0
1459607199290,7.58,1.0859999999999999e-06
1459607199300,7.58,0.0
1459607199310,7.58,0.0
1459607199320,7.58,3.6200000000000004e-07
1459607199330,7.58,1.0859999999999999e-06
1459607199340,7.58,0.0
1459607199350,7.58,3.6200000000000004e-07
1459607199360,7.58,0.0
1459607199370,7.58,1.0859999999999999e-06
1459607199380,7.58,0.0
1459607199390,7.58,7.240000000000001e-07
1459607199400,7.58,0.0
1459607199410,7.58,3.6200000000000004e-07
1459607199420,7.58,0.0
1459607199430,7.58,3.6200000000000004e-07
1459607199440,7.58,3.6200000000000004e-07
1459607199450,7.58,3.6200000000000004e-07
1459607199460,7.58,0.0
1459607199470,7.58,0.0
1459607199480,7.58,0.0
1459607199490,7.58,7.240000000000001e-07
1459607199500,7.58,0.0
1459607199510,7.58,1.0859999999999999e-06
1459607199520,7.58,0.0
1459607199530,7.58,3.6200000000000004e-07
1459607199540,7.58,0.0
1459607199550,7.58,3.6200000000000004e-07
1459607199560,7.58,0.0
1459607199570,7.58,1.0859999999999999e-06
1459607199580,7.58,0.0
1459607199590,7.58,1.0859999999999999e-06
1459607199600,7.58,0.0
1459607199610,7.58,0.0
1459607199620,7.58,0.0
1459607199630,7.58,7.240000000000001e-07
1459607199640,7.58,0.0
1459607199650,7.58,3.6200000000000004e-07
1459607199660,7.58,3.6200000000000004e-07
1459607199670,7.58,0.0
1459607199680,7.58,3.6200000000000004e-07
1459607199690,7.58,0.0
1459607199700,7.58,0.0
1459607199710,7.58,1.0859999999999999e-06
1459607199720,7.58,0.0
1459607199730,7.58,7.240000000000001e-07
1459607199740,7.58,0.0
1459607199750,7.58,7.240000000000001e-07
1459607199760,7.58,0.0
1459607199770,7.58,1.81e-06
1459607199780,7.58,0.0
1459607199790,7.58,0.0
1459607199800,7.58,0.0
1459607199810,7.58,7.240000000000001e-07
1459607199820,7.58,0.0
1459607199830,7.58,7.240000000000001e-07
1459607199840,7.58,0.0
1459607199850,7.58,3.6200000000000004e-07
1459607199860,7.58,3.6200000000000004e-07
1459607199870,7.58,3.6200000000000004e-07
1459607199880,7.58,3.6200000000000004e-07
1459607199890,7.58,0.0
1459607199900,7.58,0.0
1459607199910,7.58,7.240000000000001e-07
1459607199920,7.58,3.6200000000000004e-07
1459607199930,7.58,0.0
1459607199940,7.58,3.6200000000000004e-07
1459607199950,7.58,7.240000000000001e-07
1459607199960,7.58,0.0
1459607199970,7.58,7.240000000000001e-07
1459607199980,7.58,0.0
1459607199990,7.58,0.0
1459607200000,7.58,0.0
1459607200010,7.58,1.0859999999999999e-06
1459607200020,7.58,0.0
1459607200030,7.58,3.6200000000000004e-07
1459607200040,7.58,0.0
1459607200050,7.58,0.0
1459607200060,7.58,3.6200000000000004e-07
1459607200070,7.58,1.4480000000000002e-06
1459607200080,7.58,0.0
1459607200090,7.58,0.0
1459607200100,7.58,0.0
1459607200110,7.58,3.6200000000000004e-07
1459607200120,7.58,0.0
1459607200130,7.58,1.0859999999999999e-06
1459607200140,7.58,0.0
1459607200150,7.58,7.240000000000001e-07
1459607200160,7.58,0.0
1459607200170,7.58,3.6200000000000004e-07
1459607200180,7.58,0.0
1459607200190,7.58,3.6200000000000004e-07
1459607200200,7.58,0.0
1459607200210,7.58,7.240000000000001e-07
1459607200220,7.58,0.0
1459607200230,7.58,1.4480000000000002e-06
1459607200240,7.58,0.0
1459607200250,7.58,0.0
1459607200260,7.58,0.0
1459607200270,7.58,0.0
1459607200280,7.58,0.0
1459607200290,7.58,3.6200000000000004e-07
1459607200300,7.58,3.6200000000000004e-07
1459607200310,7.58,3.6200000000000004e-07
1459607200320,7.58,7.240000000000001e-07
1459607200330,7.58,3.6200000000000004e-07
1459607200340,7.58,7.240000000000001e-07
1459607200350,7.58,1.0859999999999999e-06
1459607200360,7.58,0.0
1459607200370,7.58,3.6200000000000004e-07
1459607200380,7.58,0.0
1459607200390,7.58,1.0859999999999999e-06
1459607200400,7.58,0.0
1459607200410,7.58,0.0
1459607200420,7.58,0.0
1459607200430,7.58,1.0859999999999999e-06
1459607200440,7.58,0.0
1459607200450,7.58,0.0
1459607200460,7.58,0.0
1459607200470,7.58,7.240000000000001e-07
1459607200480,7.58,3.6200000000000004e-07
1459607200490,7.58,0.0
1459607200500,7.58,3.6200000000000004e-07
1459607200510,7.58,3.6200000000000004e-07
1459607200520,7.58,7.240000000000001e-07
1459607200530,7.58,7.240000000000001e-07
1459607200540,7.58,7.240000000000001e-07
1459607200550,7.58,0.0
1459607200560,7.58,0.0
1459607200570,7.58,7.240000000000001e-07
1459607200580,7.58,0.0
1459607200590,7.58,3.6200000000000004e-07
1459607200600,7.58,0.0
1459607200610,7.58,7.240000000000001e-07
1459607200620,7.58,0.0
1459607200630,7.58,7.240000000000001e-07
1459607200640,7.58,0.0
1459607200650,7.58,3.6200000000000004e-07
1459607200660,7.58,7.240000000000001e-07
1459607200670,7.58,0.0
1459607200680,7.58,3.6200000000000004e-07
1459607200690,7.58,3.6200000000000004e-07
1459607200700,7.58,3.6200000000000004e-07
1459607200710,7.58,3.6200000000000004e-07
1459607200720,7.58,3.6200000000000004e-07
1459607200730,7.58,1.0859999999999999e-06
1459607200740,7.58,0.0
1459607200750,7.58,3.6200000000000004e-07
1459607200760,7.58,0.0
1459607200770,7.58,7.240000000000001e-07
1459607200780,7.58,0.0
1459607200790,7.58,3.6200000000000004e-07
1459607200800,7.58,0.0
1459607200810,7.58,1.0859999999999999e-06
1459607200820,7.58,0.0
1459607200830,7.58,0.0
1459607200840,7.58,0.0
1459607200850,7.58,3.6200000000000004e-07
1459607200860,7.58,7.240000000000001e-07
1459607200870,7.58,0.0
1459607200880,7.58,3.6200000000000004e-07
1459607200890,7.58,0.0
1459607200900,7.58,3.6200000000000004e-07
1459607200910,7.58,0.0
1459607200920,7.58,0.0
1459607200930,7.58,7.240000000000001e-07
1459607200940,7.58,0.0
1459607200950,7.58,1.0859999999999999e-06
1459607200960,7.58,0.0
1459607200970,7.58,7.240000000000001e-07
1459607200980,7.58,0.0
1459607200990,7.58,1.0859999999999999e-06
1459607201000,7.58,0.0
1459607201010,7.58,7.240000000000001e-07
1459607201020,7.58,0.0
1459607201030,7.58,3.6200000000000004e-07
1459607201040,7.58,3.6200000000000004e-07
1459607201050,7.58,0.0
1459607201060,7.58,0.0
1459607201070,7.58,3.6200000000000004e-07
1459607201080,7.58,0.0
1459607201090,7.58,3.6200000000000004e-07
1459607201100,7.58,0.0
1459607201110,7.58,3.6200000000000004e-07
1459607201120,7.58,7.240000000000001e-07
1459607201130,7.58,3.6200000000000004e-07
1459607201140,7.58,0.0
1459607201150,7.58,7.240000000000001e-07
1459607201160,7.58,0.0
1459607201170,7.58,0.0
1459607201180,7.58,3.6200000000000004e-07
1459607201190,7.58,3.6200000000000004e-07
1459607201200,7.58,0.0
1459607201210,7.58,3.6200000000000004e-07
1459607201220,7.58,3.6200000000000004e-07
1459607201230,7.58,1.0859999999999999e-06
1459607201240,7.58,0.0
1459607201250,7.58,7.240000000000001e-07
1459607201260,7.58,0.0
1459607201270,7.58,3.6200000000000004e-07
1459607201280,7.58,0.0
1459607201290,7.58,0.0
1459607201300,7.58,3.6200000000000004e-07
1459607201310,7.58,7.240000000000001e-07
1459607201320,7.58,0.0
1459607201330,7.58,7.240000000000001e-07
1459607201340,7.58,0.0
1459607201350,7.58,3.6200000000000004e-07
1459607201360,7.58,0.0
1459607201370,7.58,7.240000000000001e-07
1459607201380,7.58,0.0
1459607201390,7.58,0.0
1459607201400,7.58,7.240000000000001e-07
